x,y,species min
1.0,1.0,0.10001129
2.0,2.0,0.3735955
3.0,3.0,3.780581E-4
4.0,4.0,0.37513936
5.0,5.0,0.010997403
6.0,6.0,0.01132971
7.0,7.0,6.9880916E-5
8.0,8.0,0.06759141
9.0,9.0,0.19835737
10.0,10.0,0.018065598
11.0,11.0,3.9615293E-7
12.0,12.0,0.12144013
13.0,13.0,0.018939983
14.0,14.0,0.0014388893
15.0,15.0,0.011215481
16.0,16.0,0.085815884
17.0,17.0,0.20105855
18.0,18.0,0.08250069
19.0,19.0,0.20726697
20.0,20.0,0.051926605
21.0,21.0,0.303688
22.0,22.0,0.3469217
23.0,23.0,0.18946302
24.0,24.0,0.096525036
25.0,25.0,0.026219131
26.0,26.0,0.6127347
27.0,27.0,0.07207039
28.0,28.0,0.0056567183
29.0,29.0,0.33692217
30.0,30.0,0.041407667
31.0,31.0,6.0681195E-6
32.0,32.0,6.565664E-4
33.0,33.0,0.35232058
34.0,34.0,2.2822778E-6
35.0,35.0,0.2490436
36.0,36.0,0.19568042
37.0,37.0,0.28452477
38.0,38.0,0.23383324
39.0,39.0,0.14021854
40.0,40.0,0.47439292
41.0,41.0,0.07318128
42.0,42.0,0.19304542
43.0,43.0,0.006621921
44.0,44.0,0.0028097837
45.0,45.0,0.2944999
46.0,46.0,0.08209329
47.0,47.0,0.15124534
48.0,48.0,9.3901256E-4
49.0,49.0,0.10964446
50.0,50.0,0.28985208
51.0,51.0,0.08107464
52.0,52.0,0.28993255
53.0,53.0,0.093626454
54.0,54.0,0.23156057
55.0,55.0,0.111193076
56.0,56.0,2.8156413E-4
57.0,57.0,0.10685248
58.0,58.0,2.5929032E-6
59.0,59.0,0.005123912
60.0,60.0,0.09800892
61.0,61.0,0.034140117
62.0,62.0,0.05902797
63.0,63.0,0.14051892
64.0,64.0,0.081339724
65.0,65.0,0.2474659
66.0,66.0,0.0018478979
67.0,67.0,1.941318E-7
68.0,68.0,0.019068317
69.0,69.0,0.089503355
70.0,70.0,0.18215492
71.0,71.0,0.12324558
72.0,72.0,0.033099487
73.0,73.0,0.086109646
74.0,74.0,0.25549638
75.0,75.0,0.051375188
76.0,76.0,0.06826481
77.0,77.0,0.01460872
78.0,78.0,0.48301437
79.0,79.0,0.15104623
80.0,80.0,0.048484206
81.0,81.0,8.701423E-6
82.0,82.0,0.0015330487
83.0,83.0,0.16844684
84.0,84.0,0.0012296757
85.0,85.0,0.215226
86.0,86.0,0.15036653
87.0,87.0,2.7792794E-5
88.0,88.0,2.2241363E-7
89.0,89.0,0.6527407
90.0,90.0,0.062209878
91.0,91.0,6.074483E-4
92.0,92.0,0.032310724
93.0,93.0,5.4267997E-7
94.0,94.0,0.005566196
95.0,95.0,2.6031627E-4
96.0,96.0,0.09362884
97.0,97.0,0.09508689
98.0,98.0,9.978076E-6
99.0,99.0,0.12131404
100.0,100.0,0.012101583
101.0,101.0,0.124988176
102.0,102.0,0.124419466
103.0,103.0,0.6693202
104.0,104.0,0.086303115
105.0,105.0,0.1697996
106.0,106.0,0.2341472
107.0,107.0,2.2528088E-4
108.0,108.0,0.00120557
109.0,109.0,0.06751475
110.0,110.0,0.0047899815
111.0,111.0,0.6593059
112.0,112.0,0.11376965
113.0,113.0,0.0046309223
114.0,114.0,0.096450806
115.0,115.0,2.7759637E-5
116.0,116.0,4.69922E-6
117.0,117.0,0.44206488
118.0,118.0,0.004283748
119.0,119.0,1.6254033E-6
120.0,120.0,0.19940938
121.0,121.0,0.15850094
122.0,122.0,0.21072586
123.0,123.0,0.093980595
124.0,124.0,0.067788124
125.0,125.0,0.053600274
126.0,126.0,1.2828804E-4
127.0,127.0,0.0888193
128.0,128.0,0.13132468
129.0,129.0,9.65419E-5
130.0,130.0,0.2914984
131.0,131.0,0.09795304
132.0,132.0,0.100705154
133.0,133.0,0.001653739
134.0,134.0,0.03679541
135.0,135.0,3.1336463E-6
136.0,136.0,0.07460101
137.0,137.0,0.16988651
138.0,138.0,8.7348104E-5
139.0,139.0,0.09038615
140.0,140.0,1.5198743E-4
141.0,141.0,4.31622E-6
142.0,142.0,0.084875494
143.0,143.0,0.67703176
144.0,144.0,2.417688E-6
145.0,145.0,0.998298
146.0,146.0,0.29327086
147.0,147.0,0.22149773
148.0,148.0,0.002991523
149.0,149.0,0.1298098
150.0,150.0,0.006311154
151.0,151.0,0.31289887
152.0,152.0,0.09793803
153.0,153.0,0.0063342853
154.0,154.0,0.1449936
155.0,155.0,0.07229095
156.0,156.0,0.33076337
157.0,157.0,0.14915356
158.0,158.0,0.2042867
159.0,159.0,7.538662E-6
160.0,160.0,0.058555793
161.0,161.0,0.0027889442
162.0,162.0,0.380869
163.0,163.0,3.3680673E-4
164.0,164.0,0.011952768
165.0,165.0,0.020162506
166.0,166.0,0.1526111
167.0,167.0,0.08752868
168.0,168.0,0.100893304
169.0,169.0,0.04485788
170.0,170.0,0.045711994
171.0,171.0,0.031352583
172.0,172.0,0.20365122
173.0,173.0,0.3316931
174.0,174.0,0.27356952
175.0,175.0,8.43766E-4
176.0,176.0,0.06764674
177.0,177.0,0.059447434
