Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,Cropped_Cloud contribution,alt contribution,current_2.5arcmin_PETDriestQuarter contribution,current_2.5arcmin_PETWettestQuarter contribution,current_2.5arcmin_climaticMoistureIndex contribution,wc2.0_bio_2.5m_1 contribution,wc2.0_bio_2.5m_16 contribution,wc2.0_bio_2.5m_17 contribution,wc2.0_bio_2.5m_5 contribution,wc2.0_bio_2.5m_6 contribution,Cropped_Cloud permutation importance,alt permutation importance,current_2.5arcmin_PETDriestQuarter permutation importance,current_2.5arcmin_PETWettestQuarter permutation importance,current_2.5arcmin_climaticMoistureIndex permutation importance,wc2.0_bio_2.5m_1 permutation importance,wc2.0_bio_2.5m_16 permutation importance,wc2.0_bio_2.5m_17 permutation importance,wc2.0_bio_2.5m_5 permutation importance,wc2.0_bio_2.5m_6 permutation importance,Training gain without Cropped_Cloud,Training gain without alt,Training gain without current_2.5arcmin_PETDriestQuarter,Training gain without current_2.5arcmin_PETWettestQuarter,Training gain without current_2.5arcmin_climaticMoistureIndex,Training gain without wc2.0_bio_2.5m_1,Training gain without wc2.0_bio_2.5m_16,Training gain without wc2.0_bio_2.5m_17,Training gain without wc2.0_bio_2.5m_5,Training gain without wc2.0_bio_2.5m_6,Training gain with only Cropped_Cloud,Training gain with only alt,Training gain with only current_2.5arcmin_PETDriestQuarter,Training gain with only current_2.5arcmin_PETWettestQuarter,Training gain with only current_2.5arcmin_climaticMoistureIndex,Training gain with only wc2.0_bio_2.5m_1,Training gain with only wc2.0_bio_2.5m_16,Training gain with only wc2.0_bio_2.5m_17,Training gain with only wc2.0_bio_2.5m_5,Training gain with only wc2.0_bio_2.5m_6,Test gain without Cropped_Cloud,Test gain without alt,Test gain without current_2.5arcmin_PETDriestQuarter,Test gain without current_2.5arcmin_PETWettestQuarter,Test gain without current_2.5arcmin_climaticMoistureIndex,Test gain without wc2.0_bio_2.5m_1,Test gain without wc2.0_bio_2.5m_16,Test gain without wc2.0_bio_2.5m_17,Test gain without wc2.0_bio_2.5m_5,Test gain without wc2.0_bio_2.5m_6,Test gain with only Cropped_Cloud,Test gain with only alt,Test gain with only current_2.5arcmin_PETDriestQuarter,Test gain with only current_2.5arcmin_PETWettestQuarter,Test gain with only current_2.5arcmin_climaticMoistureIndex,Test gain with only wc2.0_bio_2.5m_1,Test gain with only wc2.0_bio_2.5m_16,Test gain with only wc2.0_bio_2.5m_17,Test gain with only wc2.0_bio_2.5m_5,Test gain with only wc2.0_bio_2.5m_6,AUC without Cropped_Cloud,AUC without alt,AUC without current_2.5arcmin_PETDriestQuarter,AUC without current_2.5arcmin_PETWettestQuarter,AUC without current_2.5arcmin_climaticMoistureIndex,AUC without wc2.0_bio_2.5m_1,AUC without wc2.0_bio_2.5m_16,AUC without wc2.0_bio_2.5m_17,AUC without wc2.0_bio_2.5m_5,AUC without wc2.0_bio_2.5m_6,AUC with only Cropped_Cloud,AUC with only alt,AUC with only current_2.5arcmin_PETDriestQuarter,AUC with only current_2.5arcmin_PETWettestQuarter,AUC with only current_2.5arcmin_climaticMoistureIndex,AUC with only wc2.0_bio_2.5m_1,AUC with only wc2.0_bio_2.5m_16,AUC with only wc2.0_bio_2.5m_17,AUC with only wc2.0_bio_2.5m_5,AUC with only wc2.0_bio_2.5m_6,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,734,1.2757,1.4470,500,0.9188,82,1.3876,0.9165,0.0092,10353,3.4086,2.5812,30.6020,20.9699,1.2700,1.6968,13.2796,3.6400,0.5082,22.0438,1.7222,1.8884,4.1402,12.8303,2.0469,2.5005,14.0586,4.3219,1.1731,55.3180,1.2564,1.2602,1.2511,1.2192,1.2624,1.2567,1.2417,1.2395,1.2666,1.1946,0.0793,0.0648,0.4439,0.2244,0.1735,0.3608,0.4086,0.1435,0.1139,0.5554,1.4126,1.3560,1.3490,1.3379,1.3801,1.3337,1.3239,1.3906,1.3775,1.3265,0.0854,0.0775,0.4693,0.3547,0.2089,0.4429,0.4691,0.1387,0.1552,0.5653,0.9169,0.9111,0.9098,0.9152,0.9154,0.9103,0.9089,0.9135,0.9146,0.9107,0.6016,0.6106,0.7453,0.7119,0.6753,0.7163,0.7481,0.6196,0.6358,0.7720,7.9792,0.1626,1.0000,0.0438,0.5334,0.0041,0.0000,1.228E-17,5.0000,0.1223,0.4047,0.0177,0.0122,2.735E-27,10.0000,0.1725,0.3159,0.0341,0.0244,4.344E-38,0.4428,0.0229,0.5813,0.0000,0.0000,7.617E-15,20.4575,0.2752,0.1962,0.0995,0.0854,1.255E-60,26.7029,0.3483,0.1485,0.1485,0.1829,0E0,25.1183,0.3303,0.1592,0.1322,0.1585,2.764E-64,25.2284,0.3315,0.1585,0.1349,0.1585,1.267E-64,22.9423,0.2991,0.1755,0.1185,0.0854,0E0,2.3468,0.0805,0.4739,0.0082,0.0000,7.031E-22,12.4508,0.1951,0.2819,0.0409,0.0244,1.362E-44
species_1,734,1.2756,1.4471,500,0.9195,82,1.4264,0.9087,0.0120,10353,3.1940,2.6258,30.1725,20.5436,1.4096,2.1232,14.3118,3.7004,0.4842,21.4350,1.6484,1.6002,5.2251,14.9744,1.7959,1.9184,14.5994,3.4934,1.0536,53.6913,1.2590,1.2538,1.2549,1.2185,1.2639,1.2508,1.2409,1.2469,1.2678,1.1945,0.0728,0.0636,0.4416,0.2281,0.1801,0.3639,0.4095,0.1321,0.1134,0.5448,1.4161,1.3958,1.4472,1.4220,1.4245,1.4191,1.4422,1.3785,1.4092,1.3251,0.1539,0.0875,0.4815,0.3179,0.1462,0.4155,0.4131,0.2221,0.1611,0.6740,0.9084,0.9078,0.9132,0.9102,0.9067,0.9086,0.9105,0.9026,0.9077,0.9028,0.6448,0.6104,0.7357,0.6807,0.6050,0.7075,0.7602,0.6892,0.6501,0.8152,7.9864,0.1639,1.0000,0.0433,0.5340,0.0041,0.0000,1.337E-17,5.0000,0.1230,0.4047,0.0150,0.0366,3.262E-25,10.0000,0.1755,0.3166,0.0313,0.0732,7.604E-33,0.4872,0.0249,0.5772,0.0000,0.0000,4.602E-15,20.6953,0.2811,0.1960,0.0995,0.1585,2.233E-49,27.5902,0.3532,0.1444,0.1444,0.1951,0E0,24.9102,0.3256,0.1628,0.1240,0.1829,2.811E-58,23.8286,0.3125,0.1708,0.1185,0.1707,7.51E-57,15.0712,0.2248,0.2515,0.0586,0.0732,2.07E-45,2.6001,0.0862,0.4662,0.0082,0.0000,1.681E-22,12.3711,0.1973,0.2840,0.0381,0.0732,1.985E-38
species_2,734,1.2820,1.4402,500,0.9174,82,1.2065,0.8914,0.0132,10353,3.9277,1.7599,36.1514,20.0615,0.4626,1.6925,12.7849,3.6041,0.3413,19.2143,1.8558,1.9940,3.7757,14.1262,2.0642,0.8233,15.0250,3.7355,0.9398,55.6605,1.2747,1.2763,1.2721,1.2331,1.2785,1.2709,1.2510,1.2533,1.2773,1.2059,0.0755,0.0668,0.4496,0.2411,0.1806,0.3668,0.4199,0.1353,0.1192,0.5571,1.2076,1.1854,1.1608,1.1753,1.1980,1.1606,1.1819,1.1734,1.1998,1.1592,0.1219,0.0580,0.4156,0.1824,0.1408,0.3855,0.3313,0.1983,0.1085,0.5550,0.8931,0.8872,0.8857,0.8893,0.8908,0.8869,0.8885,0.8870,0.8899,0.8913,0.6000,0.5861,0.7098,0.6411,0.6027,0.6780,0.7265,0.6737,0.6074,0.7711,7.9715,0.1614,1.0000,0.0429,0.5286,0.0041,0.0000,6.115E-18,5.0000,0.1234,0.4019,0.0218,0.0488,1.735E-24,10.0000,0.1732,0.3140,0.0409,0.0976,8.257E-31,0.3186,0.0177,0.5943,0.0000,0.0000,3.674E-14,19.7384,0.2677,0.2020,0.0995,0.1585,1.824E-47,26.7332,0.3418,0.1482,0.1485,0.2317,1.409E-56,22.7413,0.3008,0.1769,0.1158,0.1829,1.925E-52,21.9879,0.2925,0.1829,0.1131,0.1829,3.346E-50,19.0167,0.2609,0.2086,0.0967,0.1341,7.089E-49,2.5838,0.0859,0.4626,0.0095,0.0244,5.946E-21,12.4966,0.1958,0.2798,0.0490,0.0976,1.766E-36
species_3,734,1.2814,1.4467,500,0.9187,82,1.3098,0.9056,0.0115,10353,3.9608,2.9425,30.4272,20.6531,1.2100,2.0253,13.8906,3.5031,0.4449,20.9424,1.4257,2.1779,3.6727,13.2657,1.9388,3.1294,13.9320,3.8665,0.9753,55.6161,1.2665,1.2639,1.2604,1.2316,1.2732,1.2597,1.2437,1.2498,1.2743,1.2028,0.0866,0.0675,0.4472,0.2287,0.1770,0.3649,0.4048,0.1467,0.1120,0.5527,1.3091,1.3103,1.2690,1.1834,1.2825,1.2899,1.2705,1.2651,1.2683,1.2111,0.0034,0.0529,0.4327,0.3079,0.1739,0.4069,0.4683,0.0894,0.1768,0.5975,0.9046,0.9040,0.9004,0.8889,0.9029,0.9043,0.8998,0.9041,0.9021,0.8977,0.5831,0.5857,0.7016,0.6969,0.6324,0.7116,0.7765,0.6204,0.6589,0.7776,7.9750,0.1619,1.0000,0.0428,0.5313,0.0041,0.0122,5.998E-17,5.0000,0.1230,0.4038,0.0177,0.0244,2.484E-26,10.0000,0.1725,0.3158,0.0368,0.0366,8.453E-37,0.3664,0.0192,0.5907,0.0000,0.0000,2.376E-14,20.5376,0.2741,0.1954,0.0995,0.1220,4.251E-55,26.5315,0.3446,0.1495,0.1499,0.2195,4.454E-58,24.4379,0.3169,0.1642,0.1199,0.1707,1.003E-59,23.5619,0.3073,0.1708,0.1172,0.1707,7.51E-57,19.3583,0.2634,0.2060,0.0967,0.0976,4.111E-55,1.8027,0.0693,0.4920,0.0054,0.0122,1.354E-19,12.5207,0.1953,0.2808,0.0490,0.0488,6.861E-42
species_4,734,1.2680,1.4291,500,0.9169,82,1.4262,0.9195,0.0110,10353,3.2935,2.2055,29.9972,22.8239,0.7867,1.6642,13.8191,2.7070,0.5104,22.1925,1.3427,1.8928,4.0387,15.2412,1.6273,1.2106,14.1811,3.4496,0.8060,56.2101,1.2591,1.2507,1.2522,1.2181,1.2621,1.2539,1.2346,1.2332,1.2613,1.1948,0.0761,0.0613,0.4441,0.2369,0.1661,0.3748,0.4130,0.1432,0.1198,0.5516,1.3833,1.3978,1.4265,1.3848,1.3926,1.3682,1.4303,1.3506,1.4165,1.3258,0.1176,0.1112,0.4664,0.2295,0.2889,0.3122,0.4044,0.1302,0.1016,0.6065,0.9171,0.9156,0.9175,0.9188,0.9166,0.9121,0.9188,0.9145,0.9184,0.9119,0.6186,0.6340,0.6936,0.6640,0.6829,0.6753,0.7447,0.6446,0.6242,0.7778,7.9933,0.1652,1.0000,0.0444,0.5311,0.0027,0.0122,5.753E-17,5.0000,0.1265,0.4057,0.0177,0.0244,3.861E-26,10.0000,0.1786,0.3189,0.0381,0.0366,2.839E-36,0.3002,0.0180,0.5977,0.0000,0.0000,5.465E-14,20.2535,0.2761,0.2032,0.0995,0.0610,7.007E-62,27.1977,0.3494,0.1499,0.1499,0.1220,0E0,23.1603,0.3070,0.1791,0.1185,0.0854,0E0,29.6912,0.3796,0.1342,0.1730,0.1341,0E0,24.2361,0.3171,0.1708,0.1294,0.0854,0E0,1.8391,0.0727,0.4913,0.0041,0.0244,8.674E-19,12.4335,0.2009,0.2859,0.0518,0.0366,2.71E-42
species_5,734,1.2686,1.4311,500,0.9173,82,1.4654,0.9201,0.0097,10353,3.5645,2.3245,30.0168,22.7742,1.0445,2.1658,13.0614,3.5714,0.4968,20.9802,1.2615,2.0870,3.8961,13.5395,2.0381,1.9500,15.0611,3.6063,1.1659,55.3944,1.2538,1.2548,1.2506,1.2159,1.2609,1.2531,1.2362,1.2378,1.2621,1.1907,0.0802,0.0608,0.4406,0.2346,0.1741,0.3665,0.4064,0.1356,0.1142,0.5527,1.4446,1.4274,1.4000,1.4071,1.4456,1.4474,1.4115,1.3795,1.4619,1.4138,0.0712,0.1159,0.5019,0.2524,0.2034,0.3921,0.4691,0.1931,0.1450,0.6006,0.9181,0.9150,0.9112,0.9111,0.9176,0.9189,0.9157,0.9117,0.9182,0.9161,0.5776,0.6388,0.7458,0.6842,0.6568,0.6989,0.7541,0.6716,0.6370,0.7829,7.9964,0.1656,1.0000,0.0439,0.5377,0.0041,0.0000,2.306E-17,5.0000,0.1256,0.4093,0.0204,0.0122,8.265E-27,10.0000,0.1762,0.3214,0.0395,0.0244,3.517E-37,0.4660,0.0243,0.5833,0.0000,0.0000,9.773E-15,20.9114,0.2813,0.1979,0.0995,0.1098,4.34E-56,27.5468,0.3490,0.1475,0.1471,0.1341,0E0,23.0570,0.3049,0.1800,0.1117,0.1098,3.467E-63,29.6266,0.3739,0.1342,0.1649,0.1341,0E0,30.6931,0.3886,0.1277,0.1771,0.1341,0E0,1.3592,0.0570,0.5177,0.0041,0.0000,1.167E-18,12.4964,0.1993,0.2869,0.0531,0.0366,4.252E-42
species_6,735,1.2499,1.4161,500,0.9160,81,1.6404,0.9398,0.0068,10354,3.9302,2.5194,30.3603,22.5039,1.3479,1.9438,12.5658,2.9989,0.4184,21.4114,1.4826,2.1884,3.9014,14.5041,1.6546,1.8548,14.9360,3.5935,1.0787,54.8058,1.2369,1.2332,1.2332,1.1991,1.2441,1.2363,1.2193,1.2262,1.2459,1.1749,0.0773,0.0657,0.4378,0.2290,0.1734,0.3611,0.3967,0.1318,0.1111,0.5460,1.6366,1.6305,1.6373,1.5791,1.6469,1.6051,1.5744,1.5815,1.6371,1.5847,0.1095,0.0676,0.5169,0.3061,0.2129,0.4447,0.5822,0.2427,0.1808,0.6652,0.9410,0.9376,0.9418,0.9376,0.9401,0.9364,0.9348,0.9347,0.9398,0.9412,0.5984,0.5889,0.7403,0.6879,0.6496,0.7293,0.7951,0.6892,0.6770,0.8063,8.0053,0.1673,1.0000,0.0464,0.5345,0.0041,0.0000,2.244E-17,5.0000,0.1283,0.4092,0.0204,0.0000,1.479E-27,10.0000,0.1788,0.3219,0.0408,0.0000,2.698E-39,0.4898,0.0270,0.5750,0.0000,0.0000,5.095E-15,20.3256,0.2798,0.2049,0.0993,0.0494,2.28E-62,27.1393,0.3480,0.1524,0.1524,0.0741,0E0,23.7571,0.3144,0.1766,0.1211,0.0494,0E0,33.4575,0.4319,0.1149,0.2190,0.1111,0E0,33.2874,0.4299,0.1158,0.2177,0.0988,0E0,2.5877,0.0897,0.4692,0.0082,0.0000,5.205E-22,12.3742,0.2022,0.2894,0.0476,0.0123,5.59E-44
species_7,735,1.2764,1.4495,500,0.9198,81,1.2980,0.9062,0.0110,10354,4.0669,2.9860,29.5981,21.6027,1.0255,2.2219,13.6926,3.9097,0.4032,20.4934,1.2631,2.8967,4.9362,12.9762,2.0921,2.3166,15.3023,3.6000,1.5607,53.0562,1.2665,1.2618,1.2591,1.2232,1.2718,1.2574,1.2449,1.2466,1.2690,1.1971,0.0821,0.0693,0.4385,0.2372,0.1800,0.3694,0.4084,0.1437,0.1164,0.5513,1.2894,1.3071,1.2786,1.2124,1.2943,1.2872,1.2851,1.2455,1.2874,1.2166,0.0568,0.0344,0.5099,0.2214,0.1334,0.3623,0.4352,0.1140,0.1318,0.6019,0.9054,0.9039,0.9042,0.8940,0.9056,0.9049,0.9029,0.9018,0.9047,0.9037,0.5958,0.5708,0.7487,0.6514,0.6367,0.6910,0.7602,0.6353,0.6101,0.7827,7.9822,0.1631,1.0000,0.0430,0.5340,0.0041,0.0123,1.364E-16,5.0000,0.1242,0.4058,0.0177,0.0123,7.533E-27,10.0000,0.1726,0.3174,0.0354,0.0247,2.23E-37,0.4438,0.0231,0.5827,0.0000,0.0000,1.301E-14,22.1553,0.2955,0.1838,0.0993,0.1481,1.202E-54,27.1030,0.3511,0.1476,0.1469,0.1975,2.583E-62,23.3722,0.3086,0.1741,0.1061,0.1605,1.796E-56,23.5470,0.3110,0.1729,0.1088,0.1728,5.624E-55,13.3766,0.2043,0.2713,0.0449,0.0494,2.527E-43,2.5997,0.0869,0.4663,0.0068,0.0123,2.579E-21,12.4755,0.1952,0.2828,0.0422,0.0494,6.246E-41
species_8,735,1.2666,1.4339,500,0.9175,81,1.3562,0.9096,0.0120,10354,3.7558,2.7741,31.3455,21.7501,0.7671,1.9054,13.0767,3.8585,0.4149,20.3520,1.3031,2.1546,3.4012,14.9747,1.8540,1.6509,14.6697,3.7692,1.2972,54.9253,1.2552,1.2566,1.2517,1.2178,1.2641,1.2519,1.2381,1.2314,1.2644,1.1986,0.0804,0.0648,0.4530,0.2238,0.1727,0.3796,0.4089,0.1374,0.1202,0.5662,1.3372,1.3366,1.3635,1.2576,1.3721,1.3236,1.3331,1.3223,1.3624,1.2376,0.0705,0.0785,0.3745,0.3513,0.2232,0.2594,0.4427,0.1831,0.0975,0.4404,0.9085,0.9099,0.9067,0.9041,0.9114,0.9063,0.9056,0.9063,0.9102,0.9031,0.6018,0.6272,0.6903,0.7397,0.6388,0.6670,0.7425,0.6411,0.6195,0.7368,7.9864,0.1641,1.0000,0.0456,0.5282,0.0041,0.0123,5.989E-17,5.0000,0.1253,0.4030,0.0204,0.0370,4.624E-25,10.0000,0.1767,0.3163,0.0340,0.0741,1.991E-32,0.4647,0.0249,0.5721,0.0000,0.0000,3.546E-15,19.6782,0.2736,0.2058,0.0993,0.1111,1.616E-52,27.1645,0.3527,0.1487,0.1483,0.1481,0E0,24.5373,0.3227,0.1669,0.1279,0.1358,7.293E-64,27.2533,0.3531,0.1482,0.1497,0.1481,0E0,30.0352,0.3826,0.1308,0.1741,0.1481,0E0,1.4854,0.0614,0.5032,0.0054,0.0123,1.384E-18,12.3651,0.1984,0.2839,0.0503,0.0864,1.6E-36
species_9,735,1.2734,1.4379,500,0.9176,81,1.3722,0.9098,0.0116,10354,4.0592,2.1669,31.9264,22.5029,0.9356,1.7122,12.7642,3.3613,0.4094,20.1620,1.1985,2.1339,3.8140,16.1229,1.9260,1.4410,15.2227,3.1967,1.0235,53.9209,1.2604,1.2615,1.2582,1.2161,1.2668,1.2586,1.2392,1.2466,1.2693,1.1979,0.0779,0.0611,0.4460,0.2448,0.1775,0.3638,0.4146,0.1380,0.1149,0.5491,1.3388,1.3465,1.3213,1.3762,1.3796,1.3372,1.3495,1.3017,1.3505,1.2714,0.1043,0.1154,0.4491,0.1454,0.1644,0.4183,0.3902,0.1748,0.1472,0.6276,0.9083,0.9052,0.9043,0.9113,0.9103,0.9068,0.9057,0.9018,0.9063,0.9036,0.5824,0.6456,0.7214,0.6436,0.6327,0.7154,0.7308,0.6626,0.6344,0.7928,7.9777,0.1624,1.0000,0.0440,0.5300,0.0027,0.0123,7.787E-17,5.0000,0.1231,0.4029,0.0218,0.0247,4.206E-26,10.0000,0.1738,0.3150,0.0422,0.0370,1.848E-36,0.7056,0.0333,0.5512,0.0000,0.0123,1.418E-15,20.8345,0.2828,0.1938,0.0993,0.1358,6.82E-53,26.4939,0.3417,0.1511,0.1510,0.1605,0E0,22.1329,0.2956,0.1830,0.1048,0.1358,6.567E-57,25.1264,0.3274,0.1605,0.1374,0.1605,1.589E-62,23.7638,0.3133,0.1704,0.1238,0.1358,2.974E-62,1.7371,0.0677,0.4938,0.0054,0.0123,3.063E-19,12.4258,0.1967,0.2815,0.0531,0.0617,9.44E-40
