x,y,species median
1.0,1.0,4.550832E-6
2.0,2.0,0.16655095
3.0,3.0,0.0013364668
4.0,4.0,0.40418237
5.0,5.0,4.203728E-6
6.0,6.0,8.19957E-7
7.0,7.0,0.053634983
8.0,8.0,0.019437518
9.0,9.0,0.19034791
10.0,10.0,0.10383646
11.0,11.0,4.287006E-7
12.0,12.0,9.2297926E-4
13.0,13.0,1.0515267E-6
14.0,14.0,6.594113E-6
15.0,15.0,5.259429E-7
16.0,16.0,2.4695103E-7
17.0,17.0,0.017483577
18.0,18.0,0.12779473
19.0,19.0,3.727862E-5
20.0,20.0,0.32897902
21.0,21.0,0.06570785
22.0,22.0,7.0996734E-4
23.0,23.0,2.8426402E-7
24.0,24.0,0.17877446
25.0,25.0,0.009327838
26.0,26.0,1.3918212E-7
27.0,27.0,1.6586296E-6
28.0,28.0,0.20206754
29.0,29.0,0.039442394
30.0,30.0,2.0917575E-8
31.0,31.0,5.1583216E-4
32.0,32.0,4.590601E-4
33.0,33.0,0.13146226
34.0,34.0,0.2087124
35.0,35.0,0.023485292
36.0,36.0,0.09514331
37.0,37.0,0.11351807
38.0,38.0,0.04180271
39.0,39.0,0.17667927
40.0,40.0,0.58339804
41.0,41.0,0.025743954
42.0,42.0,1.0407555E-5
43.0,43.0,7.852551E-7
44.0,44.0,0.09519946
45.0,45.0,5.5114316E-7
46.0,46.0,0.008058958
47.0,47.0,1.5243745E-5
48.0,48.0,0.047279824
49.0,49.0,4.096098E-5
50.0,50.0,0.15473044
51.0,51.0,4.773495E-9
52.0,52.0,2.158596E-6
53.0,53.0,3.4583627E-7
54.0,54.0,4.8946514E-8
55.0,55.0,1.3504412E-5
56.0,56.0,0.04280503
57.0,57.0,0.023037251
58.0,58.0,1.18269245E-5
59.0,59.0,0.044927552
60.0,60.0,0.012887676
61.0,61.0,8.334864E-4
62.0,62.0,4.5860708E-7
63.0,63.0,0.084944904
64.0,64.0,0.19673924
65.0,65.0,5.1698856E-7
66.0,66.0,0.7984838
67.0,67.0,2.1257794E-8
68.0,68.0,9.988173E-8
69.0,69.0,4.5563234E-4
70.0,70.0,1.4774665E-6
71.0,71.0,0.5157747
72.0,72.0,0.13890228
73.0,73.0,0.0521093
74.0,74.0,0.13889478
75.0,75.0,4.2809806E-5
76.0,76.0,0.013645111
77.0,77.0,0.13990088
78.0,78.0,0.027424924
79.0,79.0,0.056177523
80.0,80.0,6.7322608E-6
81.0,81.0,0.06983146
82.0,82.0,0.09214619
83.0,83.0,0.06715884
84.0,84.0,0.45136443
85.0,85.0,0.15218507
86.0,86.0,1.399487E-6
87.0,87.0,1.3101104E-5
88.0,88.0,4.0192582E-4
89.0,89.0,0.028475583
90.0,90.0,2.9252868E-4
91.0,91.0,7.6505773E-7
92.0,92.0,3.3322757E-4
93.0,93.0,0.0030263811
94.0,94.0,0.093036786
95.0,95.0,0.038540423
96.0,96.0,2.9458513E-7
97.0,97.0,0.09328954
98.0,98.0,5.369789E-7
99.0,99.0,0.12090077
100.0,100.0,0.12800038
101.0,101.0,3.983651E-7
102.0,102.0,0.08233738
103.0,103.0,0.029681506
104.0,104.0,0.0015008379
105.0,105.0,4.3194994E-4
106.0,106.0,5.1877382E-9
107.0,107.0,0.05272416
108.0,108.0,3.542829E-4
109.0,109.0,9.173335E-4
110.0,110.0,0.0022748152
111.0,111.0,0.047069695
112.0,112.0,3.8975563E-6
113.0,113.0,0.103334665
114.0,114.0,0.006321109
115.0,115.0,0.022645632
116.0,116.0,0.13064715
117.0,117.0,0.09699117
118.0,118.0,5.488509E-6
119.0,119.0,0.018290738
120.0,120.0,4.9057453E-6
121.0,121.0,2.4851986E-6
122.0,122.0,0.07467985
123.0,123.0,0.0040153256
124.0,124.0,1.6105293E-9
125.0,125.0,2.4495654E-7
126.0,126.0,0.0013951317
127.0,127.0,0.8473032
128.0,128.0,0.34250888
129.0,129.0,2.5181246E-6
130.0,130.0,1.0310241E-6
131.0,131.0,7.0270954E-4
132.0,132.0,5.2198027E-7
133.0,133.0,4.030812E-6
134.0,134.0,7.7927757E-7
135.0,135.0,2.1411026E-6
136.0,136.0,5.0214653E-6
137.0,137.0,9.959427E-9
138.0,138.0,0.052918468
139.0,139.0,0.0030851956
140.0,140.0,0.01944452
141.0,141.0,2.962259E-6
142.0,142.0,4.9435343E-6
143.0,143.0,1.30064E-5
144.0,144.0,0.028507823
145.0,145.0,2.9153705E-5
146.0,146.0,0.04615471
147.0,147.0,4.7035082E-5
148.0,148.0,7.520722E-7
149.0,149.0,0.7531202
150.0,150.0,1.1642651E-5
151.0,151.0,0.009690448
152.0,152.0,0.4355673
153.0,153.0,2.0295774E-4
154.0,154.0,0.38916013
155.0,155.0,2.7159527E-5
156.0,156.0,0.0058499067
157.0,157.0,9.320427E-5
158.0,158.0,0.0077861575
159.0,159.0,0.03667326
160.0,160.0,0.036257923
161.0,161.0,1.652969E-4
162.0,162.0,2.8246932E-5
163.0,163.0,1.04378505E-5
164.0,164.0,0.24439603
165.0,165.0,0.0022844854
166.0,166.0,3.9441807E-7
167.0,167.0,0.022513311
168.0,168.0,2.0080379E-5
169.0,169.0,6.520772E-9
170.0,170.0,0.14791037
171.0,171.0,2.5624738E-6
172.0,172.0,0.059947044
173.0,173.0,1.0423099E-4
174.0,174.0,0.06736
175.0,175.0,0.07395217
176.0,176.0,6.8905405E-7
177.0,177.0,0.24552988
178.0,178.0,2.405746E-7
179.0,179.0,0.04249936
180.0,180.0,0.09658036
181.0,181.0,0.00144679
182.0,182.0,0.012379265
183.0,183.0,0.018654773
184.0,184.0,0.19323306
185.0,185.0,4.652614E-5
186.0,186.0,0.062824555
187.0,187.0,0.0017813322
188.0,188.0,0.010023621
189.0,189.0,0.093551025
190.0,190.0,0.06251474
191.0,191.0,1.9643228E-7
192.0,192.0,0.006543611
193.0,193.0,0.16445386
194.0,194.0,0.11576165
195.0,195.0,8.977713E-7
196.0,196.0,0.035363868
197.0,197.0,0.039297912
198.0,198.0,3.2717367E-6
199.0,199.0,6.370019E-5
200.0,200.0,0.0053088255
201.0,201.0,0.0505465
202.0,202.0,0.06184305
203.0,203.0,1.254539E-6
204.0,204.0,3.481186E-6
205.0,205.0,0.012975524
206.0,206.0,0.037264463
207.0,207.0,0.059946492
208.0,208.0,0.016101507
209.0,209.0,0.088793516
210.0,210.0,0.004525482
211.0,211.0,0.05591485
212.0,212.0,0.0827349
213.0,213.0,4.7209473E-5
214.0,214.0,0.0428412
215.0,215.0,0.03241551
216.0,216.0,0.033760868
217.0,217.0,0.016749842
218.0,218.0,4.6944137E-5
219.0,219.0,0.6436717
220.0,220.0,6.4814225E-7
221.0,221.0,8.215272E-8
222.0,222.0,0.11150062
223.0,223.0,3.573945E-5
224.0,224.0,2.0434987E-5
225.0,225.0,0.12678921
226.0,226.0,1.1516684E-6
227.0,227.0,4.463698E-5
228.0,228.0,8.3659333E-4
229.0,229.0,3.6053706E-8
230.0,230.0,0.045212977
231.0,231.0,5.8176578E-8
232.0,232.0,3.417604E-6
233.0,233.0,0.055451095
234.0,234.0,1.2213984E-5
235.0,235.0,3.645445E-8
236.0,236.0,9.075977E-4
237.0,237.0,1.4491342E-5
238.0,238.0,0.0015365232
239.0,239.0,0.07214182
240.0,240.0,3.1732302E-4
241.0,241.0,0.0218506
242.0,242.0,0.0031667596
243.0,243.0,0.17091045
244.0,244.0,0.16049235
245.0,245.0,0.082174875
246.0,246.0,0.03511119
247.0,247.0,4.414543E-5
248.0,248.0,7.5972835E-6
249.0,249.0,0.34687725
250.0,250.0,0.4962087
251.0,251.0,0.033167407
252.0,252.0,8.838828E-5
253.0,253.0,1.3308046E-8
254.0,254.0,0.06768508
255.0,255.0,0.03100163
256.0,256.0,8.899858E-6
257.0,257.0,0.010064442
258.0,258.0,2.1319765E-6
259.0,259.0,0.9649106
260.0,260.0,7.7709944E-7
261.0,261.0,1.6346794E-6
262.0,262.0,0.02860085
263.0,263.0,8.3126406E-7
264.0,264.0,0.025390435
265.0,265.0,0.2127383
266.0,266.0,7.38312E-5
267.0,267.0,0.1562163
268.0,268.0,1.043025E-6
269.0,269.0,3.7253706E-6
270.0,270.0,0.12664296
271.0,271.0,1.2140729E-5
272.0,272.0,0.16799691
273.0,273.0,0.15294154
274.0,274.0,0.018389566
275.0,275.0,0.03423683
276.0,276.0,0.049817048
277.0,277.0,8.395145E-9
278.0,278.0,0.05052085
279.0,279.0,1.6532285E-8
280.0,280.0,1.6089114E-6
281.0,281.0,0.13124366
282.0,282.0,0.0057529686
283.0,283.0,0.031461313
284.0,284.0,2.1505153E-7
285.0,285.0,0.20947586
286.0,286.0,0.027518293
287.0,287.0,0.052179452
288.0,288.0,4.0095314E-4
289.0,289.0,1.6706649E-6
290.0,290.0,0.062121
291.0,291.0,3.457409E-5
292.0,292.0,0.09869843
293.0,293.0,8.328569E-4
294.0,294.0,1.5738344E-5
295.0,295.0,5.5097667E-7
296.0,296.0,0.096008934
297.0,297.0,0.92317724
298.0,298.0,0.05410217
299.0,299.0,0.013303503
300.0,300.0,0.14706938
301.0,301.0,1.503536E-8
302.0,302.0,0.25502956
303.0,303.0,0.13291012
304.0,304.0,0.0020061512
305.0,305.0,2.2853961E-5
306.0,306.0,0.8699667
307.0,307.0,0.28903964
308.0,308.0,0.09132233
309.0,309.0,0.054485206
310.0,310.0,0.039844096
311.0,311.0,0.06118143
312.0,312.0,5.5942246E-9
313.0,313.0,0.01092121
314.0,314.0,6.1623364E-6
315.0,315.0,0.59373415
316.0,316.0,2.8346658E-6
317.0,317.0,1.3861996E-4
318.0,318.0,0.06015412
319.0,319.0,0.06017369
320.0,320.0,0.06222638
321.0,321.0,1.4131444E-6
322.0,322.0,0.057377167
323.0,323.0,0.16349526
324.0,324.0,0.15431541
325.0,325.0,1.0840007E-6
326.0,326.0,2.770795E-6
327.0,327.0,0.06815329
328.0,328.0,0.08967021
329.0,329.0,0.16991481
330.0,330.0,0.15668081
331.0,331.0,3.5948034E-7
332.0,332.0,4.641155E-7
333.0,333.0,1.3574272E-8
334.0,334.0,0.09493754
335.0,335.0,3.1281637E-9
336.0,336.0,0.023563053
337.0,337.0,0.17321776
338.0,338.0,6.6640537E-6
339.0,339.0,0.75796485
340.0,340.0,9.6538955E-9
341.0,341.0,0.03682373
342.0,342.0,0.053803205
343.0,343.0,2.729461E-5
344.0,344.0,8.729708E-6
345.0,345.0,0.15253934
346.0,346.0,0.07010497
347.0,347.0,0.15607107
348.0,348.0,1.7092816E-8
349.0,349.0,0.040735077
350.0,350.0,9.335533E-6
351.0,351.0,0.034012955
352.0,352.0,0.21714395
353.0,353.0,0.05228169
354.0,354.0,0.057300616
355.0,355.0,0.29074794
356.0,356.0,4.9658976E-8
