x,y,species_0 cloglog values
1.0,1.0,5.161813E-4
2.0,2.0,0.034717374
3.0,3.0,0.12846501
4.0,4.0,7.5738085E-6
5.0,5.0,0.049400754
6.0,6.0,0.16409352
7.0,7.0,0.079112105
8.0,8.0,5.3919734E-6
9.0,9.0,6.7634496E-6
10.0,10.0,3.6671045E-4
11.0,11.0,0.048538636
12.0,12.0,0.03957294
13.0,13.0,2.5101303E-5
14.0,14.0,0.059631296
15.0,15.0,7.059334E-4
16.0,16.0,0.0130601
17.0,17.0,0.17166857
18.0,18.0,0.016439645
19.0,19.0,0.14649934
20.0,20.0,0.1254251
21.0,21.0,7.881204E-5
22.0,22.0,0.29083586
23.0,23.0,0.10651545
24.0,24.0,0.031821847
25.0,25.0,9.7101607E-4
26.0,26.0,1.9876794E-5
27.0,27.0,0.05129558
28.0,28.0,0.12418532
29.0,29.0,5.770645E-4
30.0,30.0,3.17475E-5
31.0,31.0,3.1874838E-4
32.0,32.0,7.277656E-8
33.0,33.0,0.045851957
34.0,34.0,0.047815204
35.0,35.0,0.053021304
36.0,36.0,0.00880047
37.0,37.0,0.020697277
38.0,38.0,0.13124247
39.0,39.0,0.07775153
40.0,40.0,0.20134464
41.0,41.0,0.007913502
42.0,42.0,0.079570256
43.0,43.0,0.34985703
44.0,44.0,0.1509511
45.0,45.0,0.043646384
46.0,46.0,8.620089E-5
47.0,47.0,0.24469015
48.0,48.0,3.0934002E-4
49.0,49.0,0.08771462
50.0,50.0,0.12513162
51.0,51.0,1.1806989E-7
52.0,52.0,0.17472132
53.0,53.0,0.0074292975
54.0,54.0,0.6552551
55.0,55.0,0.13866426
56.0,56.0,8.6227444E-4
57.0,57.0,0.0033136266
58.0,58.0,3.3034536E-5
59.0,59.0,0.036324125
60.0,60.0,1.569364E-4
61.0,61.0,4.787442E-6
62.0,62.0,0.0025103188
63.0,63.0,0.07741439
64.0,64.0,0.08518789
65.0,65.0,6.388504E-5
66.0,66.0,0.11392285
67.0,67.0,0.15121076
68.0,68.0,2.8571571E-6
69.0,69.0,0.98933434
70.0,70.0,0.47151804
71.0,71.0,8.685312E-6
72.0,72.0,4.7358495E-5
73.0,73.0,0.0066199023
74.0,74.0,2.6271914E-4
75.0,75.0,0.028575115
76.0,76.0,0.014825098
77.0,77.0,0.8662931
78.0,78.0,0.06592783
79.0,79.0,0.036569424
80.0,80.0,5.2695782E-8
81.0,81.0,0.10574957
82.0,82.0,0.09816234
83.0,83.0,0.036902666
84.0,84.0,0.11105589
85.0,85.0,1.8235313E-4
86.0,86.0,1.7278927E-4
87.0,87.0,0.0033810702
88.0,88.0,3.2713557E-5
89.0,89.0,0.072068
90.0,90.0,1.4484219E-6
91.0,91.0,0.11210789
92.0,92.0,8.8033204E-8
93.0,93.0,0.12393943
94.0,94.0,0.0917968
95.0,95.0,0.024210894
96.0,96.0,0.0022754287
97.0,97.0,0.06383312
98.0,98.0,3.0507793E-4
99.0,99.0,0.24034873
100.0,100.0,1.4613493E-4
101.0,101.0,8.916816E-8
102.0,102.0,1.2067945E-4
103.0,103.0,7.098484E-6
104.0,104.0,4.0238133E-6
105.0,105.0,1.6169399E-5
106.0,106.0,0.38563606
107.0,107.0,0.123492956
108.0,108.0,5.4558077E-5
109.0,109.0,0.03355175
110.0,110.0,7.301346E-4
111.0,111.0,0.0054379907
112.0,112.0,0.0391896
113.0,113.0,0.01211688
114.0,114.0,0.31534877
115.0,115.0,0.07575949
116.0,116.0,0.0784101
117.0,117.0,7.964756E-4
118.0,118.0,0.08440162
119.0,119.0,0.45216605
120.0,120.0,0.023759643
121.0,121.0,0.06489352
122.0,122.0,0.11145408
123.0,123.0,0.17635989
124.0,124.0,0.0744608
125.0,125.0,0.2971061
126.0,126.0,5.5710075E-6
127.0,127.0,2.4273663E-7
128.0,128.0,0.0142875565
129.0,129.0,0.0043995474
130.0,130.0,2.3984037E-4
131.0,131.0,0.015454432
132.0,132.0,3.211555E-4
133.0,133.0,0.17242251
134.0,134.0,0.038197476
135.0,135.0,0.0073045124
136.0,136.0,0.024814734
137.0,137.0,4.30405E-7
138.0,138.0,1.9293519E-7
139.0,139.0,0.018515317
140.0,140.0,0.053605996
141.0,141.0,0.8182256
142.0,142.0,0.0055110953
143.0,143.0,0.009085421
144.0,144.0,0.035161372
145.0,145.0,0.11826274
146.0,146.0,0.19178814
147.0,147.0,0.12166247
148.0,148.0,1.6695833E-6
149.0,149.0,0.041894946
150.0,150.0,0.18516937
151.0,151.0,0.013697297
152.0,152.0,0.11363254
153.0,153.0,0.10841992
154.0,154.0,0.0036731646
155.0,155.0,0.102937855
156.0,156.0,1.776987E-5
157.0,157.0,0.10850625
158.0,158.0,0.04841843
159.0,159.0,0.13323845
160.0,160.0,0.018823734
161.0,161.0,3.6527337E-5
162.0,162.0,3.9597475E-5
163.0,163.0,0.11072124
164.0,164.0,0.08431375
165.0,165.0,0.13373978
166.0,166.0,0.21745433
167.0,167.0,7.174595E-5
168.0,168.0,2.1816961E-6
169.0,169.0,0.07564175
170.0,170.0,0.024277762
171.0,171.0,0.27816233
172.0,172.0,1.3432861E-4
173.0,173.0,0.3469027
174.0,174.0,0.21975854
175.0,175.0,0.09450924
176.0,176.0,0.12503898
177.0,177.0,0.029300043
178.0,178.0,0.33228698
179.0,179.0,0.042132396
180.0,180.0,0.036080863
181.0,181.0,0.010426465
182.0,182.0,1.67104E-5
183.0,183.0,3.8500555E-4
184.0,184.0,1.9266656E-6
185.0,185.0,0.1329983
186.0,186.0,4.5474126E-6
187.0,187.0,0.123560354
188.0,188.0,0.094635576
189.0,189.0,0.077659346
190.0,190.0,7.3988735E-6
191.0,191.0,0.035776824
192.0,192.0,0.088633485
193.0,193.0,0.0019122403
194.0,194.0,2.337957E-4
195.0,195.0,2.0526245E-6
196.0,196.0,0.070927374
197.0,197.0,6.357115E-6
198.0,198.0,0.031628363
199.0,199.0,0.033305734
200.0,200.0,0.1283263
201.0,201.0,0.17102407
202.0,202.0,7.783213E-5
203.0,203.0,0.28276378
204.0,204.0,0.11512077
205.0,205.0,2.0467094E-6
206.0,206.0,0.083118215
207.0,207.0,0.03677595
208.0,208.0,0.10053781
209.0,209.0,0.1928196
210.0,210.0,0.9222053
211.0,211.0,0.31570563
212.0,212.0,0.070795
213.0,213.0,0.088124864
214.0,214.0,0.100280344
215.0,215.0,0.11283912
216.0,216.0,8.3668E-8
217.0,217.0,0.033665244
218.0,218.0,0.0016560584
219.0,219.0,0.04405422
220.0,220.0,5.360113E-7
221.0,221.0,1.9320053E-4
222.0,222.0,0.015885897
223.0,223.0,8.405238E-6
224.0,224.0,0.11474434
225.0,225.0,0.04474574
226.0,226.0,3.287731E-4
227.0,227.0,0.092663355
228.0,228.0,0.0013059909
229.0,229.0,0.3987894
230.0,230.0,0.17088866
231.0,231.0,0.025344137
232.0,232.0,1.796089E-4
233.0,233.0,0.005957756
234.0,234.0,6.0969545E-4
235.0,235.0,0.0029850663
236.0,236.0,3.9847463E-4
237.0,237.0,0.05201745
238.0,238.0,2.437451E-7
239.0,239.0,0.8877412
240.0,240.0,0.23487663
241.0,241.0,0.0017898192
242.0,242.0,0.0030444816
243.0,243.0,0.14524774
244.0,244.0,0.13257279
245.0,245.0,0.06927867
246.0,246.0,0.003136491
247.0,247.0,1.7601564E-4
248.0,248.0,0.07442904
249.0,249.0,7.8268803E-4
250.0,250.0,0.23906225
251.0,251.0,0.03354382
252.0,252.0,0.058686443
253.0,253.0,0.032052305
254.0,254.0,0.23063402
255.0,255.0,0.049329292
256.0,256.0,0.373389
257.0,257.0,0.03756524
258.0,258.0,0.0875643
259.0,259.0,0.12879248
260.0,260.0,0.12042724
261.0,261.0,6.787876E-4
262.0,262.0,0.031534243
263.0,263.0,0.007406893
264.0,264.0,0.07689387
265.0,265.0,0.14789239
266.0,266.0,6.833987E-8
267.0,267.0,0.38946238
268.0,268.0,5.357112E-4
269.0,269.0,0.1400563
270.0,270.0,0.43836585
271.0,271.0,8.999652E-8
272.0,272.0,2.9083873E-5
273.0,273.0,0.019847726
274.0,274.0,0.09349267
275.0,275.0,0.33167106
276.0,276.0,0.0644748
277.0,277.0,0.06669098
278.0,278.0,1.4324758E-4
279.0,279.0,8.167068E-6
280.0,280.0,1.9073529E-4
281.0,281.0,0.085571796
282.0,282.0,0.010505562
283.0,283.0,0.1098161
284.0,284.0,0.1546633
285.0,285.0,5.0261087E-6
286.0,286.0,0.15754537
287.0,287.0,0.0020305268
288.0,288.0,0.73111063
289.0,289.0,0.05493643
290.0,290.0,0.8913964
291.0,291.0,0.015744688
292.0,292.0,0.22735985
293.0,293.0,2.6070063E-6
294.0,294.0,0.043849602
295.0,295.0,0.07607878
296.0,296.0,0.02916813
297.0,297.0,6.8759223E-6
298.0,298.0,0.09439061
299.0,299.0,0.07504711
300.0,300.0,0.037466224
301.0,301.0,0.13711725
302.0,302.0,0.15656868
303.0,303.0,0.11625936
304.0,304.0,0.18147415
305.0,305.0,2.733855E-5
306.0,306.0,0.4078589
307.0,307.0,0.10534656
308.0,308.0,0.10478402
309.0,309.0,0.13730283
310.0,310.0,0.004092053
311.0,311.0,5.740327E-4
312.0,312.0,0.020056808
313.0,313.0,0.96750486
314.0,314.0,1.5252316E-4
315.0,315.0,4.0381954E-5
316.0,316.0,0.04868654
317.0,317.0,0.22985423
318.0,318.0,3.951859E-8
319.0,319.0,0.0790347
320.0,320.0,0.076946035
321.0,321.0,0.0016600387
322.0,322.0,0.11066963
323.0,323.0,0.26590067
324.0,324.0,0.029526057
325.0,325.0,5.8262487E-4
326.0,326.0,1.3703214E-8
327.0,327.0,0.03668308
328.0,328.0,5.4300544E-5
329.0,329.0,0.73875517
330.0,330.0,0.092733815
331.0,331.0,2.3129764E-5
332.0,332.0,9.025598E-4
333.0,333.0,0.037623312
334.0,334.0,1.06477955E-5
335.0,335.0,0.06795326
336.0,336.0,0.013570155
337.0,337.0,0.018812235
338.0,338.0,0.0010990669
339.0,339.0,0.0025076275
340.0,340.0,0.021408383
341.0,341.0,8.393463E-4
342.0,342.0,8.6455495E-4
343.0,343.0,6.7000888E-6
344.0,344.0,0.023082031
345.0,345.0,0.060802445
346.0,346.0,0.023053868
347.0,347.0,1.0881059E-4
348.0,348.0,1.9017207E-5
349.0,349.0,0.016974105
350.0,350.0,0.13803445
351.0,351.0,0.012508437
352.0,352.0,0.0024362123
353.0,353.0,0.06800185
354.0,354.0,0.013701458
355.0,355.0,0.097391136
356.0,356.0,0.04123426
357.0,357.0,0.20997761
358.0,358.0,1.9271881E-4
359.0,359.0,0.037416004
360.0,360.0,0.022949178
361.0,361.0,1.6081714E-4
362.0,362.0,2.9569893E-4
363.0,363.0,2.8268638E-5
364.0,364.0,0.25738296
365.0,365.0,0.07545387
366.0,366.0,0.047743984
367.0,367.0,0.056984294
368.0,368.0,0.074088186
369.0,369.0,0.13140917
370.0,370.0,0.0077035166
371.0,371.0,1.3921719E-5
372.0,372.0,6.209849E-5
373.0,373.0,5.6494254E-4
374.0,374.0,1.7682744E-7
375.0,375.0,0.12276973
376.0,376.0,0.86632437
377.0,377.0,0.09273028
378.0,378.0,0.06799718
379.0,379.0,3.899239E-6
380.0,380.0,0.17901492
381.0,381.0,0.0146473
382.0,382.0,0.07655051
383.0,383.0,7.894256E-5
384.0,384.0,0.0137188295
385.0,385.0,0.0015370285
386.0,386.0,0.1226
387.0,387.0,1.01556325E-5
388.0,388.0,1.5775271E-4
389.0,389.0,0.09251791
390.0,390.0,0.002250372
391.0,391.0,0.043690577
392.0,392.0,2.1700847E-5
393.0,393.0,5.3563253E-6
394.0,394.0,0.44407988
395.0,395.0,0.021043746
396.0,396.0,0.0338507
397.0,397.0,0.025928745
398.0,398.0,1.14032955E-4
399.0,399.0,0.3037858
400.0,400.0,0.19147822
401.0,401.0,6.5501634E-4
402.0,402.0,0.23911317
403.0,403.0,0.15562052
