X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.533979175051455E-4,2.35870383411165,0.205428161759028
2.0,2.0,train,1.701719835121558E-4,2.5840159482853933,0.22515875910242644
3.0,3.0,train,2.1922074243600163E-4,3.2103729397877276,0.2800862719936339
4.0,4.0,train,3.1883517715304696E-4,4.52294409449691,0.379947662016611
6.0,6.0,train,3.5399545019356045E-4,5.3501328979098615,0.41178253610231386
7.0,7.0,train,3.3356977943393946E-4,4.752380480507583,0.39349321530080017
8.0,8.0,train,2.2974100991602261E-4,3.3400491834045964,0.2913505853349291
9.0,9.0,train,1.8779475736120036E-4,2.8084763569168456,0.2453601202625384
10.0,10.0,train,1.932389546316417E-4,2.881675742943885,0.25149378644229736
11.0,11.0,train,2.8082676835353626E-4,3.9715745392738224,0.34359329332529476
12.0,12.0,train,3.179915126030657E-4,4.477057545857609,0.3791629861395266
13.0,13.0,train,3.9597941092143547E-4,6.515775266632389,0.44766184402375586
14.0,14.0,train,4.1218674082758573E-4,7.051058606582547,0.4609195675199397
15.0,15.0,train,4.762359234026614E-4,9.991787287786014,0.5102713053107913
16.0,16.0,train,4.5838262007696077E-4,9.08234472355012,0.49698769516067876
17.0,17.0,train,4.292280968210084E-4,7.5236382391073455,0.4745164641278289
18.0,18.0,train,4.081528899983176E-4,6.924823724793918,0.45764989210640694
19.0,19.0,train,2.5336383543575274E-4,3.6409452348447933,0.3160060882022494
20.0,20.0,train,3.3390866080404826E-4,4.763192477661711,0.39380124355017876
21.0,21.0,train,3.9084506331720496E-4,6.299789929699176,0.44339427855766333
22.0,22.0,train,5.293875910687431E-4,13.236279107085739,0.5477775099714468
23.0,23.0,train,5.023627461572052E-4,11.775951029295715,0.5290810419746201
24.0,24.0,train,5.637781311665049E-4,15.63208743853532,0.5705003224630028
25.0,25.0,train,5.07968900363216E-4,11.953617282440517,0.5330220298401063
26.0,26.0,train,4.829918274495044E-4,10.672821326571158,0.5152059879141445
27.0,27.0,train,4.89804839841751E-4,11.260770879054089,0.520132029432638
29.0,29.0,train,3.8241976975939446E-4,6.054670259107633,0.4363197801150772
30.0,30.0,train,3.931593497666003E-4,6.398805120152287,0.44532193288012833
32.0,32.0,train,4.3519296897725373E-4,7.871054459810848,0.47919421983919475
33.0,33.0,train,4.3329932894128204E-4,7.7787568823926545,0.47771372371707554
34.0,34.0,train,4.6002455990571187E-4,9.181538807011178,0.4982242659285635
35.0,35.0,train,5.303399774086992E-4,13.27986400813426,0.548422677990523
36.0,36.0,train,5.32258322738697E-4,13.389252564903591,0.5497194156019569
37.0,37.0,train,5.767378035860193E-4,16.55799444734316,0.5787637955407781
38.0,38.0,train,6.275052362881088E-4,22.739822440541314,0.6096317319304545
39.0,39.0,train,6.295367202091363E-4,23.104725046339755,0.6108187143362209
40.0,40.0,train,6.159620100328942E-4,21.438037504354448,0.6028180456920709
41.0,41.0,train,6.148643084096324E-4,21.10506110138578,0.6021639388692134
42.0,42.0,train,5.425515310421278E-4,14.182431656063645,0.5566139538862167
43.0,43.0,train,5.406754753689157E-4,14.037515714765041,0.5553652597614605
44.0,44.0,train,6.07683933628711E-4,20.01534968093697,0.5978585917104036
45.0,45.0,train,6.276335910075575E-4,22.764540997436615,0.6097068357570535
46.0,46.0,train,5.832231992745595E-4,17.190086118223725,0.5828391958926739
