x,y,species_1 cloglog values
1.0,1.0,0.61160755
2.0,2.0,7.914512E-6
3.0,3.0,9.9257E-6
4.0,4.0,2.3402923E-4
5.0,5.0,0.6330491
6.0,6.0,2.0954869E-5
7.0,7.0,0.24295709
8.0,8.0,0.0015320054
9.0,9.0,0.008215246
10.0,10.0,1.5215122E-5
11.0,11.0,1.36569815E-5
12.0,12.0,3.3854718E-5
13.0,13.0,4.0665658E-5
14.0,14.0,1.0710921E-6
15.0,15.0,2.1563562E-6
16.0,16.0,0.625878
17.0,17.0,0.6314169
18.0,18.0,1.41019955E-5
19.0,19.0,0.42488617
20.0,20.0,3.3106553E-4
21.0,21.0,9.529164E-5
22.0,22.0,1.4552778E-5
23.0,23.0,2.3482768E-5
24.0,24.0,7.4840405E-5
25.0,25.0,0.0046253502
26.0,26.0,5.221528E-8
27.0,27.0,1.8535843E-4
28.0,28.0,0.049322873
29.0,29.0,4.9522794E-5
30.0,30.0,0.0025365439
31.0,31.0,9.3345836E-5
32.0,32.0,0.0051999916
33.0,33.0,4.8170892E-5
34.0,34.0,4.8400238E-5
35.0,35.0,4.567332E-6
36.0,36.0,7.378566E-7
37.0,37.0,0.0010814966
38.0,38.0,8.3044193E-7
39.0,39.0,5.317111E-4
40.0,40.0,0.70741475
41.0,41.0,0.0050677047
42.0,42.0,3.590732E-4
43.0,43.0,0.15885423
44.0,44.0,1.0708588E-4
45.0,45.0,0.001444813
46.0,46.0,1.3409847E-4
47.0,47.0,2.925173E-5
48.0,48.0,2.8090668E-5
49.0,49.0,4.5495904E-7
50.0,50.0,9.355864E-6
51.0,51.0,0.36883917
52.0,52.0,2.0092426E-5
53.0,53.0,3.4971006E-5
54.0,54.0,0.056587968
55.0,55.0,0.5053651
56.0,56.0,2.3446159E-5
57.0,57.0,0.71719384
58.0,58.0,5.2027055E-4
59.0,59.0,0.011314912
60.0,60.0,8.481183E-9
61.0,61.0,5.2850356E-4
62.0,62.0,6.5054494E-4
63.0,63.0,4.1625273E-7
64.0,64.0,0.0027964106
65.0,65.0,6.9207285E-4
66.0,66.0,0.004822381
67.0,67.0,4.2478914E-5
68.0,68.0,8.254645E-4
69.0,69.0,7.2639855E-6
70.0,70.0,7.5723874E-5
71.0,71.0,2.4396302E-5
72.0,72.0,1.178551E-8
73.0,73.0,0.005716646
74.0,74.0,0.65783143
75.0,75.0,0.13567194
76.0,76.0,1.3301851E-5
77.0,77.0,0.004497147
78.0,78.0,5.1045197E-5
79.0,79.0,0.0018359608
80.0,80.0,0.0014490527
81.0,81.0,1.249128E-4
82.0,82.0,3.1660113E-6
83.0,83.0,1.3541999E-4
84.0,84.0,2.4210808E-6
85.0,85.0,1.1974811E-6
86.0,86.0,2.4802344E-5
87.0,87.0,5.0618727E-4
88.0,88.0,4.563835E-8
89.0,89.0,1.3740807E-4
90.0,90.0,4.6981427E-6
91.0,91.0,9.2274416E-4
92.0,92.0,5.8274117E-4
93.0,93.0,4.1288473E-5
94.0,94.0,6.646522E-5
95.0,95.0,4.105715E-4
96.0,96.0,1.4789576E-4
97.0,97.0,1.733429E-4
98.0,98.0,1.0213428E-4
99.0,99.0,1.7400164E-9
100.0,100.0,0.08369799
101.0,101.0,1.0062459E-5
102.0,102.0,1.6091011E-6
103.0,103.0,1.7504417E-5
104.0,104.0,7.0081414E-6
105.0,105.0,0.004085505
106.0,106.0,0.0030073668
107.0,107.0,0.6472674
108.0,108.0,3.8590297E-4
109.0,109.0,0.4106769
110.0,110.0,4.3325883E-5
111.0,111.0,3.545458E-8
112.0,112.0,1.6269092E-5
113.0,113.0,0.0054342207
114.0,114.0,0.5225461
115.0,115.0,0.6648623
116.0,116.0,2.7962233E-5
117.0,117.0,4.2525575E-5
118.0,118.0,3.40712E-4
119.0,119.0,3.8883507E-5
120.0,120.0,3.414259E-7
121.0,121.0,1.922446E-6
122.0,122.0,2.41226E-6
123.0,123.0,1.07034946E-4
124.0,124.0,1.8912122E-5
125.0,125.0,0.15820813
126.0,126.0,0.6332197
127.0,127.0,4.5208475E-5
128.0,128.0,5.9118815E-5
129.0,129.0,1.145596E-5
130.0,130.0,6.69435E-7
131.0,131.0,0.73439926
132.0,132.0,8.579143E-5
133.0,133.0,2.0117042E-4
134.0,134.0,5.337853E-5
135.0,135.0,1.291229E-4
136.0,136.0,1.76113E-4
137.0,137.0,2.6034877E-6
138.0,138.0,8.544433E-5
139.0,139.0,0.062836766
140.0,140.0,2.7814055E-8
141.0,141.0,2.5043214E-6
142.0,142.0,0.0021236155
143.0,143.0,0.08760756
144.0,144.0,6.4831256E-5
145.0,145.0,0.0056497473
146.0,146.0,1.7327477E-7
147.0,147.0,0.01683467
148.0,148.0,4.8794953E-7
149.0,149.0,0.0011565901
150.0,150.0,9.379605E-4
151.0,151.0,0.50040615
152.0,152.0,3.3086488E-7
153.0,153.0,7.6492626E-4
154.0,154.0,1.977107E-6
155.0,155.0,1.7081635E-6
156.0,156.0,2.260011E-10
157.0,157.0,0.001844409
158.0,158.0,4.5592975E-4
159.0,159.0,2.155835E-7
160.0,160.0,1.6540493E-4
161.0,161.0,4.778287E-6
162.0,162.0,5.908064E-9
163.0,163.0,1.4083713E-6
164.0,164.0,7.5660784E-5
165.0,165.0,3.6870963E-5
166.0,166.0,3.1690538E-6
167.0,167.0,1.2789622E-4
168.0,168.0,0.015747339
169.0,169.0,4.0062707E-5
170.0,170.0,0.6187408
171.0,171.0,0.0020639666
172.0,172.0,6.3720057E-7
173.0,173.0,3.7525183E-6
174.0,174.0,1.97884E-8
175.0,175.0,0.004017104
176.0,176.0,3.6256394E-4
177.0,177.0,8.818597E-9
178.0,178.0,5.168367E-4
179.0,179.0,2.0199135E-5
180.0,180.0,2.2552642E-5
181.0,181.0,1.6190596E-4
182.0,182.0,6.8263097E-7
183.0,183.0,4.2756207E-4
184.0,184.0,5.38412E-5
185.0,185.0,0.0046271053
186.0,186.0,1.4118193E-5
187.0,187.0,2.892428E-7
188.0,188.0,1.148963E-4
189.0,189.0,2.3953335E-5
190.0,190.0,1.1285113E-4
191.0,191.0,1.00793084E-4
192.0,192.0,8.2770316E-7
193.0,193.0,2.5547087E-7
194.0,194.0,5.7069666E-4
195.0,195.0,5.580147E-4
196.0,196.0,2.0511009E-4
197.0,197.0,6.193625E-4
198.0,198.0,3.2741424E-5
199.0,199.0,1.3828547E-4
200.0,200.0,3.4556197E-4
201.0,201.0,1.3096128E-6
202.0,202.0,0.07133658
203.0,203.0,7.2127928E-6
204.0,204.0,4.772491E-6
205.0,205.0,5.809384E-5
206.0,206.0,2.0763237E-5
207.0,207.0,4.339761E-8
208.0,208.0,2.0685278E-5
209.0,209.0,4.7115687E-8
210.0,210.0,2.2987002E-5
211.0,211.0,1.1188197E-4
212.0,212.0,0.081664495
213.0,213.0,2.1776983E-4
214.0,214.0,0.0011894222
215.0,215.0,2.493133E-4
216.0,216.0,0.01821202
217.0,217.0,9.337548E-7
218.0,218.0,0.07681898
