x,y,species max
1.0,1.0,0.005553756
2.0,2.0,0.011315138
3.0,3.0,0.016424388
4.0,4.0,0.8619923
5.0,5.0,0.0014345003
6.0,6.0,0.00901831
7.0,7.0,0.021448912
8.0,8.0,0.009581479
9.0,9.0,2.2146669E-5
10.0,10.0,0.004449534
11.0,11.0,0.9045112
12.0,12.0,0.076588936
13.0,13.0,0.007250608
14.0,14.0,1.6490926E-4
15.0,15.0,0.01949621
16.0,16.0,0.19249153
17.0,17.0,0.0061298483
18.0,18.0,0.008055261
19.0,19.0,3.811292E-5
20.0,20.0,0.009540335
21.0,21.0,0.011275001
22.0,22.0,7.592613E-7
23.0,23.0,0.7403975
24.0,24.0,0.0028475139
25.0,25.0,0.006341746
26.0,26.0,0.0032579706
27.0,27.0,0.690285
28.0,28.0,0.121514626
29.0,29.0,0.0018430726
30.0,30.0,0.0051881108
31.0,31.0,0.01652544
32.0,32.0,0.005647602
33.0,33.0,1.529708E-5
34.0,34.0,0.006441312
35.0,35.0,0.032462638
36.0,36.0,1.625396E-7
37.0,37.0,0.15842742
38.0,38.0,6.747943E-4
39.0,39.0,5.0698034E-4
40.0,40.0,0.012969958
41.0,41.0,0.03623676
42.0,42.0,0.0044089635
43.0,43.0,4.1054573E-4
44.0,44.0,3.7778842E-5
45.0,45.0,6.87707E-4
46.0,46.0,4.8903596E-5
47.0,47.0,2.0828555E-5
48.0,48.0,0.07511308
49.0,49.0,1.2717443E-4
50.0,50.0,4.1103896E-4
51.0,51.0,0.006110829
52.0,52.0,0.021327369
53.0,53.0,3.271923E-5
54.0,54.0,0.010509725
55.0,55.0,6.791725E-4
56.0,56.0,0.0021996223
57.0,57.0,0.025903773
58.0,58.0,0.009757746
59.0,59.0,0.016637163
60.0,60.0,0.45341828
61.0,61.0,2.467659E-4
62.0,62.0,0.038269375
63.0,63.0,0.008636149
64.0,64.0,1.5613435E-4
65.0,65.0,9.530845E-7
66.0,66.0,0.6135927
67.0,67.0,0.01060392
68.0,68.0,0.06479656
69.0,69.0,6.2765816E-4
70.0,70.0,1.997679E-4
71.0,71.0,0.093363985
72.0,72.0,0.45425522
73.0,73.0,0.67786807
74.0,74.0,0.003404192
75.0,75.0,6.683879E-5
76.0,76.0,4.5434426E-5
77.0,77.0,0.10037305
78.0,78.0,0.0019703486
79.0,79.0,2.3856715E-6
80.0,80.0,0.0034591681
81.0,81.0,0.008342796
82.0,82.0,1.5886113E-4
83.0,83.0,0.71241957
84.0,84.0,0.8142424
85.0,85.0,9.362317E-5
86.0,86.0,1.1425186E-6
87.0,87.0,0.1420667
88.0,88.0,0.0041768397
89.0,89.0,2.4550658E-4
90.0,90.0,5.0353816E-7
91.0,91.0,0.8192198
92.0,92.0,0.008514829
93.0,93.0,0.50681645
94.0,94.0,0.005714328
95.0,95.0,0.0017387761
96.0,96.0,3.0465084E-4
97.0,97.0,0.009238623
98.0,98.0,0.0153647475
99.0,99.0,0.009326265
100.0,100.0,0.010215153
101.0,101.0,0.0069666854
102.0,102.0,0.6732483
103.0,103.0,0.008917434
104.0,104.0,0.014023363
105.0,105.0,0.0016648202
106.0,106.0,0.0037938214
107.0,107.0,0.89434034
108.0,108.0,0.028974095
109.0,109.0,0.009355696
110.0,110.0,0.0022196819
111.0,111.0,0.0010180001
112.0,112.0,0.026535405
113.0,113.0,0.0034095952
114.0,114.0,0.0038771336
115.0,115.0,0.0039327415
116.0,116.0,0.95097727
117.0,117.0,0.0047062566
118.0,118.0,0.011419093
119.0,119.0,0.0054226555
120.0,120.0,0.024302771
121.0,121.0,0.0053899447
122.0,122.0,0.0030653959
123.0,123.0,0.023810256
124.0,124.0,0.03151381
125.0,125.0,0.009699248
126.0,126.0,1.7819997E-4
127.0,127.0,0.04631839
128.0,128.0,0.016419884
129.0,129.0,0.0072275214
130.0,130.0,1.6933597E-4
131.0,131.0,2.04992E-4
132.0,132.0,0.5414671
133.0,133.0,0.00888848
134.0,134.0,1.5495692E-5
135.0,135.0,0.049597744
136.0,136.0,0.43295413
137.0,137.0,5.4902626E-5
138.0,138.0,0.018051336
139.0,139.0,4.40281E-5
140.0,140.0,0.012020193
141.0,141.0,0.016919028
142.0,142.0,2.981623E-5
143.0,143.0,0.015451802
144.0,144.0,0.0047256406
145.0,145.0,0.8827439
146.0,146.0,0.5239408
147.0,147.0,6.190873E-5
148.0,148.0,0.03050417
149.0,149.0,0.046336796
150.0,150.0,3.499001E-4
151.0,151.0,0.6522855
152.0,152.0,0.022184433
153.0,153.0,0.007550354
154.0,154.0,0.05300638
155.0,155.0,0.08004757
156.0,156.0,0.004396365
157.0,157.0,0.11238561
158.0,158.0,1.05211475E-5
159.0,159.0,0.020431899
160.0,160.0,0.0030446125
161.0,161.0,0.04484965
162.0,162.0,2.0981394E-4
163.0,163.0,0.0066958717
164.0,164.0,0.739499
165.0,165.0,0.114882775
166.0,166.0,0.02096012
167.0,167.0,0.550001
168.0,168.0,4.9683335E-5
169.0,169.0,0.92390317
170.0,170.0,0.68135566
171.0,171.0,0.008493583
172.0,172.0,4.4028566E-4
173.0,173.0,0.2801204
174.0,174.0,0.0015243927
175.0,175.0,2.4169104E-4
176.0,176.0,0.17326897
177.0,177.0,0.5454897
178.0,178.0,3.838866E-5
179.0,179.0,0.07526558
180.0,180.0,7.9859217E-4
181.0,181.0,0.8187532
182.0,182.0,0.5404339
183.0,183.0,0.047368076
184.0,184.0,9.4969507E-4
185.0,185.0,1.9880367E-4
186.0,186.0,0.8080486
187.0,187.0,0.00980231
188.0,188.0,0.15136997
189.0,189.0,0.016070878
190.0,190.0,0.0015834243
191.0,191.0,0.0011655218
192.0,192.0,0.0011553545
193.0,193.0,0.0036707479
194.0,194.0,0.008513363
195.0,195.0,8.835963E-5
196.0,196.0,0.4574682
197.0,197.0,5.4904516E-4
198.0,198.0,0.09905146
199.0,199.0,2.5509272E-4
200.0,200.0,0.76049143
201.0,201.0,0.12543482
202.0,202.0,0.002646678
203.0,203.0,0.009064552
204.0,204.0,8.2886737E-4
205.0,205.0,0.03706988
206.0,206.0,0.0046053245
207.0,207.0,0.004770789
208.0,208.0,0.91348183
209.0,209.0,9.585607E-4
210.0,210.0,9.5405185E-4
211.0,211.0,1.6269008E-5
212.0,212.0,0.0033386592
213.0,213.0,1.336945E-4
214.0,214.0,3.111489E-4
215.0,215.0,0.49917626
216.0,216.0,0.0063221427
217.0,217.0,0.009178928
218.0,218.0,2.6244057E-5
219.0,219.0,6.474402E-4
220.0,220.0,2.0591197E-4
221.0,221.0,6.5007544E-6
222.0,222.0,0.7010963
223.0,223.0,1.6281584E-4
224.0,224.0,0.0070840344
225.0,225.0,0.0072391
226.0,226.0,0.9417974
227.0,227.0,0.012108776
228.0,228.0,0.031699434
229.0,229.0,0.04267005
230.0,230.0,0.43247178
231.0,231.0,9.507188E-5
232.0,232.0,0.008803256
233.0,233.0,0.62595356
234.0,234.0,0.02669027
235.0,235.0,0.004658694
236.0,236.0,0.043287255
237.0,237.0,0.009095932
238.0,238.0,0.009384223
239.0,239.0,0.017732888
240.0,240.0,1.1313901E-5
241.0,241.0,0.67539793
242.0,242.0,2.80546E-4
243.0,243.0,8.549426E-6
244.0,244.0,0.023518845
245.0,245.0,2.4185952E-4
246.0,246.0,0.016752671
247.0,247.0,0.029002037
248.0,248.0,0.28511736
249.0,249.0,0.66757566
250.0,250.0,0.02111241
251.0,251.0,0.7950024
252.0,252.0,1.6674803E-5
253.0,253.0,0.9503965
254.0,254.0,0.5268473
255.0,255.0,0.015259463
256.0,256.0,5.046705E-4
257.0,257.0,0.085609324
258.0,258.0,0.0032640225
259.0,259.0,0.822933
260.0,260.0,0.0351951
261.0,261.0,1.6291202E-4
262.0,262.0,9.2812E-4
263.0,263.0,0.005108842
264.0,264.0,0.019018233
265.0,265.0,0.006916053
266.0,266.0,0.6433424
267.0,267.0,0.0062012095
268.0,268.0,0.06759523
269.0,269.0,0.006263821
270.0,270.0,0.016000753
271.0,271.0,0.0016781831
272.0,272.0,1.2123363E-5
273.0,273.0,9.933923E-4
274.0,274.0,0.0012576411
275.0,275.0,7.8997633E-4
276.0,276.0,3.2868884E-5
277.0,277.0,0.007195319
278.0,278.0,4.9222872E-5
279.0,279.0,0.37923428
280.0,280.0,0.008376209
281.0,281.0,1.3261064E-4
282.0,282.0,0.010299283
283.0,283.0,0.586681
284.0,284.0,0.0058862953
285.0,285.0,0.001909899
286.0,286.0,0.40761444
287.0,287.0,0.113048226
288.0,288.0,0.020527683
289.0,289.0,0.004426317
290.0,290.0,3.524132E-5
291.0,291.0,0.04927709
292.0,292.0,0.0054735364
293.0,293.0,0.7205606
294.0,294.0,0.00632191
295.0,295.0,0.0032124454
296.0,296.0,0.54206103
297.0,297.0,0.0073445244
298.0,298.0,3.2180476E-5
299.0,299.0,0.005757924
300.0,300.0,0.010259845
301.0,301.0,7.780558E-4
302.0,302.0,0.008498188
303.0,303.0,0.4403662
304.0,304.0,2.8501736E-5
305.0,305.0,0.0017179365
306.0,306.0,0.00108929
307.0,307.0,0.15179512
308.0,308.0,4.569428E-4
309.0,309.0,0.010649962
310.0,310.0,0.0017111251
311.0,311.0,0.0011621971
312.0,312.0,0.036327586
313.0,313.0,0.036366075
314.0,314.0,3.0440913E-4
315.0,315.0,0.8361579
316.0,316.0,0.0067963162
317.0,317.0,0.0040166345
318.0,318.0,8.5996635E-6
319.0,319.0,0.002167779
320.0,320.0,6.610656E-4
321.0,321.0,0.0123506095
322.0,322.0,0.037542284
323.0,323.0,1.6057146E-4
324.0,324.0,6.4361584E-4
325.0,325.0,3.2995955E-5
326.0,326.0,0.02015062
327.0,327.0,0.06871087
328.0,328.0,1.4335453E-4
329.0,329.0,0.037885778
330.0,330.0,0.0071497257
331.0,331.0,8.6301856E-7
332.0,332.0,0.8673987
333.0,333.0,3.5554425E-5
334.0,334.0,0.0043983483
335.0,335.0,0.0070011597
336.0,336.0,0.0012649033
337.0,337.0,0.0014463633
338.0,338.0,0.02742981
339.0,339.0,0.009796585
340.0,340.0,0.034781124
341.0,341.0,0.009863287
342.0,342.0,0.001000091
343.0,343.0,3.1075913E-5
344.0,344.0,0.008849599
345.0,345.0,0.012812423
346.0,346.0,0.03303115
347.0,347.0,0.017206127
348.0,348.0,3.57356E-5
349.0,349.0,0.038309947
350.0,350.0,0.6500891
351.0,351.0,0.0076412917
352.0,352.0,0.011539582
353.0,353.0,3.9403505E-5
354.0,354.0,6.4744503E-4
355.0,355.0,2.350388E-4
356.0,356.0,0.016059082
357.0,357.0,8.4407766E-5
358.0,358.0,4.3667297E-4
359.0,359.0,0.0048880274
360.0,360.0,0.020066926
361.0,361.0,0.0035407713
362.0,362.0,0.16434824
363.0,363.0,1.3480807E-5
364.0,364.0,0.0029161938
365.0,365.0,0.7540179
366.0,366.0,0.013380931
367.0,367.0,0.006824172
368.0,368.0,0.030574128
369.0,369.0,0.013065125
370.0,370.0,0.48142388
371.0,371.0,0.70692915
372.0,372.0,8.297666E-5
373.0,373.0,0.009760662
374.0,374.0,0.86081934
375.0,375.0,0.019612385
376.0,376.0,3.1337538E-4
377.0,377.0,0.009258257
378.0,378.0,0.0014596031
379.0,379.0,7.4272393E-4
380.0,380.0,0.8071872
381.0,381.0,3.1830266E-4
382.0,382.0,0.011448262
383.0,383.0,0.010493811
384.0,384.0,0.024785934
385.0,385.0,0.005766988
386.0,386.0,9.3734416E-5
387.0,387.0,0.014648289
388.0,388.0,0.0080207465
389.0,389.0,8.257757E-4
390.0,390.0,0.013071896
391.0,391.0,0.013890865
392.0,392.0,0.0055498546
393.0,393.0,3.4863006E-5
394.0,394.0,0.01223038
395.0,395.0,0.8021096
396.0,396.0,0.75558114
397.0,397.0,8.010219E-5
398.0,398.0,0.84187514
399.0,399.0,0.026093552
400.0,400.0,0.0032752287
401.0,401.0,3.2749624E-5
402.0,402.0,0.0011634446
403.0,403.0,0.023482954
404.0,404.0,1.0003181E-4
405.0,405.0,0.0036827908
406.0,406.0,0.82587767
407.0,407.0,4.5092034E-4
408.0,408.0,0.0053532864
409.0,409.0,0.008752585
410.0,410.0,0.004641341
411.0,411.0,2.1647615E-4
412.0,412.0,0.27393255
413.0,413.0,0.07342418
414.0,414.0,0.003986432
415.0,415.0,0.0056605525
416.0,416.0,0.0016426714
417.0,417.0,0.00963959
418.0,418.0,0.014472154
419.0,419.0,0.5973186
420.0,420.0,1.5132064E-5
421.0,421.0,0.00920161
422.0,422.0,2.6409593E-4
423.0,423.0,0.012126747
