Predictor variable,Categorical,Sample average
Cropped_Cloud,false,166.81005232674735
alt,false,313.14285714285717
current_2.5arcmin_PETDriestQuarter,false,82.39920579819452
current_2.5arcmin_PETWettestQuarter,false,110.69317477090019
current_2.5arcmin_climaticMoistureIndex,false,0.09809523681917834
wc2.0_bio_2.5m_1,false,13.258774373266432
wc2.0_bio_2.5m_16,false,489.74603174603175
wc2.0_bio_2.5m_17,false,214.77777777777777
wc2.0_bio_2.5m_5,false,27.963891740829226
wc2.0_bio_2.5m_6,false,-2.9278164241049023
