X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,1.4079011006399642E-4,22.10345536780882,0.3663999383300708
2.0,2.0,train,3.4831001802722246E-4,36.27551191118811,0.6766316819416149
3.0,3.0,train,6.21072272891786E-4,68.22288094854085,0.8664202587493508
4.0,4.0,train,2.887267329764288E-5,4.447952900978088,0.08933833455340012
5.0,5.0,train,8.06712634751814E-5,14.690583810366373,0.2300860573330883
6.0,6.0,train,2.1233518395195303E-4,27.727287947050613,0.49753712468647093
7.0,7.0,train,2.207337070096437E-4,28.335486374485146,0.5110305754482811
9.0,9.0,train,6.166122318624058E-4,67.21489926349757,0.864475184401813
10.0,10.0,train,4.991362987135735E-4,49.85973395070061,0.8016714897727649
11.0,11.0,train,7.541809838561205E-4,86.75692879047489,0.9132301958960636
12.0,12.0,train,3.858254998766462E-4,38.83044813165208,0.713655809825708
13.0,13.0,train,5.168292973354837E-4,52.29632292571029,0.8127251748708396
15.0,15.0,train,6.548800180615448E-4,73.30535924292093,0.8802844008495142
16.0,16.0,train,6.481470361884786E-4,72.43353803453465,0.877643089819202
17.0,17.0,train,4.8656594136042294E-4,47.79992774596364,0.7934239565239903
18.0,18.0,train,6.063174726278863E-4,65.50130509196667,0.8598766991990324
19.0,19.0,train,5.67484315007611E-4,59.12968232459274,0.8410815603485714
20.0,20.0,train,6.550107413563731E-4,73.32145522340046,0.8803351145830445
21.0,21.0,train,7.071009909002277E-4,80.96073296119135,0.8989255699684474
22.0,22.0,train,6.177899808808099E-4,67.49959663021845,0.8649915493608782
24.0,24.0,train,7.651702317599464E-4,87.96077385880444,0.9162664550365023
25.0,25.0,train,6.859415611694906E-4,77.797784315777,0.891750322463263
26.0,26.0,train,5.883820010692316E-4,62.318305307218715,0.8514894083185888
27.0,27.0,train,6.960961308280441E-4,79.37158200119258,0.8952552133257222
28.0,28.0,train,6.311048456145862E-4,69.76979505700903,0.870694161895456
29.0,29.0,train,6.321258170138747E-4,70.02244303372288,0.8711213578941165
30.0,30.0,train,8.350473696874748E-4,93.5541896646369,0.9332369551446031
31.0,31.0,train,7.372909356300022E-4,84.75538958757014,0.908347548855436
32.0,32.0,train,9.593912085572281E-4,97.78954857712029,0.9553828191692043
33.0,33.0,train,0.0011045873320607213,99.17344945645728,0.9721313993775109
35.0,35.0,train,4.937128048399263E-4,49.15451033675297,0.7981542580958595
36.0,36.0,train,4.609628204169281E-4,44.24994598213421,0.7755495514465407
37.0,37.0,train,7.768953617282925E-4,89.0655149032358,0.9193889707478478
38.0,38.0,train,6.463228623112904E-4,72.24272204582071,0.8769174967346667
44.0,44.0,train,8.30150898405227E-4,93.05405831877722,0.9321689236718156
46.0,46.0,train,7.300399532976699E-4,83.73100598900486,0.9061679917654384
47.0,47.0,train,5.139227970812233E-4,52.02403527543753,0.810952574178268
48.0,48.0,train,6.386159630806119E-4,70.83215445264896,0.8738041642459891
49.0,49.0,train,1.646231666165549E-4,23.996049927448816,0.4135022646367851
52.0,52.0,train,5.899580052025276E-4,62.64219797278216,0.8522461015894895
53.0,53.0,train,7.018687558357039E-4,80.32216477595517,0.8971968278265903
54.0,54.0,train,6.579075620483468E-4,73.65749383366301,0.8814534315824378
55.0,55.0,train,4.464297790558485E-4,42.90294163938728,0.7647237564638723
56.0,56.0,train,3.961557644093977E-4,39.32208808817635,0.7230847571220587
57.0,57.0,train,4.978186465225565E-4,49.69679243565756,0.8008226464603754
