Predictor variable,Categorical,Sample average
IPCCconcert,false,0.580128365663146
alt,false,502.98971722365036
current_2.5arcmin_PETDriestQuarter,false,142.2003082236165
current_2.5arcmin_PETWettestQuarter,false,88.09791771856862
current_2.5arcmin_climaticMoistureIndex,false,0.15694087461728823
wc2.0_bio_2.5m_1,false,18.338220047153975
wc2.0_bio_2.5m_12,false,1976.5989717223651
wc2.0_bio_2.5m_16,false,846.5578406169666
wc2.0_bio_2.5m_17,false,174.9305912596401
wc2.0_bio_2.5m_5,false,27.516396684327898
wc2.0_bio_2.5m_6,false,8.806042545060878
