Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,IPCCconcert contribution,alt contribution,current_2.5arcmin_PETDriestQuarter contribution,current_2.5arcmin_PETWettestQuarter contribution,current_2.5arcmin_climaticMoistureIndex contribution,wc2.0_bio_2.5m_1 contribution,wc2.0_bio_2.5m_12 contribution,wc2.0_bio_2.5m_16 contribution,wc2.0_bio_2.5m_17 contribution,wc2.0_bio_2.5m_5 contribution,wc2.0_bio_2.5m_6 contribution,IPCCconcert permutation importance,alt permutation importance,current_2.5arcmin_PETDriestQuarter permutation importance,current_2.5arcmin_PETWettestQuarter permutation importance,current_2.5arcmin_climaticMoistureIndex permutation importance,wc2.0_bio_2.5m_1 permutation importance,wc2.0_bio_2.5m_12 permutation importance,wc2.0_bio_2.5m_16 permutation importance,wc2.0_bio_2.5m_17 permutation importance,wc2.0_bio_2.5m_5 permutation importance,wc2.0_bio_2.5m_6 permutation importance,Training gain without IPCCconcert,Training gain without alt,Training gain without current_2.5arcmin_PETDriestQuarter,Training gain without current_2.5arcmin_PETWettestQuarter,Training gain without current_2.5arcmin_climaticMoistureIndex,Training gain without wc2.0_bio_2.5m_1,Training gain without wc2.0_bio_2.5m_12,Training gain without wc2.0_bio_2.5m_16,Training gain without wc2.0_bio_2.5m_17,Training gain without wc2.0_bio_2.5m_5,Training gain without wc2.0_bio_2.5m_6,Training gain with only IPCCconcert,Training gain with only alt,Training gain with only current_2.5arcmin_PETDriestQuarter,Training gain with only current_2.5arcmin_PETWettestQuarter,Training gain with only current_2.5arcmin_climaticMoistureIndex,Training gain with only wc2.0_bio_2.5m_1,Training gain with only wc2.0_bio_2.5m_12,Training gain with only wc2.0_bio_2.5m_16,Training gain with only wc2.0_bio_2.5m_17,Training gain with only wc2.0_bio_2.5m_5,Training gain with only wc2.0_bio_2.5m_6,Test gain without IPCCconcert,Test gain without alt,Test gain without current_2.5arcmin_PETDriestQuarter,Test gain without current_2.5arcmin_PETWettestQuarter,Test gain without current_2.5arcmin_climaticMoistureIndex,Test gain without wc2.0_bio_2.5m_1,Test gain without wc2.0_bio_2.5m_12,Test gain without wc2.0_bio_2.5m_16,Test gain without wc2.0_bio_2.5m_17,Test gain without wc2.0_bio_2.5m_5,Test gain without wc2.0_bio_2.5m_6,Test gain with only IPCCconcert,Test gain with only alt,Test gain with only current_2.5arcmin_PETDriestQuarter,Test gain with only current_2.5arcmin_PETWettestQuarter,Test gain with only current_2.5arcmin_climaticMoistureIndex,Test gain with only wc2.0_bio_2.5m_1,Test gain with only wc2.0_bio_2.5m_12,Test gain with only wc2.0_bio_2.5m_16,Test gain with only wc2.0_bio_2.5m_17,Test gain with only wc2.0_bio_2.5m_5,Test gain with only wc2.0_bio_2.5m_6,AUC without IPCCconcert,AUC without alt,AUC without current_2.5arcmin_PETDriestQuarter,AUC without current_2.5arcmin_PETWettestQuarter,AUC without current_2.5arcmin_climaticMoistureIndex,AUC without wc2.0_bio_2.5m_1,AUC without wc2.0_bio_2.5m_12,AUC without wc2.0_bio_2.5m_16,AUC without wc2.0_bio_2.5m_17,AUC without wc2.0_bio_2.5m_5,AUC without wc2.0_bio_2.5m_6,AUC with only IPCCconcert,AUC with only alt,AUC with only current_2.5arcmin_PETDriestQuarter,AUC with only current_2.5arcmin_PETWettestQuarter,AUC with only current_2.5arcmin_climaticMoistureIndex,AUC with only wc2.0_bio_2.5m_1,AUC with only wc2.0_bio_2.5m_12,AUC with only wc2.0_bio_2.5m_16,AUC with only wc2.0_bio_2.5m_17,AUC with only wc2.0_bio_2.5m_5,AUC with only wc2.0_bio_2.5m_6,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,1700,0.8498,0.9204,500,0.8469,189,0.8345,0.8360,0.0099,11360,2.8411,0.4543,0.6541,0.7360,0.2154,3.2606,15.9624,0.2238,26.0341,10.5275,39.0908,3.3212,0.7912,1.7839,1.3399,0.6915,2.6420,15.9783,0.4314,13.5673,12.0505,47.4027,0.8372,0.8457,0.8463,0.8427,0.8484,0.8491,0.8442,0.8497,0.8308,0.8387,0.8373,0.0916,0.0351,0.1940,0.0457,0.1536,0.4887,0.3826,0.3972,0.3402,0.1835,0.4448,0.8264,0.8386,0.8374,0.8210,0.8292,0.8317,0.8328,0.8353,0.8234,0.8231,0.7993,0.1226,0.0280,0.1825,0.0705,0.0820,0.5016,0.2904,0.3542,0.2497,0.2418,0.4648,0.8349,0.8362,0.8368,0.8332,0.8359,0.8360,0.8369,0.8361,0.8358,0.8342,0.8313,0.6317,0.5306,0.6610,0.5969,0.6133,0.7436,0.7175,0.7347,0.7045,0.7012,0.7369,8.4924,0.2549,1.0000,0.0382,0.7020,0.0024,0.0106,2.846E-18,5.0000,0.1069,0.4544,0.0235,0.0265,6.726E-47,10.0000,0.2497,0.3335,0.0729,0.0741,0E0,0.5224,0.0282,0.7625,0.0000,0.0000,8.427E-15,12.8397,0.3407,0.2983,0.1000,0.1217,0E0,24.2511,0.6055,0.2216,0.2218,0.3069,3.117E-55,14.6984,0.3906,0.2808,0.1153,0.1534,0E0,20.4672,0.5333,0.2408,0.1794,0.2434,4.293E-62,10.5916,0.2706,0.3250,0.0818,0.0741,0E0,3.4537,0.0803,0.5228,0.0112,0.0212,1.938E-36,5.7178,0.1242,0.4293,0.0282,0.0370,5.295E-50
species_1,1700,0.8442,0.9192,500,0.8468,189,0.9025,0.8452,0.0088,11360,1.8782,0.4453,1.0058,0.9495,0.1107,3.0673,16.0483,0.0256,25.3334,10.7603,40.3759,3.0981,0.8821,2.0185,1.3721,0.6630,3.5469,12.7692,0.4633,13.7141,11.8090,49.6637,0.8332,0.8400,0.8397,0.8367,0.8429,0.8426,0.8393,0.8441,0.8251,0.8329,0.8291,0.0943,0.0341,0.1869,0.0457,0.1398,0.4912,0.3674,0.3888,0.3310,0.1848,0.4468,0.8778,0.8981,0.9046,0.8878,0.8985,0.9028,0.8930,0.9013,0.8979,0.8956,0.8930,0.1031,0.0443,0.2546,0.0750,0.2197,0.4778,0.4368,0.4372,0.3459,0.2290,0.4464,0.8403,0.8443,0.8459,0.8424,0.8448,0.8461,0.8448,0.8448,0.8453,0.8423,0.8439,0.6080,0.5887,0.6965,0.5685,0.6824,0.7368,0.7589,0.7538,0.7331,0.6907,0.7274,8.4954,0.2556,1.0000,0.0390,0.7023,0.0029,0.0000,1.762E-19,5.0000,0.1074,0.4587,0.0212,0.0212,5.329E-47,10.0000,0.2441,0.3353,0.0688,0.0952,4.614E-62,0.5574,0.0296,0.7565,0.0000,0.0000,3.111E-15,13.2238,0.3495,0.2958,0.1000,0.1164,0E0,24.1092,0.5986,0.2230,0.2229,0.2222,0E0,12.6351,0.3337,0.3019,0.0918,0.1111,0E0,24.2781,0.6012,0.2222,0.2241,0.2222,0E0,15.8784,0.4180,0.2723,0.1276,0.1270,0E0,3.9394,0.0892,0.5030,0.0135,0.0159,2.974E-40,5.8000,0.1246,0.4306,0.0271,0.0317,1.109E-50
species_2,1700,0.8476,0.9183,500,0.8465,189,0.8464,0.8348,0.0086,11360,2.2909,0.3996,0.6123,0.9642,0.4006,1.5653,14.1269,0.3668,26.4730,10.1720,42.6284,2.8078,0.6900,2.0008,1.3540,0.6841,2.6062,12.5986,0.6503,12.8579,13.1254,50.6248,0.8371,0.8450,0.8440,0.8395,0.8463,0.8465,0.8435,0.8475,0.8292,0.8356,0.8334,0.0924,0.0356,0.1946,0.0462,0.1496,0.4910,0.3755,0.3979,0.3386,0.1854,0.4478,0.8079,0.8447,0.8501,0.8359,0.8405,0.8430,0.8282,0.8512,0.8301,0.8543,0.8241,0.1210,0.0239,0.1720,0.0686,0.1230,0.4801,0.3602,0.3495,0.2651,0.2231,0.4349,0.8265,0.8360,0.8363,0.8343,0.8344,0.8350,0.8317,0.8356,0.8311,0.8339,0.8316,0.6195,0.5397,0.6532,0.5749,0.6356,0.7411,0.7311,0.7320,0.7056,0.6840,0.7251,8.4912,0.2546,1.0000,0.0390,0.6989,0.0029,0.0000,9.18E-20,5.0000,0.1071,0.4556,0.0229,0.0159,1.657E-48,10.0000,0.2436,0.3333,0.0729,0.0688,0E0,0.5440,0.0286,0.7555,0.0000,0.0000,2.644E-15,12.9029,0.3412,0.2972,0.1000,0.1323,0E0,23.9758,0.5999,0.2224,0.2224,0.2857,8.959E-60,12.0264,0.3135,0.3067,0.0900,0.1058,0E0,20.1655,0.5272,0.2420,0.1794,0.2434,1.338E-61,8.7084,0.2035,0.3552,0.0588,0.0423,0E0,3.5423,0.0829,0.5190,0.0135,0.0053,1.905E-39,5.7669,0.1234,0.4288,0.0300,0.0159,5.418E-54
species_3,1700,0.8455,0.9168,500,0.8466,189,0.8758,0.8364,0.0090,11360,2.2938,0.4265,0.5739,0.9412,0.1537,3.6223,15.7000,0.3506,24.5922,10.3861,40.9597,2.7578,0.7153,1.9115,1.6082,0.6818,3.1390,15.8072,1.0286,12.9644,11.7714,47.6149,0.8337,0.8421,0.8419,0.8370,0.8434,0.8441,0.8402,0.8449,0.8278,0.8331,0.8290,0.0903,0.0318,0.1913,0.0474,0.1422,0.4934,0.3699,0.3895,0.3234,0.1889,0.4493,0.8548,0.8678,0.8693,0.8773,0.8799,0.8780,0.8746,0.8789,0.8422,0.8873,0.8719,0.1339,0.0640,0.2077,0.0546,0.1967,0.4586,0.4103,0.4358,0.4248,0.1817,0.4200,0.8337,0.8359,0.8365,0.8368,0.8378,0.8372,0.8366,0.8375,0.8325,0.8400,0.8378,0.6234,0.5826,0.6723,0.5751,0.6810,0.7460,0.7464,0.7556,0.7577,0.6599,0.7402,8.4943,0.2555,1.0000,0.0394,0.6978,0.0024,0.0053,3.089E-19,5.0000,0.1067,0.4559,0.0235,0.0317,1.038E-45,10.0000,0.2476,0.3342,0.0729,0.0688,0E0,0.5617,0.0293,0.7516,0.0000,0.0053,5.155E-15,12.9687,0.3500,0.2983,0.1000,0.0952,0E0,24.1488,0.5971,0.2231,0.2229,0.2434,0E0,12.5708,0.3375,0.3024,0.0941,0.0899,0E0,23.2191,0.5834,0.2276,0.2135,0.2275,0E0,13.4161,0.3608,0.2939,0.1053,0.0952,0E0,4.1592,0.0924,0.4906,0.0159,0.0212,2.095E-41,5.7283,0.1224,0.4301,0.0288,0.0370,7.723E-50
species_4,1700,0.8460,0.9206,500,0.8471,189,0.8947,0.8438,0.0098,11360,2.6023,0.4120,0.4472,1.1317,0.2173,3.5517,16.4117,0.0427,24.4405,10.4092,40.3337,2.8904,0.8074,1.9481,1.5657,1.0812,2.4630,16.0769,0.4298,11.9583,12.3518,48.4276,0.8332,0.8426,0.8423,0.8373,0.8432,0.8449,0.8387,0.8453,0.8287,0.8333,0.8297,0.0900,0.0363,0.1932,0.0469,0.1419,0.4876,0.3696,0.3855,0.3243,0.1872,0.4456,0.8784,0.8772,0.8836,0.8839,0.8918,0.8860,0.9036,0.8884,0.8550,0.8944,0.8863,0.1415,0.0177,0.1893,0.0597,0.2022,0.5083,0.4242,0.4778,0.4161,0.1975,0.4590,0.8416,0.8410,0.8418,0.8433,0.8436,0.8421,0.8455,0.8426,0.8389,0.8448,0.8420,0.6254,0.5203,0.6663,0.5761,0.6774,0.7394,0.7542,0.7674,0.7486,0.6752,0.7454,8.4920,0.2549,1.0000,0.0382,0.7001,0.0029,0.0053,4.813E-19,5.0000,0.1075,0.4540,0.0206,0.0370,3.73E-45,10.0000,0.2496,0.3333,0.0735,0.0847,6.2E-65,0.5699,0.0292,0.7536,0.0000,0.0000,1.908E-15,13.1652,0.3552,0.2954,0.1000,0.1111,0E0,24.0842,0.5999,0.2230,0.2229,0.2063,0E0,13.0310,0.3514,0.2967,0.0976,0.1111,0E0,25.5119,0.6213,0.2165,0.2418,0.2169,0E0,13.5186,0.3637,0.2921,0.1059,0.1111,0E0,3.1267,0.0755,0.5397,0.0082,0.0265,2.66E-33,5.7141,0.1238,0.4291,0.0259,0.0476,3.715E-48
species_5,1700,0.8382,0.9096,500,0.8461,189,0.9433,0.8467,0.0083,11360,2.4113,0.4914,0.8168,0.8853,0.1417,3.5658,15.9691,0.1310,24.6946,10.1632,40.7296,2.7366,0.7267,1.6243,1.4701,0.5264,1.7315,14.8916,0.4418,12.4949,12.5793,50.7768,0.8281,0.8354,0.8354,0.8311,0.8377,0.8382,0.8345,0.8384,0.8207,0.8282,0.8228,0.0893,0.0323,0.1889,0.0496,0.1415,0.4869,0.3686,0.3872,0.3231,0.1808,0.4461,0.9129,0.9406,0.9446,0.9294,0.9399,0.9374,0.9412,0.9439,0.9295,0.9422,0.9411,0.1495,0.0620,0.2284,0.0275,0.2032,0.5184,0.4230,0.4523,0.4218,0.2632,0.4552,0.8416,0.8470,0.8479,0.8442,0.8470,0.8454,0.8472,0.8467,0.8472,0.8490,0.8475,0.6150,0.5830,0.6853,0.5398,0.6779,0.7389,0.7480,0.7555,0.7545,0.7054,0.7402,8.5016,0.2571,1.0000,0.0396,0.7060,0.0024,0.0053,1.49E-18,5.0000,0.1073,0.4645,0.0212,0.0212,6.363E-46,10.0000,0.2411,0.3392,0.0694,0.0529,0E0,0.6028,0.0316,0.7534,0.0000,0.0000,1.852E-15,13.1133,0.3416,0.2998,0.1000,0.0794,0E0,24.0730,0.5910,0.2241,0.2241,0.1799,0E0,12.9781,0.3380,0.3011,0.0982,0.0794,0E0,26.7927,0.6320,0.2116,0.2571,0.2116,0E0,13.5931,0.3570,0.2949,0.1053,0.0794,0E0,3.9166,0.0897,0.5101,0.0135,0.0159,3.837E-39,5.8883,0.1254,0.4333,0.0282,0.0212,4.699E-52
species_6,1700,0.8480,0.9217,500,0.8474,189,0.8632,0.8378,0.0094,11360,1.9947,0.5638,0.5115,0.9678,0.1536,2.8074,15.6561,0.2215,25.6745,10.5609,40.8882,3.1749,0.8797,1.5085,1.7596,0.7735,3.5137,15.3200,0.5975,13.5016,11.3345,47.6365,0.8357,0.8443,0.8450,0.8404,0.8458,0.8465,0.8421,0.8477,0.8290,0.8376,0.8334,0.0949,0.0344,0.1930,0.0482,0.1468,0.4890,0.3735,0.3945,0.3336,0.1825,0.4472,0.8492,0.8631,0.8569,0.8589,0.8588,0.8643,0.8599,0.8643,0.8462,0.8449,0.8506,0.0919,0.0388,0.1857,0.0465,0.1553,0.5040,0.3802,0.3747,0.3184,0.2469,0.4457,0.8358,0.8371,0.8369,0.8367,0.8371,0.8381,0.8379,0.8373,0.8357,0.8345,0.8362,0.5888,0.5627,0.6597,0.5655,0.6575,0.7583,0.7376,0.7383,0.7159,0.6974,0.7437,8.4911,0.2547,1.0000,0.0384,0.6980,0.0024,0.0053,3.197E-19,5.0000,0.1076,0.4541,0.0224,0.0317,4.869E-46,10.0000,0.2479,0.3328,0.0724,0.0952,8.346E-63,0.5261,0.0284,0.7576,0.0000,0.0000,3.713E-15,13.0518,0.3501,0.2959,0.1000,0.1323,0E0,24.1950,0.6058,0.2224,0.2224,0.2487,0E0,12.2072,0.3246,0.3047,0.0888,0.1217,0E0,22.0297,0.5666,0.2328,0.1994,0.2328,0E0,16.3520,0.4377,0.2674,0.1394,0.1481,0E0,3.5127,0.0830,0.5188,0.0118,0.0212,5.127E-37,5.7242,0.1241,0.4288,0.0276,0.0423,3.64E-49
species_7,1700,0.8433,0.9160,500,0.8462,189,0.9074,0.8472,0.0088,11360,2.8905,0.4047,0.6043,0.7728,0.1968,3.2376,16.1033,0.0461,25.6734,10.8252,39.2454,2.9646,0.6684,2.0676,1.4981,0.5237,4.8224,14.6076,0.6317,13.6700,11.8258,46.7201,0.8308,0.8404,0.8404,0.8353,0.8424,0.8417,0.8375,0.8429,0.8249,0.8323,0.8296,0.0918,0.0354,0.1933,0.0453,0.1521,0.4858,0.3777,0.3969,0.3297,0.1936,0.4408,0.8961,0.8926,0.9023,0.8976,0.8984,0.9082,0.8952,0.9121,0.8860,0.9074,0.8834,0.1179,0.0284,0.1862,0.0765,0.1018,0.5324,0.3392,0.3549,0.3585,0.1202,0.5066,0.8427,0.8466,0.8470,0.8471,0.8453,0.8479,0.8444,0.8486,0.8446,0.8485,0.8449,0.5917,0.5501,0.6587,0.6139,0.6253,0.7650,0.7319,0.7288,0.7295,0.6301,0.7600,8.4972,0.2561,1.0000,0.0394,0.7028,0.0024,0.0000,1.952E-19,5.0000,0.1072,0.4584,0.0218,0.0159,5.509E-48,10.0000,0.2428,0.3360,0.0718,0.0741,0E0,0.6756,0.0329,0.7408,0.0000,0.0000,2.095E-16,13.1817,0.3485,0.2967,0.1000,0.1111,0E0,24.3763,0.6048,0.2220,0.2218,0.2593,0E0,13.1381,0.3479,0.2973,0.0994,0.1111,0E0,23.2339,0.5843,0.2276,0.2112,0.2275,0E0,15.7948,0.4171,0.2734,0.1300,0.1270,0E0,4.5943,0.0993,0.4745,0.0176,0.0159,5.001E-45,5.7723,0.1248,0.4313,0.0276,0.0212,1.832E-52
species_8,1700,0.8363,0.9115,500,0.8458,189,0.9948,0.8590,0.0081,11360,2.3215,0.4622,0.9697,0.9606,1.1638,12.0238,11.0538,0.2262,28.8421,5.0859,36.8903,3.5583,0.9599,2.0318,1.7131,0.5141,4.2490,12.9377,0.7384,14.3258,10.6570,48.3148,0.8227,0.8327,0.8328,0.8287,0.8358,0.8353,0.8319,0.8355,0.8179,0.8275,0.8219,0.0922,0.0327,0.1843,0.0468,0.1416,0.4826,0.3632,0.3859,0.3263,0.1788,0.4412,0.9860,0.9896,0.9981,0.9918,0.9924,0.9920,0.9831,0.9950,0.9724,0.9728,0.9803,0.1241,0.0564,0.2823,0.0606,0.2027,0.5667,0.4859,0.4704,0.3915,0.2863,0.5042,0.8561,0.8569,0.8593,0.8587,0.8584,0.8588,0.8576,0.8586,0.8554,0.8559,0.8562,0.6264,0.5798,0.7146,0.5721,0.6785,0.7718,0.7700,0.7612,0.7435,0.7140,0.7536,8.5036,0.2578,1.0000,0.0394,0.7041,0.0029,0.0000,2.519E-19,5.0000,0.1088,0.4621,0.0200,0.0159,2.848E-47,10.0000,0.2432,0.3391,0.0676,0.0529,0E0,0.6018,0.0313,0.7519,0.0000,0.0000,1.437E-15,13.2447,0.3477,0.2987,0.1000,0.0741,0E0,24.2626,0.5983,0.2241,0.2241,0.1746,0E0,14.1518,0.3719,0.2898,0.1082,0.0794,0E0,28.3036,0.6487,0.2063,0.2712,0.2063,0E0,14.5619,0.3816,0.2861,0.1135,0.0794,0E0,3.9171,0.0903,0.5073,0.0129,0.0159,1.409E-39,5.8024,0.1262,0.4342,0.0271,0.0159,7.673E-53
species_9,1701,0.8424,0.9167,500,0.8467,188,0.9200,0.8439,0.0087,11361,2.0869,0.4857,0.8934,1.0356,0.2012,2.9636,15.3600,0.3706,25.8398,10.6781,40.0850,3.6265,0.7254,1.9691,1.1345,1.2850,3.1212,15.5828,0.9792,12.1751,10.4652,48.9360,0.8287,0.8395,0.8397,0.8342,0.8408,0.8408,0.8367,0.8415,0.8238,0.8332,0.8280,0.0969,0.0336,0.1928,0.0469,0.1422,0.4828,0.3715,0.3909,0.3309,0.1880,0.4406,0.9196,0.9088,0.9126,0.9147,0.9247,0.9208,0.9161,0.9184,0.8968,0.9032,0.9004,0.0811,0.0479,0.1890,0.0586,0.2002,0.5666,0.3962,0.4148,0.3481,0.1858,0.5135,0.8442,0.8422,0.8432,0.8439,0.8451,0.8445,0.8436,0.8437,0.8426,0.8435,0.8421,0.5754,0.5827,0.6609,0.5818,0.6808,0.7813,0.7419,0.7453,0.7307,0.6637,0.7715,8.4965,0.2560,1.0000,0.0391,0.7023,0.0006,0.0000,2.194E-19,5.0000,0.1071,0.4577,0.0182,0.0266,5.086E-46,10.0000,0.2478,0.3355,0.0700,0.0798,5.954E-65,0.7870,0.0352,0.7265,0.0000,0.0000,2.009E-17,13.0464,0.3453,0.2979,0.0999,0.0851,0E0,24.0397,0.5962,0.2236,0.2234,0.1862,0E0,12.5156,0.3299,0.3035,0.0935,0.0798,0E0,25.6986,0.6230,0.2161,0.2440,0.2181,0E0,13.4574,0.3556,0.2939,0.1070,0.0851,0E0,4.4152,0.0958,0.4813,0.0141,0.0213,1.005E-42,5.7630,0.1251,0.4310,0.0253,0.0319,2.603E-50
