x,y,species avg
1.0,1.0,2.998809E-7
2.0,2.0,0.755554
3.0,3.0,0.002885118
4.0,4.0,0.21711697
5.0,5.0,0.006095859
6.0,6.0,0.90774566
7.0,7.0,2.2123463E-4
8.0,8.0,0.04361128
9.0,9.0,0.041536868
10.0,10.0,0.0889678
11.0,11.0,1.8431294E-8
12.0,12.0,0.02801263
13.0,13.0,7.679449E-4
14.0,14.0,0.25085157
15.0,15.0,0.3020332
16.0,16.0,0.3797137
17.0,17.0,0.44396782
18.0,18.0,0.07964967
19.0,19.0,0.177631
20.0,20.0,0.23148385
21.0,21.0,0.29353562
22.0,22.0,0.07876476
23.0,23.0,0.009388855
24.0,24.0,0.032719113
25.0,25.0,0.097415484
26.0,26.0,0.1350811
27.0,27.0,0.16159335
28.0,28.0,0.004141733
29.0,29.0,9.249988E-9
30.0,30.0,0.22190253
31.0,31.0,0.12062882
32.0,32.0,0.09203391
33.0,33.0,0.044936992
34.0,34.0,0.005591674
35.0,35.0,0.28888032
36.0,36.0,0.12013695
37.0,37.0,0.03778967
38.0,38.0,0.13235565
39.0,39.0,0.14821492
40.0,40.0,4.7115795E-10
41.0,41.0,0.120876364
42.0,42.0,0.0027361275
43.0,43.0,0.022116363
44.0,44.0,0.39885792
45.0,45.0,0.15537451
46.0,46.0,0.28190133
47.0,47.0,0.35681966
48.0,48.0,0.42802742
49.0,49.0,4.345483E-6
50.0,50.0,0.7178693
51.0,51.0,0.16113043
52.0,52.0,0.5334773
53.0,53.0,1.4091494E-4
54.0,54.0,0.18744822
55.0,55.0,0.1871121
56.0,56.0,7.0023656E-5
57.0,57.0,0.0018102512
58.0,58.0,2.9456419E-6
59.0,59.0,2.6687385E-6
60.0,60.0,0.091787726
61.0,61.0,3.194516E-4
62.0,62.0,0.0027904438
63.0,63.0,0.15508449
64.0,64.0,0.17192632
65.0,65.0,0.040989116
66.0,66.0,2.2761867E-6
67.0,67.0,5.239857E-4
68.0,68.0,0.09244287
69.0,69.0,0.115058444
70.0,70.0,0.36603302
71.0,71.0,0.0016857288
72.0,72.0,0.035558015
73.0,73.0,0.082976595
74.0,74.0,0.005713839
75.0,75.0,0.16648652
76.0,76.0,0.48741207
77.0,77.0,0.47126976
78.0,78.0,0.55719274
79.0,79.0,0.01363832
80.0,80.0,0.047206894
81.0,81.0,0.006375737
82.0,82.0,0.27220213
83.0,83.0,0.012660921
84.0,84.0,0.17415889
85.0,85.0,0.062445045
86.0,86.0,0.11625921
87.0,87.0,0.14606127
88.0,88.0,0.12147441
89.0,89.0,0.088169664
90.0,90.0,0.0783794
91.0,91.0,1.3067081E-7
92.0,92.0,0.15466224
93.0,93.0,0.16748483
94.0,94.0,0.0039057077
95.0,95.0,0.28420335
96.0,96.0,0.26916817
97.0,97.0,6.904424E-7
98.0,98.0,0.053328026
99.0,99.0,2.3155047E-4
100.0,100.0,3.5099042E-4
101.0,101.0,0.0875138
102.0,102.0,0.03350284
103.0,103.0,7.930431E-4
104.0,104.0,0.25559717
105.0,105.0,2.5087688E-4
106.0,106.0,3.3457717E-4
107.0,107.0,1.0128486E-9
108.0,108.0,0.010337588
109.0,109.0,2.0023951E-7
110.0,110.0,5.7653318E-9
111.0,111.0,0.782584
112.0,112.0,0.28771368
113.0,113.0,0.0029112217
114.0,114.0,1.0170984E-10
115.0,115.0,0.29911414
116.0,116.0,0.14116178
117.0,117.0,0.018284667
118.0,118.0,0.41445896
119.0,119.0,0.057657454
120.0,120.0,7.358558E-7
121.0,121.0,5.386771E-6
122.0,122.0,0.058286034
123.0,123.0,0.068896025
124.0,124.0,0.05377282
125.0,125.0,2.3774961E-4
126.0,126.0,4.214623E-5
127.0,127.0,0.003877104
128.0,128.0,7.102832E-4
129.0,129.0,2.2012758E-8
130.0,130.0,4.4279003E-7
131.0,131.0,3.084838E-7
132.0,132.0,0.13316229
133.0,133.0,0.02662247
134.0,134.0,0.17807211
135.0,135.0,5.1746365E-6
136.0,136.0,2.0872925E-7
137.0,137.0,1.0951367E-6
138.0,138.0,0.004242314
139.0,139.0,0.37824345
140.0,140.0,0.18374287
141.0,141.0,0.0010593683
142.0,142.0,0.16932198
143.0,143.0,0.13772884
144.0,144.0,0.006015374
145.0,145.0,0.25975144
146.0,146.0,5.2148056E-7
147.0,147.0,4.2952995E-11
148.0,148.0,0.05033852
149.0,149.0,0.15581779
150.0,150.0,2.3884554E-9
151.0,151.0,9.517158E-9
152.0,152.0,3.2658168E-8
153.0,153.0,4.8259436E-9
154.0,154.0,9.758339E-5
155.0,155.0,0.12697649
156.0,156.0,7.069118E-4
157.0,157.0,0.74490976
158.0,158.0,0.13224891
159.0,159.0,0.17931397
160.0,160.0,0.05438217
161.0,161.0,0.9769988
162.0,162.0,0.6789727
163.0,163.0,0.36465448
164.0,164.0,0.010257996
165.0,165.0,0.16246839
166.0,166.0,0.15431748
167.0,167.0,0.029726114
168.0,168.0,1.0366326E-9
169.0,169.0,0.08240684
170.0,170.0,0.18617637
171.0,171.0,0.20427513
172.0,172.0,0.062082853
173.0,173.0,8.4299344E-8
174.0,174.0,0.013766912
175.0,175.0,0.11885079
176.0,176.0,0.009206817
177.0,177.0,0.20105706
178.0,178.0,1.2994931E-6
179.0,179.0,0.1518526
180.0,180.0,0.027051497
181.0,181.0,7.340108E-8
182.0,182.0,0.3115088
183.0,183.0,0.43548825
184.0,184.0,3.209105E-4
185.0,185.0,0.0019984357
186.0,186.0,0.006526779
187.0,187.0,0.10371588
188.0,188.0,0.016061533
189.0,189.0,0.102625936
190.0,190.0,0.22762728
191.0,191.0,0.16245219
192.0,192.0,7.2070765E-7
193.0,193.0,0.68162596
194.0,194.0,0.38389805
195.0,195.0,0.26446426
196.0,196.0,1.1101957E-7
197.0,197.0,0.07436768
198.0,198.0,4.697836E-4
199.0,199.0,0.0042945715
200.0,200.0,0.021068677
201.0,201.0,0.09426184
202.0,202.0,0.22687216
203.0,203.0,0.1085987
204.0,204.0,0.06424141
205.0,205.0,1.2882262E-8
206.0,206.0,0.0015741079
207.0,207.0,0.001083134
208.0,208.0,0.00906241
209.0,209.0,3.4612016E-4
210.0,210.0,0.8720484
211.0,211.0,0.16312712
212.0,212.0,0.0013746662
213.0,213.0,0.22801086
214.0,214.0,3.65243E-5
215.0,215.0,0.058493964
216.0,216.0,0.19179238
217.0,217.0,0.33665073
218.0,218.0,0.35051897
219.0,219.0,0.20585474
220.0,220.0,0.149751
221.0,221.0,0.029283907
222.0,222.0,0.25203502
223.0,223.0,0.39588493
224.0,224.0,0.17299381
225.0,225.0,0.25068146
226.0,226.0,4.4699374E-7
227.0,227.0,0.19770095
228.0,228.0,0.164776
229.0,229.0,1.1173092E-6
230.0,230.0,0.09811963
231.0,231.0,0.013916573
232.0,232.0,8.9629565E-4
233.0,233.0,0.8367077
234.0,234.0,8.295262E-6
235.0,235.0,0.00959012
236.0,236.0,0.05292509
237.0,237.0,4.177186E-10
238.0,238.0,1.5349741E-10
239.0,239.0,0.36079437
240.0,240.0,2.0806384E-8
241.0,241.0,0.1847148
