X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,2.4763417465833456E-4,37.25592941860315,0.5422037662260353
3.0,3.0,train,2.588742378611864E-4,38.597959905727606,0.5581547418214541
4.0,4.0,train,7.176433524168628E-4,70.76991547160097,0.8960968423647581
5.0,5.0,train,9.289074899166009E-4,80.83357968612268,0.9466495556028136
6.0,6.0,train,6.659612667295653E-4,68.04025898039069,0.8776940467917591
7.0,7.0,train,8.31157451180239E-4,77.03570579052374,0.9273755565130009
8.0,8.0,train,7.110775915367889E-4,70.53403142692795,0.8939219159613921
9.0,9.0,train,7.596309742923948E-4,72.64729954000003,0.9089889739336839
10.0,10.0,train,0.0016441848436708046,97.89635395609808,0.994415184060835
11.0,11.0,train,9.42827364555647E-4,81.22956118535187,0.9489419838386103
12.0,12.0,train,0.001083774766625618,86.7562621373132,0.9672714517000072
13.0,13.0,train,4.1246244094093036E-4,53.44552596870868,0.7278479646873952
14.0,14.0,train,8.319769216610393E-4,77.05136854021774,0.9275630902172701
15.0,15.0,train,5.673996487060587E-4,63.248525894942716,0.8330815041641728
16.0,16.0,train,8.662339877881414E-4,77.97572984429904,0.934984307362607
17.0,17.0,train,0.001137961808045775,88.69859153561248,0.9724148465220677
18.0,18.0,train,7.700360995749817E-4,73.75876858697116,0.9119283584310885
19.0,19.0,train,4.172269808207247E-4,53.71016863459787,0.7319086263038127
20.0,20.0,train,4.2992898094303984E-4,54.51669406798262,0.7424405064785156
21.0,21.0,train,8.565279691032124E-4,77.50211757013369,0.932962448700814
22.0,22.0,train,7.839690949260342E-4,74.5030502419492,0.9157162195153967
23.0,23.0,train,7.231611178322297E-4,71.05867260949057,0.8978900953272003
24.0,24.0,train,7.789816785780465E-4,74.30113771762062,0.9143794217261545
25.0,25.0,train,8.075786570687295E-4,75.98336607753022,0.9217665771148901
26.0,26.0,train,9.325349340348555E-4,81.01980381451047,0.9472566837522209
27.0,27.0,train,8.217956609791251E-4,76.49299102539348,0.9251983673136227
29.0,29.0,train,9.390362374247728E-4,81.15229963708607,0.9483275758483214
30.0,30.0,train,6.796021076363563E-4,68.81385262091314,0.8828463441010319
31.0,31.0,train,8.697729843340081E-4,78.32254999834846,0.9357062462143144
32.0,32.0,train,9.580225423837755E-4,81.73286538602865,0.9513321331688942
33.0,33.0,train,0.0012620954466085587,92.57135662294647,0.9813543405010557
34.0,34.0,train,8.226027081103279E-4,76.54008464836134,0.9253885984858898
35.0,35.0,train,9.2999173020878E-4,80.88924193667476,0.9468317543855231
36.0,36.0,train,9.910942516891655E-4,83.31907953176473,0.9561545169677901
37.0,37.0,train,9.797218377730079E-4,83.04061636319467,0.9545526847162831
38.0,38.0,train,0.0015215800013565304,97.25791580881065,0.9917773530536284
39.0,39.0,train,0.0014906465181796045,96.8049159118909,0.9909343461973421
41.0,41.0,train,6.627028940888875E-4,67.8913766869876,0.8764301627510802
42.0,42.0,train,5.825995479912703E-4,63.7326111877136,0.8408977331798286
43.0,43.0,train,0.0010507656841232775,85.74287022775496,0.9636789514031219
44.0,44.0,train,4.1043491504172067E-4,53.29043841285454,0.7261013689079168
45.0,45.0,train,7.601285598199727E-4,72.76316358397142,0.9091317467121695
46.0,46.0,train,9.212438118722042E-4,80.64483603876602,0.9453438024268241
47.0,47.0,train,6.139329761113228E-4,65.36408196144377,0.8558744941601559
48.0,48.0,train,0.0011896829472942392,91.09559023465177,0.9765683409326668
49.0,49.0,train,7.209864523209241E-4,70.94486583300385,0.8971870623945161
50.0,50.0,train,0.0010223570901112164,84.75082071146133,0.9602729731682004
52.0,52.0,train,6.203293409030444E-4,65.76315380695742,0.8587540371692658
53.0,53.0,train,5.973641388048958E-4,64.23568213275558,0.8481395207801996
54.0,54.0,train,0.0012411453642978457,92.32292473945553,0.9800801897890313
55.0,55.0,train,9.118151268165892E-4,80.35580163878335,0.9436933954454761
56.0,56.0,train,0.001145433267385909,89.09732485615294,0.9730575289700565
57.0,57.0,train,0.0020581346927079198,99.12703789181023,0.9984871973112275
58.0,58.0,train,5.926332931544613E-4,64.00232128258048,0.8458557453520493
59.0,59.0,train,0.0013508171827232534,94.50560113908355,0.9859069737179967
60.0,60.0,train,0.0012064582763192924,91.57573537068845,0.9777763101721952
61.0,61.0,train,6.610202620812083E-4,67.80604414211557,0.8757723845161811
62.0,62.0,train,0.0011544767706343623,89.27098044387189,0.9738154384315345
63.0,63.0,train,0.001052297518728068,85.79010695775236,0.9638540754111506
64.0,64.0,train,9.946613214237166E-4,83.53620403066029,0.9566452206788731
66.0,66.0,train,0.0014259910742992993,96.06959310116505,0.9888828082946386
68.0,68.0,train,0.001591889939167944,97.61382260871072,0.9934133066091205
69.0,69.0,train,6.347403312981263E-4,66.60591439975019,0.8650325715890654
70.0,70.0,train,0.001417126779158808,95.60639631526085,0.9885674884782638
71.0,71.0,train,0.0014974338245366775,96.90866109967492,0.9911264248773731
72.0,72.0,train,0.0013191513197233701,93.85760179280308,0.9844261741867801
73.0,73.0,train,2.7180692241327123E-4,40.34746528186434,0.5758213368646319
74.0,74.0,train,7.789291738237274E-4,74.29886592650597,0.9143652364664235
75.0,75.0,train,0.0016912235761716125,98.39948066178738,0.9951854832626899
76.0,76.0,train,0.0010741933364172332,86.28957208733155,0.9662669220368512
77.0,77.0,train,8.26036082438462E-4,76.85307003338372,0.926192495968527
78.0,78.0,train,0.0011706050544332393,89.7602768746275,0.9751145747764652
