x,y,species median
1.0,1.0,0.011450238
2.0,2.0,0.01125566
3.0,3.0,0.0013035648
4.0,4.0,4.0533138E-4
5.0,5.0,0.018429046
6.0,6.0,1.3145199E-4
7.0,7.0,0.044891924
8.0,8.0,0.0014440811
9.0,9.0,0.13543472
10.0,10.0,0.010897743
11.0,11.0,0.009628767
12.0,12.0,3.457117E-4
13.0,13.0,0.0025366931
14.0,14.0,0.001283811
15.0,15.0,2.9543802E-5
16.0,16.0,9.865243E-4
17.0,17.0,0.001540079
18.0,18.0,7.1899914E-5
19.0,19.0,0.01287263
20.0,20.0,5.2673145E-6
21.0,21.0,0.014215004
22.0,22.0,3.7780873E-4
23.0,23.0,0.016546823
24.0,24.0,7.16802E-5
25.0,25.0,0.022023963
26.0,26.0,0.0010445662
27.0,27.0,0.017486552
28.0,28.0,4.4935936E-4
29.0,29.0,0.008124191
30.0,30.0,9.156537E-5
31.0,31.0,2.642413E-5
32.0,32.0,0.0043852595
33.0,33.0,5.451717E-5
34.0,34.0,0.2113564
35.0,35.0,0.0024039857
36.0,36.0,0.016176376
37.0,37.0,0.002058313
38.0,38.0,2.0337399E-4
39.0,39.0,5.174601E-5
40.0,40.0,0.009807459
41.0,41.0,5.587402E-4
42.0,42.0,3.2184302E-4
43.0,43.0,1.6076643E-4
44.0,44.0,0.0020632453
45.0,45.0,0.001275192
46.0,46.0,0.03702838
47.0,47.0,2.8206786E-4
48.0,48.0,2.7049178E-5
49.0,49.0,0.004601297
50.0,50.0,1.8048706E-4
51.0,51.0,0.0017532384
52.0,52.0,2.2418475E-4
53.0,53.0,0.00437183
54.0,54.0,0.010840109
55.0,55.0,0.0017210698
56.0,56.0,0.0038061861
57.0,57.0,5.28663E-4
58.0,58.0,1.1262116E-4
59.0,59.0,0.0041208128
60.0,60.0,1.2591254E-4
61.0,61.0,5.797852E-5
62.0,62.0,0.012005867
63.0,63.0,5.4687297E-4
64.0,64.0,4.012276E-5
65.0,65.0,0.0019986308
66.0,66.0,0.0013657509
67.0,67.0,8.035645E-6
68.0,68.0,0.0028716738
69.0,69.0,0.004323408
70.0,70.0,6.1853975E-4
71.0,71.0,0.01284998
72.0,72.0,5.9455005E-4
73.0,73.0,0.012447865
74.0,74.0,2.6185025E-4
75.0,75.0,0.010579063
76.0,76.0,2.5001484E-5
77.0,77.0,8.927356E-4
78.0,78.0,0.0030044029
79.0,79.0,0.018746912
80.0,80.0,0.14806658
81.0,81.0,6.137387E-5
82.0,82.0,0.009518691
83.0,83.0,0.0026244526
84.0,84.0,0.0023028478
85.0,85.0,3.340097E-4
86.0,86.0,0.001322555
87.0,87.0,3.019972E-4
88.0,88.0,0.02832059
89.0,89.0,7.33754E-4
90.0,90.0,6.0763897E-4
91.0,91.0,3.676401E-4
92.0,92.0,0.0013761866
93.0,93.0,0.003300716
94.0,94.0,2.0003226E-4
95.0,95.0,3.308721E-4
96.0,96.0,9.698031E-4
97.0,97.0,0.0060591022
98.0,98.0,2.6493004E-4
99.0,99.0,0.0013973694
100.0,100.0,3.5775028E-4
101.0,101.0,7.352628E-4
102.0,102.0,0.0015467766
103.0,103.0,5.0765804E-5
104.0,104.0,0.0019831937
105.0,105.0,0.1448481
106.0,106.0,0.0021592032
107.0,107.0,4.685093E-4
108.0,108.0,0.04741849
109.0,109.0,0.0010897754
110.0,110.0,0.06849168
111.0,111.0,0.024769502
112.0,112.0,3.1200418E-4
113.0,113.0,0.08346341
114.0,114.0,9.14764E-5
115.0,115.0,0.0034355102
116.0,116.0,0.0034193792
117.0,117.0,0.0031726838
118.0,118.0,2.5508844E-4
119.0,119.0,5.01124E-4
120.0,120.0,0.13503408
121.0,121.0,4.5477122E-4
122.0,122.0,0.026904222
123.0,123.0,0.046456113
124.0,124.0,0.053848453
125.0,125.0,3.9763947E-4
126.0,126.0,0.012753197
127.0,127.0,6.599536E-5
128.0,128.0,8.4653986E-4
129.0,129.0,7.343741E-4
130.0,130.0,3.152803E-4
131.0,131.0,3.3348645E-4
132.0,132.0,3.4521506E-4
133.0,133.0,0.0023019433
134.0,134.0,7.0383766E-4
135.0,135.0,1.455711E-4
136.0,136.0,0.009662717
137.0,137.0,0.0148494635
138.0,138.0,0.0037588319
139.0,139.0,0.0038742851
140.0,140.0,1.6740868E-4
141.0,141.0,2.0051614E-4
142.0,142.0,0.0034531313
143.0,143.0,0.015292854
144.0,144.0,0.0034055228
145.0,145.0,0.36211967
146.0,146.0,2.303289E-4
147.0,147.0,2.1234236E-4
148.0,148.0,0.014046517
149.0,149.0,4.419434E-4
150.0,150.0,4.4828692E-5
151.0,151.0,9.775009E-4
152.0,152.0,0.0030442872
153.0,153.0,0.10453461
154.0,154.0,0.045916967
155.0,155.0,1.3999527E-4
156.0,156.0,0.0055766376
157.0,157.0,0.005040528
158.0,158.0,1.3798107E-4
159.0,159.0,1.9391593E-6
160.0,160.0,0.021602048
161.0,161.0,0.0012519509
162.0,162.0,2.8575351E-4
163.0,163.0,3.292675E-4
164.0,164.0,0.0010214748
165.0,165.0,7.904826E-5
166.0,166.0,0.0015351025
167.0,167.0,0.17688382
168.0,168.0,9.6799115E-5
169.0,169.0,0.004517116
170.0,170.0,9.3315355E-4
171.0,171.0,0.40916422
172.0,172.0,0.018197881
173.0,173.0,0.0093430495
174.0,174.0,0.7841199
175.0,175.0,3.9202513E-4
176.0,176.0,0.047987305
177.0,177.0,2.813385E-4
178.0,178.0,1.2688265E-4
179.0,179.0,1.9810726E-5
180.0,180.0,0.0020676195
181.0,181.0,0.071900934
182.0,182.0,0.013655156
183.0,183.0,0.0024181122
184.0,184.0,0.019492202
185.0,185.0,3.0456942E-5
186.0,186.0,9.61037E-5
187.0,187.0,4.1562267E-5
188.0,188.0,1.6854574E-4
189.0,189.0,6.419345E-4
190.0,190.0,0.09284097
191.0,191.0,9.904585E-4
192.0,192.0,0.0073985625
193.0,193.0,0.020789802
194.0,194.0,2.3531655E-4
195.0,195.0,1.864496E-5
196.0,196.0,0.0029362794
197.0,197.0,8.5375784E-4
198.0,198.0,0.86577517
199.0,199.0,0.016931115
200.0,200.0,0.11163479
201.0,201.0,4.0837553E-5
202.0,202.0,2.3918689E-4
203.0,203.0,2.646559E-4
204.0,204.0,1.0776863E-4
205.0,205.0,1.390615E-4
206.0,206.0,0.3388257
207.0,207.0,5.1250616E-5
208.0,208.0,0.079318784
209.0,209.0,8.5584084E-5
210.0,210.0,0.0019974092
211.0,211.0,0.0037137321
212.0,212.0,0.017165104
213.0,213.0,0.008016287
214.0,214.0,2.4803187E-4
215.0,215.0,0.0023727089
216.0,216.0,0.035314865
217.0,217.0,2.410391E-4
218.0,218.0,4.5636576E-4
219.0,219.0,0.0027254377
220.0,220.0,0.0014575997
221.0,221.0,3.4994475E-4
222.0,222.0,6.553501E-5
223.0,223.0,0.0015486355
224.0,224.0,0.0011911769
225.0,225.0,9.730181E-4
226.0,226.0,0.6584071
227.0,227.0,0.010977217
228.0,228.0,2.9828819E-4
229.0,229.0,4.6636222E-4
230.0,230.0,0.011028477
231.0,231.0,0.0012788123
232.0,232.0,0.009976643
233.0,233.0,0.04575678
234.0,234.0,3.0128763E-4
235.0,235.0,0.25587595
236.0,236.0,3.3568218E-4
237.0,237.0,0.091801904
238.0,238.0,4.860889E-4
239.0,239.0,1.6098468E-4
240.0,240.0,0.0049624476
241.0,241.0,0.0032780827
242.0,242.0,3.9503144E-4
243.0,243.0,7.481875E-5
244.0,244.0,9.162581E-5
245.0,245.0,0.004851348
246.0,246.0,2.6750166E-4
247.0,247.0,1.0275688E-4
248.0,248.0,0.0017675874
249.0,249.0,2.1229447E-4
250.0,250.0,0.0039099194
