Predictor variable,Categorical,Sample average
Cropped_Cloud,false,159.28766365824146
alt,false,416.8859623750807
current_2.5arcmin_PETDriestQuarter,false,75.47313748517016
current_2.5arcmin_PETWettestQuarter,false,110.43768744793022
current_2.5arcmin_climaticMoistureIndex,false,0.02553111454296733
wc2.0_bio_2.5m_1,false,11.415498029354383
wc2.0_bio_2.5m_16,false,412.6694645441389
wc2.0_bio_2.5m_17,false,191.67872648335745
wc2.0_bio_2.5m_5,false,27.40469883644115
wc2.0_bio_2.5m_6,false,-6.505409107883845
