variable,x,y
current_2.5arcmin_climaticMoistureIndex,-1.1959999978542328,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1912959979057312,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1865919979572297,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.181887998008728,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1771839980602266,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1724799981117249,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1677759981632234,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1630719982147217,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.15836799826622,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1536639983177186,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.148959998369217,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1442559984207155,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1395519984722138,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.134847998523712,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1301439985752106,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.125439998626709,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1207359986782075,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1160319987297058,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1113279987812044,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.1066239988327027,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.101919998884201,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0972159989356995,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0925119989871979,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0878079990386964,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0831039990901947,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.078399999141693,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0736959991931916,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.06899199924469,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0642879992961884,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0595839993476868,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0548799993991853,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0501759994506836,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.045471999502182,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0407679995536805,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0360639996051788,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0313599996566774,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0266559997081757,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0219519997596742,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0172479998111725,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0125439998626709,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0078399999141694,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-1.0031359999656677,0.04824596270918846
current_2.5arcmin_climaticMoistureIndex,-0.9984320000171661,0.0482945553958416
current_2.5arcmin_climaticMoistureIndex,-0.9937280000686646,0.04844062775373459
current_2.5arcmin_climaticMoistureIndex,-0.989024000120163,0.0485871322453022
current_2.5arcmin_climaticMoistureIndex,-0.9843200001716614,0.048734065145254135
current_2.5arcmin_climaticMoistureIndex,-0.9796160002231598,0.04888143017888069
current_2.5arcmin_climaticMoistureIndex,-0.9749120002746583,0.04902923107147217
current_2.5arcmin_climaticMoistureIndex,-0.9702080003261566,0.049177467823028564
current_2.5arcmin_climaticMoistureIndex,-0.965504000377655,0.04932614043354988
current_2.5arcmin_climaticMoistureIndex,-0.9608000004291535,0.04947524890303612
current_2.5arcmin_climaticMoistureIndex,-0.9560960004806519,0.04962480068206787
current_2.5arcmin_climaticMoistureIndex,-0.9513920005321503,0.049774788320064545
current_2.5arcmin_climaticMoistureIndex,-0.9466880005836487,0.049925219267606735
current_2.5arcmin_climaticMoistureIndex,-0.9419840006351472,0.05007609352469444
current_2.5arcmin_climaticMoistureIndex,-0.9372800006866455,0.05022740736603737
current_2.5arcmin_climaticMoistureIndex,-0.932576000738144,0.05037917196750641
current_2.5arcmin_climaticMoistureIndex,-0.9278720007896424,0.050531379878520966
current_2.5arcmin_climaticMoistureIndex,-0.9231680008411407,0.05068403482437134
current_2.5arcmin_climaticMoistureIndex,-0.9184640008926392,0.050837136805057526
current_2.5arcmin_climaticMoistureIndex,-0.9137600009441376,0.050990693271160126
current_2.5arcmin_climaticMoistureIndex,-0.9090560009956361,0.05114469677209854
current_2.5arcmin_climaticMoistureIndex,-0.9043520010471344,0.05129915475845337
current_2.5arcmin_climaticMoistureIndex,-0.8996480010986329,0.05145406723022461
current_2.5arcmin_climaticMoistureIndex,-0.8949440011501313,0.05160943418741226
current_2.5arcmin_climaticMoistureIndex,-0.8902400012016296,0.05176525563001633
current_2.5arcmin_climaticMoistureIndex,-0.8855360012531281,0.0519215352833271
current_2.5arcmin_climaticMoistureIndex,-0.8808320013046265,0.05207827687263489
current_2.5arcmin_climaticMoistureIndex,-0.8761280013561249,0.052235476672649384
current_2.5arcmin_climaticMoistureIndex,-0.8714240014076233,0.05239313468337059
current_2.5arcmin_climaticMoistureIndex,-0.8667200014591218,0.052551258355379105
current_2.5arcmin_climaticMoistureIndex,-0.8620160015106202,0.05270984396338463
current_2.5arcmin_climaticMoistureIndex,-0.8573120015621185,0.05286889523267746
current_2.5arcmin_climaticMoistureIndex,-0.8526080016136169,0.0530284158885479
current_2.5arcmin_climaticMoistureIndex,-0.8479040016651154,0.053188398480415344
current_2.5arcmin_climaticMoistureIndex,-0.8432000017166138,0.053348854184150696
current_2.5arcmin_climaticMoistureIndex,-0.8384960017681122,0.053509779274463654
current_2.5arcmin_climaticMoistureIndex,-0.8337920018196106,0.053671177476644516
current_2.5arcmin_climaticMoistureIndex,-0.8290880018711091,0.05383304879069328
current_2.5arcmin_climaticMoistureIndex,-0.8243840019226074,0.053995389491319656
