X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,0.005421518861274018,99.37143221561726,0.9927005704174301
4.0,4.0,train,0.0015439594940301162,46.577795195117915,0.7536799339513747
6.0,6.0,train,0.0017029399001703917,51.02502790856804,0.7867726248871872
7.0,7.0,train,0.0018068067693010094,54.37472157866714,0.8059528387114457
9.0,9.0,train,0.001122301860477112,32.372270623347674,0.638854586419652
11.0,11.0,train,0.0014412890286312644,42.777172264426916,0.7296266161386501
12.0,12.0,train,0.0024479769538843467,76.29379849829226,0.891554528336335
13.0,13.0,train,2.553386164700051E-4,11.535179559873242,0.2068290691240785
14.0,14.0,train,0.003294414013155559,97.61556110380036,0.949694386639305
15.0,15.0,train,0.0030144266728982134,92.31735136605188,0.9351419133193375
16.0,16.0,train,0.002439802577487532,75.80503451792175,0.8907470732115578
17.0,17.0,train,0.0022267157653503566,69.77141113253826,0.8674394950992163
18.0,18.0,train,0.0015684636249556384,47.598853845557095,0.7590969462085502
19.0,19.0,train,0.002821843605625748,88.53630349770826,0.9227560748895951
20.0,20.0,train,0.0023282972095984215,72.71109533977885,0.8791131094419515
21.0,21.0,train,0.002770173538190847,87.69153542836573,0.919047853257858
22.0,22.0,train,9.746258940475373E-4,28.730846155048415,0.5870631246902982
23.0,23.0,train,2.3774479715571396E-4,11.043737037646643,0.19406353309499214
2.0,2.0,test,3.2220831590975283E-4,13.957373177328444,0.25353005832671194
3.0,3.0,test,3.415738943772868E-4,14.388845771991427,0.26653393241737666
5.0,5.0,test,1.3094562843000146E-4,7.568418322038778,0.1120425769559763
8.0,8.0,test,8.252596973987615E-4,24.60893000500647,0.5271195295500402
10.0,10.0,test,9.083965420954996E-4,27.22472722912851,0.5614836806608288
