$method
[1] "niche identity test"

$null
[1] "niche models are identical"

$statistic
        D         I 
0.4229517 0.7051038 

$p.value
D I 
1 1 

$null.distribution
               D         I
  [1,] 0.8513378 0.9790443
  [2,] 0.8684322 0.9863518
  [3,] 0.8531222 0.9801443
  [4,] 0.8785198 0.9856122
  [5,] 0.8713022 0.9862412
  [6,] 0.8571760 0.9828712
  [7,] 0.8281003 0.9739408
  [8,] 0.8476539 0.9810160
  [9,] 0.8391308 0.9787514
 [10,] 0.8550495 0.9833346
 [11,] 0.8605309 0.9820762
 [12,] 0.8430574 0.9776772
 [13,] 0.8561807 0.9819987
 [14,] 0.8224621 0.9718311
 [15,] 0.8176866 0.9705388
 [16,] 0.8307015 0.9741229
 [17,] 0.8543808 0.9801636
 [18,] 0.8653857 0.9827857
 [19,] 0.8262578 0.9781201
 [20,] 0.8622042 0.9828381
 [21,] 0.8646961 0.9831498
 [22,] 0.8348756 0.9763771
 [23,] 0.8609609 0.9816863
 [24,] 0.8594093 0.9806853
 [25,] 0.8705868 0.9848237
 [26,] 0.8372818 0.9766818
 [27,] 0.8574032 0.9832517
 [28,] 0.8602121 0.9842838
 [29,] 0.8521467 0.9791402
 [30,] 0.8703764 0.9839658
 [31,] 0.8288749 0.9741468
 [32,] 0.8343727 0.9731639
 [33,] 0.8578009 0.9816014
 [34,] 0.8593916 0.9818518
 [35,] 0.8839606 0.9872143
 [36,] 0.8540637 0.9829597
 [37,] 0.8664635 0.9841350
 [38,] 0.8609481 0.9837609
 [39,] 0.8752525 0.9874864
 [40,] 0.8332463 0.9766260
 [41,] 0.8612678 0.9824826
 [42,] 0.8448688 0.9787152
 [43,] 0.8731798 0.9851218
 [44,] 0.8349027 0.9738657
 [45,] 0.8452701 0.9805625
 [46,] 0.8371942 0.9764333
 [47,] 0.8686469 0.9855583
 [48,] 0.8720540 0.9848445
 [49,] 0.8533029 0.9812178
 [50,] 0.8571450 0.9832089
 [51,] 0.8490780 0.9791748
 [52,] 0.8659573 0.9844946
 [53,] 0.8814205 0.9862448
 [54,] 0.8466282 0.9804034
 [55,] 0.8731851 0.9859985
 [56,] 0.8358328 0.9764574
 [57,] 0.8604665 0.9850517
 [58,] 0.8274745 0.9741085
 [59,] 0.8580017 0.9834850
 [60,] 0.8529934 0.9817270
 [61,] 0.8846989 0.9879188
 [62,] 0.8218484 0.9756857
 [63,] 0.8729077 0.9854923
 [64,] 0.8521418 0.9792258
 [65,] 0.8445726 0.9795576
 [66,] 0.8529546 0.9815009
 [67,] 0.8573774 0.9828273
 [68,] 0.8553287 0.9815315
 [69,] 0.8364575 0.9784456
 [70,] 0.8286687 0.9745227
 [71,] 0.8423570 0.9795576
 [72,] 0.8508527 0.9817404
 [73,] 0.8843023 0.9877723
 [74,] 0.8206539 0.9720799
 [75,] 0.8415251 0.9794419
 [76,] 0.8510803 0.9812924
 [77,] 0.8356452 0.9769713
 [78,] 0.8604737 0.9836084
 [79,] 0.8634840 0.9850015
 [80,] 0.8467364 0.9784700
 [81,] 0.8630813 0.9829165
 [82,] 0.8698803 0.9839312
 [83,] 0.8404504 0.9787060
 [84,] 0.8320898 0.9759854
 [85,] 0.8199107 0.9719028
 [86,] 0.8528071 0.9815232
 [87,] 0.8551511 0.9832166
 [88,] 0.8561774 0.9818831
 [89,] 0.8581281 0.9822543
 [90,] 0.8553836 0.9789452
 [91,] 0.8492023 0.9809512
 [92,] 0.8623427 0.9835754
 [93,] 0.8530630 0.9799846
 [94,] 0.8531965 0.9809937
 [95,] 0.8787828 0.9864646
 [96,] 0.8329421 0.9770991
 [97,] 0.8624291 0.9836970
 [98,] 0.8556089 0.9801817
 [99,] 0.8496773 0.9792833
[100,] 0.8667558 0.9853917

attr(,"class")
[1] "ntest"
