"D","I"
0.351768711571607,0.617527494336426
0.862887259898606,0.983261064899999
0.888949921226914,0.985896158496461
0.905954353065623,0.991930938696364
0.877127348517868,0.986962414912463
0.851964041256242,0.979985236149168
0.876532975292922,0.986045257990208
0.906158976995688,0.991458723913311
0.895603460307918,0.988929973222618
0.898516718416572,0.988549254984416
0.885833843924336,0.988295609675021
0.874590448425531,0.986699071808201
0.859237800482509,0.982363812639353
0.885293355701833,0.987930189964581
0.875128613940485,0.984245080658586
0.872819080827925,0.986872885061267
0.87756783833738,0.985699827307545
0.860359610626062,0.982907054296464
0.882516480349816,0.98544101303956
0.88158216232969,0.985360691834554
0.884169193131407,0.989366867720508
0.885626697943064,0.987012091635824
0.862282663007102,0.984567456842561
0.871373722130871,0.984888650772675
0.862741758453392,0.983697664386872
0.905683918338485,0.99071280965228
0.890197668472591,0.987709389054229
0.893489123707252,0.989934974870748
0.883308616265159,0.987389247207593
0.890302023442706,0.987692912201965
0.840028639261061,0.978376451570157
0.883466591001015,0.988845496628703
0.868613921356114,0.984641000964683
0.878331051200797,0.986561058441907
0.881888420873863,0.984895144389192
0.860335040165845,0.983927119968935
0.877154433699254,0.986244477105665
0.85080421427516,0.983670678913462
0.853645102808755,0.983162755432028
0.880469785832269,0.986708830152761
0.872403321845138,0.985490681911671
0.8654459222869,0.982969108931469
0.869460388192224,0.984380955349865
0.883940460662107,0.988816507426599
0.895933607257252,0.98868829805163
0.870131389446788,0.982632313025129
0.862986233641771,0.983080900184869
0.886525826849132,0.98810455283011
0.878561996236901,0.987390669559104
0.855750049497395,0.982332770994326
0.899555079032625,0.989831299833223
0.878925210764871,0.985110495680575
0.88463881886544,0.988227345526647
0.859644719048556,0.980922917563923
0.901493307636559,0.989890276347816
0.856366169467107,0.9786401775845
0.879778563001731,0.985990873206892
0.900610815786075,0.99011497762615
0.874869688305648,0.985791011010946
0.902385756642509,0.990540686261231
0.884100530057912,0.987732353189835
0.864458126527205,0.977839831054897
0.885651108751147,0.987979640448227
0.868350040545876,0.984981866589117
0.883736656405097,0.987186223519567
0.87421399242566,0.985689020807426
0.864372174845685,0.984569604408109
0.894346178536678,0.9900790643876
0.893335981668128,0.989471196023224
0.868543152673793,0.984345929159248
0.900490506603248,0.988147623708311
0.871844312081294,0.986090815126299
0.887292358158869,0.989514753960854
0.876342675084465,0.985867993964951
0.889268611741466,0.988147677080939
0.856516178691414,0.981972348713877
0.890548315604439,0.989941219523314
0.874855998332718,0.98654012833802
0.888075465092114,0.987470217822752
0.835869920509777,0.977548519005543
0.878123497385495,0.987337968143102
0.881100837798494,0.987058030109307
0.87323472346746,0.985654831261968
0.867741955424904,0.984437560361721
0.845441439005678,0.977719247339333
0.852609511771712,0.980901715837342
0.835240658432966,0.974768278370039
0.883561102315969,0.985067663190328
0.879997920751387,0.986790970134142
0.879402534805242,0.986221054985666
0.878114730654137,0.986642889121086
0.864457651633152,0.984529590975662
0.888796711770402,0.987687339166113
0.877385002625077,0.986321454059117
0.853880357521451,0.980584932290696
0.877548749955639,0.986883191754967
0.875284273874722,0.987351941828286
0.877197601568707,0.987220983473595
0.860035635872961,0.982995556836617
0.85599857767317,0.981621517800487
0.864648268071592,0.983989979982784
