"D","I"
0.422951703480367,0.705103783988132
0.851337817204676,0.97904427646582
0.868432241594884,0.986351823208692
0.853122196848998,0.980144280123918
0.878519847218189,0.985612163882287
0.871302162628463,0.986241150867584
0.857175978499341,0.982871181106765
0.82810031047964,0.973940783925963
0.847653877115043,0.981015965081191
0.839130843743537,0.978751392324523
0.855049469263327,0.983334565525483
0.860530906861487,0.982076150459646
0.84305737111001,0.977677233993269
0.856180664131219,0.981998712515886
0.822462140406603,0.971831120463077
0.817686575578434,0.970538846818065
0.830701528815679,0.974122860656137
0.8543808273416,0.98016355083603
0.865385714319424,0.982785747022626
0.826257807720488,0.978120110120324
0.862204185439883,0.982838141611891
0.86469607257985,0.983149829200375
0.834875562690519,0.976377119620239
0.86096086656745,0.981686254830691
0.859409252548756,0.980685288051007
0.870586789901941,0.984823718065606
0.837281849831757,0.976681800185582
0.857403212640721,0.983251747852663
0.860212076838183,0.984283802647608
0.852146675151302,0.979140237738034
0.870376359675311,0.983965842766024
0.828874894507706,0.974146823891989
0.834372729133925,0.973163878661842
0.85780087916174,0.981601438276521
0.859391553280633,0.981851773023943
0.883960573691529,0.987214271046891
0.854063700201723,0.982959727051274
0.86646345256542,0.984134984349936
0.860948141000781,0.983760895726733
0.875252452809382,0.987486374007719
0.833246259895907,0.976625958360967
0.861267826979447,0.982482552331609
0.844868770106149,0.978715177839806
0.873179754986823,0.985121847552164
0.834902654140307,0.973865727998145
0.845270146107087,0.980562453284578
0.837194184971431,0.976433348640049
0.868646901362584,0.985558291586078
0.872054005174939,0.984844466146176
0.853302858533328,0.981217764140753
0.857144952900099,0.983208891594146
0.849077986764292,0.979174780522761
0.865957322562331,0.984494645950016
0.881420516851438,0.986244819965247
0.846628194153632,0.980403357052733
0.87318507205799,0.985998542864521
0.835832756175109,0.976457449422392
0.860466495745999,0.985051670775025
0.827474506130824,0.974108492750226
0.85800173119414,0.983484977380532
0.852993416402707,0.981726964154341
0.884698855023541,0.98791878048235
0.821848360741543,0.975685673582008
0.872907747324311,0.985492263676503
0.852141826869947,0.979225787720031
0.844572636425098,0.979557622654207
0.852954638646485,0.98150090755024
0.857377354963571,0.982827269789836
0.855328706755412,0.981531488533623
0.836457454787296,0.978445563141136
0.828668708098404,0.974522669356535
0.842357001465235,0.979557550001597
0.850852722444366,0.98174035777984
0.884302348442807,0.987772318506574
0.820653949418433,0.972079928287381
0.841525123547005,0.979441874387157
0.851080306433897,0.981292431614141
0.835645232680915,0.976971271817688
0.860473662177038,0.983608412712209
0.863483981895714,0.985001544902458
0.846736359425857,0.978470024479223
0.86308132512364,0.982916549281045
0.869880322818253,0.983931200564407
0.84045041058347,0.978705994470144
0.832089849995228,0.975985437426406
0.819910673850952,0.97190280272516
0.852807089248705,0.981523175002851
0.855151147656445,0.983216564304599
0.856177441265787,0.981883061725941
0.858128059479291,0.982254331537073
0.85538359083794,0.978945191750706
0.849202320183819,0.980951207292884
0.862342714135226,0.983575420864333
0.853063039012468,0.979984584033794
0.853196508522862,0.980993660045395
0.878782848087486,0.986464570024985
0.832942137251267,0.977099093689116
0.862429115803117,0.983697018915591
0.855608937693323,0.9801817036787
0.849677313273262,0.979283257305912
0.86675583541411,0.98539173240491
