Predictor variable,Categorical,Sample average
Cropped_Cloud,false,146.32859998760802
alt,false,540.8484848484849
current_2.5arcmin_PETDriestQuarter,false,137.9415153734612
current_2.5arcmin_PETWettestQuarter,false,100.25242484699596
current_2.5arcmin_climaticMoistureIndex,false,0.057272727911671005
wc2.0_bio_2.5m_1,false,19.604858514034387
wc2.0_bio_2.5m_16,false,794.5454545454545
wc2.0_bio_2.5m_17,false,158.0909090909091
wc2.0_bio_2.5m_5,false,28.67818173495206
wc2.0_bio_2.5m_6,false,9.988605974298535
