x,y,species stddev
1.0,1.0,0.07983045
2.0,2.0,6.344756E-4
3.0,3.0,1.8965515E-5
4.0,4.0,0.043584205
5.0,5.0,4.6661336E-4
6.0,6.0,6.374238E-5
7.0,7.0,1.840142E-4
8.0,8.0,0.026521394
9.0,9.0,0.08880722
10.0,10.0,1.3604143E-4
11.0,11.0,0.12987809
12.0,12.0,0.019657245
13.0,13.0,0.10172462
14.0,14.0,0.0071086125
15.0,15.0,0.09322098
16.0,16.0,0.014364608
17.0,17.0,1.7742805E-4
18.0,18.0,0.14045134
19.0,19.0,0.005062775
20.0,20.0,1.6972414E-4
21.0,21.0,0.0048949784
22.0,22.0,4.3602384E-4
23.0,23.0,0.005565309
24.0,24.0,0.012736718
25.0,25.0,1.9217771E-4
26.0,26.0,1.4272714E-5
27.0,27.0,0.0462834
28.0,28.0,0.002143384
29.0,29.0,3.1016947E-4
30.0,30.0,9.0555186E-5
31.0,31.0,0.020277085
32.0,32.0,0.07596833
33.0,33.0,0.018432133
34.0,34.0,0.08989092
35.0,35.0,0.1171366
36.0,36.0,3.7845818E-4
37.0,37.0,0.021531459
38.0,38.0,8.745868E-5
39.0,39.0,0.042275745
40.0,40.0,0.0020218962
41.0,41.0,0.17885943
42.0,42.0,4.7284854E-4
43.0,43.0,0.038570948
44.0,44.0,0.034873463
45.0,45.0,0.08236694
46.0,46.0,0.022940947
47.0,47.0,0.061818108
48.0,48.0,0.08212938
49.0,49.0,8.4063906E-4
50.0,50.0,0.0735112
51.0,51.0,0.04111579
52.0,52.0,0.008878861
53.0,53.0,0.060250655
54.0,54.0,1.0092789E-5
55.0,55.0,0.033911087
56.0,56.0,0.05716141
57.0,57.0,0.087893635
58.0,58.0,0.05029527
59.0,59.0,0.0012339662
60.0,60.0,0.052635826
61.0,61.0,0.06294482
62.0,62.0,0.021358619
63.0,63.0,0.020622289
64.0,64.0,0.0017153702
65.0,65.0,0.018931989
66.0,66.0,0.03212159
67.0,67.0,0.028045371
68.0,68.0,0.005933494
69.0,69.0,1.6558757E-4
70.0,70.0,0.058179274
71.0,71.0,4.374094E-4
72.0,72.0,0.03508481
73.0,73.0,0.061035004
74.0,74.0,2.8962034E-4
75.0,75.0,0.052481934
76.0,76.0,0.10020145
77.0,77.0,2.6488327E-4
78.0,78.0,0.097301304
79.0,79.0,2.8395347E-4
80.0,80.0,0.076704696
81.0,81.0,0.11159647
82.0,82.0,0.0030516149
83.0,83.0,0.001560334
84.0,84.0,0.017717797
85.0,85.0,0.005665179
86.0,86.0,0.0019410857
87.0,87.0,9.8891E-5
88.0,88.0,0.03689994
89.0,89.0,0.075431034
90.0,90.0,4.5319117E-5
91.0,91.0,0.024123108
92.0,92.0,0.1010302
93.0,93.0,3.348348E-5
94.0,94.0,0.056153655
95.0,95.0,0.09127993
96.0,96.0,1.5500226E-4
97.0,97.0,0.078537546
98.0,98.0,0.027919345
99.0,99.0,0.016436929
100.0,100.0,1.40582E-4
101.0,101.0,0.046861924
102.0,102.0,0.074937105
103.0,103.0,0.005094675
104.0,104.0,0.0017990205
105.0,105.0,1.5973677E-4
106.0,106.0,9.261408E-6
107.0,107.0,0.02631261
108.0,108.0,2.2609325E-4
109.0,109.0,0.054017298
110.0,110.0,0.024033792
111.0,111.0,0.057210144
112.0,112.0,0.04642275
113.0,113.0,0.12131561
114.0,114.0,0.02723213
115.0,115.0,0.0296843
116.0,116.0,0.05908988
117.0,117.0,0.039567195
118.0,118.0,0.0042637945
119.0,119.0,0.031123802
120.0,120.0,3.1055114E-4
121.0,121.0,1.5150626E-4
122.0,122.0,0.011084294
123.0,123.0,1.6149727E-4
124.0,124.0,1.6494488E-4
125.0,125.0,0.014448831
126.0,126.0,0.041165538
127.0,127.0,3.9300238E-4
128.0,128.0,0.010992381
129.0,129.0,0.07792937
130.0,130.0,0.05176812
131.0,131.0,0.08836233
132.0,132.0,3.1580564E-4
133.0,133.0,0.051862646
134.0,134.0,1.9726174E-5
135.0,135.0,0.040890925
136.0,136.0,0.054142244
137.0,137.0,0.06294193
138.0,138.0,0.0809115
139.0,139.0,0.021436322
140.0,140.0,0.060217276
141.0,141.0,0.120031714
142.0,142.0,0.030584777
143.0,143.0,0.030442938
144.0,144.0,0.043450974
145.0,145.0,0.041778296
146.0,146.0,0.029700667
147.0,147.0,0.015842708
148.0,148.0,3.53355E-4
149.0,149.0,3.8636685E-4
150.0,150.0,6.325078E-6
151.0,151.0,7.054828E-5
152.0,152.0,0.046229843
153.0,153.0,0.02808401
154.0,154.0,2.731655E-5
155.0,155.0,5.716457E-4
156.0,156.0,0.07727367
157.0,157.0,1.219529E-4
158.0,158.0,0.03518529
159.0,159.0,2.3297237E-6
160.0,160.0,2.3771754E-5
161.0,161.0,0.0053367564
162.0,162.0,0.030969054
163.0,163.0,1.0188553E-5
164.0,164.0,1.5657282E-4
165.0,165.0,0.068444334
166.0,166.0,0.020020263
167.0,167.0,0.11945082
168.0,168.0,0.060449023
169.0,169.0,0.006333633
170.0,170.0,0.00365482
171.0,171.0,0.11532129
172.0,172.0,0.0020008625
173.0,173.0,0.033333227
174.0,174.0,0.0013587198
175.0,175.0,3.540682E-4
176.0,176.0,0.0041991635
177.0,177.0,0.04916799
178.0,178.0,0.002166558
179.0,179.0,0.010195197
180.0,180.0,1.1982991E-4
181.0,181.0,0.03146759
182.0,182.0,0.0020030276
183.0,183.0,0.24666911
184.0,184.0,0.001043242
185.0,185.0,0.011904211
186.0,186.0,0.07917128
187.0,187.0,0.03785485
188.0,188.0,0.028120019
189.0,189.0,0.06237752
190.0,190.0,0.10149634
191.0,191.0,2.941488E-4
192.0,192.0,2.0806523E-4
193.0,193.0,0.021362305
194.0,194.0,0.0039852746
195.0,195.0,1.3417321E-4
196.0,196.0,0.050197445
197.0,197.0,0.009618995
198.0,198.0,0.015003799
199.0,199.0,0.0015395674
200.0,200.0,1.099155E-5
201.0,201.0,0.053737357
202.0,202.0,0.0018704277
203.0,203.0,0.024246223
204.0,204.0,0.023893302
205.0,205.0,6.30789E-5
206.0,206.0,0.009788627
207.0,207.0,0.05417662
208.0,208.0,0.0041896747
209.0,209.0,0.046805028
210.0,210.0,0.042677246
211.0,211.0,0.064103715
212.0,212.0,0.0248433
213.0,213.0,2.1509797E-4
214.0,214.0,0.0010927272
215.0,215.0,0.10456852
216.0,216.0,0.031583928
217.0,217.0,0.03722987
218.0,218.0,0.0050140563
219.0,219.0,6.1018178E-5
220.0,220.0,0.095663235
221.0,221.0,0.17820023
222.0,222.0,0.0032982575
223.0,223.0,1.4161952E-4
224.0,224.0,0.0029332621
225.0,225.0,0.0054080836
226.0,226.0,2.5598472E-6
227.0,227.0,0.03528897
228.0,228.0,0.07455926
229.0,229.0,3.5924715E-4
230.0,230.0,0.03859822
231.0,231.0,0.029227361
232.0,232.0,0.003780025
233.0,233.0,0.090818524
234.0,234.0,0.078525424
235.0,235.0,0.0015568888
236.0,236.0,2.7827726E-4
237.0,237.0,0.07854945
238.0,238.0,0.09202673
239.0,239.0,0.01837702
