Predictor variable,Categorical,Sample average
IPCCconcert,false,0.5778160439302548
alt,false,500.519906323185
current_2.5arcmin_PETDriestQuarter,false,141.91829034595355
current_2.5arcmin_PETWettestQuarter,false,89.712857069958
current_2.5arcmin_climaticMoistureIndex,false,0.1427166267217462
wc2.0_bio_2.5m_1,false,18.562290408293034
wc2.0_bio_2.5m_12,false,1972.496487119438
wc2.0_bio_2.5m_16,false,845.5480093676815
wc2.0_bio_2.5m_17,false,178.69320843091336
wc2.0_bio_2.5m_5,false,27.761157466879492
wc2.0_bio_2.5m_6,false,9.014444100515659
