x,y,species_1 cloglog values
1.0,1.0,7.138945E-5
2.0,2.0,2.3154572E-4
3.0,3.0,0.12952538
4.0,4.0,0.30066463
5.0,5.0,0.22502041
6.0,6.0,0.080029495
7.0,7.0,0.67768586
8.0,8.0,0.39435467
9.0,9.0,1.2769044E-4
10.0,10.0,0.07631267
11.0,11.0,0.0033858744
12.0,12.0,0.16170049
13.0,13.0,0.34417877
14.0,14.0,0.010153302
15.0,15.0,0.517068
16.0,16.0,0.032310314
17.0,17.0,0.022716206
18.0,18.0,0.0046373117
19.0,19.0,0.50334305
20.0,20.0,0.32537407
21.0,21.0,3.5625562E-4
22.0,22.0,0.0029148723
23.0,23.0,1.656341E-4
24.0,24.0,1.8936908E-4
25.0,25.0,0.3716042
26.0,26.0,8.0566946E-4
27.0,27.0,0.0034032732
28.0,28.0,2.3663162E-5
29.0,29.0,9.070148E-6
30.0,30.0,0.43645203
31.0,31.0,0.051938098
32.0,32.0,0.0014126461
33.0,33.0,0.29687485
34.0,34.0,1.7067136E-5
35.0,35.0,0.83043915
36.0,36.0,0.9693246
37.0,37.0,0.008996838
38.0,38.0,9.2994404E-4
39.0,39.0,1.9446574E-4
40.0,40.0,1.5172559E-4
41.0,41.0,0.30777234
42.0,42.0,3.207684E-4
43.0,43.0,0.24489595
44.0,44.0,2.0832398E-4
45.0,45.0,0.35994327
46.0,46.0,1.4361483E-4
47.0,47.0,0.005773294
48.0,48.0,3.5520468E-6
49.0,49.0,0.20493461
50.0,50.0,0.47012898
51.0,51.0,0.7997208
52.0,52.0,0.005132621
53.0,53.0,0.5566551
54.0,54.0,0.3190983
55.0,55.0,0.254437
56.0,56.0,0.4680192
57.0,57.0,0.0034711093
58.0,58.0,0.27378455
59.0,59.0,8.1637036E-4
60.0,60.0,0.32574248
61.0,61.0,0.33243203
62.0,62.0,0.0039464454
63.0,63.0,0.07610218
64.0,64.0,0.12894529
65.0,65.0,0.3633657
66.0,66.0,0.014601623
67.0,67.0,0.5185676
68.0,68.0,4.4428136E-5
69.0,69.0,9.67032E-5
70.0,70.0,0.42468226
71.0,71.0,0.22030438
72.0,72.0,2.2154998E-4
73.0,73.0,0.4113032
74.0,74.0,0.0010312108
75.0,75.0,0.37234396
76.0,76.0,0.046807025
77.0,77.0,0.0880879
78.0,78.0,0.061226703
79.0,79.0,6.7012195E-5
80.0,80.0,0.44636717
81.0,81.0,0.7842302
82.0,82.0,0.58022356
83.0,83.0,0.007912214
84.0,84.0,6.069799E-4
85.0,85.0,4.66832E-4
86.0,86.0,0.5063593
87.0,87.0,0.39937565
88.0,88.0,0.20011142
89.0,89.0,0.004224085
90.0,90.0,0.45378327
91.0,91.0,0.3374241
92.0,92.0,2.9930708E-5
93.0,93.0,0.08654701
94.0,94.0,0.68873185
95.0,95.0,1.7326374E-5
96.0,96.0,0.27026135
97.0,97.0,0.32802027
98.0,98.0,0.3932827
99.0,99.0,0.8903573
100.0,100.0,0.48416516
101.0,101.0,0.3972691
102.0,102.0,0.1824514
103.0,103.0,0.32007444
104.0,104.0,0.023081739
105.0,105.0,0.35648367
106.0,106.0,3.9561308E-4
107.0,107.0,0.33283073
108.0,108.0,0.05832921
109.0,109.0,0.050327174
110.0,110.0,0.99827105
111.0,111.0,0.29116404
112.0,112.0,0.015073804
113.0,113.0,0.019916043
114.0,114.0,0.09090651
115.0,115.0,0.30689862
116.0,116.0,3.079942E-5
117.0,117.0,0.05696034
118.0,118.0,0.017963491
119.0,119.0,0.7502153
120.0,120.0,0.90748626
121.0,121.0,0.04961284
122.0,122.0,0.0014783408
