x,y,species median
1.0,1.0,0.0068258457
2.0,2.0,2.2030374E-4
3.0,3.0,0.4992759
4.0,4.0,0.03354252
5.0,5.0,0.046510745
6.0,6.0,0.016489452
7.0,7.0,0.5433229
8.0,8.0,0.23951478
9.0,9.0,2.6946157E-4
10.0,10.0,0.5314315
11.0,11.0,0.03048033
12.0,12.0,0.14564176
13.0,13.0,0.05247608
14.0,14.0,0.42839292
15.0,15.0,0.08046799
16.0,16.0,0.02631986
17.0,17.0,0.0047076205
18.0,18.0,0.018891886
19.0,19.0,0.20516066
20.0,20.0,0.78296834
21.0,21.0,0.10975078
22.0,22.0,0.08041906
23.0,23.0,0.087937
24.0,24.0,0.03706302
25.0,25.0,0.71794385
26.0,26.0,0.08675678
27.0,27.0,0.6487265
28.0,28.0,0.038009092
29.0,29.0,0.2839052
30.0,30.0,0.33941212
31.0,31.0,0.77092844
32.0,32.0,0.0049424306
33.0,33.0,0.064217575
34.0,34.0,0.034213733
35.0,35.0,0.609224
36.0,36.0,1.5933736E-4
37.0,37.0,0.08373349
38.0,38.0,0.10783485
39.0,39.0,0.8243003
40.0,40.0,0.07121361
41.0,41.0,0.19703552
42.0,42.0,0.11743416
43.0,43.0,0.036603797
44.0,44.0,0.105419
45.0,45.0,0.11752827
46.0,46.0,0.14426987
47.0,47.0,0.0827116
48.0,48.0,0.1288362
49.0,49.0,0.14119728
50.0,50.0,0.5143766
51.0,51.0,2.2566403E-6
52.0,52.0,0.072786875
53.0,53.0,0.02334749
54.0,54.0,0.066152796
55.0,55.0,0.05930055
56.0,56.0,0.0518437
57.0,57.0,0.09128954
58.0,58.0,0.06500418
59.0,59.0,0.6732828
60.0,60.0,0.039631363
61.0,61.0,0.8178788
62.0,62.0,0.08897403
63.0,63.0,0.0013817538
64.0,64.0,0.738216
65.0,65.0,0.009181916
66.0,66.0,0.15134355
67.0,67.0,0.05969481
68.0,68.0,0.18853745
69.0,69.0,0.22627294
70.0,70.0,0.034834187
71.0,71.0,0.3480738
72.0,72.0,0.15540709
73.0,73.0,0.65223217
74.0,74.0,0.15011008
75.0,75.0,0.005237785
76.0,76.0,0.09683632
77.0,77.0,0.1032154
78.0,78.0,0.233923
79.0,79.0,0.080466315
80.0,80.0,0.215838
81.0,81.0,0.081513405
82.0,82.0,0.0946848
83.0,83.0,0.102683276
84.0,84.0,0.038675137
85.0,85.0,0.016071377
86.0,86.0,0.24434045
87.0,87.0,0.018387377
88.0,88.0,0.13806692
89.0,89.0,0.20525487
90.0,90.0,0.05308769
91.0,91.0,0.13096818
92.0,92.0,0.8615232
93.0,93.0,0.06284249
94.0,94.0,0.41762513
95.0,95.0,0.020505214
96.0,96.0,0.7079164
97.0,97.0,0.06054246
98.0,98.0,0.4711626
99.0,99.0,0.37845874
100.0,100.0,0.07250905
101.0,101.0,0.1709578
102.0,102.0,0.028300798
103.0,103.0,0.099016115
104.0,104.0,0.21173222
105.0,105.0,0.5719389
106.0,106.0,0.5244616
107.0,107.0,0.041351497
108.0,108.0,0.14087105
109.0,109.0,1.16919626E-4
110.0,110.0,0.09980896
111.0,111.0,0.22548072
112.0,112.0,0.13108929
113.0,113.0,0.012578828
114.0,114.0,0.043473464
115.0,115.0,0.025676662
116.0,116.0,0.0063112094
117.0,117.0,0.023777355
118.0,118.0,0.8045937
119.0,119.0,0.36140463
120.0,120.0,0.035619054
121.0,121.0,0.25956196
122.0,122.0,0.47882095
123.0,123.0,0.5175863
124.0,124.0,0.033976313
125.0,125.0,0.7765253
126.0,126.0,0.043606263
127.0,127.0,0.16797328
128.0,128.0,0.15276097
129.0,129.0,0.11960135
130.0,130.0,0.06279249
131.0,131.0,0.0361321
132.0,132.0,8.6858164E-4
133.0,133.0,0.3649921
134.0,134.0,7.673592E-4
135.0,135.0,0.047097832
136.0,136.0,0.04033953
137.0,137.0,0.0627871
138.0,138.0,0.74997777
139.0,139.0,0.11912691
140.0,140.0,0.06879116
141.0,141.0,0.09226478
142.0,142.0,0.24180111
143.0,143.0,0.14881364
144.0,144.0,0.7262815
145.0,145.0,7.05782E-4
146.0,146.0,0.07472731
147.0,147.0,0.009753561
148.0,148.0,0.08062571
