x,y,species avg
1.0,1.0,0.785516
2.0,2.0,0.057857804
3.0,3.0,8.154967E-5
4.0,4.0,3.747477E-4
5.0,5.0,0.0010670372
6.0,6.0,0.026180927
7.0,7.0,0.077758364
8.0,8.0,0.014530473
9.0,9.0,0.09464267
10.0,10.0,0.29391384
11.0,11.0,0.048789114
12.0,12.0,0.12636104
13.0,13.0,0.5449332
14.0,14.0,3.714182E-4
15.0,15.0,8.864353E-4
16.0,16.0,0.4083825
17.0,17.0,0.50464076
18.0,18.0,1.2217392E-6
19.0,19.0,0.01769641
20.0,20.0,0.011501702
21.0,21.0,6.0546364E-7
22.0,22.0,3.8059542E-4
23.0,23.0,0.15706295
24.0,24.0,0.023658337
25.0,25.0,0.82153827
26.0,26.0,4.7152437E-4
27.0,27.0,0.18270804
28.0,28.0,5.301254E-4
29.0,29.0,0.25520626
30.0,30.0,1.2623507E-6
31.0,31.0,0.008145067
32.0,32.0,0.00423073
33.0,33.0,3.782906E-7
34.0,34.0,0.7441295
35.0,35.0,2.1402006E-5
36.0,36.0,0.0065773115
37.0,37.0,0.02097521
38.0,38.0,0.09774597
39.0,39.0,0.08864679
40.0,40.0,0.1414788
41.0,41.0,0.00764102
42.0,42.0,0.027144419
43.0,43.0,0.38281566
44.0,44.0,1.14582675E-4
45.0,45.0,0.00115629
46.0,46.0,3.8756278E-7
47.0,47.0,5.551326E-7
48.0,48.0,0.008327848
49.0,49.0,0.04759577
50.0,50.0,2.7293363E-4
51.0,51.0,0.010267627
52.0,52.0,0.16375607
53.0,53.0,0.006644658
54.0,54.0,0.016726736
55.0,55.0,1.5910971E-6
56.0,56.0,0.052285865
57.0,57.0,2.2429718E-4
58.0,58.0,0.010697484
59.0,59.0,5.9309987E-6
60.0,60.0,1.4492347E-4
61.0,61.0,1.9117606E-5
62.0,62.0,4.7250738E-4
63.0,63.0,0.02671348
64.0,64.0,0.0012780607
65.0,65.0,0.0025070151
66.0,66.0,0.18108246
67.0,67.0,0.7507256
68.0,68.0,0.30229986
69.0,69.0,0.02260327
70.0,70.0,5.0634186E-5
71.0,71.0,0.6492876
72.0,72.0,0.0028056353
73.0,73.0,8.898339E-6
74.0,74.0,0.0341715
75.0,75.0,9.773769E-5
76.0,76.0,6.5654854E-7
77.0,77.0,0.29674697
78.0,78.0,0.047650572
79.0,79.0,4.4386496E-5
80.0,80.0,0.0025748995
81.0,81.0,0.11850092
82.0,82.0,0.80551445
83.0,83.0,0.06551608
84.0,84.0,0.27949646
85.0,85.0,4.1687777E-5
86.0,86.0,0.002275275
87.0,87.0,0.1467062
88.0,88.0,0.0027123136
89.0,89.0,0.6492157
90.0,90.0,0.7466909
91.0,91.0,0.13513097
92.0,92.0,6.3510174E-7
93.0,93.0,0.15602572
94.0,94.0,0.003758861
95.0,95.0,1.4511565E-5
96.0,96.0,0.0038981
97.0,97.0,2.5400536E-6
98.0,98.0,0.06818612
99.0,99.0,0.010198723
100.0,100.0,0.059333622
101.0,101.0,0.65831137
102.0,102.0,0.0040071206
103.0,103.0,0.0011546499
104.0,104.0,0.046612367
105.0,105.0,2.3489012E-5
106.0,106.0,6.183525E-6
107.0,107.0,8.145083E-4
108.0,108.0,0.0032769614
109.0,109.0,0.21836628
110.0,110.0,2.1894873E-7
111.0,111.0,0.5130491
112.0,112.0,0.11466353
113.0,113.0,2.0796889E-4
114.0,114.0,0.012766105
115.0,115.0,0.8636043
116.0,116.0,0.73933685
117.0,117.0,1.9830199E-7
118.0,118.0,4.380245E-7
119.0,119.0,0.016142536
120.0,120.0,2.6201621E-6
121.0,121.0,0.046692193
122.0,122.0,5.1281694E-4
123.0,123.0,0.0034557185
124.0,124.0,0.005590785
125.0,125.0,0.017132694
126.0,126.0,0.02891662
127.0,127.0,0.34626833
128.0,128.0,0.0033790548
129.0,129.0,0.1059068
130.0,130.0,0.036182567
131.0,131.0,0.09798561
132.0,132.0,0.056864545
133.0,133.0,2.3428752E-6
134.0,134.0,0.11426961
135.0,135.0,0.006859584
136.0,136.0,0.058285728
137.0,137.0,0.0015887875
138.0,138.0,9.484686E-5
139.0,139.0,0.005656306
140.0,140.0,0.0010249651
141.0,141.0,5.4918456E-8
142.0,142.0,0.8947157
143.0,143.0,0.7776097
144.0,144.0,0.0047757933
145.0,145.0,0.10252831
146.0,146.0,0.007687232
