x,y,species min
1.0,1.0,0.120446034
2.0,2.0,0.0026679358
3.0,3.0,0.08739136
4.0,4.0,9.378381E-5
5.0,5.0,0.115078494
6.0,6.0,1.1394208E-4
7.0,7.0,0.04009458
8.0,8.0,0.5877298
9.0,9.0,0.076458916
10.0,10.0,0.72668725
11.0,11.0,0.7489796
12.0,12.0,0.046654657
13.0,13.0,0.034300443
14.0,14.0,0.07464917
15.0,15.0,0.042994685
16.0,16.0,0.7204841
17.0,17.0,0.0014631927
18.0,18.0,0.04512438
19.0,19.0,0.12550597
20.0,20.0,0.10647309
21.0,21.0,0.74187464
22.0,22.0,0.04026627
23.0,23.0,0.89428526
24.0,24.0,2.0938221E-5
25.0,25.0,0.10849234
26.0,26.0,0.16308157
27.0,27.0,0.21925168
28.0,28.0,0.44554368
29.0,29.0,0.008005864
30.0,30.0,0.042948633
31.0,31.0,0.11176125
32.0,32.0,5.3325388E-5
33.0,33.0,0.042669144
34.0,34.0,0.010809939
35.0,35.0,0.04042911
36.0,36.0,0.32829043
37.0,37.0,0.04776909
38.0,38.0,0.11383122
39.0,39.0,0.06900741
40.0,40.0,0.046830453
41.0,41.0,0.050957844
42.0,42.0,0.15888976
43.0,43.0,0.29966736
44.0,44.0,0.04836788
45.0,45.0,0.072442025
46.0,46.0,0.07215747
47.0,47.0,0.0876115
48.0,48.0,0.04859332
49.0,49.0,0.026561115
50.0,50.0,0.110531956
51.0,51.0,0.031906962
52.0,52.0,0.018628607
53.0,53.0,0.019875612
54.0,54.0,0.0018932873
55.0,55.0,0.1330101
56.0,56.0,0.09092857
57.0,57.0,0.08167052
58.0,58.0,0.27221373
59.0,59.0,8.6135715E-6
60.0,60.0,0.68574363
61.0,61.0,0.35695365
62.0,62.0,0.66525763
63.0,63.0,0.013548804
64.0,64.0,0.08382698
65.0,65.0,0.28680566
66.0,66.0,0.020271312
67.0,67.0,0.5594067
68.0,68.0,0.05451854
69.0,69.0,0.0064755897
70.0,70.0,0.05213143
71.0,71.0,0.04350717
72.0,72.0,0.003571812
73.0,73.0,0.0051842793
74.0,74.0,0.41475564
75.0,75.0,0.06865207
76.0,76.0,0.05050398
77.0,77.0,0.016966801
78.0,78.0,0.24998754
79.0,79.0,0.039478548
80.0,80.0,0.078904204
81.0,81.0,0.008636686
82.0,82.0,0.22735018
83.0,83.0,0.34274933
84.0,84.0,0.0012094985
85.0,85.0,0.020002801
86.0,86.0,2.9453618E-4
87.0,87.0,0.35041326
88.0,88.0,0.07256739
89.0,89.0,0.056568995
90.0,90.0,0.3492904
91.0,91.0,0.66353685
92.0,92.0,0.10862674
93.0,93.0,0.055129517
94.0,94.0,0.6372791
95.0,95.0,0.4237653
96.0,96.0,0.250992
97.0,97.0,0.013795398
98.0,98.0,0.116513774
99.0,99.0,0.04850981
100.0,100.0,0.008784484
101.0,101.0,3.2289923E-4
102.0,102.0,0.20370272
103.0,103.0,0.748222
104.0,104.0,0.26128036
105.0,105.0,0.050054114
106.0,106.0,5.557085E-5
107.0,107.0,0.049139146
108.0,108.0,0.02590407
109.0,109.0,0.030565912
110.0,110.0,0.056859855
111.0,111.0,0.4696836
112.0,112.0,3.5519467E-4
113.0,113.0,0.014325788
114.0,114.0,0.10235356
115.0,115.0,0.7804627
116.0,116.0,2.1421215E-4
117.0,117.0,0.046083834
118.0,118.0,0.0065791304
119.0,119.0,0.013127565
120.0,120.0,0.049072087
121.0,121.0,0.084339924
122.0,122.0,0.11846239
123.0,123.0,0.8162229
124.0,124.0,0.036000222
125.0,125.0,0.030860728
126.0,126.0,0.543007
127.0,127.0,0.40153968
128.0,128.0,0.12078637
129.0,129.0,0.69105893
130.0,130.0,0.021897461
131.0,131.0,0.6822255
132.0,132.0,0.13731426
133.0,133.0,0.21416731
134.0,134.0,0.08177639
