x,y,species stddev
1.0,1.0,0.0068650316
2.0,2.0,2.4266199E-4
3.0,3.0,0.004402033
4.0,4.0,3.397357E-5
5.0,5.0,0.004127396
6.0,6.0,2.2412149E-5
7.0,7.0,0.001893909
8.0,8.0,0.012775954
9.0,9.0,0.003460135
10.0,10.0,0.0040298575
11.0,11.0,0.005369994
12.0,12.0,0.002289908
13.0,13.0,0.0038052204
14.0,14.0,0.0049993303
15.0,15.0,0.00418152
16.0,16.0,0.0082214335
17.0,17.0,2.4913077E-4
18.0,18.0,0.0024285177
19.0,19.0,0.0055502346
20.0,20.0,0.0063484856
21.0,21.0,0.011494871
22.0,22.0,0.0027614273
23.0,23.0,0.00655478
24.0,24.0,4.229157E-6
25.0,25.0,0.006701288
26.0,26.0,0.0064021293
27.0,27.0,0.0053070528
28.0,28.0,0.019225124
29.0,29.0,7.7492016E-4
30.0,30.0,0.0039542816
31.0,31.0,0.004293787
32.0,32.0,8.231948E-6
33.0,33.0,0.0035605272
34.0,34.0,8.0075185E-4
35.0,35.0,0.0019001878
36.0,36.0,0.012953561
37.0,37.0,0.003471477
38.0,38.0,0.0048933136
39.0,39.0,0.0047498853
40.0,40.0,0.002376435
41.0,41.0,0.003088843
42.0,42.0,0.008835102
43.0,43.0,0.012866464
44.0,44.0,0.0024530666
45.0,45.0,0.0033609532
46.0,46.0,0.0032957317
47.0,47.0,0.005247194
48.0,48.0,0.001868056
49.0,49.0,0.0018442667
50.0,50.0,0.0062437016
51.0,51.0,0.0034835108
52.0,52.0,0.0013575137
53.0,53.0,0.0015319845
54.0,54.0,1.1222767E-4
55.0,55.0,0.010832156
56.0,56.0,0.009274343
57.0,57.0,0.0026860626
58.0,58.0,0.008258409
59.0,59.0,4.6548494E-6
60.0,60.0,0.0054951995
61.0,61.0,0.018197894
62.0,62.0,0.005411216
63.0,63.0,0.0018526873
64.0,64.0,0.0040346733
65.0,65.0,0.009180828
66.0,66.0,0.0015382058
67.0,67.0,0.016532337
68.0,68.0,0.004210955
69.0,69.0,6.692565E-4
70.0,70.0,0.0051093292
71.0,71.0,0.0018781729
72.0,72.0,4.8277565E-4
73.0,73.0,5.0294166E-4
74.0,74.0,0.013427586
75.0,75.0,0.0023530293
76.0,76.0,0.0025021485
77.0,77.0,0.0017975422
78.0,78.0,0.015399668
79.0,79.0,0.0020157497
80.0,80.0,0.004342556
81.0,81.0,4.9206335E-4
82.0,82.0,0.012835561
83.0,83.0,0.017831055
84.0,84.0,1.4897827E-4
85.0,85.0,0.0018107385
86.0,86.0,4.3568034E-5
87.0,87.0,0.014316339
88.0,88.0,0.003941257
89.0,89.0,0.0030898447
90.0,90.0,0.009110049
91.0,91.0,0.0051345285
92.0,92.0,0.004836143
93.0,93.0,0.0042958423
94.0,94.0,0.010619298
95.0,95.0,0.0052573066
96.0,96.0,0.014115928
97.0,97.0,0.0017696703
98.0,98.0,0.014810287
99.0,99.0,0.0037201676
100.0,100.0,9.967852E-4
101.0,101.0,6.7181434E-5
102.0,102.0,0.00789557
103.0,103.0,0.0050455066
104.0,104.0,0.0076484014
105.0,105.0,0.0067893886
106.0,106.0,1.4124464E-5
107.0,107.0,0.003452194
108.0,108.0,0.0015266847
109.0,109.0,0.0016102074
110.0,110.0,0.003122
111.0,111.0,0.029637208
112.0,112.0,4.5215627E-5
113.0,113.0,9.519058E-4
114.0,114.0,0.011990015
115.0,115.0,0.0065279375
116.0,116.0,4.055599E-5
117.0,117.0,0.003177097
118.0,118.0,7.494745E-4
119.0,119.0,0.0014687508
120.0,120.0,0.0033138557
121.0,121.0,0.005236995
122.0,122.0,0.00791685
123.0,123.0,0.0026720087
124.0,124.0,0.0014246394
125.0,125.0,0.0020020448
126.0,126.0,0.011991539
127.0,127.0,0.015428256
128.0,128.0,0.00823428
129.0,129.0,0.009720885
130.0,130.0,0.0021457598
131.0,131.0,0.0036783197
132.0,132.0,0.0053542806
133.0,133.0,0.010724115
134.0,134.0,0.006209712
135.0,135.0,0.007556227
136.0,136.0,0.0022141135
137.0,137.0,0.009623667
138.0,138.0,0.003987752
139.0,139.0,0.00898857
140.0,140.0,0.0033043264
141.0,141.0,0.012525044
142.0,142.0,0.0044009704
143.0,143.0,0.009103655
144.0,144.0,9.4238034E-4
145.0,145.0,0.006624979
146.0,146.0,0.002202536
147.0,147.0,0.0014964127
148.0,148.0,0.002502779
149.0,149.0,0.003252776
150.0,150.0,0.004153943
151.0,151.0,0.0035253298
152.0,152.0,0.0020797807
153.0,153.0,0.0021379862
154.0,154.0,0.006079101
155.0,155.0,0.0037441102
156.0,156.0,0.0011502958
