x,y,species min
1.0,1.0,0.3545162
2.0,2.0,0.045939997
3.0,3.0,0.09710629
4.0,4.0,0.093825825
5.0,5.0,0.108661026
6.0,6.0,0.07774909
7.0,7.0,0.11123927
8.0,8.0,0.31838238
9.0,9.0,0.017809259
10.0,10.0,0.055807285
11.0,11.0,0.07035332
12.0,12.0,0.0051526935
13.0,13.0,0.067585155
14.0,14.0,0.8336835
15.0,15.0,0.06904402
16.0,16.0,0.053000107
17.0,17.0,0.25488192
18.0,18.0,0.12555912
19.0,19.0,0.40388763
20.0,20.0,0.08727503
21.0,21.0,0.032401334
22.0,22.0,0.82540506
23.0,23.0,0.035894915
24.0,24.0,0.17344834
25.0,25.0,0.09045307
26.0,26.0,0.7202104
27.0,27.0,0.070774265
28.0,28.0,0.23408955
29.0,29.0,0.031287413
30.0,30.0,3.9809718E-4
31.0,31.0,0.089897074
32.0,32.0,0.025155073
33.0,33.0,0.64683115
34.0,34.0,0.8261792
35.0,35.0,0.45191076
36.0,36.0,0.002202428
37.0,37.0,0.21570963
38.0,38.0,1.1856918E-4
39.0,39.0,0.06471088
40.0,40.0,0.045844287
41.0,41.0,0.007087691
42.0,42.0,0.009970947
43.0,43.0,9.1227115E-4
44.0,44.0,0.054118708
45.0,45.0,0.0702426
46.0,46.0,0.49883255
47.0,47.0,0.06934635
48.0,48.0,0.8450292
49.0,49.0,0.030330947
50.0,50.0,0.008211234
51.0,51.0,0.04709085
52.0,52.0,0.07644979
53.0,53.0,0.13215479
54.0,54.0,0.06188847
55.0,55.0,0.83295596
56.0,56.0,0.69308287
57.0,57.0,0.009997333
58.0,58.0,0.86774206
59.0,59.0,0.09423936
60.0,60.0,0.13320251
61.0,61.0,0.15437992
62.0,62.0,0.4617431
63.0,63.0,0.06872905
64.0,64.0,0.8049978
65.0,65.0,0.07833275
66.0,66.0,0.015526226
67.0,67.0,0.78599054
68.0,68.0,0.14057316
69.0,69.0,0.121141195
70.0,70.0,0.008972757
71.0,71.0,0.30830345
72.0,72.0,0.5855856
73.0,73.0,0.56537306
74.0,74.0,0.0349796
75.0,75.0,0.0068473327
76.0,76.0,0.042369545
77.0,77.0,0.10276058
78.0,78.0,0.6172771
79.0,79.0,0.0916371
80.0,80.0,0.10919089
81.0,81.0,0.84544986
82.0,82.0,0.07848885
83.0,83.0,0.32525012
84.0,84.0,0.083561935
85.0,85.0,2.6701277E-4
86.0,86.0,0.124827266
87.0,87.0,0.43074965
88.0,88.0,0.05943018
89.0,89.0,0.05058942
90.0,90.0,0.11571122
91.0,91.0,0.2989701
92.0,92.0,0.6269541
93.0,93.0,0.74480146
94.0,94.0,3.5906569E-4
95.0,95.0,0.08090137
96.0,96.0,0.7820412
97.0,97.0,0.53207815
98.0,98.0,0.17129438
99.0,99.0,0.0476457
100.0,100.0,0.009755695
101.0,101.0,0.045803446
102.0,102.0,0.043566428
103.0,103.0,0.1299663
104.0,104.0,0.11368307
105.0,105.0,4.4851704E-4
106.0,106.0,0.52833235
107.0,107.0,0.020685298
108.0,108.0,0.014153293
109.0,109.0,0.011756741
110.0,110.0,4.180252E-4
111.0,111.0,8.082772E-5
112.0,112.0,0.37002978
113.0,113.0,0.17152017
114.0,114.0,0.506319
115.0,115.0,7.817327E-4
116.0,116.0,0.1620908
117.0,117.0,0.7301315
118.0,118.0,0.21549658
119.0,119.0,0.46578926
120.0,120.0,0.8005089
121.0,121.0,0.016032217
122.0,122.0,0.04506412
123.0,123.0,0.6340435
124.0,124.0,0.03306156
125.0,125.0,9.708626E-5
126.0,126.0,5.396382E-4
127.0,127.0,0.45102707
128.0,128.0,0.21563794
129.0,129.0,0.14716905
130.0,130.0,0.0012475995
131.0,131.0,0.17900789
132.0,132.0,8.466782E-4
133.0,133.0,0.14450435
134.0,134.0,0.11830163
135.0,135.0,0.13534544
136.0,136.0,0.62053704
137.0,137.0,0.013126845
138.0,138.0,0.59667915
139.0,139.0,0.04353829
140.0,140.0,0.0010984868
141.0,141.0,0.3349987
142.0,142.0,0.13430567
143.0,143.0,0.02789606
144.0,144.0,0.020396411
145.0,145.0,0.06489534
146.0,146.0,0.02211738
147.0,147.0,0.5323575
148.0,148.0,0.04444834
149.0,149.0,0.07940426
150.0,150.0,0.17708212
151.0,151.0,0.6319411
152.0,152.0,0.023592817
153.0,153.0,0.01754266
154.0,154.0,0.84239006
155.0,155.0,0.020622348
156.0,156.0,0.001845698
157.0,157.0,0.07807542
158.0,158.0,4.2760136E-4
159.0,159.0,0.10957982
160.0,160.0,0.08924945
161.0,161.0,0.18017055
162.0,162.0,3.939926E-7
163.0,163.0,0.3822476
164.0,164.0,0.010009075
165.0,165.0,0.5325181
166.0,166.0,0.050232925
167.0,167.0,0.009120608
168.0,168.0,0.17998993
169.0,169.0,0.047959924
170.0,170.0,0.024401037
171.0,171.0,0.64544445
172.0,172.0,0.06798571
173.0,173.0,3.8935742E-4
174.0,174.0,0.04927051
175.0,175.0,0.031454723
176.0,176.0,0.67640686
177.0,177.0,1.0281513E-4
178.0,178.0,0.01579236
179.0,179.0,0.1512924
180.0,180.0,0.04861501
181.0,181.0,0.19795674
182.0,182.0,0.0023240864
183.0,183.0,0.66594756
184.0,184.0,0.026180696
185.0,185.0,0.01067083
186.0,186.0,0.05674767
187.0,187.0,0.22535919
188.0,188.0,0.27544206
189.0,189.0,0.13406093
190.0,190.0,0.07913307
191.0,191.0,0.08993156
192.0,192.0,0.18436214
193.0,193.0,0.030524448
194.0,194.0,0.704825
195.0,195.0,0.066158675
196.0,196.0,0.051885538
197.0,197.0,0.031823523
198.0,198.0,0.12806179
199.0,199.0,0.0013174874
200.0,200.0,0.05262782
201.0,201.0,0.17352259
202.0,202.0,0.7726432
203.0,203.0,0.010206594
204.0,204.0,0.18078092
205.0,205.0,0.05692476
206.0,206.0,0.0099300295
207.0,207.0,0.093112886
208.0,208.0,0.5907398
209.0,209.0,0.6734502
210.0,210.0,0.0510546
211.0,211.0,0.13117264
212.0,212.0,0.009195522
213.0,213.0,0.024829073
214.0,214.0,0.019562796
215.0,215.0,1.70314E-6
216.0,216.0,0.29721218
217.0,217.0,0.0680536
218.0,218.0,0.022815421
219.0,219.0,0.21790142
220.0,220.0,0.77372044
221.0,221.0,2.2129336E-4
222.0,222.0,0.0018169732
223.0,223.0,0.7681046
224.0,224.0,0.16424046
225.0,225.0,0.15174204
226.0,226.0,0.022490375
227.0,227.0,0.031048547
228.0,228.0,0.4305634
229.0,229.0,0.06061421
230.0,230.0,0.07153758
231.0,231.0,0.121693335
232.0,232.0,0.6627371
233.0,233.0,0.0073963217
234.0,234.0,0.044340495
235.0,235.0,0.8239709
236.0,236.0,0.6256746
237.0,237.0,0.041653622
238.0,238.0,0.02880057
239.0,239.0,0.0773595
240.0,240.0,0.392265
241.0,241.0,0.10128776
242.0,242.0,0.43447697
243.0,243.0,0.07837
244.0,244.0,0.1909795
245.0,245.0,0.08187834
246.0,246.0,0.0013095107
247.0,247.0,0.13315307
248.0,248.0,0.0056403195
249.0,249.0,0.0025994065
250.0,250.0,0.03681339
251.0,251.0,0.25173083
252.0,252.0,0.0018615791
253.0,253.0,0.0014446103
254.0,254.0,0.6615043
255.0,255.0,0.11454402
256.0,256.0,0.43759578
257.0,257.0,0.09227125
258.0,258.0,0.050149847
259.0,259.0,0.17186823
260.0,260.0,0.025627902
261.0,261.0,0.03646236
262.0,262.0,2.5568812E-4
263.0,263.0,0.52336985
264.0,264.0,0.09108304
265.0,265.0,0.25200653
266.0,266.0,3.8270216E-4
267.0,267.0,0.08664918
268.0,268.0,0.059000168
269.0,269.0,0.064254194
270.0,270.0,0.86582
271.0,271.0,0.17957824
272.0,272.0,0.08610687
273.0,273.0,0.15466827
274.0,274.0,1.2340769E-4
275.0,275.0,0.0019903707
276.0,276.0,0.052345745
277.0,277.0,0.03490223
278.0,278.0,0.58197826
279.0,279.0,0.0011435037
280.0,280.0,0.85525674
281.0,281.0,0.31905192
282.0,282.0,0.03449505
283.0,283.0,0.016672013
284.0,284.0,0.029086085
285.0,285.0,0.17083713
286.0,286.0,0.0028313093
287.0,287.0,0.08305567
288.0,288.0,0.022747135
289.0,289.0,4.5914257E-5
290.0,290.0,8.7982124E-5
291.0,291.0,0.116685815
292.0,292.0,0.18363546
293.0,293.0,0.020582085
294.0,294.0,0.2732873
295.0,295.0,0.0025741407
296.0,296.0,0.249485
297.0,297.0,0.054191977
298.0,298.0,0.032532927
299.0,299.0,0.5361932
300.0,300.0,0.7684271
301.0,301.0,0.43258438
302.0,302.0,0.29810256
303.0,303.0,0.43557712
304.0,304.0,0.36890432
305.0,305.0,0.14670254
306.0,306.0,0.06652773
307.0,307.0,0.09638359
308.0,308.0,0.7513531
309.0,309.0,0.10990071
310.0,310.0,0.0357861
311.0,311.0,0.8137415
312.0,312.0,0.037705526
313.0,313.0,0.1688133
314.0,314.0,0.013852261
315.0,315.0,4.7881503E-4
316.0,316.0,0.0011119947
317.0,317.0,0.016077997
318.0,318.0,0.04853072
319.0,319.0,0.103363544
320.0,320.0,1.0839442E-4
321.0,321.0,0.1179682
322.0,322.0,1.8816319E-4
323.0,323.0,0.088268965
324.0,324.0,0.19264463
325.0,325.0,0.2826385
326.0,326.0,0.062897876
327.0,327.0,0.14834626
328.0,328.0,0.5195641
329.0,329.0,4.8539664E-6
330.0,330.0,0.037814144
331.0,331.0,0.34712416
332.0,332.0,0.010934214
333.0,333.0,0.44558883
334.0,334.0,0.008195857
335.0,335.0,0.065720804
336.0,336.0,0.0055058324
337.0,337.0,0.025397295
338.0,338.0,0.06430768
339.0,339.0,0.02055532
340.0,340.0,0.48238575
341.0,341.0,0.0026297476
342.0,342.0,2.3263412E-4
343.0,343.0,0.94924396
344.0,344.0,0.044130176
345.0,345.0,0.09432426
346.0,346.0,1.3263672E-4
347.0,347.0,0.09982873
348.0,348.0,0.52866894
349.0,349.0,0.106918655
350.0,350.0,0.10608592
351.0,351.0,0.05111765
352.0,352.0,8.540093E-6
353.0,353.0,0.62627023
354.0,354.0,0.069640085
355.0,355.0,0.017186156
356.0,356.0,7.673759E-5
357.0,357.0,8.811738E-5
358.0,358.0,0.059489608
359.0,359.0,0.09710498
360.0,360.0,0.0109498855
361.0,361.0,0.15462588
362.0,362.0,0.16178882
363.0,363.0,0.052182697
364.0,364.0,0.15251605
365.0,365.0,0.75338155
366.0,366.0,0.027198728
367.0,367.0,0.7850062
368.0,368.0,0.0725702
369.0,369.0,0.063637376
370.0,370.0,0.37329105
371.0,371.0,0.053990684
372.0,372.0,0.38427493
373.0,373.0,0.030034166
374.0,374.0,0.004816195
375.0,375.0,0.08305615
376.0,376.0,0.5171169
377.0,377.0,0.10698318
378.0,378.0,0.12587866
379.0,379.0,0.018332403
380.0,380.0,0.20581494
381.0,381.0,0.094572395
382.0,382.0,0.12288898
383.0,383.0,0.15511513
384.0,384.0,0.008422662
385.0,385.0,0.277447
386.0,386.0,0.011622068
387.0,387.0,0.16185467
388.0,388.0,0.07477218
389.0,389.0,0.5153752
390.0,390.0,4.3615044E-4
391.0,391.0,0.0023778523
392.0,392.0,0.002250485
393.0,393.0,0.5155248
394.0,394.0,0.051180538
395.0,395.0,3.093492E-4
396.0,396.0,0.28705013
397.0,397.0,2.2582273E-4
398.0,398.0,0.19625236
399.0,399.0,0.1350028
400.0,400.0,0.5282179
401.0,401.0,0.7391717
402.0,402.0,0.6230512
403.0,403.0,0.7380761
404.0,404.0,0.05011739
405.0,405.0,0.40833625
406.0,406.0,0.09641203
407.0,407.0,0.0552966
408.0,408.0,0.65595263
409.0,409.0,0.08448076
410.0,410.0,0.021101585
411.0,411.0,0.5414216
412.0,412.0,0.10959755
413.0,413.0,0.25656244
414.0,414.0,0.02200189
415.0,415.0,0.058308177
416.0,416.0,0.080380045
417.0,417.0,0.79709667
418.0,418.0,0.075785995
419.0,419.0,0.28578895
420.0,420.0,0.008595801
421.0,421.0,0.03690413
422.0,422.0,0.070166744
423.0,423.0,0.28791526
424.0,424.0,0.079131424
425.0,425.0,0.58689886
426.0,426.0,0.028333306
427.0,427.0,0.31402794
428.0,428.0,0.18979199
429.0,429.0,0.145237
430.0,430.0,0.07322355
431.0,431.0,0.023546193
432.0,432.0,0.05675019
433.0,433.0,0.16816302
434.0,434.0,0.20732474
435.0,435.0,0.5265492
436.0,436.0,0.2944296
437.0,437.0,0.065507546
438.0,438.0,0.61929876
439.0,439.0,0.26875836
440.0,440.0,0.10272896
441.0,441.0,0.007773633
442.0,442.0,5.036777E-4
443.0,443.0,0.2298473
444.0,444.0,0.0069119744
445.0,445.0,0.08265241
446.0,446.0,0.0011276999
447.0,447.0,0.023422148
448.0,448.0,1.3175585E-4
449.0,449.0,0.05005917
450.0,450.0,0.19015858
451.0,451.0,0.27634284
452.0,452.0,0.7495744
453.0,453.0,0.07110428
454.0,454.0,0.05774527
455.0,455.0,0.085684255
456.0,456.0,0.28241935
457.0,457.0,0.10369177
458.0,458.0,0.085558124
459.0,459.0,0.07811881
460.0,460.0,0.60151106
461.0,461.0,0.14639463
462.0,462.0,0.76567936
463.0,463.0,0.06272831
464.0,464.0,0.73166317
465.0,465.0,0.15502654
466.0,466.0,0.013296716
467.0,467.0,5.4481305E-5
468.0,468.0,0.07100628
469.0,469.0,0.12324273
470.0,470.0,0.08788396
471.0,471.0,0.028776348
472.0,472.0,0.023065124
473.0,473.0,0.8070338
474.0,474.0,0.4599216
475.0,475.0,0.44688776
476.0,476.0,0.017341593
477.0,477.0,0.6780196
478.0,478.0,0.082474366
479.0,479.0,0.3081856
480.0,480.0,0.7181415
481.0,481.0,0.036845002
482.0,482.0,0.1401685
483.0,483.0,8.156464E-4
484.0,484.0,0.21797916
485.0,485.0,0.368153
486.0,486.0,2.7281817E-4
487.0,487.0,0.70278364
488.0,488.0,0.09747383
489.0,489.0,5.9718674E-5
