x,y,species median
1.0,1.0,9.73349E-4
2.0,2.0,0.11588217
3.0,3.0,0.20817119
4.0,4.0,0.073940046
5.0,5.0,4.2673465E-9
6.0,6.0,0.10299185
7.0,7.0,4.6600057E-5
8.0,8.0,0.1292137
9.0,9.0,0.30476108
10.0,10.0,0.16960631
11.0,11.0,0.6539629
12.0,12.0,0.025006391
13.0,13.0,0.055865575
14.0,14.0,0.024187403
15.0,15.0,0.11406458
16.0,16.0,0.1303266
17.0,17.0,0.14998943
18.0,18.0,1.5561924E-4
19.0,19.0,0.110636644
20.0,20.0,0.0020600632
21.0,21.0,0.4583133
22.0,22.0,0.2174797
23.0,23.0,0.0023557611
24.0,24.0,6.9131255E-7
25.0,25.0,0.031479005
26.0,26.0,0.0028511332
27.0,27.0,1.2642559E-9
28.0,28.0,0.052875463
29.0,29.0,1.5557319E-4
30.0,30.0,0.101341315
31.0,31.0,1.4697132E-4
32.0,32.0,0.03138962
33.0,33.0,2.5091172E-6
34.0,34.0,0.29588357
35.0,35.0,0.10681317
36.0,36.0,8.456341E-4
37.0,37.0,0.027928745
38.0,38.0,4.042969E-5
39.0,39.0,0.120741434
40.0,40.0,0.12819979
41.0,41.0,0.08733918
42.0,42.0,0.11662811
43.0,43.0,2.9365657E-7
44.0,44.0,2.968025E-9
45.0,45.0,4.5610832E-5
46.0,46.0,0.11404825
47.0,47.0,0.060378153
48.0,48.0,0.061411757
49.0,49.0,1.8747312E-5
50.0,50.0,0.0053702067
51.0,51.0,3.4351604E-6
52.0,52.0,0.11908373
53.0,53.0,0.95222074
54.0,54.0,0.3306583
55.0,55.0,6.281247E-8
56.0,56.0,0.060992844
57.0,57.0,0.334299
58.0,58.0,0.47123194
59.0,59.0,2.5169294E-8
60.0,60.0,0.036490068
61.0,61.0,0.99322087
62.0,62.0,9.248808E-5
63.0,63.0,0.03907536
64.0,64.0,1.0684799E-4
65.0,65.0,0.06417542
66.0,66.0,0.0192398
67.0,67.0,0.0595545
68.0,68.0,1.7557779E-4
69.0,69.0,0.08551403
70.0,70.0,0.004639197
71.0,71.0,1.5991997E-4
72.0,72.0,0.023990402
73.0,73.0,0.08185863
74.0,74.0,0.014635248
75.0,75.0,0.08955877
76.0,76.0,0.0020013463
77.0,77.0,2.0203059E-7
78.0,78.0,0.1469733
79.0,79.0,0.001856378
80.0,80.0,0.07054954
81.0,81.0,0.02044897
82.0,82.0,0.22700933
83.0,83.0,0.021568818
84.0,84.0,0.56600976
85.0,85.0,0.06928709
86.0,86.0,0.10096805
87.0,87.0,0.001771096
88.0,88.0,0.09292349
89.0,89.0,0.10876147
90.0,90.0,3.2686764E-10
91.0,91.0,0.6968546
92.0,92.0,0.098797806
93.0,93.0,0.16548997
94.0,94.0,0.072715715
95.0,95.0,0.11112563
96.0,96.0,0.3934628
97.0,97.0,0.21179754
98.0,98.0,0.17919633
99.0,99.0,5.0992774E-8
100.0,100.0,0.2620944
101.0,101.0,0.024021614
102.0,102.0,0.067012906
103.0,103.0,0.057681028
104.0,104.0,1.281281E-4
105.0,105.0,6.653196E-8
106.0,106.0,0.067908294
107.0,107.0,0.09209166
108.0,108.0,0.12112506
109.0,109.0,0.0011706492
110.0,110.0,6.769321E-9
111.0,111.0,5.082441E-5
112.0,112.0,0.16705461
113.0,113.0,0.629332
114.0,114.0,0.15281025
115.0,115.0,0.13410379
116.0,116.0,0.66561073
117.0,117.0,0.05014332
118.0,118.0,0.12756535
119.0,119.0,0.06960836
120.0,120.0,0.27783597
121.0,121.0,3.0895444E-5
122.0,122.0,1.6720585E-7
123.0,123.0,4.6621587E-8
124.0,124.0,0.32373232
125.0,125.0,0.44398057
126.0,126.0,0.096771315
127.0,127.0,0.08197073
128.0,128.0,0.59824353
129.0,129.0,0.17975488
130.0,130.0,0.26793453
131.0,131.0,0.09675541
132.0,132.0,5.968174E-7
133.0,133.0,0.15898634
134.0,134.0,0.13608558
135.0,135.0,0.08776335
136.0,136.0,0.13844192
137.0,137.0,0.0064364304
138.0,138.0,0.067716174
139.0,139.0,0.09365198
140.0,140.0,0.0063626254
141.0,141.0,0.10768957
142.0,142.0,0.45846632
143.0,143.0,0.27255493
144.0,144.0,5.2846342E-5
145.0,145.0,0.09691867
146.0,146.0,0.036764756
147.0,147.0,0.7754194
148.0,148.0,0.20426415
149.0,149.0,7.917505E-9
150.0,150.0,0.0050950022
151.0,151.0,0.7222061
152.0,152.0,0.2867081
153.0,153.0,0.14666793
154.0,154.0,0.49885285
155.0,155.0,0.10277719
156.0,156.0,0.3750038
157.0,157.0,0.11082365
158.0,158.0,0.021492658
159.0,159.0,0.004834687
160.0,160.0,0.11499918
161.0,161.0,0.37011725
162.0,162.0,0.07665669
163.0,163.0,0.019989263
164.0,164.0,0.07886132
165.0,165.0,2.8706085E-5
166.0,166.0,0.29292548
167.0,167.0,5.7768602E-8
168.0,168.0,0.118907906
169.0,169.0,0.16922677
170.0,170.0,0.13216479
171.0,171.0,5.1774066E-8
172.0,172.0,0.26421347
173.0,173.0,0.008776294
174.0,174.0,2.3411687E-5
175.0,175.0,0.09348493
176.0,176.0,0.8619162
177.0,177.0,0.041648634
178.0,178.0,3.3815547E-6
179.0,179.0,2.5822234E-5
180.0,180.0,0.019456182
181.0,181.0,6.095679E-8
182.0,182.0,5.639697E-6
183.0,183.0,0.041292913
184.0,184.0,0.011694374
185.0,185.0,9.692436E-5
186.0,186.0,0.80759186
187.0,187.0,7.498692E-7
188.0,188.0,0.013121693
189.0,189.0,0.4948091
190.0,190.0,0.24268278
191.0,191.0,0.006717596
192.0,192.0,0.12009848
193.0,193.0,1.5058064E-4
194.0,194.0,2.0836795E-5
195.0,195.0,1.9109281E-4
196.0,196.0,0.48812166
197.0,197.0,0.5217167
198.0,198.0,0.0047135456
199.0,199.0,5.9886006E-6
200.0,200.0,0.33388296
201.0,201.0,0.3181694
202.0,202.0,0.46556354
203.0,203.0,0.033935603
204.0,204.0,0.031137818
205.0,205.0,7.931248E-6
206.0,206.0,0.08018237
207.0,207.0,3.8814363E-10
208.0,208.0,0.15763968
209.0,209.0,0.17804892
210.0,210.0,0.4743393
211.0,211.0,0.0012470783
212.0,212.0,0.0035010157
213.0,213.0,0.10799972
214.0,214.0,0.001664677
215.0,215.0,3.69596E-9
216.0,216.0,0.16124244
217.0,217.0,6.9427895E-9
218.0,218.0,0.09076811
219.0,219.0,0.4720643
220.0,220.0,0.15885207
221.0,221.0,0.0011230429
222.0,222.0,0.18057363
223.0,223.0,0.043745264
224.0,224.0,0.02692944
225.0,225.0,0.07463555
226.0,226.0,0.057125293
227.0,227.0,2.239388E-4
228.0,228.0,0.004288623
229.0,229.0,0.122610606
230.0,230.0,5.886399E-6
231.0,231.0,0.03551426
232.0,232.0,5.084339E-4
233.0,233.0,4.0791123E-4
234.0,234.0,0.006206516
235.0,235.0,0.094413586
236.0,236.0,0.08226113
237.0,237.0,0.29431304
238.0,238.0,0.12924983
239.0,239.0,1.4978426E-4
240.0,240.0,0.0061467234
241.0,241.0,0.019834748
242.0,242.0,0.0137381265
243.0,243.0,5.342508E-6
244.0,244.0,0.06042792
245.0,245.0,0.18974817
246.0,246.0,0.96037287
247.0,247.0,0.03977731
