Predictor variable,Categorical,Sample average
Cropped_Cloud,false,152.36547212342958
alt,false,582.3513513513514
current_2.5arcmin_PETDriestQuarter,false,137.53378357758393
current_2.5arcmin_PETWettestQuarter,false,101.08324367935593
current_2.5arcmin_climaticMoistureIndex,false,0.11945946016223044
wc2.0_bio_2.5m_1,false,19.69327029666385
wc2.0_bio_2.5m_16,false,803.6756756756756
wc2.0_bio_2.5m_17,false,180.9189189189189
wc2.0_bio_2.5m_5,false,28.4163243577287
wc2.0_bio_2.5m_6,false,10.501297190382674
