Predictor variable,Categorical,Sample average
Cropped_Cloud,false,154.6445347434596
alt,false,692.6842105263158
current_2.5arcmin_PETDriestQuarter,false,80.09842074544807
current_2.5arcmin_PETWettestQuarter,false,108.92021000510768
current_2.5arcmin_climaticMoistureIndex,false,-0.00410526373276585
wc2.0_bio_2.5m_1,false,11.66940763690754
wc2.0_bio_2.5m_16,false,457.58947368421053
wc2.0_bio_2.5m_17,false,164.2842105263158
wc2.0_bio_2.5m_5,false,26.468832116377982
wc2.0_bio_2.5m_6,false,-5.044649593022309
