x,y,species cloglog values
69.0,69.0,1.2823542E-5
70.0,70.0,0.6321396
71.0,71.0,6.984165E-5
72.0,72.0,0.05534139
73.0,73.0,8.176271E-6
74.0,74.0,0.932016
75.0,75.0,0.6927283
76.0,76.0,0.0098388875
77.0,77.0,0.1273214
78.0,78.0,0.0021858208
79.0,79.0,0.048480526
80.0,80.0,0.024746776
81.0,81.0,0.15115923
82.0,82.0,1.5743404E-4
83.0,83.0,0.061889358
84.0,84.0,2.5980148E-7
85.0,85.0,0.16670099
86.0,86.0,0.95659864
87.0,87.0,0.057641573
88.0,88.0,0.0056922412
89.0,89.0,0.0058540143
90.0,90.0,0.004329474
91.0,91.0,0.0013535336
92.0,92.0,0.39121276
93.0,93.0,0.041122478
94.0,94.0,0.09902343
95.0,95.0,0.11999627
96.0,96.0,0.08377035
97.0,97.0,0.1467344
98.0,98.0,0.08786643
99.0,99.0,0.032859772
100.0,100.0,0.0013614341
101.0,101.0,0.05366794
102.0,102.0,5.288905E-4
103.0,103.0,0.2050777
104.0,104.0,0.18897095
105.0,105.0,0.021270346
106.0,106.0,0.0052464344
107.0,107.0,1.2909156E-7
108.0,108.0,0.96797377
109.0,109.0,0.96630764
110.0,110.0,0.18915239
111.0,111.0,0.048219137
112.0,112.0,0.19500168
113.0,113.0,0.47260827
114.0,114.0,0.031688116
115.0,115.0,0.12009308
116.0,116.0,0.07252534
117.0,117.0,0.3339081
118.0,118.0,5.307617E-5
119.0,119.0,0.019237792
120.0,120.0,3.7437036E-5
121.0,121.0,0.2780519
122.0,122.0,0.04502559
123.0,123.0,5.7831236E-5
124.0,124.0,0.21878023
125.0,125.0,0.17787679
126.0,126.0,4.5134178E-7
127.0,127.0,0.19803742
128.0,128.0,0.11658424
129.0,129.0,0.28045687
130.0,130.0,0.4416373
131.0,131.0,0.0047733695
132.0,132.0,0.046664022
133.0,133.0,0.726217
134.0,134.0,5.526267E-4
135.0,135.0,0.096009195
136.0,136.0,1.1152475E-8
137.0,137.0,0.046823893
138.0,138.0,0.005456496
139.0,139.0,0.041626193
140.0,140.0,0.17492495
141.0,141.0,5.9474252E-5
142.0,142.0,0.08090577
143.0,143.0,0.35165843
144.0,144.0,5.538392E-4
145.0,145.0,0.25122848
146.0,146.0,0.053522814
147.0,147.0,0.16802904
148.0,148.0,0.051343653
149.0,149.0,8.213212E-7
150.0,150.0,0.0020633715
151.0,151.0,0.061617717
152.0,152.0,0.10624688
153.0,153.0,0.87464803
154.0,154.0,0.010405512
155.0,155.0,0.06645679
156.0,156.0,0.881221
157.0,157.0,2.8618274E-6
158.0,158.0,0.1080023
159.0,159.0,3.3858593E-4
160.0,160.0,0.19674344
161.0,161.0,0.19966954
162.0,162.0,0.07067274
163.0,163.0,1.0321475E-5
164.0,164.0,3.5639943E-4
165.0,165.0,0.002225285
166.0,166.0,0.18753284
167.0,167.0,2.1937187E-6
168.0,168.0,1.9065583E-5
169.0,169.0,0.9452196
170.0,170.0,0.0028707732
171.0,171.0,0.001954756
172.0,172.0,0.27299178
173.0,173.0,0.0054795793
174.0,174.0,2.0402398E-4
175.0,175.0,2.2536792E-8
176.0,176.0,0.4145265
177.0,177.0,0.23187216
178.0,178.0,0.045320157
179.0,179.0,1.6080218E-6
180.0,180.0,0.20532599
181.0,181.0,5.9678007E-7
182.0,182.0,0.026058942
183.0,183.0,0.15827312
184.0,184.0,0.031832237
185.0,185.0,3.862756E-5
186.0,186.0,0.09459347
187.0,187.0,0.075067975
188.0,188.0,3.914574E-6
189.0,189.0,0.00480579
190.0,190.0,9.511111E-6
191.0,191.0,0.075288266
192.0,192.0,1.9263447E-7
193.0,193.0,1.3016128E-6
194.0,194.0,0.5329459
195.0,195.0,0.37147513
196.0,196.0,0.12197492
197.0,197.0,0.012661864
198.0,198.0,2.6921957E-6
199.0,199.0,0.37815362
200.0,200.0,1.510188E-5
201.0,201.0,0.15067661
202.0,202.0,9.657037E-6
203.0,203.0,0.1513662
204.0,204.0,0.13726315
205.0,205.0,0.1323524
206.0,206.0,0.8423769
207.0,207.0,0.32039505
208.0,208.0,0.13009056
209.0,209.0,0.025442094
210.0,210.0,0.10753073
211.0,211.0,0.13125122
212.0,212.0,0.1691224
213.0,213.0,1.32047E-6
214.0,214.0,0.013273196
215.0,215.0,0.29609555
216.0,216.0,0.2569379
217.0,217.0,0.1632569
218.0,218.0,3.8204357E-6
219.0,219.0,0.11472678
220.0,220.0,0.35011253
221.0,221.0,0.1942668
222.0,222.0,0.07920485
223.0,223.0,0.0027215965
224.0,224.0,0.00469879
225.0,225.0,0.14761196
226.0,226.0,0.1446307
227.0,227.0,0.06737631
228.0,228.0,0.36045924
229.0,229.0,0.69033504
230.0,230.0,0.44741875
231.0,231.0,0.035699744
232.0,232.0,0.0925439
233.0,233.0,0.12014531
234.0,234.0,0.09714197
235.0,235.0,2.5906577E-6
236.0,236.0,8.3117374E-7
237.0,237.0,0.05079452
238.0,238.0,0.250947
239.0,239.0,1.0200025E-6
240.0,240.0,1.898835E-4
241.0,241.0,1.6295508E-7
242.0,242.0,0.09119289
243.0,243.0,0.048895974
244.0,244.0,0.02564201
245.0,245.0,0.035673257
246.0,246.0,0.0011432014
247.0,247.0,0.24265571
248.0,248.0,0.0025825487
249.0,249.0,0.100988
250.0,250.0,0.0020155804
251.0,251.0,0.24222031
252.0,252.0,0.07382765
253.0,253.0,0.26670486
254.0,254.0,0.002345446
255.0,255.0,2.565132E-7
256.0,256.0,1.3253898E-5
257.0,257.0,4.100384E-8
258.0,258.0,3.3431884E-6
259.0,259.0,4.425736E-4
260.0,260.0,0.031092115
261.0,261.0,0.009929636
262.0,262.0,0.015225154
263.0,263.0,0.13906309
264.0,264.0,0.11563261
265.0,265.0,0.07718197
266.0,266.0,0.14849836
267.0,267.0,5.370364E-6
268.0,268.0,0.021472888
269.0,269.0,0.002329714
270.0,270.0,0.4787857
271.0,271.0,0.07636147
272.0,272.0,8.5398124E-4
273.0,273.0,0.28599212
274.0,274.0,2.7322653E-4
275.0,275.0,0.024646387
276.0,276.0,0.24006088
277.0,277.0,0.20590353
278.0,278.0,1.603411E-6
279.0,279.0,2.0028959E-4
280.0,280.0,0.24580255
281.0,281.0,0.21310563
282.0,282.0,9.0973225E-4
283.0,283.0,0.0017808606
284.0,284.0,1.4472264E-5
285.0,285.0,0.018746257
286.0,286.0,8.239078E-9
287.0,287.0,0.04400869
288.0,288.0,0.2529308
289.0,289.0,0.21391417
290.0,290.0,1.0690741E-6
291.0,291.0,0.28239074
292.0,292.0,6.806527E-5
293.0,293.0,0.03449481
294.0,294.0,0.086882755
295.0,295.0,0.021625131
296.0,296.0,0.009493241
297.0,297.0,2.2059661E-5
298.0,298.0,0.09782549
299.0,299.0,2.9436478E-7
300.0,300.0,0.6176542
301.0,301.0,0.009784571
302.0,302.0,0.11988034
303.0,303.0,0.14013068
304.0,304.0,0.40178144
305.0,305.0,0.099439695
306.0,306.0,0.7920608
307.0,307.0,0.1928219
308.0,308.0,3.3833142E-4
309.0,309.0,0.23466668
310.0,310.0,0.057003263
311.0,311.0,0.014703541
312.0,312.0,0.07366425
313.0,313.0,2.1058922E-6
314.0,314.0,0.66585314
315.0,315.0,2.4632658E-4
316.0,316.0,1.4405675E-5
317.0,317.0,6.665244E-4
318.0,318.0,3.4340966E-4
319.0,319.0,0.15712412
320.0,320.0,5.7414214E-5
321.0,321.0,0.14912835
322.0,322.0,0.0056748404
323.0,323.0,2.8713082E-4
324.0,324.0,0.0023880498
325.0,325.0,0.0043529416
326.0,326.0,1.5777727E-7
327.0,327.0,0.002603992
328.0,328.0,0.011291719
329.0,329.0,7.354572E-5
330.0,330.0,1.7329832E-5
331.0,331.0,4.465544E-4
332.0,332.0,0.06538288
333.0,333.0,0.12776877
334.0,334.0,0.24771583
335.0,335.0,6.853012E-4
336.0,336.0,0.21379952
337.0,337.0,0.088629104
338.0,338.0,0.18418625
339.0,339.0,0.032189265
340.0,340.0,0.58006114
341.0,341.0,0.12204893
342.0,342.0,0.5571187
343.0,343.0,3.6441587E-4
344.0,344.0,0.0018784172
345.0,345.0,0.0077670733
346.0,346.0,0.23842086
347.0,347.0,0.26966426
348.0,348.0,0.10916978
349.0,349.0,6.2640647E-6
350.0,350.0,0.76521236
351.0,351.0,3.48108E-8
352.0,352.0,0.10047347
353.0,353.0,0.008180123
354.0,354.0,0.09374696
355.0,355.0,0.11392421
356.0,356.0,3.5280696E-4
357.0,357.0,6.5541454E-4
358.0,358.0,0.001431557
359.0,359.0,0.041741192
360.0,360.0,0.0016637241
361.0,361.0,8.6058414E-8
362.0,362.0,0.14112452
363.0,363.0,0.102319434
364.0,364.0,0.024917489
365.0,365.0,0.0023136288
366.0,366.0,3.0999556E-5
367.0,367.0,0.03580309
368.0,368.0,0.16281939
369.0,369.0,0.0045128344
370.0,370.0,1.9708132E-7
371.0,371.0,0.005844018
372.0,372.0,0.38075396
373.0,373.0,0.007501685
374.0,374.0,0.7816998
375.0,375.0,0.010689696
376.0,376.0,1.0732439E-7
377.0,377.0,0.037814617
378.0,378.0,0.10822207
379.0,379.0,1.07840094E-7
380.0,380.0,0.0077967374
381.0,381.0,0.12285805
382.0,382.0,0.0010225577
383.0,383.0,0.31640705
384.0,384.0,0.0039404463
385.0,385.0,0.13366462
386.0,386.0,0.11352962
387.0,387.0,0.0031410956
388.0,388.0,0.098074555
389.0,389.0,0.0033428045
390.0,390.0,7.569564E-5
391.0,391.0,0.23895642
392.0,392.0,0.111533895
393.0,393.0,6.7660576E-6
394.0,394.0,0.28094262
395.0,395.0,5.224883E-9
396.0,396.0,0.002757595
397.0,397.0,0.42244735
398.0,398.0,7.315391E-4
399.0,399.0,7.107358E-5
400.0,400.0,6.674598E-5
401.0,401.0,0.01640536
402.0,402.0,0.01965592
403.0,403.0,0.014770986
404.0,404.0,0.18482833
405.0,405.0,0.0026532356
406.0,406.0,0.9125933
407.0,407.0,1.2154713E-7
408.0,408.0,4.1672492E-6
409.0,409.0,1.8419161E-5
410.0,410.0,4.1190383E-4
411.0,411.0,1.1746097E-8
412.0,412.0,0.07156019
413.0,413.0,0.1284704
414.0,414.0,0.009724157
415.0,415.0,6.237191E-8
416.0,416.0,0.014420887
417.0,417.0,6.4320004E-5
418.0,418.0,2.2775236E-4
419.0,419.0,3.983862E-5
420.0,420.0,0.21924156
421.0,421.0,4.8297134E-4
422.0,422.0,0.061948888
423.0,423.0,0.7130846
424.0,424.0,0.093686275
425.0,425.0,3.8537962E-7
426.0,426.0,0.20677371
427.0,427.0,0.03186421
428.0,428.0,9.9162724E-5
429.0,429.0,0.06079887
430.0,430.0,0.011909559
431.0,431.0,0.2091666
432.0,432.0,0.12584637
433.0,433.0,0.01696853
434.0,434.0,0.15362574
435.0,435.0,0.4901216
436.0,436.0,4.0817578E-4
437.0,437.0,6.920735E-6
438.0,438.0,0.050884407
439.0,439.0,2.8882757E-6
440.0,440.0,5.3214613E-8
441.0,441.0,0.03927838
442.0,442.0,0.024975142
443.0,443.0,0.0869121
444.0,444.0,0.21758124
445.0,445.0,2.0844024E-7
446.0,446.0,1.6949614E-6
447.0,447.0,0.020518355
448.0,448.0,0.16501586
449.0,449.0,0.18842696
450.0,450.0,0.076975755
451.0,451.0,0.05273708
452.0,452.0,0.03080323
453.0,453.0,0.22034821
454.0,454.0,3.863595E-5
455.0,455.0,5.687821E-4
456.0,456.0,0.14387499
457.0,457.0,8.8013374E-5
458.0,458.0,0.00653403
459.0,459.0,0.124851905
460.0,460.0,0.013678402
461.0,461.0,0.012196155
462.0,462.0,0.25792328
463.0,463.0,0.01484027
464.0,464.0,1.9302712E-5
465.0,465.0,0.5314108
466.0,466.0,7.9625513E-4
467.0,467.0,0.14793377
468.0,468.0,0.08530498
469.0,469.0,0.12769292
470.0,470.0,0.003012747
471.0,471.0,0.34359005
472.0,472.0,0.022040645
473.0,473.0,0.1624544
474.0,474.0,0.0014412391
475.0,475.0,3.3385363E-6
476.0,476.0,9.790517E-7
477.0,477.0,0.1401827
478.0,478.0,0.86612135
479.0,479.0,0.24204934
480.0,480.0,0.00731899
481.0,481.0,7.685321E-4
482.0,482.0,0.07612198
483.0,483.0,0.41421348
484.0,484.0,0.12922938
485.0,485.0,0.0062518683
486.0,486.0,0.019974714
487.0,487.0,0.08478174
488.0,488.0,0.09564235
489.0,489.0,0.16407177
490.0,490.0,0.1256996
491.0,491.0,1.0805699E-6
492.0,492.0,0.011301847
493.0,493.0,1.300723E-7
494.0,494.0,0.001647063
495.0,495.0,0.19252855
496.0,496.0,0.8269043
497.0,497.0,0.27169386
498.0,498.0,0.1935986
499.0,499.0,0.037571914
500.0,500.0,0.054308847
501.0,501.0,0.046608873
502.0,502.0,3.1636553E-8
503.0,503.0,0.001883664
504.0,504.0,0.15394212
505.0,505.0,1.0327781E-6
506.0,506.0,0.096859254
507.0,507.0,0.61896783
508.0,508.0,0.23350242
509.0,509.0,0.083078645
510.0,510.0,1.3642466E-4
511.0,511.0,3.202151E-7
512.0,512.0,0.0020643855
513.0,513.0,5.6681297E-6
514.0,514.0,0.10141454
515.0,515.0,0.18455006
516.0,516.0,0.0012334017
517.0,517.0,0.267117
518.0,518.0,0.06747899
519.0,519.0,0.0016490938
520.0,520.0,0.9896018
521.0,521.0,5.544969E-5
522.0,522.0,9.2644565E-4
523.0,523.0,0.29767516
524.0,524.0,0.28722483
525.0,525.0,1.4046766E-5
526.0,526.0,0.41094273
527.0,527.0,0.0014803438
528.0,528.0,3.3662775E-5
529.0,529.0,8.338688E-9
530.0,530.0,6.4106396E-5
531.0,531.0,0.025904119
532.0,532.0,0.12202613
533.0,533.0,0.19720466
534.0,534.0,2.0313759E-4
535.0,535.0,0.0025022416
536.0,536.0,0.42300424
537.0,537.0,0.01205648
538.0,538.0,3.1673023E-6
539.0,539.0,0.02850607
540.0,540.0,0.23783612
541.0,541.0,0.0016640625
542.0,542.0,0.008989874
543.0,543.0,0.027214203
544.0,544.0,1.6447019E-6
545.0,545.0,7.3039764E-8
546.0,546.0,0.008146644
547.0,547.0,0.19206087
548.0,548.0,0.073855944
549.0,549.0,1.512069E-4
550.0,550.0,0.0017638413
551.0,551.0,0.06529521
552.0,552.0,6.322476E-5
553.0,553.0,0.024047738
554.0,554.0,0.060719896
555.0,555.0,0.1308883
556.0,556.0,0.07221521
557.0,557.0,0.03638108
558.0,558.0,0.02929799
559.0,559.0,0.16078417
560.0,560.0,6.934521E-8
561.0,561.0,0.01682351
562.0,562.0,0.06983984
563.0,563.0,0.042015646
564.0,564.0,0.19960447
565.0,565.0,0.032863054
566.0,566.0,0.17529936
567.0,567.0,5.646145E-4
568.0,568.0,0.034502614
569.0,569.0,0.30433887
570.0,570.0,0.11404936
571.0,571.0,0.2949472
572.0,572.0,1.5654341E-7
573.0,573.0,0.035854176
574.0,574.0,1.0309008E-4
575.0,575.0,0.1106733
576.0,576.0,0.010278765
577.0,577.0,0.43909207
578.0,578.0,0.003987146
579.0,579.0,0.04210295
580.0,580.0,0.1536311
581.0,581.0,0.13300982
582.0,582.0,0.1079393
583.0,583.0,0.07082079
584.0,584.0,1.345674E-5
585.0,585.0,0.0023180686
586.0,586.0,0.15819354
587.0,587.0,0.21579808
588.0,588.0,2.6409562E-6
589.0,589.0,0.44832796
590.0,590.0,0.111103825
591.0,591.0,0.054838363
592.0,592.0,0.16321413
593.0,593.0,0.0068685943
594.0,594.0,0.013098301
595.0,595.0,0.058105208
596.0,596.0,0.19700742
597.0,597.0,0.072901584
598.0,598.0,0.12639657
599.0,599.0,0.0012559249
600.0,600.0,0.46613032
601.0,601.0,0.0022222043
602.0,602.0,1.1014401E-6
603.0,603.0,0.09359051
604.0,604.0,0.0035800177
605.0,605.0,0.47487354
606.0,606.0,4.831607E-5
607.0,607.0,0.030029863
608.0,608.0,2.5732032E-7
609.0,609.0,0.0287543
610.0,610.0,0.13137889
611.0,611.0,0.13256074
612.0,612.0,0.021180453
613.0,613.0,0.15291476
614.0,614.0,4.8319018E-4
615.0,615.0,2.6924938E-6
616.0,616.0,0.11665392
617.0,617.0,0.45402992
618.0,618.0,0.001921033
619.0,619.0,4.183632E-9
620.0,620.0,0.11826899
621.0,621.0,1.5485236E-4
622.0,622.0,0.3703595
623.0,623.0,2.8281534E-4
624.0,624.0,2.555729E-4
625.0,625.0,0.17194879
626.0,626.0,7.8313593E-7
627.0,627.0,0.0061656344
628.0,628.0,0.17373817
629.0,629.0,0.040791716
630.0,630.0,0.018910104
631.0,631.0,0.054731317
632.0,632.0,0.14873298
633.0,633.0,0.023339866
634.0,634.0,0.10345884
635.0,635.0,0.0030294468
636.0,636.0,0.20390931
637.0,637.0,0.0010543468
638.0,638.0,0.28782886
639.0,639.0,0.048530456
640.0,640.0,0.34288526
641.0,641.0,0.013083375
642.0,642.0,2.0118625E-7
643.0,643.0,0.036779385
644.0,644.0,0.02571548
645.0,645.0,0.13696308
646.0,646.0,0.01649765
647.0,647.0,5.381378E-6
648.0,648.0,0.11200462
649.0,649.0,0.0012508453
650.0,650.0,7.4416857E-6
651.0,651.0,0.0061212187
652.0,652.0,6.374185E-7
653.0,653.0,7.33726E-9
654.0,654.0,0.09717502
655.0,655.0,0.0011190972
656.0,656.0,0.006034907
657.0,657.0,3.823054E-6
658.0,658.0,7.1789027E-6
659.0,659.0,3.7225504E-8
660.0,660.0,0.16814262
661.0,661.0,0.10121816
662.0,662.0,0.110356875
663.0,663.0,8.0647E-5
664.0,664.0,0.06639321
665.0,665.0,2.363024E-6
666.0,666.0,5.8036246E-8
667.0,667.0,0.11321433
668.0,668.0,0.004726234
669.0,669.0,4.476861E-9
670.0,670.0,0.002173686
671.0,671.0,0.24671525
672.0,672.0,0.1323295
673.0,673.0,0.43253228
674.0,674.0,4.0683712E-4
675.0,675.0,0.18447241
676.0,676.0,0.0020677717
677.0,677.0,0.09153741
678.0,678.0,0.12767413
679.0,679.0,0.08478807
680.0,680.0,0.006560006
681.0,681.0,0.007635838
682.0,682.0,0.10517788
683.0,683.0,0.11409599
684.0,684.0,3.5797416E-6
685.0,685.0,0.25522658
686.0,686.0,1.09241824E-4
687.0,687.0,2.4343447E-6
688.0,688.0,0.18557669
689.0,689.0,0.14288971
690.0,690.0,0.13716502
691.0,691.0,0.03843849
692.0,692.0,4.6160995E-4
693.0,693.0,0.065256014
694.0,694.0,0.09997018
695.0,695.0,0.34324414
696.0,696.0,8.435312E-4
697.0,697.0,0.2022846
698.0,698.0,0.12238792
699.0,699.0,5.678231E-7
700.0,700.0,0.04113555
701.0,701.0,0.108118884
702.0,702.0,4.5154736E-4
703.0,703.0,0.42666635
704.0,704.0,0.06310845
705.0,705.0,0.2301284
706.0,706.0,2.119982E-5
707.0,707.0,0.29926014
708.0,708.0,0.067094155
709.0,709.0,5.2844772E-8
710.0,710.0,0.45248047
711.0,711.0,1.1926335E-5
712.0,712.0,2.131878E-4
713.0,713.0,2.5441052E-4
714.0,714.0,0.057815038
715.0,715.0,1.3524236E-5
716.0,716.0,0.048754722
717.0,717.0,0.09913544
718.0,718.0,0.10040174
719.0,719.0,0.08297385
720.0,720.0,0.031754766
721.0,721.0,5.191916E-6
722.0,722.0,7.683996E-6
723.0,723.0,0.01028885
724.0,724.0,1.1175586E-7
725.0,725.0,0.15164173
726.0,726.0,3.4135677E-8
727.0,727.0,0.002359156
728.0,728.0,0.015835302
729.0,729.0,5.184803E-4
730.0,730.0,0.0036125914
731.0,731.0,4.4964498E-4
732.0,732.0,7.839087E-6
733.0,733.0,3.565359E-8
734.0,734.0,1.2238034E-5
735.0,735.0,2.398549E-9
736.0,736.0,1.1983811E-6
737.0,737.0,1.7949496E-4
738.0,738.0,0.14705886
739.0,739.0,0.24235927
740.0,740.0,3.9689776E-6
741.0,741.0,0.029924426
742.0,742.0,0.1813448
743.0,743.0,0.04898087
744.0,744.0,1.1982554E-6
745.0,745.0,3.9120793E-4
746.0,746.0,0.19026932
747.0,747.0,0.34637752
748.0,748.0,2.785324E-5
749.0,749.0,0.0015621784
750.0,750.0,0.16338302
751.0,751.0,2.3876293E-8
752.0,752.0,0.2709592
753.0,753.0,0.31289473
754.0,754.0,0.11787328
755.0,755.0,0.0942097
756.0,756.0,0.17904173
757.0,757.0,0.1159454
758.0,758.0,1.6232702E-4
759.0,759.0,0.08081613
760.0,760.0,0.007655482
761.0,761.0,5.8780925E-4
762.0,762.0,0.057365756
763.0,763.0,2.4410417E-7
764.0,764.0,1.574098E-5
765.0,765.0,1.3371995E-6
766.0,766.0,7.638435E-9
767.0,767.0,1.4180822E-4
768.0,768.0,0.008190556
769.0,769.0,0.052515764
770.0,770.0,0.17616859
771.0,771.0,9.445432E-8
772.0,772.0,0.26995778
773.0,773.0,3.5997503E-4
774.0,774.0,0.021818591
775.0,775.0,2.5697666E-6
776.0,776.0,0.012474893
777.0,777.0,8.5097565E-7
778.0,778.0,0.0010747353
779.0,779.0,0.0024110458
780.0,780.0,3.001515E-6
781.0,781.0,0.38407922
782.0,782.0,0.027671704
783.0,783.0,0.15724793
784.0,784.0,0.1734053
785.0,785.0,0.09503871
786.0,786.0,1.3887192E-8
787.0,787.0,0.04275019
788.0,788.0,1.5326435E-5
789.0,789.0,2.817862E-9
790.0,790.0,0.0046020662
791.0,791.0,0.010455124
792.0,792.0,0.15289573
793.0,793.0,0.2827218
794.0,794.0,0.52123517
795.0,795.0,1.6906994E-6
796.0,796.0,7.0288406E-5
797.0,797.0,0.1979884
798.0,798.0,5.1124214E-5
799.0,799.0,0.0026030354
800.0,800.0,1.4348941E-6
801.0,801.0,0.19522646
802.0,802.0,2.3862855E-5
803.0,803.0,0.07315088
804.0,804.0,0.02262225
805.0,805.0,0.81930673
806.0,806.0,3.1466878E-4
807.0,807.0,2.954019E-6
808.0,808.0,4.9014756E-4
809.0,809.0,0.058239546
810.0,810.0,9.028181E-4
811.0,811.0,2.462299E-7
812.0,812.0,7.4635564E-6
813.0,813.0,4.3371097E-6
814.0,814.0,0.003947761
815.0,815.0,5.247483E-4
816.0,816.0,9.092572E-8
817.0,817.0,0.12854064
818.0,818.0,2.0136093E-4
819.0,819.0,0.18347344
820.0,820.0,3.9868268E-5
821.0,821.0,1.48904E-6
822.0,822.0,0.14518316
823.0,823.0,0.005433803
824.0,824.0,0.13173956
825.0,825.0,5.4476527E-4
826.0,826.0,0.022983028
827.0,827.0,5.0075055E-8
828.0,828.0,0.005046837
829.0,829.0,0.28160033
830.0,830.0,4.647246E-6
831.0,831.0,3.7371987E-4
832.0,832.0,0.13737123
833.0,833.0,0.22163819
834.0,834.0,0.5229686
835.0,835.0,0.02161604
836.0,836.0,5.832853E-8
837.0,837.0,0.6089205
838.0,838.0,0.1535639
839.0,839.0,2.2315637E-5
840.0,840.0,0.003565738
841.0,841.0,7.872109E-9
842.0,842.0,6.3210024E-9
843.0,843.0,9.594818E-5
844.0,844.0,0.3076619
845.0,845.0,0.21492924
846.0,846.0,0.038383104
847.0,847.0,0.06511548
848.0,848.0,0.21733868
849.0,849.0,0.1556127
850.0,850.0,8.841011E-9
851.0,851.0,0.0011545427
852.0,852.0,0.2794196
853.0,853.0,0.006837101
854.0,854.0,0.15969518
855.0,855.0,7.079268E-8
856.0,856.0,0.12629592
857.0,857.0,1.2073222E-5
858.0,858.0,5.5618468E-8
859.0,859.0,0.07872468
860.0,860.0,6.575558E-5
861.0,861.0,0.0198896
862.0,862.0,0.06268716
863.0,863.0,0.12443086
864.0,864.0,1.750038E-4
865.0,865.0,0.25548607
866.0,866.0,0.20607841
867.0,867.0,0.08878358
868.0,868.0,7.5987034E-4
869.0,869.0,0.3319761
870.0,870.0,0.043150708
871.0,871.0,0.02576728
872.0,872.0,3.3750152E-4
873.0,873.0,0.08050593
874.0,874.0,0.15518461
875.0,875.0,0.12149456
876.0,876.0,5.916998E-4
877.0,877.0,0.0015567831
878.0,878.0,0.38459063
879.0,879.0,0.13023855
880.0,880.0,0.0011763541
881.0,881.0,2.7082456E-4
882.0,882.0,9.77014E-7
883.0,883.0,0.21304365
884.0,884.0,3.8615755E-5
885.0,885.0,8.959677E-4
886.0,886.0,4.4909043E-6
887.0,887.0,0.0029937476
888.0,888.0,3.6779596E-7
889.0,889.0,0.16987224
890.0,890.0,0.1397657
891.0,891.0,0.0910519
892.0,892.0,0.08198884
893.0,893.0,7.5581635E-4
894.0,894.0,4.0237356E-7
895.0,895.0,0.10430918
896.0,896.0,0.30695084
897.0,897.0,0.015185565
898.0,898.0,0.13539146
899.0,899.0,0.070015885
900.0,900.0,3.6376746E-6
901.0,901.0,0.93431616
902.0,902.0,0.11048865
903.0,903.0,0.07314035
904.0,904.0,0.42891657
905.0,905.0,0.5271432
906.0,906.0,0.19153847
907.0,907.0,1.9644972E-6
908.0,908.0,5.536078E-6
909.0,909.0,0.13819143
910.0,910.0,0.008799775
911.0,911.0,2.631665E-4
912.0,912.0,0.14602154
913.0,913.0,0.18454094
914.0,914.0,1.0349975E-5
915.0,915.0,5.9731054E-4
916.0,916.0,0.106202036
917.0,917.0,1.3192109E-6
918.0,918.0,1.5810572E-7
919.0,919.0,7.4628333E-4
920.0,920.0,0.054204155
921.0,921.0,0.14008665
922.0,922.0,0.26754856
923.0,923.0,0.00242282
924.0,924.0,0.006194036
925.0,925.0,0.004646591
926.0,926.0,0.124948844
927.0,927.0,0.22153467
928.0,928.0,0.008281447
929.0,929.0,0.12784708
930.0,930.0,0.14528586
931.0,931.0,0.20437546
932.0,932.0,0.15565218
933.0,933.0,0.018825876
934.0,934.0,0.0036622833
935.0,935.0,0.026707083
936.0,936.0,0.008179066
937.0,937.0,0.15408249
938.0,938.0,0.13237093
939.0,939.0,2.3915751E-8
940.0,940.0,2.7809488E-6
