x,y,species max
1.0,1.0,0.06841151
2.0,2.0,0.004968468
3.0,3.0,5.2770793E-6
4.0,4.0,2.5591331E-5
5.0,5.0,4.7068647E-6
6.0,6.0,6.3479274E-5
7.0,7.0,0.06898738
8.0,8.0,0.04751208
9.0,9.0,0.4152467
10.0,10.0,0.63215935
11.0,11.0,0.0054667573
12.0,12.0,2.8266662E-4
13.0,13.0,1.5903546E-5
14.0,14.0,3.5610516E-5
15.0,15.0,6.990815E-6
16.0,16.0,0.0054206015
17.0,17.0,2.1496466E-5
18.0,18.0,0.033699118
19.0,19.0,0.07575642
20.0,20.0,0.006622573
21.0,21.0,0.009277167
22.0,22.0,1.3914095E-4
23.0,23.0,0.1334369
24.0,24.0,0.57247984
25.0,25.0,0.9644505
26.0,26.0,0.031255074
27.0,27.0,0.5552749
28.0,28.0,3.5536E-5
29.0,29.0,6.8868235E-6
30.0,30.0,0.28386718
31.0,31.0,0.021790745
32.0,32.0,0.044926614
33.0,33.0,1.2531991E-6
34.0,34.0,0.036308154
35.0,35.0,0.22612956
36.0,36.0,0.9034902
37.0,37.0,1.4533031E-6
38.0,38.0,0.03492476
39.0,39.0,0.030327573
40.0,40.0,2.7103897E-6
41.0,41.0,3.601002E-4
42.0,42.0,0.026854165
43.0,43.0,0.6380522
44.0,44.0,0.004189447
45.0,45.0,0.52737844
46.0,46.0,8.450931E-6
47.0,47.0,1.884991E-5
48.0,48.0,1.8508717E-5
49.0,49.0,2.1991978E-4
50.0,50.0,4.2455978E-4
51.0,51.0,0.5284553
52.0,52.0,8.083387E-5
53.0,53.0,1.5090193E-4
54.0,54.0,0.08449571
55.0,55.0,0.5615653
56.0,56.0,0.021867564
57.0,57.0,2.593784E-7
58.0,58.0,0.12619726
59.0,59.0,0.042178113
60.0,60.0,2.5114472E-4
61.0,61.0,0.04063196
62.0,62.0,3.3995155E-5
63.0,63.0,0.0059096105
64.0,64.0,0.0052920007
65.0,65.0,0.013574111
66.0,66.0,8.578889E-6
67.0,67.0,6.693542E-6
68.0,68.0,0.102295056
69.0,69.0,0.03867343
70.0,70.0,0.069617555
71.0,71.0,9.805853E-6
72.0,72.0,0.0013989124
73.0,73.0,1.105716E-5
74.0,74.0,0.048255283
75.0,75.0,1.5342805E-5
76.0,76.0,5.20317E-7
77.0,77.0,0.033201713
78.0,78.0,0.09421847
79.0,79.0,0.07009377
80.0,80.0,0.057786323
81.0,81.0,0.001242448
82.0,82.0,4.335502E-4
83.0,83.0,9.015918E-6
84.0,84.0,0.06177788
85.0,85.0,0.011894227
86.0,86.0,0.27224848
87.0,87.0,2.0825478E-6
88.0,88.0,6.9463846E-7
89.0,89.0,1.8055927E-5
90.0,90.0,0.05039583
91.0,91.0,0.02555452
92.0,92.0,2.1786323E-4
93.0,93.0,0.029521357
94.0,94.0,0.016747128
95.0,95.0,0.0668332
96.0,96.0,0.22922054
97.0,97.0,0.046223834
98.0,98.0,2.793854E-5
99.0,99.0,0.055375602
100.0,100.0,0.0750442
101.0,101.0,0.27496967
102.0,102.0,0.008246357
103.0,103.0,0.06735629
104.0,104.0,0.21050985
105.0,105.0,1.6618158E-5
106.0,106.0,4.962277E-7
107.0,107.0,0.04326787
108.0,108.0,0.17981523
109.0,109.0,0.08000378
110.0,110.0,6.8414647E-6
111.0,111.0,0.04622843
112.0,112.0,0.03024269
113.0,113.0,0.018292448
114.0,114.0,8.617923E-5
115.0,115.0,0.110595904
116.0,116.0,0.30026826
117.0,117.0,2.0338352E-4
118.0,118.0,0.06291671
119.0,119.0,0.05796987
120.0,120.0,0.014876219
121.0,121.0,8.7329405E-5
122.0,122.0,1.9505114E-4
123.0,123.0,8.4395776E-7
124.0,124.0,0.0142223295
125.0,125.0,7.845452E-6
126.0,126.0,0.20027152
127.0,127.0,0.14279261
128.0,128.0,0.4137571
129.0,129.0,0.030047009
130.0,130.0,0.29582673
131.0,131.0,1.0762396E-5
132.0,132.0,0.0053232675
133.0,133.0,1.4523938E-5
134.0,134.0,3.0115882E-6
135.0,135.0,1.0182164E-5
136.0,136.0,0.28314003
137.0,137.0,0.20163712
138.0,138.0,0.2396407
139.0,139.0,0.04005378
140.0,140.0,0.048043717
141.0,141.0,0.34109023
142.0,142.0,0.10204098
143.0,143.0,0.6155304
144.0,144.0,0.11748787
145.0,145.0,0.031684227
146.0,146.0,0.14309151
147.0,147.0,0.03543177
148.0,148.0,9.850974E-6
149.0,149.0,0.07165624
150.0,150.0,0.046189837
151.0,151.0,1.53391E-4
152.0,152.0,0.12688318
153.0,153.0,0.15831232
154.0,154.0,1.01330525E-5
155.0,155.0,0.09741352
156.0,156.0,0.018407747
157.0,157.0,0.01294769
158.0,158.0,0.031965103
159.0,159.0,0.0016410275
160.0,160.0,0.05683014
161.0,161.0,1.2115082E-6
162.0,162.0,0.03586148
163.0,163.0,8.089659E-6
164.0,164.0,0.0010378094
165.0,165.0,1.4234229E-6
166.0,166.0,0.07123964
167.0,167.0,1.0034915E-5
168.0,168.0,0.001117405
169.0,169.0,0.0014445983
170.0,170.0,8.911845E-5
171.0,171.0,0.010015874
172.0,172.0,4.709117E-5
173.0,173.0,0.012884264
174.0,174.0,7.789363E-6
175.0,175.0,1.9224246E-6
176.0,176.0,8.60388E-6
177.0,177.0,9.2393275E-6
178.0,178.0,9.545342E-7
179.0,179.0,0.090729274
180.0,180.0,0.04714919
181.0,181.0,5.415293E-5
182.0,182.0,0.027260376
183.0,183.0,0.06886726
184.0,184.0,0.09797593
185.0,185.0,0.052031443
186.0,186.0,0.095894024
187.0,187.0,2.2588163E-5
188.0,188.0,8.038804E-6
189.0,189.0,0.050175183
190.0,190.0,0.019025763
191.0,191.0,1.0928245E-5
192.0,192.0,0.025960023
193.0,193.0,0.01565609
194.0,194.0,0.25121516
195.0,195.0,0.015326823
196.0,196.0,0.17696802
197.0,197.0,0.3579787
198.0,198.0,0.029565329
199.0,199.0,8.8993265E-6
200.0,200.0,7.0231357E-7
201.0,201.0,7.6213996E-6
202.0,202.0,4.4400863E-6
203.0,203.0,3.28503E-5
204.0,204.0,0.0068455227
205.0,205.0,3.7259236E-4
206.0,206.0,0.96771085
207.0,207.0,1.0018026E-4
208.0,208.0,0.025639983
209.0,209.0,2.0574541E-6
210.0,210.0,0.27198955
211.0,211.0,0.097451195
212.0,212.0,0.0025867512
213.0,213.0,0.004230129
214.0,214.0,5.939032E-4
215.0,215.0,1.0918299E-6
216.0,216.0,9.197949E-6
217.0,217.0,9.687038E-4
218.0,218.0,3.5227942E-5
219.0,219.0,0.02619771
220.0,220.0,0.022878353
221.0,221.0,1.0897489E-6
222.0,222.0,6.2935915E-6
223.0,223.0,0.1635157
224.0,224.0,4.003469E-5
225.0,225.0,0.007083597
226.0,226.0,1.2646998E-4
227.0,227.0,3.2540206E-7
228.0,228.0,0.046104327
229.0,229.0,0.13471091
230.0,230.0,0.05669609
231.0,231.0,0.40036672
232.0,232.0,0.014024474
233.0,233.0,1.5059439E-7
234.0,234.0,5.152398E-7
235.0,235.0,9.819838E-4
236.0,236.0,0.018442769
237.0,237.0,4.5645143E-7
238.0,238.0,0.6484885
239.0,239.0,0.04296
240.0,240.0,0.3284289
241.0,241.0,0.04469433
242.0,242.0,0.0010667271
243.0,243.0,0.0035308395
244.0,244.0,0.086049385
245.0,245.0,2.656037E-5
246.0,246.0,0.04395773
247.0,247.0,0.07456056
248.0,248.0,0.033505917
249.0,249.0,0.0021832727
250.0,250.0,0.07350133
251.0,251.0,0.068474166
252.0,252.0,0.062397722
253.0,253.0,0.012072181
254.0,254.0,0.118406296
255.0,255.0,5.990778E-6
256.0,256.0,0.004512775
257.0,257.0,0.038198687
258.0,258.0,0.6407188
259.0,259.0,0.13700934
260.0,260.0,2.0309951E-4
261.0,261.0,4.911431E-4
262.0,262.0,0.055346005
263.0,263.0,6.1561375E-5
264.0,264.0,1.4547662E-5
265.0,265.0,0.06728187
266.0,266.0,6.164221E-5
267.0,267.0,8.440506E-6
268.0,268.0,0.038612124
269.0,269.0,0.05309909
270.0,270.0,0.0736248
271.0,271.0,0.03425128
272.0,272.0,0.0020468833
273.0,273.0,4.6357454E-5
274.0,274.0,1.1687342E-5
275.0,275.0,0.09080889
276.0,276.0,0.04720704
277.0,277.0,0.042041875
278.0,278.0,1.4378724E-4
279.0,279.0,0.022691775
280.0,280.0,0.124150835
281.0,281.0,1.8229157E-5
282.0,282.0,1.7613951E-5
283.0,283.0,0.18781407
284.0,284.0,0.025019547
285.0,285.0,1.1830078E-5
286.0,286.0,0.09369285
287.0,287.0,8.1767044E-5
288.0,288.0,4.8635256E-6
289.0,289.0,0.027496615
290.0,290.0,7.7609555E-4
291.0,291.0,0.064085245
292.0,292.0,0.060339987
293.0,293.0,0.09542888
294.0,294.0,7.4157965E-6
295.0,295.0,0.055556383
296.0,296.0,0.032647967
297.0,297.0,0.008374393
298.0,298.0,8.710506E-5
299.0,299.0,0.29821655
300.0,300.0,0.0070906323
301.0,301.0,1.7430652E-6
302.0,302.0,5.2108102E-5
303.0,303.0,9.712918E-5
304.0,304.0,0.15334342
305.0,305.0,1.5639507E-5
306.0,306.0,0.06184364
307.0,307.0,7.6510616E-5
308.0,308.0,2.2427434E-5
309.0,309.0,0.08097378
310.0,310.0,8.994194E-6
311.0,311.0,0.028724616
312.0,312.0,2.6689313E-4
313.0,313.0,0.1360448
314.0,314.0,0.0036406168
315.0,315.0,0.06845876
316.0,316.0,0.014687492
317.0,317.0,7.2354924E-6
318.0,318.0,0.04316173
319.0,319.0,1.9800469E-5
320.0,320.0,0.2124763
321.0,321.0,0.16291805
322.0,322.0,7.112489E-6
323.0,323.0,1.5317852E-6
324.0,324.0,8.85326E-6
325.0,325.0,1.1666518E-5
326.0,326.0,3.965972E-4
327.0,327.0,2.5943837E-5
328.0,328.0,1.4321891E-5
329.0,329.0,0.019244919
330.0,330.0,7.8468054E-4
331.0,331.0,0.054370817
332.0,332.0,2.9194438E-5
333.0,333.0,0.0043720915
334.0,334.0,0.05995755
335.0,335.0,0.20935047
336.0,336.0,0.10427803
337.0,337.0,3.192362E-7
338.0,338.0,3.3357474E-6
339.0,339.0,0.009356889
340.0,340.0,3.583031E-5
341.0,341.0,1.0237413E-5
342.0,342.0,0.083992794
343.0,343.0,0.028877482
344.0,344.0,0.072896674
345.0,345.0,0.027382707
346.0,346.0,8.089143E-6
347.0,347.0,0.8560002
348.0,348.0,1.4645449E-4
349.0,349.0,0.11656659
350.0,350.0,0.13217093
351.0,351.0,6.360545E-6
352.0,352.0,5.3134914E-7
353.0,353.0,1.7184753E-4
354.0,354.0,2.8586996E-4
355.0,355.0,0.0010788729
356.0,356.0,2.8249663E-6
357.0,357.0,0.0013465263
358.0,358.0,0.0010554724
359.0,359.0,0.14750703
360.0,360.0,0.002001498
361.0,361.0,0.15197222
362.0,362.0,0.0019410831
363.0,363.0,0.03300962
364.0,364.0,0.04362084
365.0,365.0,3.275156E-5
366.0,366.0,0.0019620147
367.0,367.0,1.4222486E-6
