x,y,species min
1.0,1.0,0.043766737
2.0,2.0,0.003173209
3.0,3.0,1.5488015E-6
4.0,4.0,1.2548771E-5
5.0,5.0,1.372426E-6
6.0,6.0,4.6066743E-5
7.0,7.0,0.0480332
8.0,8.0,0.03448877
9.0,9.0,0.3119949
10.0,10.0,0.5624092
11.0,11.0,0.0040522316
12.0,12.0,1.6727945E-4
13.0,13.0,5.9153153E-6
14.0,14.0,1.4674143E-5
15.0,15.0,2.700397E-6
16.0,16.0,0.0031299072
17.0,17.0,1.0509045E-5
18.0,18.0,0.019092306
19.0,19.0,0.058483742
20.0,20.0,0.003965395
21.0,21.0,0.0067885392
22.0,22.0,6.5382126E-5
23.0,23.0,0.102154404
24.0,24.0,0.31747365
25.0,25.0,0.9217025
26.0,26.0,0.020280464
27.0,27.0,0.484972
28.0,28.0,1.0226888E-5
29.0,29.0,2.46069E-6
30.0,30.0,0.23115121
31.0,31.0,0.01221589
32.0,32.0,0.032985054
33.0,33.0,2.638981E-7
34.0,34.0,0.026573904
35.0,35.0,0.1769411
36.0,36.0,0.8699397
37.0,37.0,3.1897162E-7
38.0,38.0,0.024194729
39.0,39.0,0.023719933
40.0,40.0,7.4536797E-7
41.0,41.0,2.468157E-4
42.0,42.0,0.02018171
43.0,43.0,0.5204889
44.0,44.0,0.0017728644
45.0,45.0,0.42103544
46.0,46.0,3.7155066E-6
47.0,47.0,7.899819E-6
48.0,48.0,7.0392543E-6
49.0,49.0,1.1078529E-4
50.0,50.0,2.3414308E-4
51.0,51.0,0.4098404
52.0,52.0,3.3459637E-5
53.0,53.0,7.458744E-5
54.0,54.0,0.039661236
55.0,55.0,0.5053843
56.0,56.0,0.011958331
57.0,57.0,3.6466655E-8
58.0,58.0,0.11283223
59.0,59.0,0.031035222
60.0,60.0,1.2954506E-4
61.0,61.0,0.030131346
62.0,62.0,1.6598626E-5
63.0,63.0,0.0039185244
64.0,64.0,0.0038401072
65.0,65.0,0.0065791816
66.0,66.0,1.784293E-6
67.0,67.0,2.071044E-6
68.0,68.0,0.065090686
69.0,69.0,0.030097874
70.0,70.0,0.04168715
71.0,71.0,4.2654037E-6
72.0,72.0,7.8040076E-4
73.0,73.0,4.646358E-6
74.0,74.0,0.035986
75.0,75.0,6.811243E-6
76.0,76.0,8.4648E-8
77.0,77.0,0.020302713
78.0,78.0,0.07206903
79.0,79.0,0.03370737
80.0,80.0,0.043282837
81.0,81.0,5.177102E-4
82.0,82.0,1.571691E-4
83.0,83.0,3.3534066E-6
84.0,84.0,0.053216852
85.0,85.0,0.008767117
86.0,86.0,0.22472702
87.0,87.0,5.5768373E-7
88.0,88.0,1.1573843E-7
89.0,89.0,6.645684E-6
90.0,90.0,0.040986724
91.0,91.0,0.014141541
92.0,92.0,6.474023E-5
93.0,93.0,0.022945745
94.0,94.0,0.010698109
95.0,95.0,0.046167515
96.0,96.0,0.17174284
97.0,97.0,0.034759294
98.0,98.0,1.1842707E-5
99.0,99.0,0.047318142
100.0,100.0,0.05239922
101.0,101.0,0.17200524
102.0,102.0,0.0060279635
103.0,103.0,0.045739003
104.0,104.0,0.1668276
105.0,105.0,4.682793E-6
106.0,106.0,7.62874E-8
107.0,107.0,0.032638833
108.0,108.0,0.100229636
109.0,109.0,0.058402434
110.0,110.0,2.334747E-6
111.0,111.0,0.034913335
112.0,112.0,0.022861416
113.0,113.0,0.015039729
114.0,114.0,4.69268E-5
115.0,115.0,0.06965442
116.0,116.0,0.14835145
117.0,117.0,5.9343263E-5
118.0,118.0,0.046250828
119.0,119.0,0.046924036
120.0,120.0,0.012212871
121.0,121.0,3.0736563E-5
122.0,122.0,1.1549357E-4
123.0,123.0,1.5149577E-7
124.0,124.0,0.009397478
125.0,125.0,3.0358917E-6
126.0,126.0,0.15683664
127.0,127.0,0.10580401
128.0,128.0,0.34156984
129.0,129.0,0.022362797
130.0,130.0,0.23017015
131.0,131.0,3.8774674E-6
132.0,132.0,0.0029533613
133.0,133.0,6.16361E-6
134.0,134.0,8.4659933E-7
135.0,135.0,3.6165004E-6
136.0,136.0,0.23312567
137.0,137.0,0.15858726
138.0,138.0,0.20757842
139.0,139.0,0.019990088
140.0,140.0,0.03592411
141.0,141.0,0.29605046
142.0,142.0,0.06487254
143.0,143.0,0.5813366
144.0,144.0,0.09079503
145.0,145.0,0.019515673
146.0,146.0,0.07853897
147.0,147.0,0.02133649
148.0,148.0,3.557865E-6
149.0,149.0,0.054706626
150.0,150.0,0.031510618
151.0,151.0,8.8022134E-5
152.0,152.0,0.08624441
153.0,153.0,0.115631685
154.0,154.0,3.871015E-6
155.0,155.0,0.069632255
156.0,156.0,0.0133325895
157.0,157.0,0.009630875
158.0,158.0,0.0259931
159.0,159.0,6.867016E-4
160.0,160.0,0.044021472
161.0,161.0,2.2539254E-7
162.0,162.0,0.029441383
163.0,163.0,2.6846233E-6
164.0,164.0,5.735043E-4
165.0,165.0,2.6939648E-7
166.0,166.0,0.050468497
167.0,167.0,4.6400323E-6
168.0,168.0,7.846253E-4
169.0,169.0,0.0010007047
170.0,170.0,4.0175768E-5
171.0,171.0,0.0062078186
172.0,172.0,2.6332535E-5
173.0,173.0,0.007487955
174.0,174.0,2.6054072E-6
175.0,175.0,5.152088E-7
176.0,176.0,3.7245013E-6
177.0,177.0,2.9233727E-6
178.0,178.0,1.6957294E-7
179.0,179.0,0.030620849
180.0,180.0,0.037811354
181.0,181.0,2.2944616E-5
182.0,182.0,0.019276679
183.0,183.0,0.055633344
184.0,184.0,0.019572597
185.0,185.0,0.037607685
186.0,186.0,0.07586592
187.0,187.0,8.1110475E-6
188.0,188.0,2.6120906E-6
189.0,189.0,0.035520133
190.0,190.0,0.009173426
191.0,191.0,3.432904E-6
192.0,192.0,0.014443542
193.0,193.0,0.009177936
194.0,194.0,0.22283669
195.0,195.0,0.009449943
196.0,196.0,0.13801764
197.0,197.0,0.28617987
198.0,198.0,0.022675464
199.0,199.0,3.0523045E-6
200.0,200.0,1.2035794E-7
201.0,201.0,2.450606E-6
202.0,202.0,1.4121302E-6
203.0,203.0,1.6862743E-5
204.0,204.0,0.003679458
205.0,205.0,1.6002273E-4
206.0,206.0,0.9253687
207.0,207.0,7.3834606E-5
208.0,208.0,0.007854691
209.0,209.0,5.5640686E-7
210.0,210.0,0.22184879
211.0,211.0,0.06522274
212.0,212.0,0.0015159809
213.0,213.0,0.0025545165
214.0,214.0,3.8407912E-4
215.0,215.0,2.1603107E-7
216.0,216.0,3.3835017E-6
217.0,217.0,5.6552386E-4
218.0,218.0,1.6765116E-5
219.0,219.0,0.017392406
220.0,220.0,0.016787685
221.0,221.0,1.9737831E-7
222.0,222.0,1.8374469E-6
223.0,223.0,0.13733117
224.0,224.0,6.678793E-6
225.0,225.0,0.004388385
226.0,226.0,7.144536E-5
227.0,227.0,4.9304273E-8
228.0,228.0,0.030933434
229.0,229.0,0.1175709
230.0,230.0,0.043380216
231.0,231.0,0.03733396
232.0,232.0,0.008296517
233.0,233.0,2.4085407E-8
234.0,234.0,7.5239804E-8
235.0,235.0,5.6038145E-4
236.0,236.0,0.012132478
237.0,237.0,6.768158E-8
238.0,238.0,0.58914304
239.0,239.0,0.031012524
240.0,240.0,0.26362512
241.0,241.0,0.036609683
242.0,242.0,6.902247E-4
243.0,243.0,0.0018473935
244.0,244.0,0.052518077
245.0,245.0,1.2832917E-5
246.0,246.0,0.027915396
247.0,247.0,0.04375035
248.0,248.0,0.026950216
249.0,249.0,0.0011827762
250.0,250.0,0.061869275
251.0,251.0,0.043965273
252.0,252.0,0.0529689
253.0,253.0,0.010287536
254.0,254.0,0.10214285
255.0,255.0,1.8671745E-6
256.0,256.0,0.00235076
257.0,257.0,0.028764619
258.0,258.0,0.42304492
259.0,259.0,0.09348458
260.0,260.0,9.632733E-5
261.0,261.0,4.0555937E-4
262.0,262.0,0.043655124
263.0,263.0,2.9997076E-5
264.0,264.0,5.2860432E-6
265.0,265.0,0.044789255
266.0,266.0,4.216236E-5
267.0,267.0,2.6394403E-6
268.0,268.0,0.026728913
269.0,269.0,0.044672165
270.0,270.0,0.053125843
271.0,271.0,0.020607851
272.0,272.0,0.0017737051
273.0,273.0,2.5773374E-5
274.0,274.0,4.090497E-6
275.0,275.0,0.06793167
276.0,276.0,0.037584227
277.0,277.0,0.028104702
278.0,278.0,1.0511969E-4
279.0,279.0,0.017213307
280.0,280.0,0.092608616
281.0,281.0,7.615667E-6
282.0,282.0,6.776703E-6
283.0,283.0,0.14653595
284.0,284.0,0.020571098
285.0,285.0,3.8608136E-6
286.0,286.0,0.07231589
287.0,287.0,5.520042E-5
288.0,288.0,1.4641574E-6
289.0,289.0,0.018480498
290.0,290.0,3.5381483E-4
291.0,291.0,0.04432652
292.0,292.0,0.040291954
293.0,293.0,0.072061166
294.0,294.0,2.4198484E-6
295.0,295.0,0.032099463
296.0,296.0,0.01939839
297.0,297.0,0.0051339027
298.0,298.0,4.1893552E-5
299.0,299.0,0.1579466
300.0,300.0,0.0038775555
301.0,301.0,4.9791305E-7
302.0,302.0,2.7733638E-5
303.0,303.0,7.259972E-5
304.0,304.0,0.116333075
305.0,305.0,5.83562E-6
306.0,306.0,0.036251828
307.0,307.0,3.6387297E-5
308.0,308.0,1.0683063E-5
309.0,309.0,0.065511264
310.0,310.0,1.4368253E-6
311.0,311.0,0.017348455
312.0,312.0,1.492197E-4
313.0,313.0,0.11062142
314.0,314.0,0.0021345194
315.0,315.0,0.046438187
316.0,316.0,0.0100887595
317.0,317.0,2.4617302E-6
318.0,318.0,0.02717097
319.0,319.0,7.2275598E-6
320.0,320.0,0.1699696
321.0,321.0,0.091673814
322.0,322.0,2.265493E-6
323.0,323.0,2.9559837E-7
324.0,324.0,2.8189888E-6
325.0,325.0,4.2020806E-6
326.0,326.0,2.5600343E-4
327.0,327.0,1.5564765E-5
328.0,328.0,4.4856233E-6
329.0,329.0,0.01224438
330.0,330.0,5.0894823E-4
331.0,331.0,0.03460719
332.0,332.0,8.102767E-6
333.0,333.0,0.0026516453
334.0,334.0,0.043240666
335.0,335.0,0.13412422
336.0,336.0,0.08492826
337.0,337.0,4.621938E-8
338.0,338.0,7.033421E-7
339.0,339.0,0.0050659496
340.0,340.0,1.4102014E-5
341.0,341.0,4.2345114E-6
342.0,342.0,0.07252309
343.0,343.0,0.02136299
344.0,344.0,0.035062365
345.0,345.0,0.02221521
346.0,346.0,3.0252065E-6
347.0,347.0,0.6420576
348.0,348.0,7.226466E-5
349.0,349.0,0.0736
350.0,350.0,0.09406042
351.0,351.0,1.9979034E-6
352.0,352.0,8.481808E-8
353.0,353.0,1.1214762E-4
354.0,354.0,1.8038676E-4
355.0,355.0,4.0523842E-4
356.0,356.0,7.485491E-7
357.0,357.0,5.483007E-4
358.0,358.0,7.6870597E-4
359.0,359.0,0.10597888
360.0,360.0,0.0011612842
361.0,361.0,0.11923362
362.0,362.0,9.6741924E-4
363.0,363.0,0.024972295
364.0,364.0,0.019862995
365.0,365.0,1.7607088E-5
366.0,366.0,0.0012771627
367.0,367.0,4.3170613E-7
368.0,368.0,0.0027316557
369.0,369.0,2.0738325E-5
370.0,370.0,0.08649955
371.0,371.0,4.6539626E-5
372.0,372.0,4.2566936E-4
373.0,373.0,0.058625683
374.0,374.0,0.32696205
375.0,375.0,0.052066825
376.0,376.0,0.046755433
377.0,377.0,0.04529802
378.0,378.0,0.03406103
379.0,379.0,0.27988756
380.0,380.0,6.9074496E-4
381.0,381.0,0.1925799
382.0,382.0,1.3757243E-5
383.0,383.0,1.790708E-6
384.0,384.0,0.21394269
385.0,385.0,0.5064781
386.0,386.0,0.0456712
387.0,387.0,0.025285361
388.0,388.0,0.040075056
389.0,389.0,3.537452E-5
390.0,390.0,1.6230858E-6
391.0,391.0,7.253329E-4
392.0,392.0,3.0510817E-5
393.0,393.0,0.21529289
394.0,394.0,7.99834E-7
395.0,395.0,9.740192E-5
396.0,396.0,0.02602492
397.0,397.0,0.04680691
398.0,398.0,0.018109294
399.0,399.0,0.032385934
400.0,400.0,0.03281436
401.0,401.0,1.0504285E-7
402.0,402.0,2.7472545E-6
403.0,403.0,0.03683658
404.0,404.0,0.07486248
405.0,405.0,4.2834868E-6
406.0,406.0,2.3871464E-6
407.0,407.0,1.6598734E-4
408.0,408.0,0.061322413
409.0,409.0,0.045957427
410.0,410.0,1.4731592E-4
411.0,411.0,0.10137129
412.0,412.0,0.03639663
413.0,413.0,8.425669E-5
414.0,414.0,0.0015406811
415.0,415.0,0.017963821
416.0,416.0,7.332376E-4
417.0,417.0,0.06823873
418.0,418.0,0.14944008
419.0,419.0,1.1061942E-5
420.0,420.0,0.0026433284
421.0,421.0,0.014457181
422.0,422.0,0.7708702
423.0,423.0,0.11565212
424.0,424.0,0.04152755
425.0,425.0,0.019539835
426.0,426.0,0.36472222
427.0,427.0,0.0074454085
428.0,428.0,0.009605839
429.0,429.0,2.964053E-7
430.0,430.0,0.019503955
431.0,431.0,0.043636754
432.0,432.0,6.7582856E-5
433.0,433.0,2.5243798E-4
434.0,434.0,6.687551E-5
435.0,435.0,0.034819838
436.0,436.0,0.01869315
437.0,437.0,0.008151886
438.0,438.0,0.23453294
439.0,439.0,0.064695016
440.0,440.0,0.07078832
441.0,441.0,0.045619514
442.0,442.0,3.7506095E-5
443.0,443.0,0.053931724
444.0,444.0,0.012071385
445.0,445.0,8.411311E-6
446.0,446.0,0.026531193
447.0,447.0,0.03926523
448.0,448.0,8.6729217E-4
449.0,449.0,0.027864512
450.0,450.0,0.0014542534
451.0,451.0,0.1360436
452.0,452.0,0.094970115
453.0,453.0,0.010673142
454.0,454.0,1.7031105E-5
455.0,455.0,0.03266634
456.0,456.0,0.03719881
457.0,457.0,0.76668215
458.0,458.0,4.4429594E-6
459.0,459.0,0.038606822
460.0,460.0,6.682127E-6
461.0,461.0,1.053375E-5
462.0,462.0,0.20152107
463.0,463.0,0.07374678
464.0,464.0,0.061354805
465.0,465.0,0.045203865
466.0,466.0,0.07242105
467.0,467.0,0.32789367
468.0,468.0,0.05497773
469.0,469.0,0.025990792
470.0,470.0,1.3229411E-4
471.0,471.0,6.033942E-4
472.0,472.0,0.025850704
473.0,473.0,0.060755223
474.0,474.0,9.769185E-7
475.0,475.0,0.0527182
476.0,476.0,1.6007012E-6
477.0,477.0,0.27364865
478.0,478.0,2.1131607E-6
479.0,479.0,0.04601079
480.0,480.0,0.2093589
481.0,481.0,2.9054201E-5
482.0,482.0,0.005062772
483.0,483.0,0.0986479
484.0,484.0,0.1065445
485.0,485.0,0.19376539
486.0,486.0,3.2612357E-7
487.0,487.0,2.0744116E-8
488.0,488.0,1.00935606E-4
489.0,489.0,5.4068416E-5
490.0,490.0,3.456133E-5
491.0,491.0,0.04217746
492.0,492.0,3.0898116E-7
493.0,493.0,2.0213137E-7
494.0,494.0,0.045717187
495.0,495.0,1.5453386E-4
496.0,496.0,8.794903E-8
497.0,497.0,8.274522E-6
498.0,498.0,0.02227866
499.0,499.0,1.2215917E-4
500.0,500.0,0.05392047
501.0,501.0,0.048815567
502.0,502.0,0.1476071
503.0,503.0,0.07644513
504.0,504.0,8.586601E-6
505.0,505.0,0.041304648
506.0,506.0,0.006853511
507.0,507.0,0.053099222
508.0,508.0,0.005609946
509.0,509.0,1.0388533E-5
510.0,510.0,5.0860207E-4
511.0,511.0,0.105895005
512.0,512.0,0.0017172095
513.0,513.0,0.03636296
514.0,514.0,0.64793223
515.0,515.0,0.0783813
516.0,516.0,0.038430605
517.0,517.0,0.003753338
518.0,518.0,0.08316952
519.0,519.0,0.0028515265
520.0,520.0,0.011687912
521.0,521.0,0.0047425316
522.0,522.0,1.1855755E-5
523.0,523.0,0.12060234
524.0,524.0,0.12453193
