Predictor variable,Categorical,Sample average
IPCCconcert,false,0.57174719784941
alt,false,528.3892857142857
current_2.5arcmin_PETDriestQuarter,false,141.4179641996111
current_2.5arcmin_PETWettestQuarter,false,89.18867882660457
current_2.5arcmin_climaticMoistureIndex,false,0.1679642854191895
wc2.0_bio_2.5m_1,false,18.397187052454267
wc2.0_bio_2.5m_12,false,1975.8285714285714
wc2.0_bio_2.5m_16,false,858.7857142857143
wc2.0_bio_2.5m_17,false,163.96785714285716
wc2.0_bio_2.5m_5,false,27.478556762422834
wc2.0_bio_2.5m_6,false,9.056915076848652
