X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,8.086749960428237E-5,14.636771897860076,0.45602263100239837
2.0,2.0,train,8.362865018267654E-5,15.031526321653157,0.4672144111446094
3.0,3.0,train,8.49427257673438E-5,15.270357119175772,0.47245959630065903
4.0,4.0,train,1.095052327829598E-4,19.39394009564986,0.5615282055202424
5.0,5.0,train,1.544138665168886E-4,34.58082653935896,0.6873199455554226
6.0,6.0,train,9.191433707002281E-5,16.515831799698184,0.49943547042763403
7.0,7.0,train,7.588576227827804E-5,13.801063873610943,0.4352320646158728
8.0,8.0,train,5.348106407390889E-5,10.25268024600425,0.3314582545046011
9.0,9.0,train,9.767396439389414E-5,17.501598283552518,0.5206780241123099
10.0,10.0,train,1.4670377177085204E-4,30.627709001532583,0.6686320394146731
12.0,12.0,train,9.780699851548725E-5,17.52626714675774,0.5211578763416034
13.0,13.0,train,1.4245595256312074E-4,28.769716119497403,0.6578630641667111
14.0,14.0,train,7.101563758890573E-5,12.848726180621558,0.4141394132768006
15.0,15.0,train,7.589891885167647E-5,13.803710360608253,0.435288005061665
16.0,16.0,train,1.6152344010501323E-4,39.505000455742305,0.7036169132902328
17.0,17.0,train,9.899917523643538E-5,17.750200691514436,0.5254366564838701
18.0,18.0,train,5.509549963123503E-5,10.516206857349582,0.33953519901819396
19.0,19.0,train,6.553616581042053E-5,12.016581370189929,0.38946443816478304
20.0,20.0,train,1.8201710087608754E-4,63.16442850958973,0.7459942224610502
21.0,21.0,train,2.0342930817575253E-4,83.89832452810326,0.7838126262843667
22.0,22.0,train,1.0919946085303447E-4,19.342690494842902,0.560517618109732
24.0,24.0,train,8.422674579515974E-5,15.139866232548453,0.4696081691238
25.0,25.0,train,1.349845822571048E-4,25.94069511345481,0.6380657184077396
26.0,26.0,train,1.5214548036802518E-4,33.4074179546818,0.6819339546401544
27.0,27.0,train,5.602816618437344E-5,10.643630106930864,0.34415673960165105
29.0,29.0,train,1.8477418502214356E-4,66.70094858791182,0.7512125157872158
30.0,30.0,train,4.5581686883840384E-5,9.150994006860321,0.29049121132264655
32.0,32.0,train,9.372305319454981E-5,16.8920637897673,0.5062058246441935
33.0,33.0,train,9.982609848581212E-5,17.873352718953637,0.528382046233112
34.0,34.0,train,1.1658411108949936E-4,20.885233356270845,0.5842854103250446
36.0,36.0,train,7.583838918199371E-5,13.791534623133476,0.4350305930032927
37.0,37.0,train,1.0150695005806237E-4,18.105548371288155,0.5343127903976629
38.0,38.0,train,1.7433141983941785E-4,52.797170717032266,0.7308625684323704
39.0,39.0,train,1.7482631754579489E-4,53.3583183000006,0.7318635251521299
40.0,40.0,train,7.993432082188093E-5,14.523767863365654,0.45218726481789573
