$method
[1] "niche identity test"

$null
[1] "niche models are identical"

$statistic
        D         I 
0.3432472 0.6136951 

$p.value
D I 
1 1 

$null.distribution
               D         I
  [1,] 0.8459030 0.9817791
  [2,] 0.8629921 0.9845717
  [3,] 0.8342839 0.9767612
  [4,] 0.8563658 0.9830752
  [5,] 0.8647411 0.9852868
  [6,] 0.8465998 0.9793704
  [7,] 0.8729356 0.9861921
  [8,] 0.8792892 0.9873605
  [9,] 0.8990441 0.9903579
 [10,] 0.8658781 0.9849720
 [11,] 0.8703958 0.9860006
 [12,] 0.8587692 0.9831015
 [13,] 0.8580208 0.9830070
 [14,] 0.8426118 0.9777109
 [15,] 0.8266485 0.9748148
 [16,] 0.8829369 0.9869889
 [17,] 0.8498540 0.9796897
 [18,] 0.8568378 0.9818498
 [19,] 0.8376915 0.9765399
 [20,] 0.8354996 0.9746976
 [21,] 0.8526884 0.9778324
 [22,] 0.8630650 0.9831557
 [23,] 0.8437665 0.9780311
 [24,] 0.8249598 0.9758052
 [25,] 0.8274445 0.9756790
 [26,] 0.8574006 0.9816010
 [27,] 0.8419140 0.9803692
 [28,] 0.8619045 0.9828503
 [29,] 0.8503521 0.9812992
 [30,] 0.8419538 0.9795930
 [31,] 0.8829249 0.9880366
 [32,] 0.8727902 0.9870608
 [33,] 0.8392182 0.9786651
 [34,] 0.8602352 0.9842160
 [35,] 0.8622878 0.9831108
 [36,] 0.8234791 0.9754542
 [37,] 0.8650570 0.9838245
 [38,] 0.8596597 0.9836137
 [39,] 0.8644549 0.9842783
 [40,] 0.8179440 0.9734933
 [41,] 0.8454572 0.9809182
 [42,] 0.8588696 0.9831224
 [43,] 0.8440310 0.9800371
 [44,] 0.8221931 0.9693669
 [45,] 0.8449728 0.9821006
 [46,] 0.8615881 0.9833994
 [47,] 0.8589609 0.9826520
 [48,] 0.8563738 0.9834615
 [49,] 0.8416662 0.9770100
 [50,] 0.8621045 0.9849832
 [51,] 0.8426914 0.9787086
 [52,] 0.8318922 0.9768886
 [53,] 0.8521337 0.9831505
 [54,] 0.8437197 0.9818267
 [55,] 0.8589972 0.9837205
 [56,] 0.8707029 0.9853465
 [57,] 0.8361457 0.9787052
 [58,] 0.8445898 0.9799370
 [59,] 0.8562512 0.9834044
 [60,] 0.8505050 0.9779152
 [61,] 0.8498896 0.9795454
 [62,] 0.8846692 0.9875538
 [63,] 0.8640316 0.9831858
 [64,] 0.8499510 0.9818556
 [65,] 0.8490316 0.9784859
 [66,] 0.8207255 0.9748437
 [67,] 0.8491395 0.9815193
 [68,] 0.8622063 0.9833840
 [69,] 0.8389760 0.9781875
 [70,] 0.8621235 0.9841354
 [71,] 0.8396298 0.9799047
 [72,] 0.8659055 0.9826819
 [73,] 0.8365904 0.9754358
 [74,] 0.8999006 0.9911543
 [75,] 0.8557019 0.9828413
 [76,] 0.8545791 0.9825179
 [77,] 0.8449745 0.9781317
 [78,] 0.8430977 0.9798632
 [79,] 0.8588692 0.9830648
 [80,] 0.8795625 0.9883909
 [81,] 0.8371220 0.9786614
 [82,] 0.8630438 0.9832147
 [83,] 0.8762856 0.9878886
 [84,] 0.8634252 0.9845281
 [85,] 0.8404262 0.9776611
 [86,] 0.8654558 0.9837118
 [87,] 0.8285333 0.9775763
 [88,] 0.8649274 0.9851404
 [89,] 0.8620800 0.9841098
 [90,] 0.8420664 0.9787924
 [91,] 0.8704342 0.9858309
 [92,] 0.8600132 0.9830750
 [93,] 0.8451126 0.9811586
 [94,] 0.8697176 0.9819754
 [95,] 0.8870205 0.9890708
 [96,] 0.8539942 0.9819679
 [97,] 0.8484435 0.9809542
 [98,] 0.8632795 0.9823377
 [99,] 0.8441628 0.9793484
[100,] 0.8514629 0.9810558

attr(,"class")
[1] "ntest"
