Predictor variable,Categorical,Sample average
IPCCconcert,false,0.579440791149194
alt,false,551.3151862464183
current_2.5arcmin_PETDriestQuarter,false,142.31180480694704
current_2.5arcmin_PETWettestQuarter,false,85.00584531308587
current_2.5arcmin_climaticMoistureIndex,false,0.19143266442704165
wc2.0_bio_2.5m_1,false,17.960237881515635
wc2.0_bio_2.5m_12,false,2026.4498567335243
wc2.0_bio_2.5m_16,false,861.4355300859598
wc2.0_bio_2.5m_17,false,183.15759312320918
wc2.0_bio_2.5m_5,false,27.092761624508395
wc2.0_bio_2.5m_6,false,8.466296444500244
