Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
5.9501E-11,0.000000006,0.00000031,1,0,0
6.17159E-11,0.000000012,0.000000321,0.999916632,0,0
8.12822E-11,0.000000028,0.000000423,0.999749896,0,0
2.14783E-10,0.000000113,0.000001119,0.999333055,0,0
3.11109E-10,0.000000265,0.00000162,0.998832847,0,0
4.72838E-10,0.000001005,0.000002463,0.997248854,0,0
7.63059E-10,0.000002543,0.000003974,0.995081284,0,0
1.47184E-9,0.000010026,0.000007666,0.989662359,0,0
2.98117E-9,0.000025043,0.000015527,0.983909962,0,0
4.45241E-9,0.000050178,0.00002319,0.978240934,0,0
7.28774E-9,0.000100728,0.000037957,0.970821175,0,0
1.77631E-8,0.000251296,0.000092513,0.959983326,0,0
3.3119E-8,0.000501726,0.000172483,0.951563151,0,0
6.83744E-8,0.00100243,0.000356059,0.943059608,0,0
1.37662E-7,0.002502928,0.000716747,0.93088787,0,0
2.20602E-7,0.005005036,0.00114833,0.918966236,0,0
4.05831E-7,0.010010994,0.002111508,0.905210504,0,0
7.13042E-7,0.025027478,0.003706936,0.882034181,0,0
1.16222E-6,0.050078968,0.006035072,0.859691538,0,0
1.78602E-6,0.100146467,0.009259202,0.831763235,0,0
2.60413E-6,0.20024709,0.013471842,0.793830763,0,0
3.22858E-6,0.300227787,0.016675196,0.765068779,0.00042735,0
3.86196E-6,0.400312367,0.019913741,0.741558983,0.00042735,0
4.37872E-6,0.500213984,0.022548146,0.72138391,0.000854701,0
4.95765E-6,0.600456599,0.025490982,0.703459775,0.000854701,0
5.46108E-6,0.700315651,0.028042892,0.687453105,0.001282051,0
5.77009E-6,0.750353957,0.029605971,0.680033347,0.001282051,0
6.09761E-6,0.800306146,0.031259922,0.673030429,0.001282051,0
6.68036E-6,0.900314054,0.034195769,0.66002501,0.001282051,0
7.33254E-6,1.000650811,0.037470866,0.648103376,0.002136752,0
7.83112E-6,1.100022913,0.039967123,0.637182159,0.002564103,0
8.43897E-6,1.200073015,0.043001723,0.626927887,0.002564103,0
8.94552E-6,1.300056085,0.045523304,0.617340559,0.003418803,0
9.51102E-6,1.400484142,0.048330445,0.608253439,0.003418803,0
9.98925E-6,1.500995979,0.050697935,0.599666528,0.003846154,0
1.10325E-5,1.750535616,0.055842365,0.579908295,0.004273504,0
1.21167E-5,2.000845827,0.061158658,0.561817424,0.006410256,0
1.30992E-5,2.251080173,0.065950801,0.545227178,0.007264957,0
1.41537E-5,2.500474136,0.071066904,0.529970821,0.007692308,0.003846154
1.52632E-5,2.75033631,0.076419581,0.515798249,0.008974359,0.003846154
1.63011E-5,3.000293027,0.081398598,0.502626094,0.009401709,0.003846154
1.74564E-5,3.251531584,0.086909659,0.490204252,0.011538462,0.003846154
1.8691E-5,3.501226383,0.092761918,0.478699458,0.013247863,0.003846154
2.01982E-5,3.751686724,0.099856009,0.467944977,0.015384615,0.011538462
2.1738E-5,4.001526614,0.107046447,0.458024177,0.018376068,0.011538462
2.31579E-5,4.250920514,0.113625693,0.448770321,0.019230769,0.011538462
2.46571E-5,4.501703725,0.12052027,0.440016674,0.020512821,0.015384615
2.62538E-5,4.75120796,0.127803821,0.431846603,0.021367521,0.015384615
2.77221E-5,5.001715859,0.134448415,0.424093372,0.022649573,0.015384615
2.92127E-5,5.252560696,0.14114245,0.416756982,0.022649573,0.015384615
3.12262E-5,5.501153856,0.150102418,0.4099208,0.024358974,0.019230769
3.36757E-5,5.752019794,0.160876456,0.403501459,0.026923077,0.019230769
3.59502E-5,6.001034793,0.17075837,0.397498958,0.028205128,0.019230769
3.80328E-5,6.25271792,0.17970454,0.391829929,0.030769231,0.023076923
4.01174E-5,6.502872394,0.188562805,0.386494373,0.032478632,0.023076923
4.21809E-5,6.750581251,0.197237211,0.381492288,0.034188034,0.026923077
4.49309E-5,7.003324984,0.208653255,0.37665694,0.035897436,0.026923077
4.69016E-5,7.251574211,0.2167341,0.372155065,0.038034188,0.026923077
4.98397E-5,7.503191437,0.228629368,0.367819925,0.041025641,0.026923077
5.28159E-5,7.755266978,0.240494354,0.36373489,0.042735043,0.026923077
5.53928E-5,8.003983391,0.250620107,0.359899958,0.044871795,0.030769231
5.90607E-5,8.250477151,0.264800241,0.356315131,0.047863248,0.046153846
6.1498E-5,8.503602697,0.274074023,0.352813672,0.050854701,0.05
6.39974E-5,8.754180445,0.283463097,0.34947895,0.052564103,0.05
6.66236E-5,9.002453143,0.293197245,0.346310963,0.055982906,0.057692308
6.91236E-5,9.253050504,0.30234109,0.343226344,0.058974359,0.061538462
7.18112E-5,9.500053733,0.312038714,0.340308462,0.061111111,0.061538462
7.55046E-5,9.75105994,0.325146589,0.337473947,0.064957265,0.065384615
7.78088E-5,10.004272259,0.333197163,0.334722801,0.068376068,0.065384615
8.0945E-5,10.2510401,0.344000809,0.332138391,0.06965812,0.065384615
8.35478E-5,10.506088944,0.352833901,0.329553981,0.070940171,0.069230769
8.58213E-5,10.751610563,0.360451833,0.327136307,0.072649573,0.069230769
8.80476E-5,11.003112422,0.367825118,0.324718633,0.072649573,0.069230769
9.03765E-5,11.252800967,0.37544697,0.322384327,0.073931624,0.069230769
9.33679E-5,11.500854042,0.38510219,0.320133389,0.074358974,0.076923077
9.50403E-5,11.755777631,0.390435167,0.317882451,0.077777778,0.076923077
9.73228E-5,12.006066713,0.397638765,0.315714881,0.08034188,0.076923077
9.94511E-5,12.25205861,0.404279251,0.313630679,0.082051282,0.084615385
1.01573E-4,12.503148267,0.410826572,0.311546478,0.084188034,0.088461538
1.03772E-4,12.759829402,0.417536828,0.309462276,0.086324786,0.088461538
1.05466E-4,13.000704525,0.422653351,0.30754481,0.088034188,0.088461538
1.07511E-4,13.256393677,0.428769423,0.305543977,0.091025641,0.092307692
1.09332E-4,13.506058358,0.434162204,0.303626511,0.093162393,0.096153846
1.1145E-4,13.75954176,0.440369736,0.301709045,0.094871795,0.1
1.13371E-4,14.007174227,0.445941902,0.299874948,0.097435897,0.103846154
1.15664E-4,14.258747785,0.452517502,0.29804085,0.10042735,0.111538462
1.17705E-4,14.50364131,0.458307226,0.296290121,0.102991453,0.119230769
1.18973E-4,14.751837466,0.461872184,0.294539391,0.106837607,0.119230769
1.20515E-4,15.003224835,0.466178357,0.292788662,0.10982906,0.126923077
1.22119E-4,15.25802154,0.470618696,0.291037932,0.111965812,0.130769231
1.23631E-4,15.503725208,0.474771404,0.289370571,0.115384615,0.134615385
1.25108E-4,15.752817344,0.478797502,0.28770321,0.117948718,0.134615385
1.26718E-4,16.004835636,0.483149913,0.286035848,0.120512821,0.134615385
1.27734E-4,16.259373319,0.485878059,0.284368487,0.124358974,0.134615385
1.28866E-4,16.503062519,0.488898442,0.282784494,0.126923077,0.138461538
1.29999E-4,16.762085381,0.491906406,0.281117132,0.128632479,0.138461538
1.3106E-4,17.010264572,0.494705196,0.279533139,0.132478632,0.138461538
1.32113E-4,17.260341298,0.497471393,0.277949145,0.135470085,0.138461538
1.33934E-4,17.512963232,0.502213279,0.276365152,0.138888889,0.142307692
1.35754E-4,17.755934549,0.506909451,0.274864527,0.141025641,0.142307692
1.36819E-4,18.001583343,0.50963728,0.273363902,0.144017094,0.146153846
1.38345E-4,18.2630147,0.513519425,0.271779908,0.146581197,0.15
1.3971E-4,18.513349734,0.516967394,0.270279283,0.149145299,0.153846154
1.40934E-4,18.752031622,0.520035098,0.268862026,0.150854701,0.153846154
