X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,8.950676114146151E-5,1.7982073053307572,0.13309988510564763
2.0,2.0,train,4.877614016515887E-4,16.083776168666315,0.5408375750790069
3.0,3.0,train,4.2153066651609154E-4,12.047761090420487,0.48965216340924955
4.0,4.0,train,2.3372748471612475E-4,4.11492001623879,0.31131652598125936
5.0,5.0,train,2.0754758802367515E-4,3.4338835378867527,0.28193603058804073
6.0,6.0,train,4.923059158265112E-4,16.657677172566373,0.5441553599015629
7.0,7.0,train,5.728304193035229E-4,23.006529706602635,0.5991232266682107
8.0,8.0,train,4.8047498452068795E-4,15.557077398162352,0.5354675553876953
9.0,9.0,train,5.727640472578451E-4,23.00284948113374,0.5990807659533133
11.0,11.0,train,3.1634852319375176E-4,6.6678150776968685,0.3963840046033259
12.0,12.0,train,4.313062031923827E-4,12.506751380490137,0.4975515273369375
13.0,13.0,train,4.801244748212965E-4,15.537510536435256,0.5352076556983236
14.0,14.0,train,7.350535309730637E-4,50.55454540879191,0.6905537056805471
15.0,15.0,train,6.477205986728971E-4,31.050734071803504,0.6442788435696224
16.0,16.0,train,4.6547450912555336E-4,14.56723971358572,0.5242137981005517
17.0,17.0,train,3.6286912984594827E-4,8.766345002023183,0.43957109326160937
18.0,18.0,train,3.0313927995147277E-4,6.065594466340178,0.3835254507285395
19.0,19.0,train,2.1910698904933223E-4,3.705841109961673,0.2950600637312816
20.0,20.0,train,2.66386931269174E-4,4.823880263976942,0.3462891997253156
22.0,22.0,train,6.281585686552912E-4,28.556165805857763,0.632999391594097
23.0,23.0,train,6.941380524878723E-4,38.023200078601064,0.6696753588913298
24.0,24.0,train,5.565830375040744E-4,21.50119004829182,0.5885938025958676
25.0,25.0,train,5.530894116171346E-4,21.03846795737175,0.5862938091978207
26.0,26.0,train,4.89067113382205E-4,16.2660228662218,0.5417932924535179
27.0,27.0,train,3.1152963864488996E-4,6.4544959291396635,0.3917244290899713
29.0,29.0,train,6.719479317753211E-4,34.27983482628664,0.6577689511922199
30.0,30.0,train,7.296334297767242E-4,48.84018952316929,0.6878656368260452
31.0,31.0,train,8.073682619796239E-4,69.7669074981364,0.7242795664806319
32.0,32.0,train,8.235589131971958E-4,73.32653777363346,0.7313119612886341
33.0,33.0,train,8.381589142977543E-4,76.56695839047516,0.7374995312775523
34.0,34.0,train,6.642525714630201E-4,33.3773619681657,0.6535404557944466
36.0,36.0,train,6.624559890847223E-4,33.193886561118426,0.6525457593563078
37.0,37.0,train,3.9764908664528966E-4,10.693664809273432,0.4698278044693647
38.0,38.0,train,3.7759164602894495E-4,9.76798947980224,0.4525841457983575
39.0,39.0,train,2.407507476357187E-4,4.251953420650087,0.31899182666078374
40.0,40.0,train,2.863954748823542E-4,5.480038178724556,0.366831757784138
41.0,41.0,train,3.057482752648432E-4,6.195763063411523,0.38608670627971975
42.0,42.0,train,5.849153137263207E-4,24.058412219043184,0.6067799170901393
44.0,44.0,train,5.920135534600763E-4,24.532182171628403,0.6112088309258854
46.0,46.0,train,6.442578211669164E-4,30.48497495900596,0.642307769490392
47.0,47.0,train,7.313478551014975E-4,49.375413582908145,0.6887184117522993
48.0,48.0,train,7.090881988779244E-4,43.4323531279618,0.6774626151370937
49.0,49.0,train,7.260160754862299E-4,47.76572575331711,0.6860586503305924
50.0,50.0,train,4.3400055618997594E-4,12.615896798172077,0.49970719064306734
52.0,52.0,train,7.546546135711119E-4,55.860769185354556,0.7000829657012049
53.0,53.0,train,7.052730738101829E-4,41.60315883139646,0.6754930075183032
54.0,54.0,train,7.675339853675238E-4,59.25202805383455,0.7061840743896293
55.0,55.0,train,8.528446445637764E-4,78.99733045679656,0.7435796903587262
56.0,56.0,train,8.890862486588595E-4,85.79367570456846,0.7579885723960809
57.0,57.0,train,8.496726704815042E-4,78.50752708865613,0.7422784729734475
58.0,58.0,train,6.228462809753539E-4,27.831267799203655,0.6298750488892615
59.0,59.0,train,6.54511730005273E-4,31.82175266677124,0.6481129920195521
60.0,60.0,train,6.833278447420437E-4,35.600417985860574,0.6639276534216793
61.0,61.0,train,6.119381797360258E-4,26.50552151617479,0.6233759815611518
62.0,62.0,train,5.402223211896869E-4,20.030605770019253,0.5777114467402724
63.0,63.0,train,4.976024341885719E-4,17.00546583905638,0.5479919156018627
64.0,64.0,train,5.088100232282457E-4,18.12487029111797,0.5560040604416265
65.0,65.0,train,5.25816819870804E-4,19.125733147672747,0.5678915441119197
66.0,66.0,train,5.614717218560692E-4,22.042036387062787,0.5917907694156844
67.0,67.0,train,6.877852809687222E-4,36.62181053612043,0.6663096573172683
