x,y,species median
1.0,1.0,0.020960245
2.0,2.0,0.02656235
3.0,3.0,0.032012355
4.0,4.0,0.7211863
5.0,5.0,0.04025038
6.0,6.0,0.6055506
7.0,7.0,0.05696594
8.0,8.0,0.7405704
9.0,9.0,0.10960498
10.0,10.0,0.08505242
11.0,11.0,0.7364958
12.0,12.0,0.08307692
13.0,13.0,0.22801241
14.0,14.0,0.38687405
15.0,15.0,0.08800611
16.0,16.0,0.34486476
17.0,17.0,0.16857873
18.0,18.0,0.11148014
19.0,19.0,0.0077316086
20.0,20.0,0.058339145
21.0,21.0,0.24367645
22.0,22.0,0.80036813
23.0,23.0,7.9084566E-5
24.0,24.0,0.06478597
25.0,25.0,0.06745987
26.0,26.0,0.12781774
27.0,27.0,0.029272417
28.0,28.0,0.13386336
29.0,29.0,0.044037584
30.0,30.0,0.6581175
31.0,31.0,0.4203145
32.0,32.0,0.014108982
33.0,33.0,0.0018460723
34.0,34.0,0.0043493276
35.0,35.0,0.024970284
36.0,36.0,0.041833732
37.0,37.0,0.09743278
38.0,38.0,0.05786091
39.0,39.0,4.796752E-4
40.0,40.0,2.122892E-4
41.0,41.0,0.020450981
42.0,42.0,0.041567575
43.0,43.0,0.10839106
44.0,44.0,0.24282154
45.0,45.0,0.82381153
46.0,46.0,0.10373215
47.0,47.0,0.041143045
48.0,48.0,0.023470066
49.0,49.0,0.0060734893
50.0,50.0,0.14222768
51.0,51.0,0.0032490934
52.0,52.0,0.025120098
53.0,53.0,0.015052037
54.0,54.0,0.27674994
55.0,55.0,0.4994769
56.0,56.0,0.030340346
57.0,57.0,0.08594227
58.0,58.0,0.27984232
59.0,59.0,0.73805463
60.0,60.0,7.918629E-5
61.0,61.0,0.018593065
62.0,62.0,0.03956086
63.0,63.0,0.030813633
64.0,64.0,0.08525871
65.0,65.0,0.01012825
66.0,66.0,0.085747786
67.0,67.0,0.008217591
68.0,68.0,0.39072853
69.0,69.0,0.6036233
70.0,70.0,0.02697801
71.0,71.0,0.67883503
72.0,72.0,0.70111376
