Predictor variable,Categorical,Sample average
IPCCconcert,false,0.5989632631170339
alt,false,517.6827586206897
current_2.5arcmin_PETDriestQuarter,false,140.67354022497418
current_2.5arcmin_PETWettestQuarter,false,93.29632182504939
current_2.5arcmin_climaticMoistureIndex,false,0.18271264388472183
wc2.0_bio_2.5m_1,false,19.05684417308062
wc2.0_bio_2.5m_12,false,2082.6528735632182
wc2.0_bio_2.5m_16,false,858.3103448275862
wc2.0_bio_2.5m_17,false,214.5632183908046
wc2.0_bio_2.5m_5,false,27.74449423647475
wc2.0_bio_2.5m_6,false,10.024572396244126
