x,y,species avg
1.0,1.0,6.055409E-5
2.0,2.0,0.008874334
3.0,3.0,0.0074002994
4.0,4.0,0.006127927
5.0,5.0,0.0023078823
6.0,6.0,0.011568738
7.0,7.0,3.490093E-5
8.0,8.0,0.007191026
9.0,9.0,0.018756606
10.0,10.0,2.4250225E-4
11.0,11.0,0.07100328
12.0,12.0,0.0779531
13.0,13.0,0.002414461
14.0,14.0,0.0074243224
15.0,15.0,6.821689E-5
16.0,16.0,0.007516509
17.0,17.0,0.64617425
18.0,18.0,0.024920886
19.0,19.0,0.021609
20.0,20.0,0.0060186684
21.0,21.0,0.0046887673
22.0,22.0,4.8015823E-4
23.0,23.0,0.61767584
24.0,24.0,0.006925778
25.0,25.0,2.2269966E-4
26.0,26.0,0.003531323
27.0,27.0,0.0045158453
28.0,28.0,0.003984213
29.0,29.0,1.3457771E-4
30.0,30.0,0.031353604
31.0,31.0,0.005791314
32.0,32.0,0.0015156984
33.0,33.0,0.44787973
34.0,34.0,0.0017870867
35.0,35.0,0.0066211848
36.0,36.0,5.883342E-4
37.0,37.0,0.0027080853
38.0,38.0,0.00783442
39.0,39.0,0.001458499
40.0,40.0,0.007966281
41.0,41.0,0.019371444
42.0,42.0,0.0012790663
43.0,43.0,0.4342129
44.0,44.0,0.0012855112
45.0,45.0,0.0074746977
46.0,46.0,0.014642999
47.0,47.0,0.012348233
48.0,48.0,4.335259E-6
49.0,49.0,0.75319165
50.0,50.0,0.012767297
51.0,51.0,7.783099E-4
52.0,52.0,0.0012853629
53.0,53.0,0.102682546
54.0,54.0,0.0016404815
55.0,55.0,4.1075633E-4
56.0,56.0,0.0016814749
57.0,57.0,0.71504337
58.0,58.0,0.7039627
59.0,59.0,0.058913637
60.0,60.0,0.0072534513
61.0,61.0,0.01140953
62.0,62.0,0.0035008662
63.0,63.0,0.0049105086
64.0,64.0,0.020754073
65.0,65.0,4.6215584E-5
66.0,66.0,0.0050674276
67.0,67.0,0.6508521
68.0,68.0,0.0010976259
69.0,69.0,0.011153224
70.0,70.0,0.6322065
71.0,71.0,0.0011735186
72.0,72.0,0.014328892
73.0,73.0,0.041970477
74.0,74.0,0.71748793
75.0,75.0,0.47090155
76.0,76.0,0.0058532837
77.0,77.0,3.1854512E-4
78.0,78.0,0.052069176
79.0,79.0,1.1881542E-4
80.0,80.0,0.34402797
81.0,81.0,0.0071601933
82.0,82.0,0.5324602
83.0,83.0,0.002091794
84.0,84.0,4.4127915E-4
85.0,85.0,0.0022202241
86.0,86.0,0.009586283
87.0,87.0,0.019651989
88.0,88.0,6.326777E-5
89.0,89.0,1.1354552E-5
90.0,90.0,9.924204E-5
91.0,91.0,0.0048899804
92.0,92.0,0.0081163375
93.0,93.0,0.56454736
94.0,94.0,0.0012808009
95.0,95.0,0.008314968
96.0,96.0,0.023606759
97.0,97.0,0.007222279
98.0,98.0,0.11359474
99.0,99.0,0.0024344407
100.0,100.0,0.0025187056
101.0,101.0,9.274959E-5
102.0,102.0,0.013109987
103.0,103.0,0.0068807867
104.0,104.0,0.6489679
105.0,105.0,1.7072107E-5
106.0,106.0,0.42683622
107.0,107.0,0.005435306
108.0,108.0,0.026443137
109.0,109.0,0.008391794
110.0,110.0,0.008078498
111.0,111.0,0.0030913488
112.0,112.0,8.10031E-4
113.0,113.0,0.0055546593
114.0,114.0,8.623995E-5
115.0,115.0,0.8617441
116.0,116.0,0.65943193
117.0,117.0,0.0011929093
118.0,118.0,0.0013091099
119.0,119.0,0.009253424
120.0,120.0,0.001878756
121.0,121.0,0.0064968932
122.0,122.0,0.0018866158
123.0,123.0,9.466733E-5
124.0,124.0,0.0023778994
125.0,125.0,0.004624958
126.0,126.0,0.015183447
127.0,127.0,0.28454998
128.0,128.0,0.0010231304
129.0,129.0,4.818805E-6
130.0,130.0,0.47969446
131.0,131.0,0.0031679927
132.0,132.0,0.0057492624
133.0,133.0,0.0066294675
134.0,134.0,0.008787735
135.0,135.0,1.9487533E-4
136.0,136.0,0.089132234
137.0,137.0,0.034987647
138.0,138.0,0.035070047
139.0,139.0,0.0011573875
140.0,140.0,0.007334124
141.0,141.0,0.0054106857
142.0,142.0,0.8007119
143.0,143.0,2.3665832E-4
144.0,144.0,0.5106329
145.0,145.0,0.036768977
146.0,146.0,0.3169901
147.0,147.0,0.67988545
148.0,148.0,0.009241483
149.0,149.0,0.6970667
150.0,150.0,0.0028759213
151.0,151.0,2.8628854E-6
152.0,152.0,9.408675E-5
153.0,153.0,9.226916E-4
154.0,154.0,0.02923274
155.0,155.0,5.7270064E-4
156.0,156.0,0.44258544
157.0,157.0,1.2214149E-4
158.0,158.0,0.006767788
159.0,159.0,0.012629269
160.0,160.0,1.1547562E-4
161.0,161.0,4.118253E-5
162.0,162.0,0.0020285188
163.0,163.0,0.010249101
164.0,164.0,0.5639943
165.0,165.0,2.656005E-6
166.0,166.0,0.0028729155
167.0,167.0,0.006672482
168.0,168.0,0.10480449
169.0,169.0,0.36363
170.0,170.0,0.0057249856
171.0,171.0,0.13981755
172.0,172.0,6.5472384E-4
173.0,173.0,0.00659763
174.0,174.0,0.0029187356
175.0,175.0,0.037500303
176.0,176.0,0.014331861
177.0,177.0,0.008609584
178.0,178.0,0.7196782
179.0,179.0,0.010291613
180.0,180.0,6.304787E-4
181.0,181.0,0.7659776
182.0,182.0,0.046283282
183.0,183.0,0.6422906
184.0,184.0,0.004303934
185.0,185.0,0.012437371
186.0,186.0,9.758614E-5
187.0,187.0,0.27877995
188.0,188.0,1.5534749E-4
189.0,189.0,8.673859E-5
190.0,190.0,3.2780234E-5
191.0,191.0,0.004759739
192.0,192.0,0.008223688
193.0,193.0,0.0036385397
194.0,194.0,0.019476984
195.0,195.0,0.43747202
196.0,196.0,0.0062083844
197.0,197.0,0.011262785
198.0,198.0,0.0027443501
199.0,199.0,0.0027763792
200.0,200.0,8.313145E-5
201.0,201.0,0.013585322
202.0,202.0,0.58400255
203.0,203.0,0.022151107
204.0,204.0,0.007956698
205.0,205.0,0.008340447
206.0,206.0,0.10176022
207.0,207.0,0.0030737242
208.0,208.0,0.0018503749
209.0,209.0,0.6793868
210.0,210.0,0.16795756
211.0,211.0,0.0072056223
212.0,212.0,0.013632675
213.0,213.0,0.014570239
214.0,214.0,0.4285591
215.0,215.0,1.5020963E-4
216.0,216.0,0.0072064954
217.0,217.0,0.8064328
218.0,218.0,0.0027663573
219.0,219.0,0.10793729
220.0,220.0,0.0036454622
221.0,221.0,0.30554757
222.0,222.0,1.1855609E-4
223.0,223.0,0.7650545
224.0,224.0,0.0040578684
225.0,225.0,1.05668754E-4
226.0,226.0,6.8980175E-5
227.0,227.0,0.008293437
228.0,228.0,0.00942934
229.0,229.0,1.1169208E-4
230.0,230.0,0.00346084
231.0,231.0,6.500679E-4
232.0,232.0,0.72536874
233.0,233.0,0.73683983
234.0,234.0,0.6865876
235.0,235.0,1.4773651E-4
236.0,236.0,0.0052559
237.0,237.0,2.263273E-5
238.0,238.0,0.07851393
239.0,239.0,4.3559587E-4
240.0,240.0,0.0015581032
241.0,241.0,7.180575E-4
242.0,242.0,0.021624025
243.0,243.0,2.9205214E-5
244.0,244.0,0.5033916
245.0,245.0,0.0061182696
246.0,246.0,0.6949115
247.0,247.0,2.1011949E-5
248.0,248.0,0.004176653
249.0,249.0,5.35777E-5
250.0,250.0,2.6080987E-5
