X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,9.984009877426084E-4,71.00201468683535,0.8923223363987368
2.0,2.0,train,0.0017102383285966531,87.7279200043047,0.9780187155255873
3.0,3.0,train,0.0016958978949444755,87.52246480740475,0.9773037015078456
4.0,4.0,train,3.4321700920707395E-4,34.14776956132483,0.5351883302052495
6.0,6.0,train,0.0016458545598089607,86.02286294975468,0.9746213644248762
7.0,7.0,train,5.101958013360644E-4,46.46962400008427,0.6798130026831333
8.0,8.0,train,0.002628220618798018,98.10176109719849,0.997167704607142
9.0,9.0,train,0.0019841238830783257,92.31451608577837,0.9880727121475429
10.0,10.0,train,5.115927964006408E-4,46.60949720517881,0.6808099019524703
11.0,11.0,train,0.0012014127867144549,74.5960739163079,0.9315582646964705
12.0,12.0,train,7.654111744210649E-4,65.1269891155191,0.8188694706028495
14.0,14.0,train,0.0015296687896943272,82.56258869946156,0.9671071426644752
15.0,15.0,train,0.001548439273318912,83.12662411857148,0.9684568519220828
16.0,16.0,train,6.251994803605972E-4,57.957532647943715,0.7523055317677682
17.0,17.0,train,7.06634297102263E-4,62.99633967976438,0.7934755847217917
18.0,18.0,train,1.3228409450665886E-4,15.688078923204673,0.2556785100144394
19.0,19.0,train,0.003061570761718491,98.94456686261329,0.998923439846963
20.0,20.0,train,3.0793684983319153E-4,31.511463013222777,0.49710366113522775
22.0,22.0,train,1.6778018527463648E-4,19.771810092913636,0.3123779763837472
23.0,23.0,train,5.261590198406841E-4,48.144076503278555,0.6910212895287995
25.0,25.0,train,5.872269363136167E-4,54.96408276155717,0.7303950746044698
27.0,27.0,train,0.002673477921522191,98.36909295657064,0.9974398523790556
28.0,28.0,train,5.452270667595234E-5,6.600543591022931,0.11459014318217065
29.0,29.0,train,2.5330566942567467E-4,27.665082125826988,0.4318810462618773
30.0,30.0,train,6.175316300552434E-4,57.421494950184105,0.7480294931891374
32.0,32.0,train,2.3233386347956008E-4,26.02522086645363,0.4046534229080402
33.0,33.0,train,0.0014631355503945671,80.26719231212729,0.9618406864540362
34.0,34.0,train,2.7537366927642734E-4,29.32867529661396,0.45918837438588744
35.0,35.0,train,2.0087068927776786E-4,23.083919993498743,0.3613380643987322
36.0,36.0,train,1.1285934976945766E-4,13.502852907021024,0.2226951428339108
37.0,37.0,train,7.948688358486651E-4,66.15195826940287,0.8303965517313007
39.0,39.0,train,6.731294521301366E-4,60.93185466834449,0.7774375882772776
41.0,41.0,train,1.1203480787924471E-4,13.408832975310009,0.22126317417749586
42.0,42.0,train,4.107150496754484E-4,38.45467511996944,0.6002000190071453
44.0,44.0,train,0.006842154017235914,100.0,0.9999997671649936
45.0,45.0,train,1.4713096404555441E-4,17.357001880131836,0.27994173608037465
46.0,46.0,train,4.343232095210446E-4,39.82477558577218,0.6207230580936598
48.0,48.0,train,0.0016660305584897527,86.8515886856643,0.9757389740626076
49.0,49.0,train,4.278693061884483E-4,39.29189634875541,0.6152195372257192
50.0,50.0,train,1.2376146873187822E-4,14.764472680282156,0.24138294824033402
51.0,51.0,train,0.002230856952612339,95.60711036071972,0.993123734790986
52.0,52.0,train,8.884172707164718E-4,68.55577762940496,0.8623594075510995
5.0,5.0,test,0.0013573656612690319,77.78434448067158,0.9516789374946667
13.0,13.0,test,8.091588761651875E-4,66.48758620809265,0.8357211845571626
21.0,21.0,test,6.293189130113645E-5,7.5054873943343985,0.13105501144657583
24.0,24.0,test,5.877704076281325E-4,55.06060623271834,0.7307219413407784
26.0,26.0,test,1.9877004999358877E-4,22.92507668912679,0.3583363401162133
31.0,31.0,test,4.887766120110452E-4,44.30840381165705,0.6641325026290623
38.0,38.0,test,1.448874964412407E-4,17.113361221168535,0.27632676347164786
40.0,40.0,test,4.501647976037583E-4,40.902484311988786,0.6339004314597787
43.0,43.0,test,7.654869790963954E-4,65.12820893333414,0.8189001170818083
47.0,47.0,test,2.4400829457947508E-4,26.88213674214714,0.419967428995079
