x,y,species median
1.0,1.0,0.004206123
2.0,2.0,0.65482813
3.0,3.0,3.6001102E-6
4.0,4.0,0.13157888
5.0,5.0,4.689073E-6
6.0,6.0,6.0706993E-6
7.0,7.0,4.6298376E-4
8.0,8.0,2.2981697E-4
9.0,9.0,0.071941584
10.0,10.0,0.015939433
11.0,11.0,0.021210445
12.0,12.0,8.217401E-5
13.0,13.0,8.9729304E-4
14.0,14.0,0.13465874
15.0,15.0,3.6893773E-4
16.0,16.0,0.04011654
17.0,17.0,0.016534146
18.0,18.0,1.9946352E-5
19.0,19.0,0.7489095
20.0,20.0,0.36092448
21.0,21.0,8.297414E-6
22.0,22.0,0.44741365
23.0,23.0,1.0075757E-5
24.0,24.0,0.40023512
25.0,25.0,0.040040296
26.0,26.0,0.013360752
27.0,27.0,6.793275E-6
28.0,28.0,0.010269882
29.0,29.0,5.268177E-6
30.0,30.0,0.07976466
31.0,31.0,0.0055883774
32.0,32.0,3.6541457E-4
33.0,33.0,0.9638456
34.0,34.0,0.012835987
35.0,35.0,0.021658124
36.0,36.0,0.22326893
37.0,37.0,4.453426E-8
38.0,38.0,0.043475937
39.0,39.0,0.008994927
40.0,40.0,2.3336946E-7
41.0,41.0,2.7282824E-4
42.0,42.0,0.009353545
43.0,43.0,5.084498E-4
44.0,44.0,3.947611E-7
45.0,45.0,4.1412738E-7
46.0,46.0,1.4419458E-6
47.0,47.0,2.9862838E-5
48.0,48.0,0.20451018
49.0,49.0,0.100178316
50.0,50.0,0.22387627
51.0,51.0,2.5135683E-4
52.0,52.0,9.984833E-9
53.0,53.0,0.047373272
54.0,54.0,4.2140984E-4
55.0,55.0,0.047806203
56.0,56.0,0.028887855
57.0,57.0,0.19993617
58.0,58.0,1.1752307E-5
59.0,59.0,0.16540655
60.0,60.0,0.027926203
61.0,61.0,0.018350864
62.0,62.0,0.026151251
63.0,63.0,0.030346813
64.0,64.0,0.9569398
65.0,65.0,0.15067475
66.0,66.0,0.10818926
67.0,67.0,0.99032
68.0,68.0,0.03588814
69.0,69.0,0.028870916
70.0,70.0,0.41301593
71.0,71.0,0.002912374
72.0,72.0,0.017837074
73.0,73.0,0.19108061
74.0,74.0,5.862243E-8
75.0,75.0,0.052090164
76.0,76.0,9.006594E-5
77.0,77.0,0.62574726
78.0,78.0,0.4221157
79.0,79.0,0.30319923
80.0,80.0,0.068009496
81.0,81.0,0.011044812
82.0,82.0,0.00936612
83.0,83.0,0.38559207
84.0,84.0,0.22711565
85.0,85.0,0.015459795
86.0,86.0,0.02837065
87.0,87.0,0.8312269
88.0,88.0,0.0031071107
89.0,89.0,0.0850493
90.0,90.0,0.01672564
91.0,91.0,0.49550784
92.0,92.0,1.0121459E-5
93.0,93.0,0.059290178
94.0,94.0,0.017496653
95.0,95.0,0.13495606
96.0,96.0,0.036489297
97.0,97.0,0.036297485
98.0,98.0,3.1180335E-7
99.0,99.0,0.024027536
100.0,100.0,2.4472762E-5
101.0,101.0,0.38544407
102.0,102.0,0.010532117
103.0,103.0,0.009009018
104.0,104.0,6.573439E-6
105.0,105.0,0.6033745
106.0,106.0,2.509379E-4
107.0,107.0,0.04603021
108.0,108.0,0.0086452905
109.0,109.0,0.5363639
110.0,110.0,1.9790763E-5
111.0,111.0,0.0077950964
112.0,112.0,0.53265095
113.0,113.0,0.24209192
114.0,114.0,0.001782759
115.0,115.0,0.02141571
116.0,116.0,1.9906199E-7
117.0,117.0,1.729591E-6
118.0,118.0,0.016318632
119.0,119.0,8.0466025E-6
120.0,120.0,0.19796827
121.0,121.0,0.14682658
122.0,122.0,4.190129E-8
123.0,123.0,0.3162869
124.0,124.0,2.1325607E-6
125.0,125.0,0.0037509818
126.0,126.0,0.0034748884
127.0,127.0,0.014052659
128.0,128.0,1.2626161E-7
129.0,129.0,0.0051302854
130.0,130.0,0.759987
131.0,131.0,0.009183542
132.0,132.0,0.0031952998
133.0,133.0,0.96306765
134.0,134.0,2.14175E-4
135.0,135.0,8.213538E-9
136.0,136.0,0.5945634
137.0,137.0,0.009795501
138.0,138.0,0.0015629232
139.0,139.0,0.48349702
140.0,140.0,0.6629099
141.0,141.0,0.7504146
142.0,142.0,7.9084845E-7
143.0,143.0,0.6476823
144.0,144.0,0.062469214
145.0,145.0,0.011717456
146.0,146.0,1.8492035E-7
147.0,147.0,9.0401573E-4
148.0,148.0,0.067764446
149.0,149.0,0.045157474
150.0,150.0,0.69187033
151.0,151.0,0.76759887
152.0,152.0,0.0028215188
153.0,153.0,0.0057611456
154.0,154.0,0.7821139
155.0,155.0,0.7602639
156.0,156.0,0.33270645
157.0,157.0,3.1938678E-5
158.0,158.0,0.046211723
159.0,159.0,0.03505051
160.0,160.0,0.017826257
161.0,161.0,9.01166E-4
162.0,162.0,0.08778429
163.0,163.0,0.0050036544
164.0,164.0,1.7943707E-5
165.0,165.0,0.46609935
166.0,166.0,1.98052E-5
167.0,167.0,2.3328646E-7
168.0,168.0,0.016071128
169.0,169.0,0.08980614
170.0,170.0,0.37292102
171.0,171.0,5.94634E-4
172.0,172.0,0.19955853
173.0,173.0,0.09839391
174.0,174.0,1.4827855E-8
175.0,175.0,0.04092879
176.0,176.0,0.40940878
177.0,177.0,0.3391718
178.0,178.0,2.2621258E-7
179.0,179.0,9.300371E-7
180.0,180.0,0.7079961
181.0,181.0,0.055703565
182.0,182.0,1.5810938E-6
183.0,183.0,0.04891321
184.0,184.0,0.028417043
185.0,185.0,0.021275667
186.0,186.0,0.25169894
187.0,187.0,0.047091793
188.0,188.0,0.010793735
189.0,189.0,0.717163
190.0,190.0,4.2333728E-9
191.0,191.0,2.612697E-4
192.0,192.0,0.057202205
193.0,193.0,0.022983031
194.0,194.0,0.4256917
195.0,195.0,0.007732648
196.0,196.0,1.8930409E-4
197.0,197.0,0.013167004
198.0,198.0,0.0105142975
199.0,199.0,5.4463893E-5
200.0,200.0,0.79610646
201.0,201.0,0.84006757
202.0,202.0,7.385973E-4
203.0,203.0,0.015916647
204.0,204.0,1.276448E-7
205.0,205.0,0.014222245
206.0,206.0,0.0021628758
207.0,207.0,0.030570744
208.0,208.0,0.0025212143
209.0,209.0,0.045370944
210.0,210.0,0.03450236
211.0,211.0,0.037507396
212.0,212.0,0.166563
213.0,213.0,0.019535955
214.0,214.0,0.0330062
215.0,215.0,5.784751E-7
216.0,216.0,2.5928002E-6
217.0,217.0,1.7130664E-7
218.0,218.0,0.3522257
219.0,219.0,0.007958996
220.0,220.0,0.02051338
221.0,221.0,5.3497126E-7
222.0,222.0,0.8605428
223.0,223.0,0.009052072
224.0,224.0,0.010121167
225.0,225.0,3.7773236E-6
226.0,226.0,8.913882E-7
227.0,227.0,0.20456715
228.0,228.0,0.018012581
229.0,229.0,1.8541991E-6
230.0,230.0,0.0058978014
231.0,231.0,0.0200587
232.0,232.0,0.003949169
233.0,233.0,0.02477829
234.0,234.0,0.0010293971
235.0,235.0,0.018899385
236.0,236.0,0.09794511
237.0,237.0,0.0019179791
238.0,238.0,0.084871456
239.0,239.0,3.8757667E-4
240.0,240.0,0.79746675
241.0,241.0,0.035661276
242.0,242.0,0.19407639
243.0,243.0,2.9312843E-5
244.0,244.0,1.7493236E-5
245.0,245.0,1.9287428E-7
246.0,246.0,2.248582E-6
247.0,247.0,0.30371648
248.0,248.0,0.04134457
249.0,249.0,0.119638115
250.0,250.0,5.7558772E-8
251.0,251.0,0.19587913
252.0,252.0,0.27228928
253.0,253.0,0.60178584
254.0,254.0,0.009482294
255.0,255.0,0.15232725
256.0,256.0,6.184737E-5
257.0,257.0,0.027328374
258.0,258.0,0.83305967
259.0,259.0,1.0039847E-6
260.0,260.0,0.222099
261.0,261.0,0.016270898
262.0,262.0,0.5359865
263.0,263.0,0.0017607491
264.0,264.0,6.575171E-8
265.0,265.0,0.9509295
266.0,266.0,0.0065311426
267.0,267.0,0.25589663
268.0,268.0,0.07219618
269.0,269.0,0.12282907
270.0,270.0,0.02225131
271.0,271.0,0.7292317
272.0,272.0,0.016651675
273.0,273.0,0.17223145
274.0,274.0,0.3440581
275.0,275.0,0.13977712
276.0,276.0,0.003325258
277.0,277.0,0.63505894
278.0,278.0,0.018773971
279.0,279.0,5.7163555E-7
280.0,280.0,0.14936689
281.0,281.0,0.031777553
282.0,282.0,0.086994015
283.0,283.0,0.5937968
284.0,284.0,3.420628E-4
285.0,285.0,0.1861772
286.0,286.0,3.047355E-7
287.0,287.0,0.17501603
288.0,288.0,0.022435572
289.0,289.0,0.31861246
290.0,290.0,4.2096077E-4
291.0,291.0,0.004816006
292.0,292.0,0.04423413
293.0,293.0,2.0014568E-6
294.0,294.0,1.15920244E-7
295.0,295.0,0.09432214
296.0,296.0,0.044949096
297.0,297.0,0.17254475
298.0,298.0,0.0016394678
299.0,299.0,0.021228965
300.0,300.0,0.051092383
301.0,301.0,2.6561686E-6
302.0,302.0,0.05532356
303.0,303.0,0.008366414
304.0,304.0,0.7477055
305.0,305.0,0.0012083931
306.0,306.0,1.0040334E-6
307.0,307.0,0.09588012
308.0,308.0,1.8521301E-5
309.0,309.0,0.07248378
310.0,310.0,0.0307148
311.0,311.0,0.004637966
312.0,312.0,0.009861797
313.0,313.0,0.0054740086
314.0,314.0,0.11182793
315.0,315.0,4.3281156E-7
316.0,316.0,0.007923553
317.0,317.0,2.4444942E-6
318.0,318.0,0.7691921
319.0,319.0,0.2706826
320.0,320.0,0.014826497
321.0,321.0,0.008243674
322.0,322.0,4.5045522E-7
323.0,323.0,0.040483437
324.0,324.0,4.5512927E-8
325.0,325.0,0.042796444
326.0,326.0,0.024448574
327.0,327.0,0.020514395
328.0,328.0,1.3277162E-5
329.0,329.0,0.36993706
330.0,330.0,1.6668204E-5
331.0,331.0,0.033591542
332.0,332.0,0.027913284
333.0,333.0,0.2903452
334.0,334.0,0.34994704
335.0,335.0,0.23386765
336.0,336.0,0.0028627608
337.0,337.0,0.04261232
338.0,338.0,0.019464536
339.0,339.0,0.31230038
340.0,340.0,0.06722331
341.0,341.0,0.0128827095
342.0,342.0,0.77690345
343.0,343.0,2.475097E-5
344.0,344.0,1.2721632E-4
345.0,345.0,0.032133963
346.0,346.0,4.6831096E-4
347.0,347.0,2.4547885E-6
348.0,348.0,0.020179477
349.0,349.0,0.015325937
350.0,350.0,2.7793387E-6
351.0,351.0,0.93343735
352.0,352.0,0.40273416
353.0,353.0,0.17084472
354.0,354.0,0.6239939
355.0,355.0,0.08354605
356.0,356.0,0.0020367783
357.0,357.0,0.004154662
358.0,358.0,0.006322096
359.0,359.0,2.607195E-4
360.0,360.0,6.996796E-5
361.0,361.0,7.770395E-6
362.0,362.0,0.04956744
363.0,363.0,1.3293857E-6
364.0,364.0,6.7896856E-4
365.0,365.0,0.119730435
366.0,366.0,0.014630539
367.0,367.0,0.015778821
368.0,368.0,0.28810605
369.0,369.0,0.006227517
370.0,370.0,0.027176363
371.0,371.0,0.067683466
372.0,372.0,0.3960383
373.0,373.0,0.72114676
374.0,374.0,0.66178745
375.0,375.0,6.202638E-5
376.0,376.0,0.017817635
377.0,377.0,2.1964848E-5
378.0,378.0,1.5118558E-4
379.0,379.0,0.4654849
380.0,380.0,9.281625E-9
381.0,381.0,3.852904E-6
382.0,382.0,0.5281939
383.0,383.0,0.019352015
384.0,384.0,0.18643565
385.0,385.0,0.051970467
386.0,386.0,0.02919263
387.0,387.0,0.037107613
388.0,388.0,0.6786015
389.0,389.0,0.0024535614
390.0,390.0,0.14409396
391.0,391.0,0.02197069
392.0,392.0,0.023530938
393.0,393.0,0.007984969
394.0,394.0,0.02286883
395.0,395.0,4.8987886E-6
396.0,396.0,0.0068101725
397.0,397.0,9.705121E-4
398.0,398.0,0.55973274
399.0,399.0,0.22065388
400.0,400.0,0.011474841
401.0,401.0,0.009670162
402.0,402.0,0.0063169124
403.0,403.0,0.9776692
404.0,404.0,2.5593883E-5
405.0,405.0,0.009215583
406.0,406.0,0.6046766
407.0,407.0,0.025170682
408.0,408.0,0.03875401
409.0,409.0,9.064965E-4
410.0,410.0,0.8590012
411.0,411.0,0.92282546
412.0,412.0,8.7085733E-4
413.0,413.0,3.865052E-4
414.0,414.0,0.26427644
415.0,415.0,3.219681E-5
416.0,416.0,0.1562371
417.0,417.0,0.014345595
418.0,418.0,0.023457002
419.0,419.0,0.20756742
420.0,420.0,0.58051753
421.0,421.0,0.0946913
422.0,422.0,3.3593315E-6
423.0,423.0,0.13740619
424.0,424.0,0.005663165
425.0,425.0,0.16153532
426.0,426.0,0.08844684
427.0,427.0,0.016861025
428.0,428.0,0.028614108
429.0,429.0,1.2471571E-7
430.0,430.0,7.824566E-4
431.0,431.0,0.0020775823
432.0,432.0,0.013998467
433.0,433.0,0.18338828
434.0,434.0,8.707639E-8
435.0,435.0,0.05884885
436.0,436.0,0.039436225
437.0,437.0,0.006804578
438.0,438.0,0.6468842
439.0,439.0,0.35931543
440.0,440.0,0.12177489
441.0,441.0,0.01373634
442.0,442.0,0.28466508
443.0,443.0,0.0069276583
444.0,444.0,0.012202146
445.0,445.0,0.4637312
446.0,446.0,0.16635776
447.0,447.0,0.15188563
448.0,448.0,0.015409403
449.0,449.0,0.0075199953
450.0,450.0,1.2408878E-5
451.0,451.0,0.020186633
452.0,452.0,0.06919966
453.0,453.0,1.8209363E-4
454.0,454.0,4.4788895E-4
455.0,455.0,0.30377787
456.0,456.0,0.037475094
457.0,457.0,0.22170405
458.0,458.0,0.45916623
459.0,459.0,0.4371105
460.0,460.0,0.030552777
461.0,461.0,0.04627326
462.0,462.0,0.19609725
463.0,463.0,8.131373E-6
464.0,464.0,2.3831068E-4
465.0,465.0,0.069360055
466.0,466.0,4.5785337E-6
467.0,467.0,0.87122434
468.0,468.0,0.03128796
469.0,469.0,1.2667238E-4
470.0,470.0,0.16770415
