$method
[1] "niche identity test"

$null
[1] "niche models are identical"

$statistic
        D         I 
0.3482220 0.6177043 

$p.value
D I 
1 1 

$null.distribution
               D         I
  [1,] 0.8783899 0.9865257
  [2,] 0.8670909 0.9852053
  [3,] 0.8716307 0.9862984
  [4,] 0.8741231 0.9846988
  [5,] 0.8527210 0.9815633
  [6,] 0.8738753 0.9844332
  [7,] 0.8518755 0.9802510
  [8,] 0.8702236 0.9865432
  [9,] 0.9075127 0.9914489
 [10,] 0.8420500 0.9772786
 [11,] 0.8637256 0.9831448
 [12,] 0.8681146 0.9846477
 [13,] 0.8694493 0.9830483
 [14,] 0.8679640 0.9845273
 [15,] 0.8443957 0.9777292
 [16,] 0.8441467 0.9794194
 [17,] 0.8615482 0.9832955
 [18,] 0.8675941 0.9837739
 [19,] 0.8217353 0.9719360
 [20,] 0.8390918 0.9763843
 [21,] 0.8654048 0.9844402
 [22,] 0.8384851 0.9783116
 [23,] 0.8501445 0.9822217
 [24,] 0.8785656 0.9881111
 [25,] 0.8503643 0.9812682
 [26,] 0.8851896 0.9877646
 [27,] 0.8907825 0.9885138
 [28,] 0.8412141 0.9803355
 [29,] 0.8540163 0.9832630
 [30,] 0.8423752 0.9787470
 [31,] 0.8541600 0.9814040
 [32,] 0.8390737 0.9785298
 [33,] 0.8584816 0.9832818
 [34,] 0.8604814 0.9849618
 [35,] 0.8547936 0.9802266
 [36,] 0.8387906 0.9793096
 [37,] 0.8684761 0.9843013
 [38,] 0.8737651 0.9868983
 [39,] 0.8610840 0.9825614
 [40,] 0.8438653 0.9785339
 [41,] 0.8666029 0.9843023
 [42,] 0.8349144 0.9778757
 [43,] 0.8219822 0.9750486
 [44,] 0.8712348 0.9839701
 [45,] 0.8702076 0.9867125
 [46,] 0.8541604 0.9823547
 [47,] 0.8802035 0.9841059
 [48,] 0.8583038 0.9822444
 [49,] 0.8533993 0.9810551
 [50,] 0.8614822 0.9837909
 [51,] 0.8653190 0.9845820
 [52,] 0.8407246 0.9778103
 [53,] 0.8675968 0.9840421
 [54,] 0.8370692 0.9775861
 [55,] 0.8542969 0.9824303
 [56,] 0.8647666 0.9849743
 [57,] 0.8633918 0.9837338
 [58,] 0.8807681 0.9869152
 [59,] 0.8494045 0.9813696
 [60,] 0.8868576 0.9881651
 [61,] 0.8588934 0.9839786
 [62,] 0.8730876 0.9855540
 [63,] 0.8636858 0.9852965
 [64,] 0.8573871 0.9830084
 [65,] 0.8472413 0.9783604
 [66,] 0.8540610 0.9824385
 [67,] 0.8557381 0.9825529
 [68,] 0.8476538 0.9778447
 [69,] 0.8571613 0.9827932
 [70,] 0.8340248 0.9764953
 [71,] 0.8663660 0.9829035
 [72,] 0.8473634 0.9796153
 [73,] 0.8502067 0.9805254
 [74,] 0.8545692 0.9816028
 [75,] 0.8474999 0.9803032
 [76,] 0.8285828 0.9781592
 [77,] 0.8708085 0.9850052
 [78,] 0.8239089 0.9746345
 [79,] 0.8844941 0.9878462
 [80,] 0.8688430 0.9855105
 [81,] 0.8434500 0.9778923
 [82,] 0.8486162 0.9804653
 [83,] 0.8713800 0.9871360
 [84,] 0.8463840 0.9805017
 [85,] 0.8503968 0.9798967
 [86,] 0.8080120 0.9711944
 [87,] 0.8661324 0.9816056
 [88,] 0.8800001 0.9868677
 [89,] 0.8705401 0.9856199
 [90,] 0.8742844 0.9861875
 [91,] 0.8800341 0.9854544
 [92,] 0.8688855 0.9854158
 [93,] 0.8557243 0.9829353
 [94,] 0.8432135 0.9800969
 [95,] 0.8553353 0.9809295
 [96,] 0.8849821 0.9876174
 [97,] 0.8656173 0.9838525
 [98,] 0.8605342 0.9817737
 [99,] 0.8214640 0.9723401
[100,] 0.8367244 0.9776858

attr(,"class")
[1] "ntest"
