x,y,species min
1.0,1.0,0.35359403
2.0,2.0,0.081939384
3.0,3.0,0.034517337
4.0,4.0,0.022901054
5.0,5.0,0.5868158
6.0,6.0,0.024944428
7.0,7.0,0.018315975
8.0,8.0,4.4985462E-4
9.0,9.0,0.041675624
10.0,10.0,6.8169896E-4
11.0,11.0,0.0021921836
12.0,12.0,0.17032109
13.0,13.0,0.10795915
14.0,14.0,0.003339943
15.0,15.0,8.155765E-5
16.0,16.0,0.101255536
17.0,17.0,8.2250655E-5
18.0,18.0,7.9708145E-5
19.0,19.0,0.23226924
20.0,20.0,0.8005948
21.0,21.0,0.45607972
22.0,22.0,0.524886
23.0,23.0,0.004996735
24.0,24.0,0.13107204
25.0,25.0,0.020630665
26.0,26.0,0.0015175479
27.0,27.0,0.06687221
28.0,28.0,0.06959057
29.0,29.0,0.57520884
30.0,30.0,0.016429884
31.0,31.0,6.6092584E-6
32.0,32.0,0.80886084
33.0,33.0,0.005311311
34.0,34.0,0.05576886
35.0,35.0,0.014139762
36.0,36.0,0.0050648027
37.0,37.0,0.08885378
38.0,38.0,0.0018886694
39.0,39.0,0.0016600875
40.0,40.0,0.0037267385
41.0,41.0,0.048068933
42.0,42.0,0.029546022
43.0,43.0,0.26151147
44.0,44.0,0.0030368106
45.0,45.0,0.01311302
46.0,46.0,0.0026644715
47.0,47.0,0.030676598
48.0,48.0,0.019353202
49.0,49.0,0.058688957
50.0,50.0,0.01941232
51.0,51.0,0.16435736
52.0,52.0,0.17149545
53.0,53.0,0.006101813
54.0,54.0,7.94827E-6
55.0,55.0,4.883553E-4
56.0,56.0,0.012920764
57.0,57.0,1.0165284E-5
58.0,58.0,0.0049447594
59.0,59.0,0.06414517
60.0,60.0,0.101427406
61.0,61.0,5.2576495E-5
62.0,62.0,0.028261343
63.0,63.0,0.014037918
64.0,64.0,9.843805E-4
65.0,65.0,0.7357908
66.0,66.0,0.09375634
67.0,67.0,0.014208592
68.0,68.0,3.511732E-6
69.0,69.0,8.516564E-4
70.0,70.0,0.013103287
71.0,71.0,0.055000756
72.0,72.0,6.2518887E-4
73.0,73.0,0.10708492
74.0,74.0,0.36319706
75.0,75.0,1.869643E-5
76.0,76.0,0.00594805
77.0,77.0,0.01632581
78.0,78.0,0.070505604
79.0,79.0,0.0014404311
80.0,80.0,0.61660403
81.0,81.0,0.19321585
82.0,82.0,0.15063445
83.0,83.0,0.055388946
84.0,84.0,0.58621454
85.0,85.0,0.23624445
86.0,86.0,0.13386025
87.0,87.0,0.027229376
88.0,88.0,0.041478254
89.0,89.0,0.007031545
90.0,90.0,0.6329656
91.0,91.0,0.38684505
92.0,92.0,0.090065785
93.0,93.0,0.08839524
94.0,94.0,0.6744221
95.0,95.0,0.106382415
96.0,96.0,0.33936793
97.0,97.0,0.46164542
98.0,98.0,0.059960198
99.0,99.0,0.06008055
100.0,100.0,0.0108297365
101.0,101.0,0.44623166
102.0,102.0,0.74425316
103.0,103.0,0.012092374
104.0,104.0,0.016733203
105.0,105.0,0.2671938
106.0,106.0,0.10533141
107.0,107.0,0.060033537
108.0,108.0,0.07172189
109.0,109.0,0.032934073
110.0,110.0,0.36595714
111.0,111.0,0.17735907
112.0,112.0,0.038650557
113.0,113.0,0.1703406
114.0,114.0,3.487994E-5
115.0,115.0,0.83616966
116.0,116.0,0.052199453
117.0,117.0,0.6474417
118.0,118.0,0.25809434
119.0,119.0,0.04385522
120.0,120.0,0.35307765
121.0,121.0,0.03444948
122.0,122.0,0.025125898
123.0,123.0,7.011187E-7
124.0,124.0,0.018770514
125.0,125.0,0.12638842
126.0,126.0,0.16458493
127.0,127.0,0.13938917
128.0,128.0,1.0718863E-5
129.0,129.0,0.11468049
130.0,130.0,9.46283E-4
131.0,131.0,0.006539625
132.0,132.0,0.0822099
133.0,133.0,0.0017245268
134.0,134.0,0.582006
135.0,135.0,2.5854917E-5
136.0,136.0,0.45753354
137.0,137.0,0.4572335
138.0,138.0,0.7854062
139.0,139.0,0.0047766375
140.0,140.0,0.010694651
141.0,141.0,0.057434432
142.0,142.0,0.7751265
143.0,143.0,0.0077382373
144.0,144.0,0.012405758
145.0,145.0,0.026106684
146.0,146.0,0.021510882
147.0,147.0,0.6896807
148.0,148.0,0.59177387
149.0,149.0,1.4950863E-5
150.0,150.0,0.5879246
151.0,151.0,0.015374347
152.0,152.0,0.017738726
153.0,153.0,0.7144332
154.0,154.0,0.012650397
155.0,155.0,0.0559181
156.0,156.0,0.12980033
157.0,157.0,0.019929787
158.0,158.0,0.017599586
159.0,159.0,0.011019837
160.0,160.0,0.21689853
161.0,161.0,0.014396304
162.0,162.0,0.055852227
163.0,163.0,4.0260448E-7
164.0,164.0,0.24634223
165.0,165.0,0.008336758
166.0,166.0,0.0058596525
167.0,167.0,0.0056087384
168.0,168.0,0.004982244
169.0,169.0,0.13931918
170.0,170.0,0.03278036
171.0,171.0,0.7551657
172.0,172.0,0.0134921735
173.0,173.0,0.1148637
174.0,174.0,0.070380196
175.0,175.0,0.019985253
176.0,176.0,0.087091595
177.0,177.0,0.32755378
178.0,178.0,0.023034647
179.0,179.0,2.4641311E-5
180.0,180.0,0.2095283
181.0,181.0,0.16617393
182.0,182.0,0.02526596
183.0,183.0,0.08706676
184.0,184.0,0.076372
185.0,185.0,0.00777857
186.0,186.0,0.0033931315
187.0,187.0,0.006998552
188.0,188.0,0.0030702325
189.0,189.0,0.059186213
190.0,190.0,0.03622122
191.0,191.0,0.024903983
192.0,192.0,0.025727687
193.0,193.0,0.12168223
194.0,194.0,0.019694775
195.0,195.0,0.01931491
196.0,196.0,0.07265274
197.0,197.0,2.0592564E-4
198.0,198.0,0.08594558
199.0,199.0,0.71183544
200.0,200.0,0.055380598
201.0,201.0,0.035778064
202.0,202.0,0.0028840965
203.0,203.0,0.019784018
204.0,204.0,0.033273492
205.0,205.0,0.0014323109
206.0,206.0,0.3372303
207.0,207.0,0.5466558
208.0,208.0,1.6208098E-5
209.0,209.0,0.0052406085
210.0,210.0,2.6500351E-5
211.0,211.0,0.07542152
212.0,212.0,0.01078186
213.0,213.0,0.05776709
214.0,214.0,0.010669697
215.0,215.0,0.082504466
216.0,216.0,0.026395373
217.0,217.0,0.15703769
218.0,218.0,0.41720933
219.0,219.0,0.065439075
220.0,220.0,0.0025814124
221.0,221.0,0.042352643
222.0,222.0,0.16742037
223.0,223.0,0.004720415
224.0,224.0,0.09830862
225.0,225.0,0.0780149
226.0,226.0,0.07109696
227.0,227.0,0.013780088
228.0,228.0,0.006052746
229.0,229.0,0.0073484066
230.0,230.0,0.026786122
231.0,231.0,0.100859
232.0,232.0,8.4174E-6
233.0,233.0,0.014028188
234.0,234.0,0.008656258
235.0,235.0,0.6586162
236.0,236.0,0.001953323
237.0,237.0,0.007814345
238.0,238.0,0.05609083
239.0,239.0,6.6060544E-4
240.0,240.0,0.6973678
241.0,241.0,0.047556344
242.0,242.0,0.07963417
243.0,243.0,0.012463264
244.0,244.0,0.14847112
245.0,245.0,7.845396E-6
246.0,246.0,0.0253484
247.0,247.0,0.015828226
248.0,248.0,0.4395929
249.0,249.0,0.0016077989
250.0,250.0,0.02570754
251.0,251.0,0.014277942
252.0,252.0,0.17659137
253.0,253.0,0.026917187
254.0,254.0,0.008816124
255.0,255.0,0.5886599
256.0,256.0,0.02076649
257.0,257.0,0.6653583
258.0,258.0,0.10677214
259.0,259.0,0.12102135
260.0,260.0,0.8064815
261.0,261.0,0.022569876
262.0,262.0,0.004827241
263.0,263.0,0.045783885
264.0,264.0,0.09680387
265.0,265.0,0.00307896
266.0,266.0,1.8415021E-4
267.0,267.0,0.5168099
268.0,268.0,0.003660157
269.0,269.0,0.03730629
270.0,270.0,0.7521219
271.0,271.0,0.02055742
272.0,272.0,8.168834E-5
273.0,273.0,0.028267542
274.0,274.0,0.01786632
275.0,275.0,0.7392582
276.0,276.0,0.058171365
277.0,277.0,0.41175145
278.0,278.0,0.01316565
279.0,279.0,0.0054103252
280.0,280.0,0.0741498
281.0,281.0,7.52855E-5
282.0,282.0,0.066923134
283.0,283.0,0.06888938
284.0,284.0,0.043112196
285.0,285.0,0.23983139
286.0,286.0,0.3747233
287.0,287.0,0.0053149126
288.0,288.0,0.12336419
289.0,289.0,0.7849011
290.0,290.0,0.03708635
291.0,291.0,0.22529057
292.0,292.0,0.68528223
293.0,293.0,0.05585822
294.0,294.0,0.0018252496
295.0,295.0,0.023357306
296.0,296.0,0.002472205
297.0,297.0,0.027143095
298.0,298.0,0.024197387
299.0,299.0,0.47388822
300.0,300.0,5.7081073E-5
301.0,301.0,0.051308095
302.0,302.0,5.054958E-5
303.0,303.0,0.8489855
304.0,304.0,0.55229986
305.0,305.0,0.043954156
306.0,306.0,0.52102274
307.0,307.0,0.115340725
308.0,308.0,0.05873408
309.0,309.0,0.27220318
310.0,310.0,4.748854E-4
311.0,311.0,0.0074344035
312.0,312.0,0.18029092
313.0,313.0,0.0037195014
314.0,314.0,0.019349325
315.0,315.0,0.010182181
316.0,316.0,0.668653
317.0,317.0,0.0040575294
318.0,318.0,0.009102799
319.0,319.0,0.28708318
320.0,320.0,0.41544068
321.0,321.0,0.26355028
322.0,322.0,7.0640885E-6
323.0,323.0,1.084771E-5
324.0,324.0,0.053635243
325.0,325.0,0.11344309
326.0,326.0,0.005819125
327.0,327.0,0.0014700916
328.0,328.0,0.010874227
329.0,329.0,0.05267176
330.0,330.0,0.12530543
331.0,331.0,0.739954
332.0,332.0,7.926662E-4
333.0,333.0,0.009247699
334.0,334.0,0.7110681
335.0,335.0,0.12752606
336.0,336.0,0.066424794
337.0,337.0,0.8191445
338.0,338.0,0.6498886
339.0,339.0,0.120238826
340.0,340.0,0.611239
341.0,341.0,0.4468943
342.0,342.0,0.003776676
343.0,343.0,0.3064625
344.0,344.0,0.2374378
345.0,345.0,0.06077131
346.0,346.0,0.01207841
347.0,347.0,0.7251373
348.0,348.0,0.0010663139
349.0,349.0,0.007570073
350.0,350.0,0.36042634
351.0,351.0,0.02631132
352.0,352.0,0.43314144
353.0,353.0,0.01971915
354.0,354.0,0.03772725
355.0,355.0,3.238543E-4
356.0,356.0,0.019983126
357.0,357.0,4.335949E-5
358.0,358.0,0.32880756
359.0,359.0,0.8699813
360.0,360.0,6.4377E-4
361.0,361.0,0.1044655
362.0,362.0,0.0060522994
363.0,363.0,0.0072489595
364.0,364.0,0.117684804
365.0,365.0,0.09391087
366.0,366.0,0.05795893
367.0,367.0,2.1109926E-4
368.0,368.0,0.24002087
