"D","I"
0.341558234722544,0.608079094631835
0.85714417591715,0.982257405654659
0.868373208765451,0.985957051480128
0.861980375518768,0.981971274898684
0.877542956316791,0.987618801951191
0.876204102364442,0.985426089000429
0.853131294129347,0.98344182940542
0.867398991727974,0.983339059912265
0.853999354782626,0.980741461576327
0.868109168763783,0.984099244056579
0.844754259746357,0.979529413024405
0.858954211426495,0.981718559146646
0.854107903289362,0.980651856432181
0.874652891168593,0.986569389139773
0.868638537018376,0.985124053874936
0.858263911389731,0.983959441401648
0.835852867382786,0.979388592405722
0.850120469662191,0.97882717667553
0.843984141697156,0.977718743416271
0.887938688705409,0.98888786781348
0.843715416713893,0.979140201191908
0.865854246772242,0.983823476622257
0.863013941006601,0.984121211782997
0.846285385864959,0.977849809531041
0.893302716110028,0.989899466754761
0.838966079269982,0.977822519645456
0.869647873794014,0.984346551345128
0.876336875222972,0.985837364925805
0.861011634093179,0.984499541877299
0.879801644845787,0.987190960877375
0.843687156794185,0.979651182383023
0.860138093189937,0.982832115823617
0.878652176100027,0.986532487455178
0.876691230013932,0.985388594285829
0.86502818652544,0.984454837111995
0.831101217367692,0.974232098250986
0.850268440435144,0.97972105620399
0.846621757785418,0.980458952112547
0.839172693607956,0.976968103624628
0.859041948002281,0.982425033848599
0.851802111337547,0.981559222931142
0.866431597660254,0.983514515776825
0.859184444685521,0.983555424184265
0.853585032407553,0.981452726488128
0.875741718652104,0.986827826406289
0.83263298717178,0.976222417983586
0.846750609932516,0.981610497115473
0.830648791535223,0.977350684579399
0.860640200742534,0.982801984104033
0.864521361308913,0.984473965238035
0.859854660889141,0.981310622611557
0.869643401615368,0.983266898764256
0.864015926498108,0.984736122719453
0.858832238286634,0.979416559577827
0.885779740125939,0.988121410209136
0.861352509937688,0.984496468125139
0.873481695050405,0.986438505240649
0.863223085719928,0.983136002261512
0.876361006344586,0.98617163159267
0.854768693873241,0.983874213020967
0.842190350519002,0.977211167677456
0.866571147000635,0.984934266781842
0.86653741737503,0.983681074108099
0.855851103038659,0.982630759785106
0.863782242612403,0.984299533584114
0.864136400510126,0.983840163460636
0.867973267974413,0.983520141989925
0.873693369532318,0.985655632338723
0.845945900733234,0.979614166570177
0.864863165031276,0.9846066636515
0.892493172603798,0.989294796176667
0.867397118944769,0.984301761660999
0.846239646603347,0.980296072422113
0.84511420643158,0.981540233963932
0.858972077264637,0.983777221507017
0.845470736716314,0.979900142423712
0.874984932293494,0.985782306720248
0.860938389712847,0.984234298705282
0.840862161257116,0.97897691695168
0.842448043746165,0.980367092248335
0.86183005210009,0.984720164735391
0.879361790333022,0.986926354952461
0.858763493608655,0.982627181101429
0.850756281781853,0.981133658908675
0.839992570691404,0.979597842970686
0.850558006168605,0.980346291456459
0.869892319408887,0.985045279104226
0.855909963692681,0.981028062062034
0.836506632068852,0.976216873006639
0.869752818237342,0.98602028785315
0.86569802222988,0.984325178297958
0.890444108000973,0.988656232886339
0.878052229837024,0.986935507281279
0.853688424815639,0.981711132738103
0.855081563318884,0.980327737104143
0.865741696577017,0.983736333898446
0.864614544071203,0.982706291005151
0.864775677412197,0.983216136367261
0.887467806897221,0.988799098166686
0.890409889024393,0.989496652870098
0.871152871502353,0.985230221920887
