$method
[1] "niche identity test"

$null
[1] "niche models are identical"

$statistic
        D         I 
0.4972059 0.7443280 

$p.value
D I 
1 1 

$null.distribution
               D         I
  [1,] 0.8854483 0.9881273
  [2,] 0.8871956 0.9893720
  [3,] 0.8601202 0.9819804
  [4,] 0.8843162 0.9883121
  [5,] 0.8775353 0.9866991
  [6,] 0.8731553 0.9871912
  [7,] 0.8971872 0.9907991
  [8,] 0.8872666 0.9881396
  [9,] 0.8773793 0.9870706
 [10,] 0.8916217 0.9890753
 [11,] 0.8663118 0.9842882
 [12,] 0.8753115 0.9871102
 [13,] 0.8814133 0.9877303
 [14,] 0.8914033 0.9893638
 [15,] 0.8732149 0.9868532
 [16,] 0.8930578 0.9910335
 [17,] 0.8646955 0.9840589
 [18,] 0.8862319 0.9879949
 [19,] 0.8858508 0.9887538
 [20,] 0.8850316 0.9879723
 [21,] 0.8768289 0.9861130
 [22,] 0.8958936 0.9901478
 [23,] 0.8760644 0.9882039
 [24,] 0.8820117 0.9868574
 [25,] 0.8769894 0.9879517
 [26,] 0.8885771 0.9900180
 [27,] 0.8946297 0.9904355
 [28,] 0.8890602 0.9889562
 [29,] 0.8780506 0.9880594
 [30,] 0.8814532 0.9866734
 [31,] 0.8838958 0.9879250
 [32,] 0.9095143 0.9921674
 [33,] 0.8618397 0.9849770
 [34,] 0.8914767 0.9889758
 [35,] 0.8869982 0.9875256
 [36,] 0.9025400 0.9908998
 [37,] 0.8722956 0.9842214
 [38,] 0.8980649 0.9901956
 [39,] 0.8831008 0.9880189
 [40,] 0.8783466 0.9872115
 [41,] 0.8819913 0.9868349
 [42,] 0.9111992 0.9932052
 [43,] 0.8988371 0.9878617
 [44,] 0.8877781 0.9893200
 [45,] 0.8830928 0.9879225
 [46,] 0.8792310 0.9861753
 [47,] 0.8768056 0.9858846
 [48,] 0.8942272 0.9891165
 [49,] 0.8760529 0.9866580
 [50,] 0.8914908 0.9889239
 [51,] 0.8960275 0.9904012
 [52,] 0.8940405 0.9906902
 [53,] 0.8912311 0.9899518
 [54,] 0.8974410 0.9903325
 [55,] 0.8909885 0.9899020
 [56,] 0.8780426 0.9877000
 [57,] 0.8990085 0.9903137
 [58,] 0.8882608 0.9896503
 [59,] 0.8845034 0.9889759
 [60,] 0.8952004 0.9909494
 [61,] 0.8881114 0.9891845
 [62,] 0.9086748 0.9921535
 [63,] 0.8837891 0.9886784
 [64,] 0.8901797 0.9895755
 [65,] 0.8830455 0.9875438
 [66,] 0.8947736 0.9896988
 [67,] 0.9000302 0.9913234
 [68,] 0.8623105 0.9830482
 [69,] 0.8883165 0.9885089
 [70,] 0.9094945 0.9919857
 [71,] 0.8927421 0.9890644
 [72,] 0.8771627 0.9859647
 [73,] 0.8811801 0.9863944
 [74,] 0.8762943 0.9846153
 [75,] 0.8934588 0.9903262
 [76,] 0.8774805 0.9844888
 [77,] 0.8820978 0.9884846
 [78,] 0.9052166 0.9910858
 [79,] 0.8865247 0.9867275
 [80,] 0.8974716 0.9904726
 [81,] 0.8875744 0.9887859
 [82,] 0.8651764 0.9842230
 [83,] 0.8989949 0.9902482
 [84,] 0.8794691 0.9874581
 [85,] 0.8984093 0.9908164
 [86,] 0.8524380 0.9818074
 [87,] 0.8744951 0.9858566
 [88,] 0.8828111 0.9876945
 [89,] 0.8689957 0.9856970
 [90,] 0.8853854 0.9882820
 [91,] 0.8771325 0.9882246
 [92,] 0.8802700 0.9868228
 [93,] 0.9005156 0.9912638
 [94,] 0.8914709 0.9900798
 [95,] 0.8862817 0.9887259
 [96,] 0.8822402 0.9879460
 [97,] 0.8824137 0.9882882
 [98,] 0.9102984 0.9919702
 [99,] 0.8848409 0.9883978
[100,] 0.8842221 0.9877040

attr(,"class")
[1] "ntest"
