x,y,species stddev
1.0,1.0,0.03246942
2.0,2.0,1.7494723E-4
3.0,3.0,3.7476592E-4
4.0,4.0,0.0024343506
5.0,5.0,3.389829E-7
6.0,6.0,6.911828E-5
7.0,7.0,9.4180353E-7
8.0,8.0,0.020957835
9.0,9.0,0.019654483
10.0,10.0,8.07246E-6
11.0,11.0,4.5815328E-4
12.0,12.0,0.062644936
13.0,13.0,0.0035241712
14.0,14.0,0.051730137
15.0,15.0,4.0849096E-5
16.0,16.0,6.252571E-4
17.0,17.0,0.018250417
18.0,18.0,2.9303686E-4
19.0,19.0,0.0013841143
20.0,20.0,3.1617827E-5
21.0,21.0,1.8726011E-4
22.0,22.0,5.7595695E-4
23.0,23.0,2.2759434E-5
24.0,24.0,8.2003615E-5
25.0,25.0,0.032125007
26.0,26.0,1.2309288E-5
27.0,27.0,0.0024652837
28.0,28.0,5.6027777E-5
29.0,29.0,0.013437057
30.0,30.0,0.0058787037
31.0,31.0,1.0723075E-5
32.0,32.0,0.015244883
33.0,33.0,0.005412188
34.0,34.0,4.8748087E-4
35.0,35.0,0.02200205
36.0,36.0,8.623808E-6
37.0,37.0,3.843505E-4
38.0,38.0,0.034797538
39.0,39.0,0.052167393
40.0,40.0,1.9348407E-4
41.0,41.0,3.629276E-4
42.0,42.0,0.02480524
43.0,43.0,2.7125585E-4
44.0,44.0,5.05852E-4
45.0,45.0,0.0033837236
46.0,46.0,0.0011698714
47.0,47.0,0.03173559
48.0,48.0,0.027772995
49.0,49.0,0.011774637
50.0,50.0,0.0014318497
51.0,51.0,2.746309E-4
52.0,52.0,1.2836598E-4
53.0,53.0,0.025467673
54.0,54.0,1.3923606E-4
55.0,55.0,2.4374318E-5
56.0,56.0,0.0015301104
57.0,57.0,0.016066948
58.0,58.0,0.008382381
59.0,59.0,1.7139852E-6
60.0,60.0,0.0046279235
61.0,61.0,0.020731542
62.0,62.0,7.826502E-4
63.0,63.0,4.205431E-4
64.0,64.0,1.6571734E-4
65.0,65.0,2.8571047E-5
66.0,66.0,0.029718865
67.0,67.0,0.008168739
68.0,68.0,0.002205707
69.0,69.0,0.009496612
70.0,70.0,7.104302E-4
71.0,71.0,0.04709415
72.0,72.0,2.708643E-5
73.0,73.0,0.024130773
74.0,74.0,1.6397485E-4
75.0,75.0,0.0609937
76.0,76.0,3.4461075E-6
77.0,77.0,0.0017660642
78.0,78.0,8.237137E-4
79.0,79.0,0.056961056
80.0,80.0,0.0031750612
81.0,81.0,0.013184083
82.0,82.0,0.05408312
83.0,83.0,3.283225E-4
84.0,84.0,1.9446334E-4
85.0,85.0,0.0069081904
86.0,86.0,0.009912604
87.0,87.0,0.003704073
88.0,88.0,4.92195E-6
89.0,89.0,0.03663103
90.0,90.0,0.0032151188
91.0,91.0,0.0056517823
92.0,92.0,4.5625784E-6
93.0,93.0,0.04523857
94.0,94.0,2.8575236E-5
95.0,95.0,0.0012244597
96.0,96.0,9.23993E-5
97.0,97.0,0.032554958
98.0,98.0,0.0075217914
99.0,99.0,0.012557673
100.0,100.0,0.046778213
101.0,101.0,7.089446E-4
102.0,102.0,0.007404628
103.0,103.0,3.089845E-4
104.0,104.0,0.0036831128
105.0,105.0,1.7019671E-4
106.0,106.0,0.017670266
107.0,107.0,0.06576617
108.0,108.0,6.372127E-5
109.0,109.0,0.04995903
110.0,110.0,5.472881E-4
111.0,111.0,0.0083854785
112.0,112.0,0.0080713
113.0,113.0,0.018178547
114.0,114.0,1.988539E-6
115.0,115.0,2.649265E-4
116.0,116.0,1.8013318E-6
117.0,117.0,0.014697286
118.0,118.0,5.8374037E-5
119.0,119.0,0.0069733066
120.0,120.0,0.19558915
121.0,121.0,0.0060638958
122.0,122.0,0.0022606994
123.0,123.0,1.561185E-4
124.0,124.0,0.08725662
125.0,125.0,6.7030187E-6
126.0,126.0,0.053007416
127.0,127.0,2.6061494E-4
128.0,128.0,9.9761586E-5
129.0,129.0,2.6648304E-5
130.0,130.0,0.14452918
131.0,131.0,0.0013632496
