Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,alt contribution,current_2.5arcmin_PETDriestQuarter contribution,current_2.5arcmin_PETWettestQuarter contribution,current_2.5arcmin_climaticMoistureIndex contribution,wc2.0_bio_2.5m_1 contribution,wc2.0_bio_2.5m_16 contribution,wc2.0_bio_2.5m_17 contribution,wc2.0_bio_2.5m_5 contribution,wc2.0_bio_2.5m_6 contribution,alt permutation importance,current_2.5arcmin_PETDriestQuarter permutation importance,current_2.5arcmin_PETWettestQuarter permutation importance,current_2.5arcmin_climaticMoistureIndex permutation importance,wc2.0_bio_2.5m_1 permutation importance,wc2.0_bio_2.5m_16 permutation importance,wc2.0_bio_2.5m_17 permutation importance,wc2.0_bio_2.5m_5 permutation importance,wc2.0_bio_2.5m_6 permutation importance,Training gain without alt,Training gain without current_2.5arcmin_PETDriestQuarter,Training gain without current_2.5arcmin_PETWettestQuarter,Training gain without current_2.5arcmin_climaticMoistureIndex,Training gain without wc2.0_bio_2.5m_1,Training gain without wc2.0_bio_2.5m_16,Training gain without wc2.0_bio_2.5m_17,Training gain without wc2.0_bio_2.5m_5,Training gain without wc2.0_bio_2.5m_6,Training gain with only alt,Training gain with only current_2.5arcmin_PETDriestQuarter,Training gain with only current_2.5arcmin_PETWettestQuarter,Training gain with only current_2.5arcmin_climaticMoistureIndex,Training gain with only wc2.0_bio_2.5m_1,Training gain with only wc2.0_bio_2.5m_16,Training gain with only wc2.0_bio_2.5m_17,Training gain with only wc2.0_bio_2.5m_5,Training gain with only wc2.0_bio_2.5m_6,Test gain without alt,Test gain without current_2.5arcmin_PETDriestQuarter,Test gain without current_2.5arcmin_PETWettestQuarter,Test gain without current_2.5arcmin_climaticMoistureIndex,Test gain without wc2.0_bio_2.5m_1,Test gain without wc2.0_bio_2.5m_16,Test gain without wc2.0_bio_2.5m_17,Test gain without wc2.0_bio_2.5m_5,Test gain without wc2.0_bio_2.5m_6,Test gain with only alt,Test gain with only current_2.5arcmin_PETDriestQuarter,Test gain with only current_2.5arcmin_PETWettestQuarter,Test gain with only current_2.5arcmin_climaticMoistureIndex,Test gain with only wc2.0_bio_2.5m_1,Test gain with only wc2.0_bio_2.5m_16,Test gain with only wc2.0_bio_2.5m_17,Test gain with only wc2.0_bio_2.5m_5,Test gain with only wc2.0_bio_2.5m_6,AUC without alt,AUC without current_2.5arcmin_PETDriestQuarter,AUC without current_2.5arcmin_PETWettestQuarter,AUC without current_2.5arcmin_climaticMoistureIndex,AUC without wc2.0_bio_2.5m_1,AUC without wc2.0_bio_2.5m_16,AUC without wc2.0_bio_2.5m_17,AUC without wc2.0_bio_2.5m_5,AUC without wc2.0_bio_2.5m_6,AUC with only alt,AUC with only current_2.5arcmin_PETDriestQuarter,AUC with only current_2.5arcmin_PETWettestQuarter,AUC with only current_2.5arcmin_climaticMoistureIndex,AUC with only wc2.0_bio_2.5m_1,AUC with only wc2.0_bio_2.5m_16,AUC with only wc2.0_bio_2.5m_17,AUC with only wc2.0_bio_2.5m_5,AUC with only wc2.0_bio_2.5m_6,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
species_0,113,0.9089,1.0897,500,0.8779,29,0.3938,0.7717,0.0338,9751,3.4712,11.0295,1.5962,2.9193,17.7606,14.9371,12.4860,3.6298,32.1702,5.8519,4.9334,3.6308,8.7340,13.5724,6.1355,15.1125,3.7939,38.2355,0.8570,0.8899,0.8795,0.8980,0.8940,0.8890,0.8705,0.9045,0.8806,0.0054,0.1961,0.0434,0.0586,0.4967,0.3011,0.1677,0.1519,0.4462,0.4670,0.3994,0.3997,0.3744,0.3269,0.4068,0.4427,0.4294,0.3812,0.0114,0.0437,0.0791,0.1083,0.2673,0.3585,0.1482,0.1036,0.1625,0.7804,0.7698,0.7692,0.7656,0.7547,0.7773,0.7755,0.7792,0.7714,0.5857,0.5813,0.5790,0.5578,0.6947,0.7201,0.6603,0.6381,0.6760,8.2875,0.2381,1.0000,0.0432,0.7277,0.0000,0.0000,4.939E-4,5.0000,0.1121,0.5224,0.0177,0.0690,5.278E-6,10.0000,0.1741,0.3896,0.0442,0.1724,6.603E-7,2.0836,0.0673,0.6500,0.0000,0.0690,7.54E-4,18.1917,0.3096,0.2614,0.0973,0.3103,7.67E-8,27.3347,0.5054,0.1893,0.1858,0.4483,3.151E-7,19.1515,0.3332,0.2514,0.1062,0.3103,2.648E-8,17.1337,0.2861,0.2736,0.0973,0.2759,2.633E-8,15.7145,0.2607,0.2918,0.0885,0.2069,1.432E-9,2.0836,0.0673,0.6500,0.0000,0.0690,7.54E-4,9.1863,0.1655,0.4074,0.0354,0.1724,2.066E-6
species_1,113,0.8310,0.9843,500,0.8633,29,0.7408,0.8272,0.0292,9751,3.1118,9.1977,1.9185,4.2283,39.9772,11.2055,17.5510,2.4509,10.3592,5.8351,10.8537,2.2792,8.7697,33.1007,3.7204,17.6347,0.8382,16.9685,0.7998,0.8084,0.8070,0.8208,0.8155,0.8278,0.7994,0.8275,0.8083,0.0030,0.1585,0.0423,0.0964,0.4301,0.3130,0.1932,0.1459,0.3540,0.6462,0.8054,0.7063,0.7904,0.7335,0.7276,0.7190,0.7400,0.7271,0.0203,0.1974,0.0560,-0.0536,0.5533,0.3135,0.0555,0.0996,0.5423,0.8097,0.8352,0.8208,0.8350,0.8256,0.8243,0.8194,0.8273,0.8230,0.6142,0.6647,0.5742,0.5388,0.7709,0.7153,0.6073,0.5963,0.7749,8.3598,0.2574,1.0000,0.0462,0.7327,0.0088,0.0345,2.308E-3,5.0000,0.1250,0.5278,0.0265,0.0345,1.172E-6,10.0000,0.2007,0.4018,0.0619,0.0345,2.971E-10,0.7265,0.0386,0.7604,0.0000,0.0345,4.833E-3,20.0931,0.3699,0.2595,0.0973,0.1379,6.643E-14,27.6678,0.5272,0.2037,0.2035,0.3448,7.833E-10,19.1219,0.3491,0.2690,0.0796,0.1379,2.96E-13,22.0480,0.4158,0.2423,0.1239,0.2414,4.335E-11,20.6329,0.3827,0.2544,0.1062,0.1379,2.891E-14,7.4760,0.1607,0.4576,0.0265,0.0345,2.006E-8,8.2933,0.1742,0.4380,0.0265,0.0345,5.152E-9
species_2,114,0.8451,1.0041,500,0.8677,28,0.7194,0.8206,0.0367,9752,3.8468,8.5148,2.4003,3.3473,30.3067,20.4565,6.5306,4.7290,19.8679,5.9845,6.6994,5.6508,6.7704,38.4971,4.9352,6.1046,2.3288,23.0292,0.8000,0.8156,0.8250,0.8277,0.8327,0.8383,0.8134,0.8409,0.8232,0.0119,0.1608,0.0433,0.0692,0.4500,0.3228,0.1343,0.1832,0.3861,0.7072,0.7556,0.6612,0.7412,0.7104,0.7073,0.7043,0.7323,0.6774,-0.0135,0.1814,0.0671,0.0647,0.4582,0.2012,0.2761,-0.0243,0.4126,0.8190,0.8214,0.8100,0.8262,0.8218,0.8150,0.8218,0.8234,0.8124,0.4752,0.6600,0.5474,0.6153,0.7623,0.6717,0.7161,0.5781,0.7786,8.3519,0.2560,1.0000,0.0457,0.7448,0.0088,0.0000,9.753E-4,5.0000,0.1178,0.5326,0.0175,0.1071,6.655E-5,10.0000,0.1961,0.4022,0.0439,0.1429,4.558E-7,0.5934,0.0354,0.7877,0.0000,0.0000,3.009E-3,18.5315,0.3453,0.2797,0.0965,0.1786,8.53E-11,29.4849,0.5416,0.1973,0.1930,0.2857,3.114E-12,18.3729,0.3412,0.2814,0.0702,0.1786,1.042E-10,24.1132,0.4489,0.2314,0.1667,0.2143,1.773E-12,16.6854,0.3125,0.2999,0.0614,0.1429,6.197E-11,6.1707,0.1363,0.4949,0.0175,0.1071,1.265E-5,8.4902,0.1724,0.4346,0.0351,0.1429,3.229E-6
species_3,114,0.7917,0.9305,500,0.8554,28,0.9547,0.8689,0.0153,9752,3.1329,4.8429,2.0701,2.5653,32.9211,20.3305,6.2208,1.5054,26.4111,4.3708,6.8124,5.4741,4.3897,41.0699,3.0044,3.9673,0.0000,30.9115,0.7581,0.7752,0.7753,0.7707,0.7701,0.7834,0.7683,0.7923,0.7658,0.0112,0.1555,0.0533,0.0478,0.4484,0.2915,0.1337,0.1082,0.4006,0.8801,0.9191,0.9079,0.9596,0.9258,0.9188,0.8918,0.9482,0.9144,-0.0121,0.1932,0.0324,0.1398,0.4488,0.3965,0.2748,0.2645,0.3217,0.8616,0.8585,0.8596,0.8698,0.8667,0.8639,0.8581,0.8672,0.8658,0.4971,0.6626,0.4996,0.6747,0.7416,0.7398,0.7158,0.7381,0.7104,8.4123,0.2723,1.0000,0.0519,0.7457,0.0000,0.0000,1E-3,5.0000,0.1386,0.5573,0.0263,0.0000,1.203E-6,10.0000,0.2073,0.4349,0.0702,0.0000,8.098E-10,1.4430,0.0654,0.7115,0.0000,0.0000,3.771E-4,20.7299,0.3626,0.2785,0.0965,0.0000,8.2E-18,29.3316,0.5213,0.2094,0.2105,0.2143,3.31E-14,25.2341,0.4436,0.2381,0.1316,0.1429,7.318E-15,28.5469,0.5070,0.2143,0.1930,0.2143,8.64E-14,21.5017,0.3770,0.2707,0.1140,0.0000,1.893E-18,4.1121,0.1240,0.5865,0.0088,0.0000,4.443E-6,8.7192,0.1918,0.4615,0.0526,0.0000,5.473E-9
species_4,114,0.8605,1.0439,500,0.8715,28,0.6215,0.8058,0.0366,9752,4.1189,12.4825,2.1703,2.6179,12.5938,15.8220,16.8261,1.7422,31.6263,5.3266,9.8212,3.8314,7.7601,33.0756,3.3591,7.1321,1.5283,28.1657,0.8143,0.8431,0.8416,0.8428,0.8390,0.8493,0.8055,0.8566,0.8303,0.0075,0.1713,0.0440,0.0865,0.4273,0.3083,0.1817,0.1126,0.3893,0.5720,0.6450,0.5873,0.6806,0.5770,0.5983,0.6839,0.6384,0.6094,0.0105,0.0717,0.0659,-0.0122,0.5682,0.3371,0.0453,0.2444,0.4034,0.8002,0.8109,0.7989,0.8163,0.7983,0.8040,0.8124,0.8095,0.7997,0.5460,0.6260,0.5949,0.5565,0.7861,0.7221,0.6253,0.7039,0.7376,8.3371,0.2527,1.0000,0.0467,0.6993,0.0000,0.0357,1.116E-3,5.0000,0.1345,0.5142,0.0351,0.1071,3.043E-5,10.0000,0.2050,0.3986,0.0351,0.1786,2.439E-6,1.2829,0.0562,0.6763,0.0000,0.0357,5.626E-4,24.3348,0.4453,0.2267,0.0965,0.2857,3.6E-10,28.8831,0.5189,0.1970,0.1930,0.2857,2.942E-12,23.3945,0.4315,0.2337,0.0789,0.2857,9.313E-10,21.3637,0.3945,0.2500,0.0789,0.2500,4.978E-10,28.9201,0.5194,0.1968,0.2018,0.2857,2.831E-12,3.2115,0.1024,0.5750,0.0088,0.0714,7.684E-5,8.4950,0.1856,0.4282,0.0351,0.1429,2.25E-6
species (average),113.6000,0.8474,1.0105,500.0000,0.8672,28.4000,0.6860,0.8188,0.0303,9751.6000,3.5363,9.2135,2.0311,3.1356,26.7119,16.5503,11.9229,2.8115,24.0869,5.4738,7.8240,4.1733,7.2848,31.8631,4.2309,9.9902,1.6978,27.4621,0.8058,0.8264,0.8257,0.8320,0.8303,0.8376,0.8114,0.8444,0.8216,0.0078,0.1684,0.0453,0.0717,0.4505,0.3073,0.1621,0.1404,0.3952,0.6545,0.7049,0.6525,0.7092,0.6547,0.6718,0.6883,0.6977,0.6619,0.0033,0.1375,0.0601,0.0494,0.4592,0.3214,0.1600,0.1376,0.3685,0.8142,0.8192,0.8117,0.8226,0.8134,0.8169,0.8174,0.8213,0.8145,0.5436,0.6389,0.5590,0.5886,0.7511,0.7138,0.6650,0.6509,0.7355,8.3497,0.2553,1.0000,0.0467,0.7300,0.0035,0.0140,0.0012,5.0000,0.1256,0.5309,0.0246,0.0635,0.0000,10.0000,0.1966,0.4054,0.0511,0.1057,0.0000,1.2259,0.0526,0.7172,0.0000,0.0278,0.0019,20.3762,0.3665,0.2612,0.0968,0.1825,0.0000,28.5404,0.5229,0.1993,0.1972,0.3158,0.0000,21.0550,0.3797,0.2547,0.0933,0.2111,0.0000,22.6411,0.4105,0.2423,0.1320,0.2392,0.0000,20.6909,0.3705,0.2627,0.1144,0.1547,0.0000,4.6108,0.1181,0.5528,0.0123,0.0564,0.0002,8.6368,0.1779,0.4339,0.0369,0.0985,0.0000
