x,y,species stddev
1.0,1.0,5.760742E-5
2.0,2.0,3.066767E-8
3.0,3.0,6.598539E-13
4.0,4.0,3.7199454E-4
5.0,5.0,0.0030147
6.0,6.0,0.0070032184
7.0,7.0,5.548317E-9
8.0,8.0,5.69221E-6
9.0,9.0,6.033205E-6
10.0,10.0,1.03096934E-10
11.0,11.0,3.450918E-10
12.0,12.0,0.017024219
13.0,13.0,1.9996905E-5
14.0,14.0,5.91995E-8
15.0,15.0,3.1513328E-4
16.0,16.0,1.40300735E-5
17.0,17.0,1.523281E-11
18.0,18.0,7.667568E-8
19.0,19.0,1.5986065E-4
20.0,20.0,1.5447364E-5
21.0,21.0,1.4401614E-5
22.0,22.0,4.6829118E-7
23.0,23.0,3.6708202E-4
24.0,24.0,7.8167424E-5
25.0,25.0,1.1443899E-6
26.0,26.0,1.7650058E-7
27.0,27.0,5.1369384E-4
28.0,28.0,1.1917071E-9
29.0,29.0,2.0902911E-10
30.0,30.0,4.1338713E-5
31.0,31.0,8.047688E-6
32.0,32.0,2.4444784E-8
33.0,33.0,1.7508032E-6
34.0,34.0,2.0753747E-15
35.0,35.0,4.3102023E-6
36.0,36.0,8.799224E-13
37.0,37.0,0.0011816222
38.0,38.0,2.8009153E-12
39.0,39.0,1.331397E-13
40.0,40.0,2.9356967E-4
41.0,41.0,0.019092835
42.0,42.0,1.1373672E-5
43.0,43.0,1.8522928E-4
44.0,44.0,0.0015811954
45.0,45.0,1.1816718E-5
46.0,46.0,1.0342009E-12
47.0,47.0,1.4137283E-4
48.0,48.0,3.1677535E-4
49.0,49.0,1.1141105E-7
50.0,50.0,1.0329472E-4
51.0,51.0,0.0012087354
52.0,52.0,0.0042868922
53.0,53.0,4.4985664E-9
54.0,54.0,1.09899725E-8
55.0,55.0,7.247958E-5
56.0,56.0,0.03515309
57.0,57.0,1.8512135E-13
58.0,58.0,2.0131812E-4
59.0,59.0,1.1207008E-4
60.0,60.0,2.2432128E-4
61.0,61.0,2.336949E-4
62.0,62.0,1.0865887E-9
63.0,63.0,0.015553261
64.0,64.0,0.002096907
65.0,65.0,1.2123693E-4
66.0,66.0,2.0227836E-4
67.0,67.0,1.3222174E-4
68.0,68.0,1.3576338E-8
69.0,69.0,1.3850683E-4
70.0,70.0,1.0854688E-14
71.0,71.0,7.325446E-7
72.0,72.0,2.2068483E-9
73.0,73.0,6.7687564E-11
74.0,74.0,5.373795E-4
75.0,75.0,4.1107407E-5
76.0,76.0,2.984413E-4
77.0,77.0,2.3178985E-10
78.0,78.0,8.1246935E-6
79.0,79.0,0.0028042383
80.0,80.0,4.3133275E-10
81.0,81.0,7.43143E-12
82.0,82.0,4.2879718E-9
83.0,83.0,2.2220293E-6
84.0,84.0,0.026637865
85.0,85.0,8.134304E-8
86.0,86.0,4.5675675E-11
87.0,87.0,6.356426E-13
88.0,88.0,3.2000787E-7
89.0,89.0,1.08953175E-8
90.0,90.0,4.3509484E-5
91.0,91.0,1.5676062E-7
92.0,92.0,1.04846586E-4
93.0,93.0,1.2526303E-5
94.0,94.0,1.297674E-4
95.0,95.0,7.503063E-6
96.0,96.0,6.6280947E-4
97.0,97.0,2.6666E-6
98.0,98.0,8.779711E-5
99.0,99.0,9.322346E-10
100.0,100.0,8.504834E-4
101.0,101.0,4.466098E-12
102.0,102.0,0.009325679
103.0,103.0,0.01056298
104.0,104.0,1.5318772E-4
105.0,105.0,5.771412E-13
106.0,106.0,8.5707307E-14
107.0,107.0,9.983456E-4
108.0,108.0,0.015438103
109.0,109.0,1.2720982E-7
110.0,110.0,4.6436895E-7
111.0,111.0,0.006191604
112.0,112.0,6.528855E-5
113.0,113.0,0.0011267292
114.0,114.0,5.40176E-6
115.0,115.0,3.600194E-6
116.0,116.0,3.9243905E-6
117.0,117.0,8.388363E-8
118.0,118.0,4.1403586E-5
119.0,119.0,1.5698233E-6
120.0,120.0,3.2433167E-7
121.0,121.0,0.0017368101
122.0,122.0,0.027366184
123.0,123.0,8.6299915E-5
124.0,124.0,6.8058785E-7
125.0,125.0,5.790864E-15
126.0,126.0,4.841343E-5
127.0,127.0,3.873401E-5
128.0,128.0,0.0010342185
129.0,129.0,3.128665E-8
130.0,130.0,1.1947859E-4
131.0,131.0,0.0047490112
132.0,132.0,6.024193E-4
133.0,133.0,1.4626889E-12
134.0,134.0,5.78387E-8
135.0,135.0,3.7234217E-6
136.0,136.0,5.520734E-8
137.0,137.0,3.465717E-7
138.0,138.0,0.004211113
139.0,139.0,5.994883E-5
140.0,140.0,1.0094493E-7
141.0,141.0,2.1018842E-8
142.0,142.0,2.705953E-7
143.0,143.0,1.9727154E-4
144.0,144.0,0.0013496432
145.0,145.0,1.5337856E-7
146.0,146.0,1.1615158E-4
147.0,147.0,5.940385E-7
148.0,148.0,4.5556603E-10
149.0,149.0,1.453739E-12
150.0,150.0,0.0025619036
