x,y,species max
1.0,1.0,6.329995E-9
2.0,2.0,0.34492737
3.0,3.0,1.6653345E-15
4.0,4.0,4.7930066E-6
5.0,5.0,2.9656414E-6
6.0,6.0,0.059883434
7.0,7.0,1.0675279E-8
8.0,8.0,3.3097663E-8
9.0,9.0,5.6387444E-7
10.0,10.0,1.3542872E-6
11.0,11.0,2.572148E-7
12.0,12.0,3.2680198E-8
13.0,13.0,1.03322186E-7
14.0,14.0,2.9915925E-6
15.0,15.0,1.1409052E-5
16.0,16.0,0.016669977
17.0,17.0,0.33891132
18.0,18.0,1.2617443E-4
19.0,19.0,1.8808288E-12
20.0,20.0,8.358332E-5
21.0,21.0,0.6442222
22.0,22.0,1.2059825E-6
23.0,23.0,1.03601565E-7
24.0,24.0,4.495878E-7
25.0,25.0,4.0908574E-7
26.0,26.0,1.4609756E-5
27.0,27.0,3.7200956E-5
28.0,28.0,2.6067581E-10
29.0,29.0,4.0712107E-6
30.0,30.0,2.8199013E-4
31.0,31.0,1.9125844E-7
32.0,32.0,9.009509E-4
33.0,33.0,1.7400494E-9
34.0,34.0,0.14562798
35.0,35.0,0.028200418
36.0,36.0,1.203815E-4
37.0,37.0,3.1727193E-8
38.0,38.0,1.20952114E-4
39.0,39.0,2.3025111E-4
40.0,40.0,5.8513285E-7
41.0,41.0,1.0600846E-4
42.0,42.0,4.1201263E-5
43.0,43.0,8.669959E-6
44.0,44.0,0.4158711
45.0,45.0,4.7302765E-6
46.0,46.0,1.8633206E-7
47.0,47.0,0.6766969
48.0,48.0,9.528347E-5
49.0,49.0,1.3807223E-5
50.0,50.0,4.531473E-7
51.0,51.0,0.0050266157
52.0,52.0,0.9219639
53.0,53.0,4.9295695E-6
54.0,54.0,0.001891861
55.0,55.0,1.3684064E-4
56.0,56.0,1.8653998E-7
57.0,57.0,0.840023
58.0,58.0,2.5578075E-7
59.0,59.0,2.538E-8
60.0,60.0,1.2978686E-7
61.0,61.0,1.44051455E-5
62.0,62.0,6.6090684E-6
63.0,63.0,0.05000953
64.0,64.0,9.582894E-5
65.0,65.0,2.887448E-8
66.0,66.0,0.68211716
67.0,67.0,0.45990533
68.0,68.0,4.820004E-4
69.0,69.0,4.866895E-6
70.0,70.0,6.5640745E-7
71.0,71.0,7.9857796E-7
72.0,72.0,3.2091461E-6
73.0,73.0,3.3309968E-6
74.0,74.0,9.496457E-10
75.0,75.0,0.0010675878
76.0,76.0,7.698478E-8
77.0,77.0,6.529376E-6
78.0,78.0,4.906301E-9
79.0,79.0,4.2214312E-4
80.0,80.0,4.2854062E-6
81.0,81.0,5.45963E-6
82.0,82.0,0.005649829
83.0,83.0,4.459223E-5
84.0,84.0,1.0820568E-9
85.0,85.0,3.19525E-7
86.0,86.0,0.0047383774
87.0,87.0,0.008609944
88.0,88.0,4.3832382E-11
89.0,89.0,2.5424033E-5
90.0,90.0,0.047287364
91.0,91.0,1.6121968E-6
92.0,92.0,0.83715546
93.0,93.0,0.010175451
94.0,94.0,7.083223E-12
95.0,95.0,5.9394565E-6
96.0,96.0,7.7560145E-9
97.0,97.0,0.0
98.0,98.0,4.5500617E-4
99.0,99.0,1.955246E-7
100.0,100.0,3.0739935E-9
101.0,101.0,2.4605813E-6
102.0,102.0,0.8294328
103.0,103.0,1.2260085E-9
104.0,104.0,1.1535017E-7
105.0,105.0,1.5094854E-6
106.0,106.0,1.9058177E-10
107.0,107.0,3.770987E-9
108.0,108.0,4.1359667E-6
109.0,109.0,5.2646457E-5
110.0,110.0,3.3674238E-5
111.0,111.0,0.02631542
112.0,112.0,0.0010771499
113.0,113.0,7.1183946E-5
114.0,114.0,5.612976E-5
115.0,115.0,7.776304E-8
116.0,116.0,7.253591E-10
117.0,117.0,4.514886E-5
118.0,118.0,3.4568682E-6
119.0,119.0,2.3601658E-6
120.0,120.0,7.749388E-5
121.0,121.0,1.6187203E-6
122.0,122.0,4.8058798E-8
123.0,123.0,9.214851E-15
124.0,124.0,1.3417556E-7
125.0,125.0,7.180129E-8
126.0,126.0,2.0430178E-9
127.0,127.0,2.3950353E-8
128.0,128.0,1.5070375E-8
129.0,129.0,1.8971436E-7
130.0,130.0,4.5583025E-8
131.0,131.0,5.2679536E-7
132.0,132.0,6.839556E-7
133.0,133.0,5.4203618E-5
134.0,134.0,3.4112304E-6
135.0,135.0,3.244424E-4
136.0,136.0,0.16540511
137.0,137.0,4.2650996E-7
138.0,138.0,5.365334E-6
139.0,139.0,6.0475933E-5
140.0,140.0,2.6163498E-6
141.0,141.0,0.1917494
142.0,142.0,0.016443538
143.0,143.0,0.001309044
144.0,144.0,0.6491774
145.0,145.0,2.6853726E-8
146.0,146.0,0.0016499069
147.0,147.0,0.82630044
148.0,148.0,1.4032697E-4
149.0,149.0,1.2569639E-4
150.0,150.0,0.27480087
151.0,151.0,0.49002114
152.0,152.0,2.2382218E-10
153.0,153.0,1.2737873E-5
154.0,154.0,2.6002258E-6
155.0,155.0,1.5356773E-5
156.0,156.0,1.745511E-6
157.0,157.0,1.5245487E-4
158.0,158.0,1.032833E-5
159.0,159.0,1.3772373E-4
160.0,160.0,1.344815E-6
161.0,161.0,8.887591E-5
162.0,162.0,0.0029874851
163.0,163.0,8.124065E-6
164.0,164.0,6.320542E-5
165.0,165.0,4.1496318E-5
166.0,166.0,9.566996E-5
167.0,167.0,7.11334E-7
168.0,168.0,2.9014315E-9
169.0,169.0,1.2024332E-4
170.0,170.0,2.357905E-10
171.0,171.0,0.0011255171
172.0,172.0,6.005211E-6
173.0,173.0,4.836725E-6
174.0,174.0,0.5890541
175.0,175.0,1.3437311E-5
176.0,176.0,1.3789128E-5
177.0,177.0,1.270357E-6
178.0,178.0,3.2761292E-7
179.0,179.0,1.3668452E-4
180.0,180.0,2.175251E-6
181.0,181.0,2.5208155E-6
182.0,182.0,0.0039884057
183.0,183.0,2.0762045E-6
184.0,184.0,0.21714011
185.0,185.0,1.2217574E-5
186.0,186.0,6.81652E-8
187.0,187.0,1.6691647E-9
188.0,188.0,3.9651175E-5
189.0,189.0,1.9797906E-8
190.0,190.0,2.6799318E-5
191.0,191.0,2.5351315E-7
192.0,192.0,9.1648855E-10
193.0,193.0,2.6543182E-7
194.0,194.0,1.6555557E-6
195.0,195.0,9.3319005E-7
196.0,196.0,0.012825593
197.0,197.0,9.52475E-9
198.0,198.0,1.3838613E-5
199.0,199.0,0.007423073
200.0,200.0,4.5871633E-7
201.0,201.0,0.01001264
202.0,202.0,0.005482147
203.0,203.0,0.0023359354
204.0,204.0,4.4207006E-8
205.0,205.0,1.24308135E-5
206.0,206.0,0.062986314
207.0,207.0,1.0046339E-5
208.0,208.0,1.1815224E-7
209.0,209.0,3.2359347E-7
210.0,210.0,1.7590721E-6
211.0,211.0,0.023042222
212.0,212.0,5.107026E-15
213.0,213.0,0.003496784
214.0,214.0,0.70493734
215.0,215.0,7.9015086E-7
216.0,216.0,4.1098036E-7
217.0,217.0,0.72876954
218.0,218.0,2.2770295E-5
219.0,219.0,3.1726736E-6
220.0,220.0,1.1195443E-6
221.0,221.0,5.618302E-5
222.0,222.0,9.682253E-6
223.0,223.0,0.043480285
224.0,224.0,0.5775678
225.0,225.0,5.801341E-7
226.0,226.0,5.5344157E-7
227.0,227.0,1.3941944E-5
228.0,228.0,1.6197278E-5
229.0,229.0,2.8191968E-7
230.0,230.0,1.0135897E-4
231.0,231.0,2.2954625E-8
232.0,232.0,0.90899044
233.0,233.0,6.561965E-8
234.0,234.0,1.4048672E-7
235.0,235.0,7.383252E-8
236.0,236.0,3.5353116E-9
237.0,237.0,4.5968132E-5
238.0,238.0,7.6719815E-8
239.0,239.0,1.2292187E-5
240.0,240.0,0.0043645585
241.0,241.0,0.894148
242.0,242.0,2.9008717E-5
243.0,243.0,4.3619155E-5
244.0,244.0,2.9603586E-7
245.0,245.0,1.14658134E-4
246.0,246.0,2.783684E-7
247.0,247.0,0.0011264652
248.0,248.0,2.3890006E-4
249.0,249.0,6.689735E-8
250.0,250.0,4.018573E-8
251.0,251.0,6.671356E-5
252.0,252.0,2.1480989E-4
253.0,253.0,4.144613E-5
254.0,254.0,0.002385533
255.0,255.0,1.4954626E-4
256.0,256.0,0.0013644311
257.0,257.0,2.3980395E-4
258.0,258.0,1.9110555E-8
259.0,259.0,1.4869026E-4
260.0,260.0,3.3029233E-4
261.0,261.0,0.005224713
262.0,262.0,1.110223E-16
263.0,263.0,6.59751E-7
264.0,264.0,4.7167534E-5
265.0,265.0,8.144358E-8
266.0,266.0,0.25468376
267.0,267.0,3.3493275E-6
268.0,268.0,3.346579E-9
269.0,269.0,6.520409E-8
270.0,270.0,1.2172524E-5
271.0,271.0,0.16984877
272.0,272.0,2.5250324E-7
273.0,273.0,0.018913109
274.0,274.0,7.5753446E-6
275.0,275.0,3.256723E-5
276.0,276.0,0.038252845
277.0,277.0,0.8368748
278.0,278.0,0.0016595798
279.0,279.0,4.8274618E-5
280.0,280.0,0.0036804236
281.0,281.0,0.50817895
282.0,282.0,8.8220615E-5
283.0,283.0,4.8430284E-6
284.0,284.0,1.0468611E-5
285.0,285.0,6.1962082E-6
286.0,286.0,2.0290233E-6
287.0,287.0,4.0085935E-11
288.0,288.0,2.46971E-6
289.0,289.0,0.72044194
290.0,290.0,9.977202E-5
291.0,291.0,0.105188094
292.0,292.0,4.4612913E-9
293.0,293.0,0.0060422383
294.0,294.0,4.0020896E-6
295.0,295.0,1.1194605E-5
296.0,296.0,0.011583524
297.0,297.0,8.460454E-6
298.0,298.0,9.2990086E-7
299.0,299.0,1.5658347E-7
300.0,300.0,4.8344336E-5
301.0,301.0,2.8558987E-5
302.0,302.0,6.980388E-6
303.0,303.0,0.0013519418
304.0,304.0,0.37120363
305.0,305.0,0.005388532
306.0,306.0,0.09146693
307.0,307.0,2.862452E-8
308.0,308.0,0.33555722
309.0,309.0,1.4453384E-6
310.0,310.0,0.3184172
311.0,311.0,1.1209441E-6
312.0,312.0,2.7850281E-5
313.0,313.0,2.9336804E-6
314.0,314.0,0.10920035
315.0,315.0,2.4575736E-5
316.0,316.0,8.152727E-5
317.0,317.0,2.1290216E-5
318.0,318.0,0.0026013157
319.0,319.0,0.005168146
320.0,320.0,0.8573909
321.0,321.0,8.697404E-9
322.0,322.0,3.1495044E-6
323.0,323.0,0.73678404
324.0,324.0,1.1033228E-8
325.0,325.0,1.7363378E-5
326.0,326.0,0.15376009
327.0,327.0,1.1357174E-6
328.0,328.0,2.4755109E-6
329.0,329.0,6.299988E-5
330.0,330.0,7.241767E-4
331.0,331.0,0.04404187
332.0,332.0,1.1986221E-7
333.0,333.0,3.522972E-5
334.0,334.0,3.7343365E-5
335.0,335.0,8.319497E-6
336.0,336.0,1.3520265E-7
337.0,337.0,0.13945206
338.0,338.0,2.714391E-6
339.0,339.0,6.011143E-7
340.0,340.0,2.7258077E-6
341.0,341.0,0.3225305
342.0,342.0,3.7118842E-4
343.0,343.0,3.857153E-6
344.0,344.0,6.723533E-7
345.0,345.0,4.0949595E-7
346.0,346.0,0.11752423
347.0,347.0,2.9511182E-4
348.0,348.0,0.0010544336
349.0,349.0,0.35590398
350.0,350.0,1.0042977E-6
351.0,351.0,2.5071126E-6
352.0,352.0,1.5336621E-12
353.0,353.0,7.2158946E-5
354.0,354.0,0.6514882
355.0,355.0,2.5531906E-6
356.0,356.0,1.1027553E-5
357.0,357.0,3.546607E-8
358.0,358.0,9.247264E-5
359.0,359.0,3.35636E-8
360.0,360.0,1.9524475E-6
361.0,361.0,2.5888687E-6
362.0,362.0,1.4196447E-6
363.0,363.0,1.9470906E-6
364.0,364.0,1.5721755E-5
365.0,365.0,2.0039526E-12
366.0,366.0,0.0016740299
367.0,367.0,3.361177E-10
368.0,368.0,2.0650183E-5
369.0,369.0,4.075479E-6
370.0,370.0,9.474329E-9
371.0,371.0,3.8141653E-8
372.0,372.0,1.6982352E-6
373.0,373.0,5.052133E-8
374.0,374.0,3.432649E-7
375.0,375.0,0.06263788
376.0,376.0,3.6880436E-8
377.0,377.0,1.6507071E-6
378.0,378.0,0.13242123
379.0,379.0,0.25205842
380.0,380.0,2.5793398E-7
381.0,381.0,7.635207E-8
382.0,382.0,1.7783277E-6
383.0,383.0,0.023031129
384.0,384.0,6.944085E-8
385.0,385.0,1.21245175E-4
386.0,386.0,4.514987E-4
387.0,387.0,2.8253186E-7
388.0,388.0,1.5287846E-7
389.0,389.0,8.319768E-9
390.0,390.0,6.460131E-7
391.0,391.0,2.718966E-7
392.0,392.0,5.360729E-8
393.0,393.0,2.0462074E-5
394.0,394.0,1.350758E-6
395.0,395.0,4.852866E-7
396.0,396.0,7.6447144E-8
397.0,397.0,0.002995437
398.0,398.0,0.2014144
399.0,399.0,2.1563802E-4
400.0,400.0,8.116267E-8
401.0,401.0,3.005275E-10
402.0,402.0,2.7347635E-4
403.0,403.0,0.2614456
404.0,404.0,3.7217667E-4
405.0,405.0,2.3506269E-7
406.0,406.0,2.3371575E-4
407.0,407.0,2.9654527E-4
408.0,408.0,1.4937416E-7
409.0,409.0,1.0560844E-4
410.0,410.0,0.0022942324
411.0,411.0,3.4529524E-8
412.0,412.0,7.368671E-5
413.0,413.0,1.6197377E-9
414.0,414.0,6.4952487E-6
415.0,415.0,0.60990536
