Predictor variable,Categorical,Sample average
Cropped_Cloud,false,154.215983507926
alt,false,705.8684210693627
current_2.5arcmin_PETDriestQuarter,false,90.53105273999665
current_2.5arcmin_PETWettestQuarter,false,107.17508753977324
current_2.5arcmin_climaticMoistureIndex,false,-0.017631578814695802
wc2.0_bio_2.5m_1,false,12.40295695768375
wc2.0_bio_2.5m_16,false,453.94736842105266
wc2.0_bio_2.5m_17,false,170.19298245614036
wc2.0_bio_2.5m_5,false,26.73279231054741
wc2.0_bio_2.5m_6,false,-3.5701562766181794
