gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1274453238																										2-1287429-721																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287429-721																														95662	1969				1969										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Valley																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453236																										2-1287422-718																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287422-718																														141524	1973				1973										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Shoshone																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453233																										2-1287423-686																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287423-686																														95666	1969				1969										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Boise																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453223																										2-1287424-721																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287424-721																														82983	2006				2006										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Valley																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453219																										2-1287425-721																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287425-721																														95655	1969				1969										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Valley																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453203																										2-1287426-686																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287426-686																														158619	1929				1929										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Boise																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453192																										2-1287421-721																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287421-721																														141525	1949				1949										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Valley																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453178																										2-1287420-721																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287420-721																														141533	1981				1981										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Valley																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453168																										2-1287456-703																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287456-703																														142781	1978				1978										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Idaho																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453165																										2-1287419-686																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287419-686																														95651	1979				1979										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Boise																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453129																										2-1287455-703																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287455-703																														139847	1895				1895										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Idaho																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453118																										2-1287483-706																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287483-706																														140431	1895				1895										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Kootenai																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453113																										2-1287453-706																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287453-706																														146483	1951				1951										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Kootenai																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453107																										2-1287482-706																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287482-706																														140425	1891				1891										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Kootenai																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453104																										2-1287454-701																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287454-701																														141195	1940				1940										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Gem																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453102																										2-1287481-707																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287481-707																														158625	1928				1928										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Latah																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453101																										2-1287451-722																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287451-722																														157473	1930				1930										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Washington																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453100																										2-1287479-707																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287479-707																														141521	1939				1939										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Latah																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453094																										2-1287452-716																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287452-716																														95653	1969				1969										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Payette																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453091																										2-1287480-722																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287480-722																														91692	1986				1986										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Washington																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453089																										2-1287449-679																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287449-679																														94427	1986				1986										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Adams																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453082																										2-1287447-679																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287447-679																														141107	1913				1913										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Adams																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453070																										2-1287450-679																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287450-679																														141501	1986				1986										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Adams																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453060																										2-1287448-687																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287448-687																														141504	1961				1961										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Bonner																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
1274453055																										2-1287477-713																				These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	NatureServe												NTSRV	ID-NHP	NatureServe Network Species Occurrence Data							2-1287477-713																														169555	1923				1923										http://www.natureserve.org/explorer/servlet/NatureServe?searchSpeciesUid=ELEMENT_GLOBAL.2.103644				North America				UNITED STATES		Idaho			Nez Perce																																																																		Urocitellus columbianus (Ord, 1815)								Animalia	Craniata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		Species		(Ord, 1815)					
