gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1500315469																										5961156										CC_BY_NC_4_0			2017-04-26T05:46Z			https://www.inaturalist.org/observations/5961156				by Tony Wood no rights reserved	Tony Wood												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/5961156	5961156		Tony Wood																												2015-08-03T14:06Z	18:06:00Z			2015	8	3	2015/08/03 12:06 PM MDT															CA					Lake O'Hara, Columbia-Shuswap A, BC V0A, Canada							51.355975	-116.330272	465.0																																12286953				2017-04-26T04:08Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-05-06T13:17Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED		true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-05-06T12:57Z	2017-07-15T19:02Z	false
1500315365																										5960846										CC_BY_NC_4_0			2017-04-26T03:48Z			https://www.inaturalist.org/observations/5960846				© Mike V.A. Burrell some rights reserved	Mike V.A. Burrell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5960846	5960846		Mike V.A. Burrell																												2008-06-21T13:35Z	15:35:00Z			2008	6	21	2008/06/21 11:35 AM EDT															CA					Banff, AB, Canada							51.178363	-115.570769	2467.0																																12286080				2017-04-26T03:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:44Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:18Z	2017-07-15T19:02Z	false
1500315360																										5960848										CC_BY_NC_4_0			2017-04-26T03:48Z			https://www.inaturalist.org/observations/5960848				© Mike V.A. Burrell some rights reserved	Mike V.A. Burrell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5960848	5960848		Mike V.A. Burrell																												2008-06-21T02:00Z				2008	6	21	2008-06-21															CA					Banff, AB, Canada							51.178363	-115.570769	2467.0																																12286083				2017-04-26T03:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:44Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:18Z	2017-07-15T19:02Z	false
1500315355																										5960847										CC_BY_NC_4_0			2017-04-26T03:48Z			https://www.inaturalist.org/observations/5960847				© Mike V.A. Burrell some rights reserved	Mike V.A. Burrell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5960847	5960847		Mike V.A. Burrell																												2008-06-21T18:36Z	20:36:00Z			2008	6	21	2008/06/21 4:36 PM EDT															CA					Banff, AB, Canada							51.178363	-115.570769	2467.0																																12286082				2017-04-26T03:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:44Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:18Z	2017-07-15T19:02Z	false
1500315334																										5960845										CC_BY_NC_4_0			2017-04-27T04:17Z			https://www.inaturalist.org/observations/5960845				© Mike V.A. Burrell some rights reserved	Mike V.A. Burrell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5960845	5960845		Mike V.A. Burrell																												2008-06-20T21:55Z	23:55:00Z			2008	6	20	2008/06/20 7:55 PM EDT															CA					Highway 93, Jasper, AB T0E, Canada							52.220317	-117.224334	173.0																																12286079				2017-04-26T03:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:44Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:18Z	2017-07-15T19:02Z	false
1500315272																										5960844										CC_BY_NC_4_0			2017-04-26T03:48Z			https://www.inaturalist.org/observations/5960844				© Mike V.A. Burrell some rights reserved	Mike V.A. Burrell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5960844	5960844		Mike V.A. Burrell																												2008-06-21T02:00Z				2008	6	21	2008-06-21															CA					Banff, AB, Canada							51.178363	-115.570769	2467.0																																12286078				2017-04-26T03:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:44Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:18Z	2017-07-15T19:02Z	false
1457621375																										5610595										CC_BY_NC_4_0			2017-04-08T19:20Z			https://www.inaturalist.org/observations/5610595				© Nicholas Sly some rights reserved	Nicholas Sly												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/5610595	5610595		Nicholas Sly																												2017-04-02T16:05Z	20:05:00Z			2017	4	2	2017/04/02 2:05 PM MDT															US					Duck Pond, Missoula, MT, USA							46.83835	-114.01062	194.0																																11615792				2017-04-08T16:06Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:36Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:15Z	2017-07-15T19:01Z	true
1457621325																										5610596										CC_BY_NC_4_0			2017-04-08T19:20Z			https://www.inaturalist.org/observations/5610596				© Nicholas Sly some rights reserved	Nicholas Sly												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/5610596	5610596		Nicholas Sly																												2017-04-02T16:48Z	20:48:00Z			2017	4	2	2017/04/02 2:48 PM MDT															US					Lee Metcalf NWR, Ravalli County, MT, USA							46.559568	-114.084434	1539.0																																11615793				2017-04-08T16:06Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:36Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:15Z	2017-07-15T19:01Z	true
1457589248																										5515353										CC_BY_NC_4_0			2017-03-31T15:59Z			https://www.inaturalist.org/observations/5515353				© cloudya some rights reserved	cloudya												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/5515353	5515353		cloudya																												2015-07-29T19:29Z	03:29:00Z			2015	7	29	2015/07/29 5:29 PM HST															US					Glacier County, Montana, USA							48.64175	-113.69068	11768.0																																11397470				2017-03-31T06:30Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:35Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:14Z	2017-07-15T19:01Z	true
1457583858																										4848909										CC_BY_NC_4_0			2017-04-11T06:43Z			https://www.inaturalist.org/observations/4848909				© Kristin some rights reserved	Kristin												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION	Coordinate uncertainty increased to 26887m to protect threatened taxon			https://www.inaturalist.org/observations/4848909	4848909		Kristin																												2014-05-27T04:50Z	09:50:00Z			2014	5	27	2014/05/27 2:50 AM PDT															US					Washington, US							47.071734	-119.960246	26887.0																																9700022				2016-12-27T06:45Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:22Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:10Z	2017-07-15T18:59Z	true
1453509426																										5309823										CC_BY_NC_4_0			2017-03-17T03:18Z			https://www.inaturalist.org/observations/5309823				© Jeff Skrentny some rights reserved	Jeff Skrentny												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/5309823	5309823		Jeff Skrentny																Columbian Ground Squirrels (Urocitellus columbianus) Big Hole National Battlefield Beaverhead County MT June 2015 Week #27 Jeff Skrentny IMG_0486												2015-06-30T16:02Z	19:02:00Z			2015	6	30	2015/06/30 2:02 PM CDT															US					Big Hole National Battlefield, Beaverhead County, MT, USA							45.641258	-113.643674	15.0																																10963842				2017-03-15T02:51Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:32Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:13Z	2017-07-15T19:00Z	true
