gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	genericName	typifiedName	protocol	lastParsed	lastCrawled	repatriated
1571177692																										6778288										CC_BY_NC_4_0			2017-07-14T15:49Z			https://www.inaturalist.org/observations/6778288				© Yousif Attia some rights reserved	Yousif Attia												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/6778288	6778288		Yousif Attia																												2017-06-03T10:30Z	14:30:00Z			2017	6	3	2017/06/03 8:30 AM MDT															CA					Division No. 3, AB, Canada							49.132273	-113.869321	31.0																																13998537				2017-06-24T19:16Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-15T19:04Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-15T19:04Z	2017-07-15T19:04Z	false
1571173508																										6765570										CC_BY_NC_4_0			2017-06-23T17:26Z			https://www.inaturalist.org/observations/6765570				© Carey B some rights reserved	Carey B												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/6765570	6765570		Carey B																Large male, I estimate >>500g; roadkill												2017-06-22T19:58Z	23:58:28Z			2017	6	22	Thu Jun 22 2017 17:58:28 GMT-0600 (MDT)															CA					Division No. 3, CA-AB, CA							49.344672	-114.132385	522.0																																13971542				2017-06-23T16:32Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:48Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:46Z	2017-07-15T19:04Z	false
1571153940																										6709586										CC_BY_NC_4_0			2017-06-24T00:58Z			https://www.inaturalist.org/observations/6709586				© macleancockell some rights reserved	macleancockell												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6709586	6709586		macleancockell																												2017-06-18T15:00Z	20:00:54Z			2017	6	18	2017-06-18 1:00:54 PM PDT															CA					Kootenay Boundary, CA-BC, CA							49.509815	-119.296203	7.0																																13848436				2017-06-19T00:21Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:47Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:45Z	2017-07-15T19:04Z	false
1571149711																										6697513										CC_BY_NC_4_0			2017-06-18T09:01Z			https://www.inaturalist.org/observations/6697513				© Nicholas Sly some rights reserved	Nicholas Sly												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6697513	6697513		Nicholas Sly																												2016-07-23T14:45Z	18:45:00Z			2016	7	23	2016/07/23 12:45 PM MDT															US					Glacier NP -- Swiftcurrent, Glacier County, MT, USA							48.792019	-113.668499	974.0																																13823345				2017-06-18T02:23Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:47Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:45Z	2017-07-15T19:04Z	true
1571149565																										6697024										CC_BY_NC_4_0			2017-06-18T09:02Z			https://www.inaturalist.org/observations/6697024				© Nicholas Sly some rights reserved	Nicholas Sly												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6697024	6697024		Nicholas Sly																												2016-04-10T15:51Z	19:51:00Z			2016	4	10	2016/04/10 1:51 PM MDT															US					Holland Lake Road, Missoula County, MT, USA							47.437692	-113.640518	1678.0																																13822351				2017-06-18T01:40Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:47Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:45Z	2017-07-15T19:04Z	true
1571130535																										6619070										CC_BY_NC_4_0			2017-06-15T07:55Z			https://www.inaturalist.org/observations/6619070				© rhyax some rights reserved	rhyax												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6619070	6619070		rhyax																												2017-06-12T18:20Z	23:20:44Z			2017	6	12	2017-06-12 4:20:44 PM PDT															US					National Forest Development Road 3920 Joseph, OR 97846							45.281113	-117.128609																																	13672781				2017-06-13T07:30Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:46Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:45Z	2017-07-15T19:04Z	true
1571118250																										6580963										CC_BY_NC_4_0			2017-06-11T00:21Z			https://www.inaturalist.org/observations/6580963				© Brandon Hawn some rights reserved	Brandon Hawn												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6580963	6580963		Brandon Hawn																												2017-06-06T18:23Z	23:23:00Z			2017	6	6	2017/06/06 4:23 PM PDT															US					US Hwy 2, West Glacier, MT 59901, USA							48.526619	-113.984482	179.0																																13593493				2017-06-11T00:05Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:45Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:44Z	2017-07-15T19:04Z	true
1571079454																										6452570										CC_BY_NC_4_0			2017-06-03T09:37Z			https://www.inaturalist.org/observations/6452570				© lisapoir some rights reserved	lisapoir												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6452570	6452570		lisapoir																												2009-07-30T15:35Z	20:35:53Z			2009	7	30	Thu Jul 30 2009 13:35:53 GMT-0700 (PDT)															CA					Barkerville Hwy, , BC, CA							53.068664	-121.515197	93.0																																13321633				2017-06-01T05:30Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-07-05T10:43Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-07-05T10:43Z	2017-07-15T19:03Z	false
1562895832																										6101433										CC_BY_NC_4_0			2017-05-05T20:42Z			https://www.inaturalist.org/observations/6101433				© cuihenggang some rights reserved	cuihenggang												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/6101433	6101433		cuihenggang																												2016-08-13T19:21Z	21:21:00Z			2016	8	13	2016/08/13 5:21 PM EDT															US					Glacier National Park							48.759613	-113.787022	40590.0																																12564238				2017-05-05T19:14Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:49Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:20Z	2017-07-15T19:02Z	true
1500324174																										5988698										CC_BY_NC_4_0			2017-05-01T18:00Z			https://www.inaturalist.org/observations/5988698				© Mark Olivier some rights reserved	Mark Olivier												iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				http://inaturalist.ca/observations/5988698	5988698		Mark Olivier																												2006-04-27T12:07Z	14:07:00Z			2006	4	27	2006/04/27 10:07 AM EDT															CA					East Kootenay, BC, Canada							50.977978	-115.948505	122.0																																12342683				2017-04-28T01:44Z				179998								Urocitellus columbianus (Ord, 1815)								Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		columbianus		SPECIES							50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2017-06-08T09:45Z							GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED	STILLIMAGE	true	false	7786966	1	44	359	1459	9456	7713357		7786966	Urocitellus columbianus	Urocitellus		DWC_ARCHIVE	2017-06-08T09:19Z	2017-07-15T19:02Z	false
