Predictor variable,Categorical,Sample average
IPCCconcert,false,0.577066348526462
alt,false,499.3254766485919
current_2.5arcmin_PETDriestQuarter,false,142.88860902757895
current_2.5arcmin_PETWettestQuarter,false,89.5193742450893
current_2.5arcmin_climaticMoistureIndex,false,0.13839076415220078
wc2.0_bio_2.5m_1,false,18.56906413832718
wc2.0_bio_2.5m_12,false,1961.7891376596117
wc2.0_bio_2.5m_16,false,838.2844149029211
wc2.0_bio_2.5m_17,false,176.16262900122442
wc2.0_bio_2.5m_5,false,27.80676280057199
wc2.0_bio_2.5m_6,false,8.964164090260192
