Predictor variable,Categorical,Sample average
IPCCconcert,false,0.5787791708594423
alt,false,498.94087403598974
current_2.5arcmin_PETDriestQuarter,false,142.0538558959961
current_2.5arcmin_PETWettestQuarter,false,89.51858611217195
current_2.5arcmin_climaticMoistureIndex,false,0.1521593833912001
wc2.0_bio_2.5m_1,false,18.531241049190413
wc2.0_bio_2.5m_12,false,1968.982005141388
wc2.0_bio_2.5m_16,false,845.1053984575835
wc2.0_bio_2.5m_17,false,173.21593830334191
wc2.0_bio_2.5m_5,false,27.642012681936542
wc2.0_bio_2.5m_6,false,9.110344127806952
