Predictor variable,Categorical,Sample average
IPCCconcert,false,0.571615650070657
alt,false,521.1294964028777
current_2.5arcmin_PETDriestQuarter,false,141.45474770086275
current_2.5arcmin_PETWettestQuarter,false,88.18489260639218
current_2.5arcmin_climaticMoistureIndex,false,0.14935251782319958
wc2.0_bio_2.5m_1,false,18.450740879388164
wc2.0_bio_2.5m_12,false,1904.913669064748
wc2.0_bio_2.5m_16,false,830.9712230215828
wc2.0_bio_2.5m_17,false,155.9208633093525
wc2.0_bio_2.5m_5,false,27.51994007439922
wc2.0_bio_2.5m_6,false,9.026532388633962
