X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
1.0,1.0,train,5.874072973524205E-4,55.747326058006315,0.8067705431460891
2.0,2.0,train,3.984633060863008E-4,46.16223180061315,0.6721212772426437
3.0,3.0,train,4.965319772570893E-4,50.98371085053144,0.7508149778926259
4.0,4.0,train,5.068935005082369E-4,51.662258322915356,0.7579368486023046
5.0,5.0,train,5.61124441103398E-4,54.314810919037825,0.7920221178751693
6.0,6.0,train,6.350599132564312E-4,58.479577027036,0.8308947830559783
7.0,7.0,train,6.18568871060991E-4,57.426661487198615,0.8229075731693181
8.0,8.0,train,7.515043903981187E-4,63.311679578896744,0.8779235176745923
9.0,9.0,train,7.894176787713698E-4,65.31724825936418,0.890212543777459
10.0,10.0,train,7.562913780154592E-4,63.48210448346002,0.8795480131064128
11.0,11.0,train,7.405517640936672E-4,62.94938716928867,0.8741237847887489
12.0,12.0,train,7.190340436105286E-4,62.01296830335029,0.866310895341831
13.0,13.0,train,4.964580720126112E-4,50.97363376736101,0.7507634346116143
16.0,16.0,train,9.4454046987846E-4,72.27439059234632,0.9288755963901153
17.0,17.0,train,5.706818778016933E-4,54.70851428388849,0.7975111212087861
18.0,18.0,train,7.983692230999976E-4,65.65099373473011,0.8929286841407552
19.0,19.0,train,4.969193476198258E-4,51.03652933980946,0.7510849649211884
20.0,20.0,train,8.517329932575896E-4,67.76683696234223,0.9077820305464499
21.0,21.0,train,7.61249713769153E-4,63.71266194055446,0.8812078682682439
22.0,22.0,train,9.831449502667395E-4,74.3178568525463,0.936159057682021
23.0,23.0,train,0.0010816172384868366,77.88486725461085,0.9515362028766269
24.0,24.0,train,9.702517738213297E-4,73.62576856462063,0.9338134907916572
25.0,25.0,train,8.928065328596358E-4,70.00942877115462,0.9177955465949378
26.0,26.0,train,8.268426751225347E-4,66.7116598216305,0.901129460929428
28.0,28.0,train,8.236065796903154E-4,66.5586495247467,0.9002299918989273
29.0,29.0,train,9.629790688574478E-4,73.34537431870802,0.9324526025255251
30.0,30.0,train,8.923102640700592E-4,69.83113924780841,0.9176812998385805
31.0,31.0,train,0.0011176895457858653,79.6633807941572,0.9561897575184916
33.0,33.0,train,0.0010464611180781018,76.82605692989222,0.9465256273523021
34.0,34.0,train,8.975345837755416E-4,70.65340845428793,0.9188760780414087
35.0,35.0,train,0.0013457817234211946,88.12174457690631,0.9768604135128682
36.0,36.0,train,0.001068716052196174,77.48213890411809,0.9497544782247992
37.0,37.0,train,0.001223522129860822,84.60512600248677,0.9674202156868237
38.0,38.0,train,0.001147148653865485,81.29123785103823,0.9596566956732916
39.0,39.0,train,0.0010155707262973755,75.40174838239693,0.9416971947879591
40.0,40.0,train,9.726440646880042E-4,73.83066243571555,0.9342551227024284
41.0,41.0,train,0.0013544732175226482,88.59238627585222,0.9774164572251571
42.0,42.0,train,0.0013860200069351607,89.85367879634478,0.9793247607878663
43.0,43.0,train,0.0011582123049058528,81.8373040279769,0.9608866640176631
44.0,44.0,train,0.0010244219904543825,75.8339043518247,0.9431236461232906
45.0,45.0,train,0.0010179046613961952,75.55549940754668,0.9420767637022406
46.0,46.0,train,7.811328807064044E-4,64.5695065263997,0.8876373557359432
47.0,47.0,train,5.382167489461947E-4,53.33107454754356,0.7782524439007371
48.0,48.0,train,0.0018322880729283652,98.04027365941276,0.99406989290287
51.0,51.0,train,0.0011284546543943764,80.13959807334035,0.9574899228153071
52.0,52.0,train,0.0020844406431052816,99.11768813918712,0.9970718062674249
53.0,53.0,train,9.952687216620694E-4,74.62061935118071,0.9382887667596892
54.0,54.0,train,8.591488331164971E-4,68.1786428626157,0.909676148816169
55.0,55.0,train,7.849342518441597E-4,65.03449314018617,0.8888263620490671
56.0,56.0,train,0.0014166373859043836,91.11968695822087,0.9810225172176055
57.0,57.0,train,0.0015820816692703407,95.35648773233305,0.9880557214477097
58.0,58.0,train,0.001181132849127547,83.04102066256239,0.9633167717893073
59.0,59.0,train,8.081271858831882E-4,66.10724804548286,0.895813020475279
60.0,60.0,train,8.941191410751073E-4,70.26203507156089,0.9180969603037128
61.0,61.0,train,0.0014946355739823233,92.58376990512528,0.9847439995758298
62.0,62.0,train,0.0011343834990272233,80.36784404515046,0.9581894329041425
63.0,63.0,train,1.8905628387998265E-4,31.68055887133373,0.4108530691058796
