Predictor variable,Categorical,Sample average
IPCCconcert,false,0.5825430789680192
alt,false,251.07272727272726
current_2.5arcmin_PETDriestQuarter,false,88.27360616741758
current_2.5arcmin_PETWettestQuarter,false,123.74175731196549
current_2.5arcmin_climaticMoistureIndex,false,-0.017787878757173366
wc2.0_bio_2.5m_1,false,15.152621120395082
wc2.0_bio_2.5m_12,false,1272.4939393939394
wc2.0_bio_2.5m_16,false,402.74545454545455
wc2.0_bio_2.5m_17,false,237.88484848484848
wc2.0_bio_2.5m_5,false,31.677837209990532
wc2.0_bio_2.5m_6,false,-1.8154532452537255
