Predictor variable,Categorical,Sample average
Cropped_Cloud,false,150.73423594759223
alt,false,673.1228070175439
current_2.5arcmin_PETDriestQuarter,false,93.30236847358837
current_2.5arcmin_PETWettestQuarter,false,107.03912220084877
current_2.5arcmin_climaticMoistureIndex,false,-0.02342105256556942
wc2.0_bio_2.5m_1,false,13.277914235270337
wc2.0_bio_2.5m_16,false,487.9736842105263
wc2.0_bio_2.5m_17,false,172.85087719298247
wc2.0_bio_2.5m_5,false,27.21364089898896
wc2.0_bio_2.5m_6,false,-2.0925413396274832
